epoch,train_loss,val_top1_rmse_norm,val_bestk_rmse_norm,val_top1_loss_mean
1,1.1614798605442047,0.9865526556968689,0.9865427017211914,0.9732860610598609
2,1.1256548166275024,0.9873752593994141,0.9873613119125366,0.9749100094749814
3,1.1117569108804066,0.9865962862968445,0.9865847229957581,0.9733720961071196
4,1.098809113105138,0.9887688755989075,0.9887569546699524,0.9776638348897299
5,1.121585766474406,0.9883611798286438,0.9883521199226379,0.9768578892662412
6,1.1089574942986171,0.9872852563858032,0.9872751235961914,0.9747322173345656
7,1.1117968757947285,0.9867497682571411,0.9867299795150757,0.9736751374744234
8,1.1004545489947002,0.9873794317245483,0.9873522520065308,0.9749182065327963
9,1.1105519582827885,0.986849308013916,0.9867818355560303,0.9738716170901344
10,1.1058330436547597,0.9851778149604797,0.9850171208381653,0.9705753780546642
11,1.0688152263561885,0.9370827674865723,0.9369614124298096,0.8781241121746245
12,0.9584328085184097,0.9041426777839661,0.9039461612701416,0.8174740246364048
13,0.969126358628273,0.895749568939209,0.8955018520355225,0.8023672898610433
14,0.905663937330246,0.8817294239997864,0.8814002871513367,0.7774467581794375
15,0.8396613771716753,0.8816390633583069,0.8811976909637451,0.7772875059218634
16,0.8221075038115183,0.8879948258399963,0.8876018524169922,0.7885348002115885
17,0.7837620203693708,0.8846222758293152,0.883829653263092,0.7825565792265392
18,0.774485225478808,0.8712663054466248,0.8693782687187195,0.7591049671173096
19,0.7692312051852545,0.8600749373435974,0.8577763438224792,0.7397288594927106
20,0.746013288696607,0.858129620552063,0.8546103835105896,0.7363864353724888
21,0.7368729561567307,0.8839738965034485,0.8747801780700684,0.7814097518012637
22,0.7191464950640997,0.8592446446418762,0.8426302671432495,0.7383014020465669
23,0.6964131320516268,0.8633885979652405,0.8298718929290771,0.7454398473103842
24,0.6763614416122437,0.9064807891845703,0.8029561638832092,0.8217072941008068
25,0.6463116432229677,0.9647737741470337,0.7798740267753601,0.9307884034656343
26,0.6468831052382787,0.9301481246948242,0.7513633370399475,0.8651756332034156
27,0.634293240805467,0.8719721436500549,0.7717785239219666,0.7603354226975214
28,0.630386104186376,0.9705871939659119,0.8207988739013672,0.9420395805722191
29,0.6233762303988138,0.9488548636436462,0.7832096219062805,0.9003255026681083
30,0.6071831633647283,0.9765524864196777,0.7417740225791931,0.9536548114958263
31,0.6050487036506335,0.835029125213623,0.7200661301612854,0.6972736176990327
32,0.5843418687582016,0.8455387353897095,0.7257741689682007,0.7149357114519391
33,0.5556050290664037,0.8969753384590149,0.7555118203163147,0.8045648393176851
34,0.5515560358762741,0.9897981286048889,0.837032675743103,0.979700451805478
35,0.5399895583589872,0.8582190871238708,0.7105580568313599,0.7365399315243676
36,0.5303439448277155,0.860922634601593,0.7145751714706421,0.7411877768380302
37,0.53378576785326,0.8674347400665283,0.7071584463119507,0.7524429502941313
38,0.5577040985226631,0.9077528715133667,0.7023807764053345,0.824015254066104
39,0.550546757876873,0.83707594871521,0.7094186544418335,0.7006961504618326
40,0.5161837115883827,0.9244695901870728,0.7507055997848511,0.8546440941946847
41,0.523366113503774,1.0002694129943848,0.7857629060745239,1.000538712456113
42,0.5046995133161545,0.8915314078330994,0.7709823250770569,0.7948282332647414
43,0.4972125714023908,0.8583669066429138,0.7607951164245605,0.7367937224251884
44,0.4767375911275546,0.858146607875824,0.7417542338371277,0.7364155792054676
45,0.48301134010155994,0.8553985953330994,0.7427852153778076,0.7317068122682118
46,0.4802882100145022,0.8351404070854187,0.7377942800521851,0.6974594365982782
47,0.4690469081203143,0.8519805669784546,0.717265784740448,0.725870859055292
48,0.4613441651066144,0.9721553325653076,0.7691842913627625,0.9450860023498535
