candidate_model,feature_set,threshold,split,selector_rmse,keypoint_selected_rate
logreg_original_balanced,original,0.05,train,0.5274184938005153,0.8723404255319149
logreg_original_balanced,original,0.05,val,0.5721108086588883,0.8809523809523809
logreg_original_balanced,original,0.05,test,0.5753064146930897,0.9
logreg_original_balanced,original,0.1,train,0.5104880141285597,0.7819148936170213
logreg_original_balanced,original,0.1,val,0.585186216456577,0.8095238095238095
logreg_original_balanced,original,0.1,test,0.5744348759307114,0.825
logreg_original_balanced,original,0.15,train,0.49626973561148097,0.7074468085106383
logreg_original_balanced,original,0.15,val,0.585186216456577,0.8095238095238095
logreg_original_balanced,original,0.15,test,0.569756317699192,0.75
logreg_original_balanced,original,0.2,train,0.4861489585390675,0.6595744680851063
logreg_original_balanced,original,0.2,val,0.5785518950186452,0.7857142857142857
logreg_original_balanced,original,0.2,test,0.5670546489106226,0.725
logreg_original_balanced,original,0.25,train,0.47018396993318046,0.5957446808510638
logreg_original_balanced,original,0.25,val,0.5820121175848046,0.7380952380952381
logreg_original_balanced,original,0.25,test,0.5720875022787624,0.575
logreg_original_balanced,original,0.3,train,0.45396062978205076,0.5585106382978723
logreg_original_balanced,original,0.3,val,0.5915948680197316,0.6904761904761905
logreg_original_balanced,original,0.3,test,0.559403443966613,0.475
logreg_original_balanced,original,0.35,train,0.4385900846846573,0.5106382978723404
logreg_original_balanced,original,0.35,val,0.586863771747426,0.6666666666666666
logreg_original_balanced,original,0.35,test,0.5555670414169419,0.45
logreg_original_balanced,original,0.4,train,0.4220915439281054,0.4627659574468085
logreg_original_balanced,original,0.4,val,0.5897618597448396,0.5952380952380952
logreg_original_balanced,original,0.4,test,0.5523154631508604,0.425
logreg_original_balanced,original,0.45,train,0.41602867349075834,0.425531914893617
logreg_original_balanced,original,0.45,val,0.5652804159016096,0.4523809523809524
logreg_original_balanced,original,0.45,test,0.542074921051062,0.35
logreg_original_balanced,original,0.5,train,0.40329684519863934,0.35106382978723405
logreg_original_balanced,original,0.5,val,0.5658660880786471,0.42857142857142855
logreg_original_balanced,original,0.5,test,0.5381331918869422,0.325
logreg_original_balanced,original,0.55,train,0.39660310263503523,0.2872340425531915
logreg_original_balanced,original,0.55,val,0.5611893623512285,0.3333333333333333
logreg_original_balanced,original,0.55,test,0.5339115762154282,0.275
logreg_original_balanced,original,0.6,train,0.36618990067742424,0.23404255319148937
logreg_original_balanced,original,0.6,val,0.5613307402247921,0.2619047619047619
logreg_original_balanced,original,0.6,test,0.5379355699182277,0.25
logreg_original_balanced,original,0.65,train,0.3538161564212321,0.15425531914893617
logreg_original_balanced,original,0.65,val,0.5748861366131582,0.16666666666666666
logreg_original_balanced,original,0.65,test,0.5379355699182277,0.25
logreg_original_balanced,original,0.7,train,0.3407735391993888,0.10106382978723404
logreg_original_balanced,original,0.7,val,0.5748861366131582,0.16666666666666666
logreg_original_balanced,original,0.7,test,0.5382109081736488,0.225
logreg_original_balanced,original,0.75,train,0.33151306023599625,0.05319148936170213
logreg_original_balanced,original,0.75,val,0.5674930131886037,0.11904761904761904
logreg_original_balanced,original,0.75,test,0.5376759366233417,0.125
logreg_original_balanced,original,0.8,train,0.33144044763307823,0.0425531914893617
logreg_original_balanced,original,0.8,val,0.5706608643460248,0.07142857142857142
logreg_original_balanced,original,0.8,test,0.5349437158472008,0.05
logreg_original_balanced,original,0.85,train,0.33165153620191967,0.02127659574468085
logreg_original_balanced,original,0.85,val,0.5725360826216237,0.023809523809523808
logreg_original_balanced,original,0.85,test,0.5345446759116794,0.025
logreg_original_balanced,original,0.9,train,0.33165153620191967,0.02127659574468085
logreg_original_balanced,original,0.9,val,0.5714822247805078,0.0
logreg_original_balanced,original,0.9,test,0.5345446759116794,0.025
logreg_original_balanced,original,0.95,train,0.33011095985179567,0.0
logreg_original_balanced,original,0.95,val,0.5714822247805078,0.0
logreg_original_balanced,original,0.95,test,0.5345446759116794,0.025
logreg_engineered_balanced,engineered,0.05,train,0.5079365877290691,0.7978723404255319
logreg_engineered_balanced,engineered,0.05,val,0.5721108086588883,0.8809523809523809
logreg_engineered_balanced,engineered,0.05,test,0.5715250595541561,0.9
logreg_engineered_balanced,engineered,0.1,train,0.47246554425021253,0.7287234042553191
logreg_engineered_balanced,engineered,0.1,val,0.585850576537556,0.8571428571428571
logreg_engineered_balanced,engineered,0.1,test,0.5647888895269558,0.8
logreg_engineered_balanced,engineered,0.15,train,0.4645126686416829,0.6861702127659575
logreg_engineered_balanced,engineered,0.15,val,0.5840313031454218,0.8333333333333334
logreg_engineered_balanced,engineered,0.15,test,0.557492058664208,0.75
logreg_engineered_balanced,engineered,0.2,train,0.44818312804319166,0.6117021276595744
logreg_engineered_balanced,engineered,0.2,val,0.5840313031454218,0.8333333333333334
logreg_engineered_balanced,engineered,0.2,test,0.5532361072926685,0.625
logreg_engineered_balanced,engineered,0.25,train,0.42377406725237265,0.5372340425531915
logreg_engineered_balanced,engineered,0.25,val,0.574859283532898,0.6666666666666666
logreg_engineered_balanced,engineered,0.25,test,0.5478582234216213,0.55
logreg_engineered_balanced,engineered,0.3,train,0.41318291251852557,0.5
logreg_engineered_balanced,engineered,0.3,val,0.574859283532898,0.6666666666666666
logreg_engineered_balanced,engineered,0.3,test,0.5441576191009694,0.475
logreg_engineered_balanced,engineered,0.35,train,0.40459263971302706,0.4574468085106383
logreg_engineered_balanced,engineered,0.35,val,0.5828288151084563,0.5952380952380952
logreg_engineered_balanced,engineered,0.35,test,0.542549025116446,0.425
logreg_engineered_balanced,engineered,0.4,train,0.3982244207139981,0.43617021276595747
logreg_engineered_balanced,engineered,0.4,val,0.5899267472637244,0.5238095238095238
logreg_engineered_balanced,engineered,0.4,test,0.542549025116446,0.425
logreg_engineered_balanced,engineered,0.45,train,0.38272150119204096,0.3829787234042553
logreg_engineered_balanced,engineered,0.45,val,0.6017108365748004,0.4523809523809524
logreg_engineered_balanced,engineered,0.45,test,0.5381331918869422,0.325
logreg_engineered_balanced,engineered,0.5,train,0.37160113397026745,0.30851063829787234
logreg_engineered_balanced,engineered,0.5,val,0.5756983736645928,0.38095238095238093
logreg_engineered_balanced,engineered,0.5,test,0.5377365187817731,0.3
logreg_engineered_balanced,engineered,0.55,train,0.3700958204014325,0.28191489361702127
logreg_engineered_balanced,engineered,0.55,val,0.5746093030958431,0.2619047619047619
logreg_engineered_balanced,engineered,0.55,test,0.5406317980267351,0.225
logreg_engineered_balanced,engineered,0.6,train,0.36644852710360115,0.2393617021276596
logreg_engineered_balanced,engineered,0.6,val,0.5742294804893862,0.21428571428571427
logreg_engineered_balanced,engineered,0.6,test,0.5364298463397007,0.175
logreg_engineered_balanced,engineered,0.65,train,0.36124260422425414,0.20212765957446807
logreg_engineered_balanced,engineered,0.65,val,0.5742294804893862,0.21428571428571427
logreg_engineered_balanced,engineered,0.65,test,0.5364298463397007,0.175
logreg_engineered_balanced,engineered,0.7,train,0.3535575769136596,0.14893617021276595
logreg_engineered_balanced,engineered,0.7,val,0.5751834101437333,0.16666666666666666
logreg_engineered_balanced,engineered,0.7,test,0.5364298463397007,0.175
logreg_engineered_balanced,engineered,0.75,train,0.33677466514807647,0.07446808510638298
logreg_engineered_balanced,engineered,0.75,val,0.575370880426451,0.11904761904761904
logreg_engineered_balanced,engineered,0.75,test,0.5385695645083503,0.15
logreg_engineered_balanced,engineered,0.8,train,0.33345885891801347,0.05319148936170213
logreg_engineered_balanced,engineered,0.8,val,0.5688608839244811,0.09523809523809523
logreg_engineered_balanced,engineered,0.8,test,0.5345446759116794,0.025
logreg_engineered_balanced,engineered,0.85,train,0.33165852012051,0.03723404255319149
logreg_engineered_balanced,engineered,0.85,val,0.5725360826216237,0.023809523809523808
logreg_engineered_balanced,engineered,0.85,test,0.5345446759116794,0.025
logreg_engineered_balanced,engineered,0.9,train,0.33165153620191967,0.02127659574468085
logreg_engineered_balanced,engineered,0.9,val,0.5725360826216237,0.023809523809523808
logreg_engineered_balanced,engineered,0.9,test,0.5345446759116794,0.025
logreg_engineered_balanced,engineered,0.95,train,0.33011095985179567,0.0
logreg_engineered_balanced,engineered,0.95,val,0.5714822247805078,0.0
logreg_engineered_balanced,engineered,0.95,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.05,train,0.4176852100016286,0.48404255319148937
logreg_engineered_conservative,engineered,0.05,val,0.5877775450067735,0.6428571428571429
logreg_engineered_conservative,engineered,0.05,test,0.5474203443155446,0.525
logreg_engineered_conservative,engineered,0.1,train,0.3597047917465826,0.24468085106382978
logreg_engineered_conservative,engineered,0.1,val,0.5770815090154453,0.30952380952380953
logreg_engineered_conservative,engineered,0.1,test,0.5344532393292165,0.25
logreg_engineered_conservative,engineered,0.15,train,0.3379653145914602,0.0851063829787234
logreg_engineered_conservative,engineered,0.15,val,0.5706608643460248,0.07142857142857142
logreg_engineered_conservative,engineered,0.15,test,0.5376640448973002,0.075
logreg_engineered_conservative,engineered,0.2,train,0.33065973152043965,0.03723404255319149
logreg_engineered_conservative,engineered,0.2,val,0.5701314895657504,0.047619047619047616
logreg_engineered_conservative,engineered,0.2,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.25,train,0.33087831855605276,0.031914893617021274
logreg_engineered_conservative,engineered,0.25,val,0.5725360826216237,0.023809523809523808
logreg_engineered_conservative,engineered,0.25,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.3,train,0.3309392301485353,0.015957446808510637
logreg_engineered_conservative,engineered,0.3,val,0.5725360826216237,0.023809523809523808
logreg_engineered_conservative,engineered,0.3,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.35,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.35,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.35,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.4,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.4,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.4,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.45,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.45,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.45,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.5,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.5,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.5,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.55,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.55,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.55,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.6,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.6,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.6,test,0.5345446759116794,0.025
logreg_engineered_conservative,engineered,0.65,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.65,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.65,test,0.5336666894389569,0.0
logreg_engineered_conservative,engineered,0.7,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.7,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.7,test,0.5336666894389569,0.0
logreg_engineered_conservative,engineered,0.75,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.75,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.75,test,0.5336666894389569,0.0
logreg_engineered_conservative,engineered,0.8,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.8,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.8,test,0.5336666894389569,0.0
logreg_engineered_conservative,engineered,0.85,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.85,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.85,test,0.5336666894389569,0.0
logreg_engineered_conservative,engineered,0.9,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.9,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.9,test,0.5336666894389569,0.0
logreg_engineered_conservative,engineered,0.95,train,0.33011095985179567,0.0
logreg_engineered_conservative,engineered,0.95,val,0.5714822247805078,0.0
logreg_engineered_conservative,engineered,0.95,test,0.5336666894389569,0.0
rf_engineered_shallow,engineered,0.05,train,0.5636982979330317,1.0
rf_engineered_shallow,engineered,0.05,val,0.5983006404808509,1.0
rf_engineered_shallow,engineered,0.05,test,0.5489935187678284,1.0
rf_engineered_shallow,engineered,0.1,train,0.5636982979330317,1.0
rf_engineered_shallow,engineered,0.1,val,0.5983006404808509,1.0
rf_engineered_shallow,engineered,0.1,test,0.5489935187678284,1.0
rf_engineered_shallow,engineered,0.15,train,0.5568952591728527,0.8936170212765957
rf_engineered_shallow,engineered,0.15,val,0.5822099460713227,0.9047619047619048
rf_engineered_shallow,engineered,0.15,test,0.5489935187678284,1.0
rf_engineered_shallow,engineered,0.2,train,0.517723039628528,0.7659574468085106
rf_engineered_shallow,engineered,0.2,val,0.5827786049091945,0.8809523809523809
rf_engineered_shallow,engineered,0.2,test,0.537303934200211,0.9
rf_engineered_shallow,engineered,0.25,train,0.4986489316553103,0.7180851063829787
rf_engineered_shallow,engineered,0.25,val,0.586415704995118,0.8333333333333334
rf_engineered_shallow,engineered,0.25,test,0.5654220466463031,0.8
rf_engineered_shallow,engineered,0.3,train,0.4548016835959106,0.6382978723404256
rf_engineered_shallow,engineered,0.3,val,0.5878766971146197,0.8095238095238095
rf_engineered_shallow,engineered,0.3,test,0.5608234835835744,0.725
