sample_id,event_uid,subject,session_stamp,split,road_design_module_name,event_level,road_design_risk_class,gt_peak_abs,is_large_response,is_difficult_peak_top20,keypoint_better_rmse,rmse_delta_keypoint_minus_rbf,candidate_model,selector_prob_keypoint,selected_threshold_from_val,selected_model
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,train,curve2,extreme_active,design_curve_context,0.1610940098762512,0,0,0,0.2648593634366989,rf_engineered_shallow,0.226715398990391,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,train,middle_section,extreme_active,design_regular_road,0.5267407894134521,0,0,0,0.0542528592050075,rf_engineered_shallow,0.35337983856606353,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,train,middle_section,strong_active,design_regular_road,1.3461730480194092,0,0,0,0.1926367729902268,rf_engineered_shallow,0.453821020795928,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,train,differentmu_road,weak,design_high_risk_surface,0.7265809774398804,0,0,0,0.1661679148674012,rf_engineered_shallow,0.30570152930247774,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,train,middle_section,medium_active,design_regular_road,1.0580191612243652,0,0,0,0.3345777988433839,rf_engineered_shallow,0.37017417255414564,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,train,middle_section,strong_active,design_regular_road,0.4202751815319061,0,0,0,0.0028807967901229,rf_engineered_shallow,0.3127400905488235,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,train,curve1,extreme_active,design_curve_context,1.2969540357589722,0,0,0,0.385479137301445,rf_engineered_shallow,0.15312133041546774,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,train,fix_road,strong_active,design_special_event_segment,1.521754026412964,0,0,0,0.5258050411939622,rf_engineered_shallow,0.5294232731035452,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,train,curve1,extreme_active,design_curve_context,1.9997968673706048,1,1,0,0.6513030827045441,rf_engineered_shallow,0.15206473255679698,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,train,middle_section,strong_active,design_regular_road,1.2788029909133911,0,0,0,0.1912315487861633,rf_engineered_shallow,0.4622175815593743,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,train,curve2,extreme_active,design_curve_context,1.879023551940918,1,1,0,0.1423579454421997,rf_engineered_shallow,0.35682211628544797,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,train,middle_section,extreme_active,design_regular_road,1.6603360176086426,1,0,0,0.3605819046497345,rf_engineered_shallow,0.3332082617753068,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,train,middle_section,weak,design_regular_road,0.2790780067443847,0,0,0,0.1815929859876632,rf_engineered_shallow,0.15572810354048022,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,train,middle_section,extreme_active,design_regular_road,1.3334319591522217,0,0,0,0.2077214121818542,rf_engineered_shallow,0.19464205061782133,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,train,differentmu_road,medium_active,design_high_risk_surface,0.0993099212646484,0,0,0,0.2870091889053582,rf_engineered_shallow,0.1240893661669413,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,train,middle_section,strong_active,design_regular_road,0.9438740015029908,0,0,0,0.1082167476415634,rf_engineered_shallow,0.35832028276149563,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,train,middle_section,strong_active,design_regular_road,1.7284029722213743,1,0,0,0.1816189289093017,rf_engineered_shallow,0.48274482517591955,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,middle_section,strong_active,design_regular_road,0.449945867061615,0,0,0,0.2834689915180207,rf_engineered_shallow,0.3672485858942317,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,train,differentmu_road,medium_active,design_high_risk_surface,0.8325219750404358,0,0,1,-0.005134493112564,rf_engineered_shallow,0.5153951151164426,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,middle_section,extreme_active,design_regular_road,1.846207618713379,1,1,0,0.4607979655265808,rf_engineered_shallow,0.3785170446107341,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,fix_road,extreme_active,design_special_event_segment,0.7143637537956238,0,0,0,0.188648596405983,rf_engineered_shallow,0.31930142313781834,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,train,curve2,strong_active,design_curve_context,1.2901480197906494,0,0,0,0.0007028877735137,rf_engineered_shallow,0.4349059548493092,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,middle_section,extreme_active,design_regular_road,2.1245858669281006,1,1,0,0.4077157378196716,rf_engineered_shallow,0.37820845779175394,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,differentmu_road,strong_active,design_high_risk_surface,1.010895013809204,0,0,0,0.0316778719425202,rf_engineered_shallow,0.4537975554227808,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,train,curve1,extreme_active,design_curve_context,1.46502947807312,0,0,0,0.2573663294315338,rf_engineered_shallow,0.19341769742740375,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,middle_section,medium_active,design_regular_road,0.1080358996987342,0,0,0,0.18000378459692,rf_engineered_shallow,0.2600991357947346,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,middle_section,extreme_active,design_regular_road,1.2260918617248535,0,0,0,0.0226967930793762,rf_engineered_shallow,0.45412567088982564,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,train,middle_section,strong_active,design_regular_road,0.191287875175476,0,0,0,0.2255845665931702,rf_engineered_shallow,0.3674510561863357,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,train,fix_road,strong_active,design_special_event_segment,0.6354739665985107,0,0,0,0.0615762770175933,rf_engineered_shallow,0.42901152490741534,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,train,differentmu_road,medium_active,design_high_risk_surface,0.6218609809875488,0,0,0,0.3405815958976745,rf_engineered_shallow,0.2996302230615064,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,train,differentmu_road,strong_active,design_high_risk_surface,0.3764675855636596,0,0,1,-0.0161785930395125,rf_engineered_shallow,0.5065695445082075,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,train,longstraight,extreme_active,design_regular_road,0.930783987045288,0,0,1,-0.0751668810844422,rf_engineered_shallow,0.47441788435767596,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,train,middle_section,strong_active,design_regular_road,2.008004903793335,1,1,0,0.2273451685905456,rf_engineered_shallow,0.45981721518470253,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,train,middle_section,medium_active,design_regular_road,0.4792675077915191,0,0,0,0.4321141242980957,rf_engineered_shallow,0.31298879575934074,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,train,curve1,extreme_active,design_curve_context,1.631882905960083,0,0,0,0.6299896836280825,rf_engineered_shallow,0.17211032578588095,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,train,fix_road,strong_active,design_special_event_segment,1.833645939826965,1,1,0,0.1352593898773193,rf_engineered_shallow,0.2969633180042191,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,train,fix_road,strong_active,design_special_event_segment,1.2192866802215576,0,0,0,0.2847365438938141,rf_engineered_shallow,0.4635072593633177,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,train,curve2,extreme_active,design_curve_context,2.286210060119629,1,1,0,0.4084524810314179,rf_engineered_shallow,0.3190532411882196,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,train,middle_section,extreme_active,design_regular_road,0.3419100046157837,0,0,0,0.1162412650883198,rf_engineered_shallow,0.1443660519591326,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,train,middle_section,strong_active,design_regular_road,1.0355039834976196,0,0,1,-0.0972439348697662,rf_engineered_shallow,0.5308096429074978,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,train,stop,strong_active,design_special_event_segment,1.7901862859725952,1,1,0,0.1264601051807404,rf_engineered_shallow,0.27410507466628076,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,train,differentmu_road,extreme_active,design_high_risk_surface,2.1591429710388184,1,1,0,0.6034128069877625,rf_engineered_shallow,0.28467817234718873,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,train,fix_road,extreme_active,design_special_event_segment,1.8472609519958496,1,1,0,0.0017931163311004,rf_engineered_shallow,0.3948783779385264,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,train,middle_section,extreme_active,design_regular_road,0.031059980392456,0,0,0,0.0716262608766556,rf_engineered_shallow,0.14296527152826471,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,train,curve1,extreme_active,design_curve_context,1.3625750541687012,0,0,0,0.5275892615318298,rf_engineered_shallow,0.2232400090401227,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,yyl,2025_09_28_09_14_23,train,middle_section,extreme_active,design_regular_road,2.523574113845825,1,1,0,0.1837451457977295,rf_engineered_shallow,0.12988433164876795,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,train,fix_road,strong_active,design_special_event_segment,1.0599390268325806,0,0,0,0.1714502871036529,rf_engineered_shallow,0.5236600229576731,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,yyl,2025_09_28_09_14_23,train,middle_section,extreme_active,design_regular_road,1.8633136749267576,1,1,0,0.2619513273239136,rf_engineered_shallow,0.4189237512345251,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,train,middle_section,medium_active,design_regular_road,1.4142409563064575,0,0,0,0.0853809714317322,rf_engineered_shallow,0.3684818909713614,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,yyl,2025_09_28_09_29_01,train,fix_road,strong_active,design_special_event_segment,1.2801971435546875,0,0,0,0.173768699169159,rf_engineered_shallow,0.3944447169335624,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,train,middle_section,strong_active,design_regular_road,1.211084008216858,0,0,0,0.1228133141994476,rf_engineered_shallow,0.3594270028653991,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,train,middle_section,strong_active,design_regular_road,1.3021910190582275,0,0,0,0.1879943758249283,rf_engineered_shallow,0.18919637385135332,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,yyl,2025_09_28_09_29_01,train,middle_section,strong_active,design_regular_road,1.127134084701538,0,0,0,0.0248325169086457,rf_engineered_shallow,0.49804420628367196,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,yyl,2025_09_28_09_29_01,train,differentmu_road,extreme_active,design_high_risk_surface,2.017595052719116,1,1,0,0.1822513341903687,rf_engineered_shallow,0.31340105374147514,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,train,differentmu_road,strong_active,design_high_risk_surface,1.3100411891937256,0,0,0,0.1165177226066588,rf_engineered_shallow,0.3084599811124117,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,yyl,2025_09_28_09_39_01,train,middle_section,medium_active,design_regular_road,1.5273334980010986,0,0,0,0.0717788636684417,rf_engineered_shallow,0.1678669265936256,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,train,differentmu_road,strong_active,design_high_risk_surface,1.082103967666626,0,0,0,0.0959024578332901,rf_engineered_shallow,0.2367414764318958,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,train,curve1,strong_active,design_curve_context,1.3213930130004885,0,0,0,0.5610524863004686,rf_engineered_shallow,0.20986322363758264,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,train,curve1,weak,design_curve_context,0.4152141809463501,0,0,0,0.2212825696915388,rf_engineered_shallow,0.10940861837529145,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,yzy,2025_09_27_14_13_03,train,middle_section,strong_active,design_regular_road,1.981476664543152,1,1,0,0.0506369173526764,rf_engineered_shallow,0.31059328249939544,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,train,middle_section,extreme_active,design_regular_road,2.8658339977264404,1,1,0,0.4049211740493775,rf_engineered_shallow,0.33160440281837017,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,train,middle_section,extreme_active,design_regular_road,1.4049899578094482,0,0,0,0.2377932220697403,rf_engineered_shallow,0.11369914997305253,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,yzy,2025_09_27_14_13_03,train,middle_section,strong_active,design_regular_road,1.5606759786605835,0,0,0,0.1314816623926162,rf_engineered_shallow,0.3451563094716144,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,train,middle_section,strong_active,design_regular_road,1.4992369413375854,0,0,0,0.3368997871875763,rf_engineered_shallow,0.47138635423207315,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,train,differentmu_road,strong_active,design_high_risk_surface,1.474458932876587,0,0,0,0.0446518957614898,rf_engineered_shallow,0.38434273610528574,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,train,differentmu_road,instability_medium,design_high_risk_surface,0.262497991323471,0,0,0,0.1252842321991921,rf_engineered_shallow,0.1330274092436991,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,train,longstraight,extreme_active,design_regular_road,1.6285650730133057,0,0,0,0.3332124650478363,rf_engineered_shallow,0.3458173208929724,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,yzy,2025_09_27_15_07_57,train,middle_section,strong_active,design_regular_road,1.1686729192733765,0,0,1,-0.006287544965744,rf_engineered_shallow,0.6004702121384095,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,train,middle_section,weak,design_regular_road,0.4766499996185303,0,0,0,0.2777348607778549,rf_engineered_shallow,0.35186402968363184,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,yzy,2025_09_27_15_07_57,train,curve2,medium_active,design_curve_context,0.9054773449897766,0,0,0,0.01998832821846,rf_engineered_shallow,0.4248999638111985,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,train,middle_section,strong_active,design_regular_road,1.4224441051483154,0,0,0,0.2433087974786758,rf_engineered_shallow,0.1936229032959308,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,yzy,2025_09_27_15_07_57,train,middle_section,strong_active,design_regular_road,0.5797989964485168,0,0,1,-0.0155649185180664,rf_engineered_shallow,0.5735902765113607,0.35,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,zdq,2025_09_26_15_14_51,train,fix_road,extreme_active,design_special_event_segment,5.009788990020752,1,1,0,1.2095467448234558,rf_engineered_shallow,0.3110940220302138,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,zdq,2025_09_26_15_21_51,train,fix_road,strong_active,design_special_event_segment,0.4852017760276794,0,0,0,0.219966024160385,rf_engineered_shallow,0.30492359577995193,0.35,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510,zdq,2025_09_26_15_27_09,train,middle_section,extreme_active,design_regular_road,1.880071997642517,1,1,0,0.0524395704269408,rf_engineered_shallow,0.3791513457344151,0.35,keypoint_residual_vehicle_transformer_no_subject
