x,y,z
0.09997,8.4995,-0.142634
5.814429836753532,8.31107549179449,-0.142634
11.51069293140474,8.316276649786182,-0.142634
17.206956026055945,8.321477807777876,-0.142634
22.903219120707156,8.326678965769569,-0.142634
28.59948221535836,8.331880123761263,-0.142634
34.295745310009565,8.337081281752955,-0.142634
39.99200840466077,8.342282439744647,-0.142634
45.68827149931198,8.34748359773634,-0.142634
51.38453459396319,8.352684755728033,-0.142634
57.0807976886144,8.357885913719727,-0.142634
62.7770607832656,8.36308707171142,-0.142634
68.47332387791681,8.368288229703111,-0.142634
74.16958697256801,8.373489387694805,-0.142634
79.86585006721923,8.378690545686498,-0.142634
85.56211316187043,8.383891703678191,-0.142634
91.25837625652164,8.389092861669884,-0.142634
96.95463935117284,8.394294019661576,-0.142634
102.65090244582404,8.39949517765327,-0.142634
108.34716554047526,8.404696335644962,-0.142634
114.04342863512646,8.409897493636654,-0.142634
119.73969172977768,8.415098651628348,-0.142634
125.43595482442888,8.42029980962004,-0.142634
131.1322179190801,8.425500967611734,-0.142634
136.8284810137313,8.430702125603426,-0.142634
142.5247441083825,8.435903283595119,-0.142634
148.2210072030337,8.441104441586813,-0.142634
153.91727029768492,8.446305599578505,-0.142634
159.6135333923361,8.451506757570199,-0.142634
165.30979648698732,8.456707915561891,-0.142634
171.00605958163854,8.461909073553583,-0.142634
176.70232267628975,8.467110231545277,-0.142634
182.3985857709409,8.47231138953697,-0.142634
188.09484886559216,8.477512547528663,-0.142634
193.79111196024337,8.482713705520355,-0.142634
199.48737505489456,8.487914863512048,-0.142634
205.18363814954577,8.493116021503742,-0.142634
210.879901244197,8.498317179495434,-0.142634
216.5761643388482,8.503518337487128,-0.142634
222.2724274334994,8.50871949547882,-0.142634
227.9686905281506,8.513920653470512,-0.142634
233.66495362280185,8.519121811462206,-0.142634
239.361216717453,8.524322969453898,-0.142634
245.05747981210425,8.52952412744559,-0.142634
250.75374290675543,8.534725285437284,-0.142634
256.4500060014066,8.539926443428977,-0.142634
262.14626909605784,8.54512760142067,-0.142634
267.84253219070905,8.550328759412363,-0.142634
273.53879528536027,8.555529917404055,-0.142634
279.2350583800114,8.560731075395749,-0.142634
284.9313214746627,8.565932233387441,-0.142634
290.62758456931385,8.571133391379135,-0.142634
296.32384766396507,8.576334549370827,-0.142634
302.0201107586163,8.58153570736252,-0.142634
307.7163738532675,8.586736865354213,-0.142634
313.41263694791866,8.591938023345906,-0.142634
319.1089000425699,8.5971391813376,-0.142634
324.8051631372211,8.602340339329292,-0.142634
330.5014262318723,8.607541497320984,-0.142634
336.1976893265235,8.612742655312678,-0.142634
341.8939524211748,8.61794381330437,-0.142634
347.59021551582595,8.623144971296064,-0.142634
353.2864786104772,8.628346129287756,-0.142634
358.9827417051283,8.633547287279448,-0.142634
364.6790047997796,8.638748445271142,-0.142634
370.3752678944308,8.643949603262834,-0.142634
376.071530989082,8.649150761254528,-0.142634
381.7677940837332,8.65435191924622,-0.142634
387.4640571783844,8.659553077237913,-0.142634
393.1603202730356,8.664754235229607,-0.142634
398.8565833676868,8.669955393221299,-0.142634
404.552846462338,8.675156551212993,-0.142634
410.24910955698925,8.680357709204685,-0.142634
415.9453726516404,8.685558867196377,-0.142634
421.6416357462916,8.690760025188071,-0.142634
427.3378988409429,8.695961183179763,-0.142634
433.03416193559406,8.701162341171456,-0.142634
438.7304250302452,8.70636349916315,-0.142634
444.4266881248965,8.711564657154842,-0.142634
450.1229512195477,8.716765815146536,-0.142634
455.81921431419886,8.721966973138228,-0.142634
461.5154774088501,8.72716813112992,-0.142634
467.2117405035013,8.732369289121614,-0.142634
472.9080035981525,8.737570447113306,-0.142634
478.6042666928037,8.742771605105,-0.142634
484.3005297874549,8.747972763096692,-0.142634
489.99679288210615,8.753173921088385,-0.142634
495.6930559767573,8.758375079080079,-0.142634
501.3893190714085,8.76357623707177,-0.142634
507.0855821660597,8.768777395063465,-0.142634
512.781845260711,8.773978553055157,-0.142634
518.4781083553622,8.779179711046849,-0.142634
524.1743714500134,8.784380869038543,-0.142634
529.8706345446647,8.789582027030235,-0.142634
535.5668976393159,8.79478318502193,-0.142634
541.2631607339671,8.799984343013621,-0.142634
546.9594238286182,8.805185501005313,-0.142634
552.6556869232694,8.810386658997007,-0.142634
558.3519500179207,8.8155878169887,-0.142634
564.048213112572,8.820788974980394,-0.142634
569.7444762072231,8.825990132972086,-0.142634
575.4407393018743,8.831191290963778,-0.142634
581.1370023965255,8.836392448955472,-0.142634
586.8332654911767,8.841593606947164,-0.142634
592.529528585828,8.846794764938856,-0.142634
598.2257916804791,8.85199592293055,-0.142634
603.9220547751304,8.857197080922242,-0.142634
609.6183178697815,8.862398238913936,-0.142634
615.3145809644327,8.867599396905629,-0.142634
621.0108440590839,8.87280055489732,-0.142634
626.7071071537353,8.878001712889015,-0.142634
632.4033702483864,8.883202870880707,-0.142634
638.0996333430376,8.8884040288724,-0.142634
643.7958964376887,8.893605186864093,-0.142634
649.49215953234,8.898806344855785,-0.142634
655.1884226269912,8.90400750284748,-0.142634
660.8846857216424,8.909208660839171,-0.142634
666.5809488162936,8.914409818830865,-0.142634
672.2772119109449,8.919610976822558,-0.142634
677.973475005596,8.92481213481425,-0.142634
683.6697381002472,8.930013292805944,-0.142634
689.3660011948984,8.935214450797636,-0.142634
695.0622642895497,8.94041560878933,-0.142634
700.7585273842009,8.945616766781022,-0.142634
706.454790478852,8.950817924772714,-0.142634
712.1510535735032,8.956019082764408,-0.142634
717.8473166681545,8.9612202407561,-0.142634
723.5435797628057,8.966421398747794,-0.142634
729.2398428574569,8.971622556739486,-0.142634
734.936105952108,8.976823714731179,-0.142634
740.6323690467593,8.982024872722873,-0.142634
746.3286321414105,8.987226030714565,-0.142634
752.0248952360618,8.992427188706259,-0.142634
757.7211583307129,8.997628346697951,-0.142634
763.4174214253642,9.002829504689643,-0.142634
769.1136845200153,9.008030662681335,-0.142634
774.8099476146665,9.01323182067303,-0.142634
780.5062107093177,9.01843297866472,-0.142634
786.202473803969,9.023634136656415,-0.142634
791.8987368986202,9.028835294648108,-0.142634
797.5949999932714,9.034036452639802,-0.142634
803.2912630879225,9.039237610631494,-0.142634
808.9875261825738,9.044438768623186,-0.142634
814.6837892772251,9.04963992661488,-0.142634
820.3800523718762,9.054841084606572,-0.142634
826.0763154665274,9.060042242598266,-0.142634
831.7725785611786,9.065243400589958,-0.142634
