sample_id,event_uid,subject,session_stamp,split,gt_peak_abs,is_large_response,is_difficult_peak_top20,rbf_sample_rmse,selected_sample_rmse,gain_over_rbf,selected_better_than_rbf
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,train,1.2240021228790283,0,0,0.1458196938037872,0.1320452541112899,0.013774439692497309,True
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705,zx,2025_09_27_18_07_01,train,0.218166172504425,0,0,0.1077137887477874,0.0940712168812751,0.013642571866512312,True
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000214250__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000214250,cwh,2025_09_26_19_45_40,train,1.488070011138916,0,0,0.3531014025211334,0.3395072221755981,0.013594180345535334,True
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,train,1.4142409563064575,0,0,0.2984799742698669,0.2853374183177948,0.013142555952072088,True
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,zdq,2025_09_26_15_21_51,train,0.4852017760276794,0,0,0.1646195352077484,0.1515098065137863,0.013109728693962125,True
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,zdq,2025_09_26_15_14_51,train,5.009788990020752,1,1,0.816636860370636,0.8037088513374329,0.012928009033203125,True
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000315730__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000315730,cwh,2025_09_26_20_06_19,train,1.178966999053955,0,0,0.3374343812465668,0.3246195912361145,0.01281479001045227,True
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065,gzj,2025_09_27_11_41_47,train,0.8555600047111511,0,0,0.2753320336341858,0.262695848941803,0.012636184692382812,True
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050,zxy,2025_09_28_16_12_11,train,0.5078909993171692,0,0,0.1475981622934341,0.1361964643001556,0.011401697993278476,True
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380,zdq,2025_09_26_16_03_48,train,0.4153884053230285,0,0,0.1499092280864715,0.139150783419609,0.010758444666862516,True
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750,zdq,2025_09_26_15_27_09,train,0.7620109915733337,0,0,0.1993813067674636,0.188782125711441,0.010599181056022589,True
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,train,1.2409290075302124,0,0,0.1820683777332306,0.171520248055458,0.010548129677772577,True
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,train,0.0993099212646484,0,0,0.0289542283862829,0.0184105280786752,0.0105437003076077,True
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,jy,2025_09_26_17_29_44,train,0.232304036617279,0,0,0.1054359376430511,0.095119759440422,0.010316178202629103,True
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,train,2.286210060119629,1,1,0.4781364500522613,0.4680902659893036,0.010046184062957708,True
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095,cwh,2025_09_26_19_35_47,train,0.0687659978866577,0,0,0.0310606826096773,0.0218124892562627,0.009248193353414601,True
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425,gzj,2025_09_27_12_28_14,train,0.7747515439987183,0,0,0.5689504742622375,0.5597625374794006,0.009187936782836914,True
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,train,0.6218609809875488,0,0,0.1420576572418213,0.1337613612413406,0.00829629600048068,True
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000233845,gf,2025_09_26_10_18_49,train,1.8683719635009768,1,1,0.6041236519813538,0.5969949960708618,0.007128655910491943,True
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,train,0.4202751815319061,0,0,0.2174939066171646,0.2111105620861053,0.006383344531059321,True
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,train,1.3021910190582275,0,0,0.1727657169103622,0.1666754335165023,0.006090283393859891,True
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,0.1080358996987342,0,0,0.066109262406826,0.060029424726963,0.006079837679863004,True
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,train,0.102970004081726,0,0,0.0118708098307251,0.0074928728863596,0.0043779369443655,True
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210,gzj,2025_09_27_11_53_25,train,0.3433059155941009,0,0,0.2246386408805847,0.2206383198499679,0.004000321030616788,True
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515,hzh,2025_09_27_19_22_27,train,1.2948600053787231,0,0,0.0894001051783561,0.0854129642248153,0.003987140953540802,True
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885,hzh,2025_09_27_19_33_25,train,0.9880310297012328,0,0,0.1541694551706314,0.1503846049308776,0.0037848502397538064,True
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,train,1.082103967666626,0,0,0.1618762165307998,0.15827077627182,0.0036054402589797974,True
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,0.449945867061615,0,0,0.1187138855457305,0.1151193752884864,0.0035945102572440962,True
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075,gzj,2025_09_27_12_28_14,train,0.8056439161300659,0,0,0.3706357777118683,0.3682241141796112,0.00241166353225708,True
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965,zx,2025_09_27_18_17_48,train,0.4288279712200165,0,0,0.143439695239067,0.141194000840187,0.002245694398880005,True
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,byx,2025_09_28_17_15_52,train,0.9564404487609864,0,0,0.1462903767824173,0.1441529393196106,0.0021374374628067017,True
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,train,0.6354739665985107,0,0,0.3300227224826813,0.3284235000610351,0.0015992224216461737,True
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375,gf,2025_09_26_10_18_49,train,0.4361581206321716,0,0,0.1044872775673866,0.1034868061542511,0.0010004714131355008,True
vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205,cwh,2025_09_26_19_45_40,train,0.6611310243606567,0,0,0.2362470626831054,0.235320508480072,0.0009265542030334195,True
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,train,1.211084008216858,0,0,0.3091430962085724,0.3082337379455566,0.0009093582630158026,True
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,train,0.5267407894134521,0,0,0.0570673234760761,0.0567219778895378,0.00034534558653830094,True
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350,gzj,2025_09_27_12_04_23,train,1.3058549165725708,0,0,0.4025577306747436,0.4024738669395447,8.38637351989191e-05,True
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405,hzh,2025_09_27_19_33_25,train,1.0478951930999756,0,0,0.1767843067646026,0.1771175414323806,-0.0003332346677779874,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,train,1.474458932876587,0,0,0.2255060970783233,0.2264821976423263,-0.0009761005640029907,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295,cwh,2025_09_26_19_35_47,train,0.6775369644165039,0,0,0.2929417192935943,0.293974906206131,-0.0010331869125366766,False
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230,hzh,2025_09_26_21_17_02,train,1.3772419691085815,0,0,0.1969930976629257,0.1990657895803451,-0.002072691917419406,False
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335,zxy,2025_09_28_16_12_11,train,1.0789631605148315,0,0,0.2170020192861557,0.219203695654869,-0.0022016763687132956,False
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,train,1.2192866802215576,0,0,0.2287512719631195,0.2319435030221939,-0.003192231059074402,False
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585,zx,2025_09_27_16_32_00,train,0.9735440015792848,0,0,0.1112119778990745,0.1145933419466018,-0.0033813640475272994,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,train,0.262497991323471,0,0,0.0451421812176704,0.0485277697443962,-0.0033855885267258037,False
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140,gzj,2025_09_27_12_04_23,train,0.7712610363960266,0,0,0.1706414967775344,0.1750256717205047,-0.004384174942970304,False
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925,zxy,2025_09_28_16_12_11,train,0.8772020936012268,0,0,0.1539244651794433,0.158417746424675,-0.004493281245231684,False
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,train,1.0355039834976196,0,0,0.3040604591369629,0.3092919886112213,-0.005231529474258423,False
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585,zx,2025_09_27_16_32_00,train,0.016240119934082,0,0,0.0201884340494871,0.0257945358753204,-0.0056061018258333,False
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,train,1.6285650730133057,0,0,0.3902959525585174,0.3963727056980133,-0.006076753139495905,False
vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630,cwh,2025_09_26_19_35_47,train,0.110131174325943,0,0,0.0214043855667114,0.028437502682209,-0.0070331171154975995,False
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,train,1.7284029722213743,1,0,0.3429090976715088,0.3502253890037536,-0.0073162913322448175,False
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360,hzh,2025_09_27_19_33_25,train,1.0082778930664062,0,0,0.2561657130718231,0.2635619044303894,-0.007396191358566284,False
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,1.010895013809204,0,0,0.2602625489234924,0.2687802910804748,-0.008517742156982422,False
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105,zx,2025_09_27_18_17_48,train,1.170593023300171,0,0,0.2073578834533691,0.2172841876745224,-0.009926304221153287,False
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990,zt,2025_09_28_11_20_08,train,1.2395299673080444,0,0,0.2855667769908905,0.2955794036388397,-0.010012626647949219,False
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,train,1.3100411891937256,0,0,0.3100605010986328,0.3201526403427124,-0.01009213924407959,False
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,train,0.4766499996185303,0,0,0.1370156556367874,0.1472155153751373,-0.010199859738349915,False
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650,zx,2025_09_27_17_56_42,train,0.9222320318222046,0,0,0.2234920859336853,0.2336949855089187,-0.010202899575233404,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,train,1.3334319591522217,0,0,0.1966462135314941,0.2070785760879516,-0.010432362556457492,False
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255,zx,2025_09_27_18_07_01,train,1.1325459480285645,0,0,0.2571007311344147,0.2685420215129852,-0.011441290378570501,False
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,zx,2025_09_27_17_25_16,train,1.3517570495605469,0,0,0.4411560893058777,0.4534259140491485,-0.012269824743270819,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920,gzj,2025_09_27_11_53_25,train,0.4164358973503113,0,0,0.1302984058856964,0.1437539160251617,-0.013455510139465277,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190,byx,2025_09_28_17_25_18,train,1.3728759288787842,0,0,0.216630607843399,0.2302620410919189,-0.013631433248519897,False
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070,zdq,2025_09_26_15_52_46,train,1.419302225112915,0,0,0.1819433569908142,0.1956579834222793,-0.013714626431465093,False
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,train,0.9438740015029908,0,0,0.1756350845098495,0.1894681900739669,-0.013833105564117404,False
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,zx,2025_09_27_17_29_08,train,1.1142178773880005,0,0,0.7141532301902771,0.728217601776123,-0.014064371585845947,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,train,0.4152141809463501,0,0,0.0194535125046968,0.0335245095193386,-0.0140709970146418,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015,gzj,2025_09_27_11_41_47,train,1.095018982887268,0,0,0.1843132227659225,0.1989087015390396,-0.014595478773117121,False
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,1.2260918617248535,0,0,0.3243758082389831,0.3393619358539581,-0.014986127614974976,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,gzj,2025_09_27_11_41_47,train,0.2635442018508911,0,0,0.1015441566705703,0.117562249302864,-0.0160180926322937,False
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340,zx,2025_09_27_18_17_48,train,1.7685450315475464,1,1,0.6160502433776855,0.6325384378433228,-0.016488194465637207,False
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835,gzj,2025_09_27_12_04_23,train,1.7285699844360352,1,0,0.3590276837348938,0.3761796355247497,-0.0171519517898559,False
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,train,0.3419100046157837,0,0,0.0188200585544109,0.0361498482525348,-0.017329789698123897,False
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,train,1.0599390268325806,0,0,0.1317723989486694,0.1511506289243698,-0.019378229975700406,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,train,2.146575927734375,1,1,0.1406444460153579,0.1602964848279953,-0.019652038812637412,False
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,jy,2025_09_26_17_29_44,train,1.6941959857940674,1,0,0.1101447343826294,0.1302724182605743,-0.02012768387794492,False
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945,gzj,2025_09_27_11_53_25,train,0.8979719877243042,0,0,0.4741515219211578,0.4957400262355804,-0.021588504314422607,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000231020,byx,2025_09_28_17_35_43,train,0.9894275069236756,0,0,0.4221305847167969,0.4449683725833893,-0.022837787866592407,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,train,1.9997968673706052,1,1,0.3499749600887298,0.3734385371208191,-0.02346357703208929,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,train,1.2788029909133911,0,0,0.3653832674026489,0.388919323682785,-0.023536056280136053,False
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000480390__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000480390,cwh,2025_09_26_20_06_19,train,0.1926840245723724,0,0,0.0073422826826572,0.0310568697750568,-0.0237145870923996,False
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825,gzj,2025_09_27_12_28_14,train,0.9089670181274414,0,0,0.255219042301178,0.2795307636260986,-0.0243117213249206,False
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460,zx,2025_09_27_18_07_01,train,0.0083799362182617,0,0,0.003350717248395,0.0281194224953651,-0.024768705246970103,False
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875,zx,2025_09_27_17_56_42,train,1.4098749160766602,0,0,0.2042867243289947,0.229195162653923,-0.02490843832492831,False
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,train,0.907396912574768,0,0,0.5317190289497375,0.5585377812385559,-0.02681875228881836,False
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770,zx,2025_09_27_18_17_48,train,0.4501203894615173,0,0,0.0321164242923259,0.0593713670969009,-0.027254942804575,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,train,0.9592329859733582,0,0,0.1421731561422348,0.1712872087955474,-0.0291140526533126,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,train,1.4049899578094482,0,0,0.0463956743478775,0.0759206041693687,-0.0295249298214912,False
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000232065__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_40_59__000232065,gf,2025_09_26_10_40_59,train,2.17851996421814,1,1,0.5895391702651978,0.619439423084259,-0.02990025281906128,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,train,1.4992369413375854,0,0,0.175938218832016,0.2070297002792358,-0.03109148144721982,False
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,train,1.4224441051483154,0,0,0.227711483836174,0.2611768245697021,-0.03346534073352808,False
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,jy,2025_09_26_17_40_51,train,1.167451024055481,0,0,0.2146531790494918,0.2489971220493316,-0.03434394299983981,False
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,train,0.031059980392456,0,0,0.0598721504211425,0.0952193364500999,-0.0353471860289574,False
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,train,1.3625750541687012,0,0,0.3045991659164428,0.3406899571418762,-0.036090791225433405,False
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365,zt,2025_09_28_11_20_08,train,0.9772099256515504,0,0,0.2305564284324646,0.267086923122406,-0.036530494689941406,False
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480,gzj,2025_09_27_12_28_14,train,1.4226219654083252,0,0,0.4725358784198761,0.5093686580657959,-0.0368327796459198,False
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370,zdq,2025_09_26_15_52_46,train,1.4646830558776855,0,0,0.4033151268959045,0.4405072331428528,-0.0371921062469483,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,train,1.3213930130004885,0,0,0.1766340881586074,0.2152636796236038,-0.03862959146499639,False
