sample_id,event_uid,subject,session_stamp,split,gt_peak_abs,is_large_response,is_difficult_peak_top20,rbf_sample_rmse,selected_sample_rmse,gain_over_rbf,selected_better_than_rbf
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,byx,2025_09_28_17_15_52,train,1.7027480602264404,1,0,0.2145424932241439,0.2534737586975097,-0.03893126547336581,False
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,train,1.3461730480194092,0,0,0.0868243128061294,0.1269411444664001,-0.04011683166027069,False
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,train,0.3000220060348511,0,0,0.0339282229542732,0.0755467638373375,-0.04161854088306429,False
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310,zx,2025_09_27_18_07_01,train,1.6484609842300415,1,0,0.4550531804561615,0.4969908893108368,-0.04193770885467529,False
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530,zdq,2025_09_26_15_27_09,train,0.1340409964323043,0,0,0.1013395637273788,0.1439386904239654,-0.042599126696586595,False
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,train,2.008004903793335,1,1,0.6301180124282837,0.6739458441734314,-0.043827831745147705,False
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,train,1.521754026412964,0,0,0.1293587237596511,0.1732523292303085,-0.043893605470657404,False
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,train,0.2883279919624328,0,0,0.0468060374259948,0.0930635258555412,-0.046257488429546405,False
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,zx,2025_09_27_17_25_16,train,1.8886197805404663,1,1,0.2228333801031112,0.2695370018482208,-0.046703621745109614,False
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490,gzj,2025_09_27_12_28_14,train,1.5514259338378906,0,0,0.3012087643146515,0.3490871787071228,-0.047878414392471313,False
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000199335,byx,2025_09_28_17_35_43,train,0.0404901504516601,0,0,0.0025207225698977,0.0506354346871376,-0.048114712117239895,False
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280,zt,2025_09_28_11_20_08,train,1.817582130432129,1,1,0.3838224411010742,0.4320257306098938,-0.04820328950881958,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870,byx,2025_09_28_17_25_18,train,0.0362999439239501,0,0,0.0062738512642681,0.0555689223110675,-0.0492950710467994,False
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,train,1.833645939826965,1,1,0.4467502236366272,0.4994963109493255,-0.05274608731269831,False
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620,zx,2025_09_27_16_32_00,train,1.7626051902770996,1,1,0.2239463776350021,0.2773464024066925,-0.053400024771690396,False
vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145,cwh,2025_09_26_19_27_21,train,1.5481109619140625,0,0,0.3007480204105377,0.3557097613811493,-0.05496174097061157,False
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,train,2.8658339977264404,1,1,0.5241154432296753,0.5804948806762695,-0.05637943744659424,False
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,byx,2025_09_28_17_15_52,train,2.1975419521331787,1,1,0.6231074333190918,0.6861589550971985,-0.06305152177810669,False
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,jy,2025_09_26_17_29_44,train,0.9101839661598206,0,0,0.0477919243276119,0.1117893159389495,-0.0639973916113376,False
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415,gzj,2025_09_27_11_41_47,train,2.721312999725342,1,1,0.2730563879013061,0.3372236490249634,-0.06416726112365728,False
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150,byx,2025_09_28_17_25_18,train,1.3950433731079102,0,0,0.2402490526437759,0.3104071319103241,-0.07015807926654818,False
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,0.7143637537956238,0,0,0.1132330745458602,0.1971175670623779,-0.08388449251651771,False
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575,zx,2025_09_27_16_32_00,train,2.528111934661865,1,1,0.5007381439208984,0.585825502872467,-0.0850873589515686,False
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,train,1.6603360176086426,1,0,0.3150139153003692,0.4093064665794372,-0.094292551279068,False
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,train,2.3631784915924072,1,1,0.3020745515823364,0.4009878933429718,-0.09891334176063538,False
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,2.1245858669281006,1,1,0.5069710612297058,0.6161683201789856,-0.10919725894927979,False
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,train,1.631882905960083,0,0,0.6280750632286072,0.7477473616600037,-0.11967229843139648,False
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025,zx,2025_09_27_16_32_00,train,2.673145532608032,1,1,0.9316312074661256,1.0774699449539185,-0.14583873748779286,False
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,train,2.1591429710388184,1,1,0.6157488226890564,0.7684493064880371,-0.1527004837989807,False
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,1.846207618713379,1,1,0.5998265147209167,0.7600896954536438,-0.16026318073272705,False
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185,zdq,2025_09_26_16_03_48,train,1.2025330066680908,0,0,0.1513358652591705,0.3551330268383026,-0.2037971615791321,False
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385,zxy,2025_09_28_16_01_55,val,0.935322105884552,0,0,1.062114715576172,0.9857441186904908,0.07637059688568126,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,zx,2025_09_27_16_46_13,val,0.9925658702850342,0,0,0.5598909258842468,0.4958000183105469,0.06409090757369995,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,zx,2025_09_27_16_46_13,val,2.743656635284424,1,1,1.3378158807754517,1.279984712600708,0.05783116817474365,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,zx,2025_09_27_16_46_13,val,1.9704800844192505,1,1,0.7354892492294312,0.690436601638794,0.04505264759063721,True
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785,cwh,2025_09_26_19_56_16,val,1.5020259618759155,0,0,0.8348461389541626,0.7960070371627808,0.038839101791381836,True
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650,yzy,2025_09_27_14_26_04,val,0.524994969367981,0,0,0.1987568289041519,0.1616904735565185,0.03706635534763339,True
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365,cwh,2025_09_26_19_56_16,val,1.358564019203186,0,0,0.3582754135131836,0.3230884671211242,0.03518694639205938,True
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085,yzy,2025_09_27_14_26_04,val,0.4270801544189453,0,0,0.2453992962837219,0.211032286286354,0.03436700999736789,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,zx,2025_09_27_16_46_13,val,1.3250539302825928,0,0,0.4929597973823547,0.4606192111968994,0.03234058618545527,True
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820,zx,2025_09_27_17_45_11,val,1.1838561296463013,0,0,0.6372591257095337,0.6075758337974548,0.029683291912078857,True
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130,cwh,2025_09_26_19_56_16,val,0.8892450332641602,0,0,0.3376334905624389,0.3094147145748138,0.028218775987625122,True
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230,zxy,2025_09_28_16_01_55,val,0.0715599060058593,0,0,0.2593437135219574,0.2332741916179657,0.0260695219039917,True
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,zx,2025_09_27_17_45_11,val,0.2061300277709961,0,0,0.1493924260139465,0.1240212842822074,0.0253711417317391,True
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,val,0.2099629938602447,0,0,0.1107244417071342,0.0882970169186592,0.02242742478847501,True
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600,jy,2025_09_26_18_01_40,val,1.1723370552062988,0,0,0.3336073756217956,0.3124671876430511,0.021140187978744507,True
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,val,2.1387240886688232,1,1,0.5612609386444092,0.5414753556251526,0.019785583019256592,True
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,val,0.572642982006073,0,0,0.3669399619102478,0.3475944995880127,0.019345462322235107,True
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,val,1.191012978553772,0,0,0.1473515480756759,0.1313303261995315,0.01602122187614441,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,zx,2025_09_27_16_46_13,val,1.891584873199463,1,1,0.5910531878471375,0.575763463973999,0.015289723873138428,True
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,val,0.0088999271392822,0,0,0.2627967894077301,0.2525611817836761,0.01023560762405401,True
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385,yzy,2025_09_27_14_26_04,val,1.429599046707153,0,0,0.4697596132755279,0.4613909423351288,0.008368670940399114,True
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180,cwh,2025_09_26_19_56_16,val,0.9496341347694396,0,0,0.3551464080810547,0.3475928604602813,0.007553547620773371,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,zx,2025_09_27_16_46_13,val,0.5733399987220764,0,0,0.262532114982605,0.2554232478141784,0.007108867168426569,True
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,zx,2025_09_27_17_45_11,val,0.8325225114822388,0,0,0.678246021270752,0.6721963882446289,0.006049633026123047,True
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,val,2.055994987487793,1,1,0.7403135895729065,0.7372366786003113,0.003076910972595215,True
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440,yzy,2025_09_27_14_37_08,val,1.1873469352722168,0,0,0.1987794488668441,0.2032031565904617,-0.004423707723617609,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,val,0.2876300811767578,0,0,0.4512886106967926,0.4557901918888092,-0.0045015811920166016,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,val,1.0259090662002563,0,0,0.4236979186534881,0.4290883541107178,-0.00539043545722967,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,zx,2025_09_27_16_46_13,val,2.005558967590332,1,1,0.6115678548812866,0.6172457337379456,-0.0056778788566589355,False
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,jy,2025_09_26_18_01_40,val,1.3861379623413086,0,0,0.2755479514598846,0.281361848115921,-0.0058138966560364325,False
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,val,2.206793069839477,1,1,1.2142826318740845,1.2275893688201904,-0.013306736946105957,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,val,0.511729896068573,0,0,0.4418979585170746,0.4558418691158294,-0.013943910598754827,False
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,val,1.3283720016479492,0,0,0.4015250205993652,0.4186178147792816,-0.017092794179916437,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,val,0.7922049760818481,0,0,0.5874730944633484,0.6058663129806519,-0.018393218517303467,False
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665,yzy,2025_09_27_14_37_08,val,1.4303009510040283,0,0,0.4345998466014862,0.4574224054813385,-0.022822558879852295,False
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385,yzy,2025_09_27_14_37_08,val,1.746204137802124,1,0,0.5240592956542969,0.5478169322013855,-0.023757636547088623,False
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685,yzy,2025_09_27_14_26_04,val,1.2990481853485107,0,0,0.2922013998031616,0.3231139779090881,-0.030912578105926458,False
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705,jy,2025_09_26_18_01_40,val,1.2203320264816284,0,0,0.2289004772901535,0.2629435956478119,-0.034043118357658386,False
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,val,0.3396410048007965,0,0,0.1841419339179992,0.2260808497667312,-0.041938915848731995,False
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280,zx,2025_09_27_17_45_11,val,1.652127027511597,1,0,0.7106443047523499,0.7550049424171448,-0.04436063766479492,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,zx,2025_09_27_16_46_13,val,3.1869680881500244,1,1,1.1165883541107178,1.1688108444213867,-0.052222490310668945,False
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,val,0.3790860176086426,0,0,0.5422168970108032,0.5987379550933838,-0.056521058082580566,False
