sample_id,event_uid,subject,session_stamp,road_type_anchor,event_level,instability_role,road_design_module_name,road_design_risk_class,road_design_mapping_reliability,old_v400_road_type_mode,old_v400_phase_mode,eval_label_morphology,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_ratio_pred_over_gt,wrong_side,large_response_recalled,severe_amp_under,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,is_difficult_peak_top20,high_rmse_top20pct,wrong_side_flag,large_response_missed_flag,severe_amp_under_flag,multi_segment_missed_flag,multi_segment_overpred_flag,multi_segment_mismatch_flag,reversal_mismatch_flag,tail_drift_flag,zero_crossing_mismatch_flag,peak_time_large_error_flag,onset_delay_large_error_flag,formal_error_flag_count,primary_error_type,old_deep_sample_rmse,old_deep_pred_peak_abs,old_deep_wrong_side,old_deep_large_response_recalled,old_deep_severe_amp_under,old_deep_tail_drift_risk,old_deep_reversal_count_exact,old_deep_pred_multi_segment,formal_minus_old_deep_rmse,formal_better_than_old_deep,shared_with_old_deep_bad_top20pct,old_deep_high_rmse_top20pct,high_rmse_threshold_test_p80,old_deep_high_rmse_threshold_test_p80
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000198845__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000198845,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,low,straight,primary,multi_correction,0.3875709176063537,1.0356780290603638,0.4185417592525482,0.4041234317119551,0,0,1,0.0449999570846557,0.820000022649765,0.3990516364574432,0,0,4,6,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,3,03_severe_amp_under,0.5308206081390381,0.3705136179924011,0,0,1,0,0,0,-0.14324969053268438,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000218105__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000218105,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,reverse_correction,0.3838063478469848,0.8684759736061096,0.290303885936737,0.3342681832996823,0,0,1,0.4700000286102295,1.119999971240759,0.7246528118848801,1,0,1,2,0,0,1,0,0,False,False,False,True,False,True,True,True,True,False,False,True,6,03_severe_amp_under,0.6405054330825806,0.5413476824760437,0,0,0,0,0,0,-0.25669908523559576,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000496480__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000496480,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,differentmu_road,design_high_risk_surface,medium,straight,secondary,reverse_correction,0.378663033246994,0.7867940068244934,0.2191087007522583,0.2784829305405905,1,0,1,1.3550000190734863,0.32999999076128,0.7726794825866818,1,0,1,24,0,0,1,0,0,False,True,False,True,False,True,True,True,True,False,True,False,7,01_wrong_side,0.4265166521072387,0.0596712715923786,1,0,1,1,0,0,-0.047853618860244695,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,curve1,design_curve_context,low,straight,secondary,multi_correction,0.3733313083648681,0.7986618280410767,0.413472980260849,0.5177072019017082,0,0,0,0.434999942779541,0.9649999886751176,0.3383015692234039,0,0,2,4,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,2,06_reversal_mismatch,0.5239993929862976,0.1896732449531555,0,0,1,1,0,0,-0.1506680846214295,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000610365__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000610365,hzh,2025_09_26_20_50_27,curve,weak,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,primary,reverse_correction,0.3626073598861694,0.3619828224182129,0.4082524478435516,1.1278227102497191,1,0,0,1.1299999952316284,0.7300000041723251,0.2178328558802604,1,0,1,4,0,0,1,0,0,False,True,False,False,False,True,True,True,True,False,True,True,7,01_wrong_side,0.2835893034934997,0.1050599217414856,1,0,1,0,0,0,0.07901805639266968,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000132045__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000132045,gf,2025_09_26_10_30_12,straight,weak,instability_ay_roll,curve1,design_curve_context,high,straight,secondary,multi_correction,0.3581039607524872,0.5462880730628967,0.1490369141101837,0.272817440942051,1,0,1,0.6350000500679016,0.2749999761581421,0.3927048407495022,1,0,3,6,0,1,1,0,0,False,True,False,True,False,False,False,True,True,False,True,False,5,01_wrong_side,0.1986229419708252,0.3414314389228821,0,0,0,0,0,0,0.159481018781662,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000153840__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000153840,tyy,2025_09_28_14_44_09,straight,strong_active,instability_ay_roll,curve1,design_curve_context,high,straight,secondary,single_lobe,0.3580816090106964,0.017628014087677,0.5741077661514282,32.567920770653494,1,0,0,1.534999996423721,0.1200000084936618,0.5520486533641815,1,1,0,40,0,0,1,0,0,False,True,False,False,False,True,True,True,True,True,True,False,7,01_wrong_side,0.0381842441856861,0.0549700669944286,0,0,0,1,1,0,0.3198973648250103,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000090445__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000090445,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.3422159552574157,0.4888674616813659,0.2620622515678406,0.536059918298771,0,0,0,0.0950000286102294,0.3299999833106994,0.2332428693771362,0,0,3,11,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.4132898151874542,0.2271811366081237,0,0,1,1,0,0,-0.07107385993003851,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000433720,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,secondary,multi_correction,0.3385778963565826,0.948935866355896,0.5321317315101624,0.5607668024538423,0,0,0,0.6549999713897705,0.1699999868869781,0.4188636243343353,0,0,3,2,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,True,False,2,06_reversal_mismatch,0.5175837278366089,0.0791540145874023,0,0,1,0,0,0,-0.1790058314800263,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000310025__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000310025,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,curve2,design_curve_context,low,straight,secondary,reverse_correction,0.3263088464736938,1.4090020656585691,0.8385663032531738,0.5951490943068468,0,1,0,0.440000057220459,0.2849999666213989,0.7603781819343567,1,0,1,2,0,0,1,1,0,False,False,False,False,False,True,True,True,True,False,False,False,4,05_multi_segment_overpred,0.60743248462677,0.5125951766967773,0,0,1,1,0,0,-0.2811236381530762,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000474655__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000474655,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,curve2,design_curve_context,very_low,straight,primary,multi_correction,0.3215609788894653,0.646818995475769,0.4440895020961761,0.6865746139219755,0,0,0,0.2249999046325683,0.6000000089406967,0.2620551586151123,0,0,2,15,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,2,06_reversal_mismatch,0.4875354468822479,0.3452431261539459,0,0,0,0,0,0,-0.16597446799278265,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000301790__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000301790,hzh,2025_09_27_19_44_05,straight,strong_active,instability_ay_roll,curve2,design_curve_context,low,straight,secondary,multi_correction,0.3128233850002289,1.161865472793579,0.6137059926986694,0.5282074448972824,0,0,0,0.1699999570846557,0.1350000500679016,0.7006060779094696,1,0,3,2,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,False,False,2,06_reversal_mismatch,0.5045359134674072,0.5989243984222412,0,0,0,0,0,0,-0.19171252846717834,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000092690__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000092690,zxy,2025_09_28_15_57_38,straight,strong_active,instability_ay_roll,longstraight,design_regular_road,high,straight,secondary,multi_correction,0.3082261979579925,0.9798280000686646,0.2890864312648773,0.2950379364996904,0,0,1,0.4300000667572021,0.3550000786781311,0.6510229706764221,1,0,4,4,1,1,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,2,03_severe_amp_under,0.3498212993144989,0.2043158710002899,0,0,1,1,0,0,-0.0415951013565064,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350,zxy,2025_09_28_15_57_38,curve,strong_active,instability_ay_roll,curve1,design_curve_context,high,curve,secondary,multi_correction,0.3050527274608612,0.5749120116233826,0.1830229610204696,0.3183495166567604,0,0,1,1.0050000548362732,0.1699999943375587,0.0225770324468612,0,0,4,13,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,True,False,3,03_severe_amp_under,0.7578679323196411,1.3113436698913574,0,0,0,0,0,0,-0.4528152048587799,True,False,True,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000253235__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000253235,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,reverse_correction,0.3014320433139801,0.9171707034111024,0.3202629387378692,0.3491857486798924,0,0,1,0.0550000667572021,0.4750000238418579,0.5965190529823303,1,0,1,1,1,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,2,03_severe_amp_under,0.3666065335273742,0.1290654689073562,0,0,1,1,0,0,-0.06517449021339411,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,low,straight,primary,reverse_correction,0.2959897220134735,0.182213008403778,0.5702031254768372,3.1293217233606376,0,0,0,0.0,0.2149999961256981,0.3863551020622253,1,0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,1,07_tail_drift,0.0624996945261955,0.0325038023293018,0,0,1,1,0,0,0.233490027487278,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,straight,weak,instability_ay_roll,middle_section,design_regular_road,high,straight,primary,multi_correction,0.295571357011795,0.5717697739601135,0.186829462647438,0.3267564519079863,0,0,1,0.1050000190734863,0.9449999928474426,0.3617296293377876,1,0,2,8,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,True,4,03_severe_amp_under,0.4340652227401733,0.5036864280700684,0,0,0,0,0,0,-0.1384938657283783,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000785960__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000785960,zxy,2025_09_28_16_35_30,curve,strong_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,secondary,multi_correction,0.2932431697845459,0.7518875002861023,0.2783395648002624,0.3701877803452655,0,0,1,0.215000033378601,0.6399999856948853,0.1328144669532776,0,0,2,8,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,3,03_severe_amp_under,0.6260261535644531,0.2984844446182251,1,0,1,1,0,0,-0.3327829837799072,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870,gf,2025_09_26_10_52_57,straight,weak,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.2920012474060058,0.559203028678894,0.1999661922454834,0.3575913970242606,0,0,1,0.6649999618530273,0.565000057220459,0.2433926165103912,0,0,3,6,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,True,True,4,03_severe_amp_under,0.3021571040153503,0.2971791625022888,0,0,0,1,0,0,-0.010155856609344482,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,curve2,design_curve_context,very_low,straight,secondary,multi_correction,0.2917858064174652,1.0026919841766355,0.5989121794700623,0.597304245891485,0,0,0,0.3549998998641968,0.5049999952316284,0.5076087415218353,1,0,4,2,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,False,True,3,06_reversal_mismatch,0.2961232662200928,0.549583911895752,0,0,0,0,0,0,-0.0043374598026275635,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000334450,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,curve2,design_curve_context,very_low,straight,secondary,reverse_correction,0.2860909402370453,0.3652976751327514,0.1596656441688537,0.4370836581722844,1,0,1,1.295000076293945,0.0950000006705522,0.3674590096343308,1,0,1,3,0,0,1,0,0,False,True,False,True,False,True,True,True,True,False,True,False,7,01_wrong_side,0.3021243512630462,0.0540344677865505,1,0,1,1,0,0,-0.01603341102600092,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660,hzh,2025_09_26_21_03_19,straight,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,low,straight,secondary,multi_correction,0.2799632549285888,0.7967429757118225,0.5236876010894775,0.6572854948882442,0,0,0,0.3250000476837158,0.4900000095367431,0.2996866703033447,0,0,3,10,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.4193407297134399,0.107148453593254,0,0,1,1,0,0,-0.13937747478485107,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000061190__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000061190,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.2696983814239502,0.9779080152511596,0.4685602486133575,0.4791455242270568,0,0,1,0.1449999809265136,0.7050000429153442,0.4928481876850128,1,0,2,6,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,True,4,03_severe_amp_under,0.4211764633655548,0.3564290702342987,0,0,1,1,0,0,-0.15147808194160461,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000527800,byx,2025_09_28_17_46_00,straight,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,straight,secondary,multi_correction,0.2588357925415039,0.7489205002784729,0.3228663206100464,0.431108936783002,0,0,1,0.2400000095367431,0.1649999618530273,0.2426966726779937,0,1,2,7,0,1,1,0,0,False,False,False,True,False,False,False,True,False,True,False,False,3,03_severe_amp_under,0.4904647469520569,0.6355053186416626,0,0,0,0,0,0,-0.23162895441055298,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000320800__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000320800,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,curve2,design_curve_context,very_low,straight,secondary,reverse_correction,0.2545705735683441,0.9306093454360962,0.7267999649047852,0.7809936236608465,0,0,0,0.4199999570846557,0.4199999570846557,0.3407613039016723,0,0,1,2,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,False,3,05_multi_segment_overpred,0.471177190542221,0.4238388538360595,0,0,1,1,0,0,-0.2166066169738769,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000320360__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000320360,zx,2025_09_27_18_00_08,curve,strong_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,multi_correction,0.2520076930522918,0.635125994682312,0.1925065964460373,0.3030998542932075,0,0,1,0.254999965429306,0.0549999997019767,0.0534129291772842,0,0,2,6,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,2,03_severe_amp_under,0.3348384201526642,0.1992942690849304,0,0,1,0,0,0,-0.08283072710037237,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000128180__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000128180,zxy,2025_09_28_15_57_38,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.2451451420783996,0.9311332106590272,0.3322901725769043,0.3568664169348225,0,0,1,0.0099999904632568,0.4750000238418579,0.2520687878131866,0,0,6,2,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,2,03_severe_amp_under,0.4166576564311981,0.0531575083732605,0,0,1,1,0,0,-0.17151251435279852,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000132255__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000132255,yyl,2025_09_28_09_49_11,straight,extreme_active,instability_ay_roll,curve1,design_curve_context,medium,straight,secondary,multi_correction,0.2390738427639007,0.3886851966381073,0.2670044302940368,0.6869426276160354,1,0,0,0.7850000262260437,0.4949999898672104,0.0614639371633529,0,0,2,8,0,1,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,3,01_wrong_side,0.153089627623558,0.1353920698165893,0,0,1,0,0,0,0.08598421514034271,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000579225__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000579225,hzh,2025_09_26_20_50_27,straight,weak,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,straight,secondary,reverse_correction,0.2356678992509842,0.958011031150818,0.5377676486968994,0.5613376372617568,0,0,0,0.4500000476837158,0.6599999815225601,0.487727403640747,1,0,1,4,0,0,1,0,0,False,False,False,False,False,True,True,True,True,False,False,True,5,05_multi_segment_overpred,0.4080542623996734,0.4681239426136017,0,0,1,1,0,0,-0.17238636314868921,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000050245__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000050245,zx,2025_09_27_18_00_08,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.2245516628026962,0.6377439498901367,0.3605335354804992,0.5653264692555812,0,0,0,0.6050000190734863,0.3149999976158142,0.3492342531681061,1,0,3,4,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,True,False,3,06_reversal_mismatch,0.21458700299263,0.3353985249996185,0,0,0,0,0,0,0.009964659810066195,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000067740,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,medium,straight,primary,single_lobe,0.2120790630578994,0.0865690112113952,0.3833577334880829,4.428348298352987,1,0,0,0.0,1.065000057220459,0.4699267446994781,1,0,0,25,0,0,1,0,0,False,True,False,False,False,True,True,True,True,False,False,True,6,01_wrong_side,0.5294657945632935,0.5468675494194031,0,0,0,1,1,0,-0.3173867315053941,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,differentmu_road,design_high_risk_surface,medium,straight,secondary,multi_correction,0.2084233909845352,0.7447320222854614,0.273392915725708,0.3671024040119957,0,0,1,0.1449999809265136,0.0850000381469726,0.1788984537124633,0,0,2,12,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,2,03_severe_amp_under,0.2830206751823425,0.1664650738239288,0,0,1,0,0,0,-0.07459728419780728,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000455695__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000455695,hzh,2025_09_26_20_50_27,design_curve_context,instability_medium,instability_ay_roll,curve2,design_curve_context,very_low,none,none,reverse_correction,0.2038054019212722,0.3176489770412445,0.2277356684207916,0.7169412933170621,0,0,0,0.3500000238418579,0.0700000077486038,0.1247296035289764,0,0,1,8,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,False,3,05_multi_segment_overpred,0.2539750039577484,0.1058591604232788,0,0,1,1,0,0,-0.05016960203647622,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000449755__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000449755,hzh,2025_09_26_20_50_27,design_curve_context,instability_medium,instability_ay_only,curve2,design_curve_context,very_low,none,none,reverse_correction,0.2003711611032486,0.4405207931995392,0.6841316223144531,1.5530064252939078,0,0,0,0.3799999952316284,0.6550000086426735,0.1710536181926727,0,0,1,4,0,0,1,0,0,False,False,False,False,False,True,True,True,False,False,False,True,4,05_multi_segment_overpred,0.1674935966730117,0.2329410016536712,0,0,0,0,0,0,0.0328775644302369,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000349455__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000349455,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,secondary,reverse_correction,0.1918640434741974,0.8288570046424866,0.3648048639297485,0.4401300367692506,0,0,1,0.4099999666213989,0.0500000119209289,0.5939975827932358,1,0,1,6,0,0,1,0,0,False,False,False,True,False,True,True,True,True,False,False,False,5,03_severe_amp_under,0.4416897594928741,0.6455926895141602,0,0,0,0,0,0,-0.2498257160186767,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000096695__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000096695,zxy,2025_09_28_16_35_30,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.1891824305057525,0.6220359206199646,0.345719039440155,0.5557862946171778,0,0,0,0.3949999809265136,0.504999965429306,0.3357276320457458,1,0,3,2,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,False,True,3,06_reversal_mismatch,0.1710742861032486,0.2502971291542053,0,0,1,1,0,0,0.018108144402503912,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000691675__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000691675,hzh,2025_09_26_20_50_27,curve,weak,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,secondary,multi_correction,0.1878690719604492,0.5338959693908691,0.2941658496856689,0.5509797161819515,0,0,0,0.1899999380111694,0.0399999916553497,0.1225790977478027,0,0,2,8,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.2714733779430389,0.3516867458820343,0,0,0,0,0,0,-0.0836043059825897,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000238815__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000238815,hzh,2025_09_26_21_03_19,straight,extreme_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,multi_correction,0.1756871342658996,0.5290089845657349,0.6804381608963013,1.2862506701183445,0,0,0,0.25,0.4599999785423279,0.0856322050094604,0,0,2,2,1,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0,10_no_major_flag,0.201927050948143,0.139766126871109,0,0,1,0,0,0,-0.026239916682243403,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000267185__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000267185,hzh,2025_09_26_20_50_27,design_special_event_segment,instability_medium,instability_roll_only,fix_road,design_special_event_segment,low,none,none,single_lobe,0.1720101684331894,0.0129154026508331,0.2785615921020508,21.56816938913489,0,0,0,0.2999999523162842,1.9149999991059303,0.2516359090805053,1,1,0,17,0,0,1,0,0,False,False,False,False,False,True,True,True,True,True,False,True,6,05_multi_segment_overpred,0.3480564653873443,0.3607893288135528,0,0,0,1,1,0,-0.1760462969541549,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000134810__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000134810,gf,2025_09_26_10_52_57,straight,medium_active,instability_ay_roll,curve1,design_curve_context,medium,straight,secondary,multi_correction,0.1711371541023254,0.4272569119930267,0.2049745023250579,0.479745316158638,0,0,1,0.3799999952316284,0.7899999767541885,0.2355571612715721,1,0,2,8,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,True,4,03_severe_amp_under,0.1904528886079788,0.2752200365066528,0,0,0,0,0,0,-0.01931573450565338,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000062355,gf,2025_09_26_10_30_12,straight,extreme_active,instability_ay_roll,longstraight,design_regular_road,high,straight,secondary,multi_correction,0.1684847176074981,0.4284778833389282,0.3167088031768799,0.7391485429981028,1,0,0,1.1549999713897705,0.0300000011920928,0.0697085112333297,0,0,2,23,0,1,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,3,01_wrong_side,0.2330125570297241,0.0899278372526168,0,0,1,0,0,0,-0.06452783942222598,True,False,False,0.7532525897026062,0.7252965450286866
