sample_id,event_uid,subject,session_stamp,road_type_anchor,event_level,instability_role,road_design_module_name,road_design_risk_class,road_design_mapping_reliability,old_v400_road_type_mode,old_v400_phase_mode,eval_label_morphology,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_ratio_pred_over_gt,wrong_side,large_response_recalled,severe_amp_under,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,is_difficult_peak_top20,high_rmse_top20pct,wrong_side_flag,large_response_missed_flag,severe_amp_under_flag,multi_segment_missed_flag,multi_segment_overpred_flag,multi_segment_mismatch_flag,reversal_mismatch_flag,tail_drift_flag,zero_crossing_mismatch_flag,peak_time_large_error_flag,onset_delay_large_error_flag,formal_error_flag_count,primary_error_type,old_deep_sample_rmse,old_deep_pred_peak_abs,old_deep_wrong_side,old_deep_large_response_recalled,old_deep_severe_amp_under,old_deep_tail_drift_risk,old_deep_reversal_count_exact,old_deep_pred_multi_segment,formal_minus_old_deep_rmse,formal_better_than_old_deep,shared_with_old_deep_bad_top20pct,old_deep_high_rmse_top20pct,high_rmse_threshold_test_p80,old_deep_high_rmse_threshold_test_p80
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000170900,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.6379504203796387,0.9599321484565736,0.1085408180952072,0.113071343917093,0,0,1,0.5199999809265137,1.9350000023841856,0.820499375462532,1,0,2,17,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,True,True,5,03_severe_amp_under,0.5578976273536682,0.341196060180664,0,0,1,1,0,0,0.08005279302597046,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.6308761239051819,1.19834303855896,0.3918388783931732,0.3269838984205809,0,0,1,0.76500004529953,0.4550000131130218,0.3736798167228699,0,0,2,1,0,1,0,0,0,False,False,False,True,True,False,True,True,False,False,True,False,5,03_severe_amp_under,0.5079399943351746,0.522418200969696,0,0,1,0,0,0,0.12293612957000732,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000313580__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000313580,zx,2025_09_27_18_00_08,curve,strong_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,multi_correction,0.6305955648422241,0.980529010295868,0.366626888513565,0.3739072323856465,1,0,1,0.7549999952316284,0.7400000244379044,0.0942773520946502,0,0,3,28,0,1,1,0,0,False,True,False,True,False,False,False,True,False,False,True,True,5,01_wrong_side,0.6161632537841797,0.151405930519104,1,0,1,0,0,0,0.014432311058044434,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.6209803223609924,1.2744419574737549,0.356175035238266,0.2794752896744619,0,0,1,0.1300001144409179,1.0449999421834946,0.8030613362789154,1,0,2,2,1,1,1,0,0,False,False,False,True,False,False,False,False,True,False,False,True,3,03_severe_amp_under,0.8240028023719788,0.5219573378562927,0,0,1,0,0,0,-0.20302248001098633,True,False,True,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000449365__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000449365,tyy,2025_09_28_14_44_09,curve,medium_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,multi_correction,0.6201906204223633,0.9201385974884032,0.1379289031028747,0.1499001383915026,1,0,1,1.350000023841858,1.9350000023841856,0.9362580887973307,1,0,2,2,1,1,1,0,0,False,True,False,True,False,False,False,False,True,False,True,True,5,01_wrong_side,0.7127054333686829,0.4997694790363312,0,0,0,0,0,0,-0.09251481294631958,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000160880__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000160880,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,reverse_correction,0.6149289011955261,1.4582189321517944,0.3885699808597564,0.2664688904335991,0,0,1,0.4700000286102295,0.8450000584125519,1.241580605506897,1,0,1,2,0,0,1,1,0,False,False,True,True,False,True,True,True,True,False,False,True,7,02_large_response_missed,0.7345529198646545,0.3706273138523102,0,0,1,1,0,0,-0.11962401866912842,True,False,True,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000195680__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000195680,zx,2025_09_27_18_00_08,curve,extreme_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,multi_correction,0.6059695482254028,1.3625800609588623,0.8712033033370972,0.6393776984554008,0,0,0,0.3300000429153442,0.1949999928474426,1.4672179222106934,1,0,2,6,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,False,False,2,06_reversal_mismatch,0.6526660323143005,0.6387655735015869,0,0,1,1,0,0,-0.046696484088897705,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000205285__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000205285,gf,2025_09_26_10_30_12,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,multi_correction,0.5779538750648499,0.8585270047187805,0.2449964135885238,0.285368325331566,1,0,1,0.1449999809265136,1.0850000455975533,0.9355081915855408,1,0,5,2,0,1,1,0,0,False,True,False,True,False,False,False,True,True,False,False,True,5,01_wrong_side,0.5057981014251709,0.022122710943222,1,0,1,1,0,0,0.07215577363967896,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.576966404914856,0.967086672782898,0.091917909681797,0.0950461962393641,1,0,1,0.4150000214576721,1.9200000017881396,0.9657790325582029,1,0,2,4,0,1,1,0,0,False,True,False,True,False,False,False,True,True,False,False,True,5,01_wrong_side,0.5154455900192261,0.2942588925361633,0,0,1,1,0,0,0.06152081489562988,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,zx,2025_09_27_18_00_08,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,primary,multi_correction,0.5705500841140747,1.124341607093811,0.2968982458114624,0.2640640922102692,1,0,1,0.8500000238418579,1.0499999970197678,0.2152914404869079,0,0,3,22,0,1,1,0,0,False,True,False,True,False,False,False,True,False,False,True,True,5,01_wrong_side,0.6936829090118408,0.1267332285642624,1,0,1,0,0,0,-0.12313282489776611,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000150140__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000150140,gzj,2025_09_27_12_17_12,straight,extreme_active,instability_ay_roll,curve1,design_curve_context,high,straight,secondary,multi_correction,0.5695809721946716,0.7656780481338501,0.6917176246643066,0.9034053233603816,0,0,0,0.074999988079071,0.005000002682209,0.7485766485333443,1,1,2,26,0,1,1,0,0,False,False,False,False,False,False,False,True,True,True,False,False,3,06_reversal_mismatch,0.4993514716625213,1.2612929344177246,0,0,0,1,0,1,0.07022950053215032,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000088105__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000088105,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,reverse_correction,0.5489326119422913,1.1356894969940186,0.4150640368461609,0.3654731666928033,0,0,1,0.3000000715255737,0.8600000292062759,0.7704019844532013,1,0,1,4,0,0,1,0,0,False,False,False,True,False,True,True,True,True,False,False,True,6,03_severe_amp_under,0.787334680557251,0.4035868644714355,0,0,1,1,0,0,-0.23840206861495972,True,False,True,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000099655__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000099655,hzh,2025_09_26_20_50_27,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.5416043996810913,1.0023419857025146,0.1477736681699752,0.1474283929814679,0,0,1,0.15500009059906,1.840000003576279,0.2854301407933235,0,0,2,4,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,3,03_severe_amp_under,0.5873398184776306,0.3026752173900604,0,0,1,0,0,0,-0.04573541879653931,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085,zxy,2025_09_28_16_35_30,curve,strong_active,instability_roll_only,middle_section,design_regular_road,low,curve,secondary,single_lobe,0.5391753315925598,0.0811600685119628,0.8735081553459167,10.76278238007109,0,0,0,0.4750000238418579,0.5049999952316284,0.7921873331069946,1,0,0,32,0,0,1,0,0,False,False,False,False,False,True,True,True,True,False,False,True,5,05_multi_segment_overpred,0.0355599671602249,0.0299693513661623,0,0,1,1,1,0,0.5036153644323349,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000489775__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000489775,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,straight,secondary,multi_correction,0.5385991930961609,0.7225660085678101,0.360387921333313,0.4987612440386365,0,0,1,0.8899999856948853,0.2450000047683715,0.7663099467754364,1,0,2,6,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,True,False,4,03_severe_amp_under,0.5210493803024292,0.3193011283874511,0,0,1,1,0,0,0.01754981279373169,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre2_label2_old_main,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315,byx,2025_09_28_17_46_00,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,multi_correction,0.5324344635009766,1.1232937574386597,0.3103903830051422,0.2763216486779878,0,0,1,0.0799999237060546,0.8499999642372131,0.8613153249025345,1,0,6,2,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,True,4,03_severe_amp_under,0.6455682516098022,0.6587648391723633,0,0,0,0,0,0,-0.11313378810882568,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000429895__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000429895,hzh,2025_09_27_19_44_05,straight,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,straight,primary,reverse_correction,0.5305851101875305,0.8702206611633301,0.0684650987386703,0.0786755610320084,0,0,1,0.25,1.9350000023841856,0.5341001730412245,1,0,1,10,0,0,1,0,0,False,False,False,True,False,True,True,True,True,False,False,True,6,03_severe_amp_under,0.5759251117706299,0.0243300050497055,1,0,1,1,0,0,-0.045340001583099365,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,straight,extreme_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.5209479928016663,1.1278319358825684,0.2594775557518005,0.2300675725667851,0,0,1,0.3500000238418579,1.1099999696016312,0.3094930946826935,0,0,3,2,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,3,03_severe_amp_under,0.5739760398864746,0.5179235339164734,0,0,1,0,0,0,-0.05302804708480835,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000388005__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000388005,tyy,2025_09_28_14_44_09,curve,strong_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,primary,reverse_correction,0.5091002583503723,0.4530868232250213,0.2604455351829529,0.5748247837558609,1,0,0,0.8750000596046448,0.8849999904632568,0.604527935385704,1,1,1,86,0,0,1,0,0,False,True,False,False,False,True,True,True,True,True,True,True,8,01_wrong_side,0.2955662310123443,0.087294727563858,0,0,1,1,0,0,0.213534027338028,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000256360__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000256360,zx,2025_09_27_18_00_08,curve,strong_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,multi_correction,0.5089771151542664,0.6773619651794434,0.1545345336198806,0.2281417344992823,1,0,1,0.9549999833106996,0.4300000071525574,0.7280926182866096,1,1,3,13,0,1,1,0,0,False,True,False,True,False,False,False,True,True,True,True,False,6,01_wrong_side,0.345505952835083,0.1538111865520477,0,0,1,1,0,0,0.16347116231918335,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000530990__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000530990,hzh,2025_09_27_19_44_05,curve,extreme_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,secondary,multi_correction,0.5089722275733948,0.2900730073451996,0.6630702018737793,2.285873504543967,1,0,0,0.3999999761581421,0.0500000044703483,0.8590640723705292,1,1,2,10,0,1,1,0,0,False,True,False,False,False,False,False,True,True,True,False,False,4,01_wrong_side,0.1816058754920959,0.5462196469306946,1,0,0,0,0,1,0.3273663520812989,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000108865__pre2_label2_old_main,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000108865,gzj,2025_09_27_12_17_12,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,high,straight,secondary,multi_correction,0.5041734576225281,1.0861175060272217,0.4181129038333893,0.384961020804051,0,0,1,0.3199999332427978,0.7499999850988388,0.6218758821487427,1,0,4,2,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,True,4,03_severe_amp_under,0.5884026885032654,0.3168327212333679,0,0,1,1,0,0,-0.0842292308807373,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000526990__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000526990,yyl,2025_09_28_09_49_11,design_high_risk_surface,instability_strong,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,none,none,multi_correction,0.5034530162811279,0.0891860127449035,0.8279892206192017,9.283846145106606,1,0,0,0.5349999666213989,0.0150000005960464,0.7495228946208954,1,1,3,16,0,1,1,0,0,False,True,False,False,False,False,False,True,True,True,True,False,5,01_wrong_side,0.3647679388523102,0.6373322010040283,1,0,0,1,0,1,0.13868507742881775,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000374985__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000374985,hzh,2025_09_26_20_50_27,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,reverse_correction,0.5000887513160706,0.8304280042648315,0.1018630713224411,0.1226633384222384,1,0,1,1.2350000143051147,1.9149999991059303,0.8801959045231342,1,0,1,2,0,0,1,0,0,False,True,False,True,False,True,True,True,True,False,True,True,8,01_wrong_side,0.5556931495666504,0.0233874935656785,0,0,1,1,0,0,-0.055604398250579834,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505,gf,2025_09_26_10_52_57,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,primary,multi_correction,0.4973542094230652,1.254542589187622,0.5858625173568726,0.4669929282641949,0,0,1,0.1749999523162841,0.2900000214576721,0.442282497882843,0,0,2,2,1,1,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,1,03_severe_amp_under,0.5623764395713806,0.3945004343986511,0,0,1,0,0,0,-0.06502223014831543,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000691590__pre2_label2_old_main,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000691590,zxy,2025_09_28_16_35_30,curve,strong_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,secondary,multi_correction,0.4968922436237335,0.772657036781311,0.1514948457479477,0.1960699748222522,0,0,1,1.2899999618530271,1.9350000023841856,0.3271963149309158,0,0,2,18,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,True,True,4,03_severe_amp_under,0.474719226360321,0.3472644090652466,0,0,1,1,0,0,0.02217301726341253,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000149170__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000149170,yyl,2025_09_28_09_49_11,design_curve_context,instability_strong,instability_ay_roll,curve1,design_curve_context,low,none,none,reverse_correction,0.4911926686763763,0.4331910014152527,0.3930027484893799,0.90722740593739,1,0,0,0.4800000190734863,0.0450000017881393,0.5957253873348236,1,1,1,44,0,0,1,0,0,False,True,False,False,False,True,True,True,True,True,False,False,6,01_wrong_side,0.2466151118278503,0.081724539399147,0,0,1,0,0,0,0.244577556848526,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000225310__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000225310,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,multi_correction,0.4879337847232818,1.30480694770813,0.4783570170402527,0.3666113350181636,0,0,1,0.1300001144409179,0.024999976158142,0.8158650398254395,1,0,2,2,1,1,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,2,03_severe_amp_under,0.5881752967834473,0.6760868430137634,0,1,0,0,0,0,-0.10024151206016546,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000341895__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000341895,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,primary,multi_correction,0.4687808752059936,1.0786139965057373,0.4616422355175018,0.4279957769999569,0,0,1,0.1050000190734863,0.849999975413084,0.228631854057312,0,0,3,6,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,3,03_severe_amp_under,0.7114911079406738,0.5825667381286621,0,0,0,0,0,0,-0.24271023273468023,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,straight,strong_active,instability_ay_roll,curve1,design_curve_context,high,straight,primary,multi_correction,0.4515263438224792,1.2557679414749146,0.7573157548904419,0.6030698267396167,0,0,0,0.1599999666213989,0.7099999785423279,0.5332480072975159,0,0,2,10,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,2,06_reversal_mismatch,0.7376266717910767,0.4275801181793213,0,0,1,1,0,0,-0.28610032796859747,True,False,True,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000701035__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000701035,hzh,2025_09_26_20_50_27,curve,strong_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,secondary,reverse_correction,0.4478496611118316,1.198164939880371,0.4405136704444885,0.3676569525465091,0,0,1,0.3550000190734863,0.6100000143051147,0.8690519630908966,1,0,1,2,0,0,1,0,0,False,False,False,True,False,True,True,True,True,False,False,True,6,03_severe_amp_under,0.5917045474052429,0.3718554675579071,0,0,1,1,0,0,-0.1438548862934113,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000558910__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000558910,hzh,2025_09_26_21_03_19,curve,medium_active,instability_ay_roll,differentmu_road,design_high_risk_surface,very_low,curve,primary,reverse_correction,0.4470034539699554,1.2337727546691897,0.3953496515750885,0.320439602900044,0,0,1,0.4850000143051147,0.9000000059604645,0.9168252944946288,1,0,1,8,0,0,1,0,0,False,False,False,True,False,True,True,True,True,False,False,True,6,03_severe_amp_under,0.6261938214302063,0.3461441397666931,0,0,1,1,0,0,-0.1791903674602509,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000334120__pre2_label2_old_main,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000334120,gf,2025_09_26_10_30_12,straight,extreme_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,secondary,multi_correction,0.43935626745224,1.424536943435669,0.4169749617576599,0.2927091246591389,0,0,1,0.0850000381469726,0.2899999618530273,1.0226762294769287,1,0,5,6,0,1,1,1,0,False,False,True,True,False,False,False,True,True,False,False,False,4,02_large_response_missed,0.5268014073371887,0.4080102741718292,0,0,1,1,0,0,-0.08744513988494873,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000253780__pre2_label2_old_main,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000253780,tyy,2025_09_28_14_44_09,curve,strong_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,secondary,multi_correction,0.4368285834789276,0.7311182618141174,0.1832240223884582,0.250607913874051,1,0,1,1.0649999976158142,0.6049999594688416,0.4128595814108848,1,1,6,9,0,1,1,0,0,False,True,False,True,False,False,False,True,True,True,True,True,7,01_wrong_side,0.3156266212463379,0.2978873550891876,0,0,1,1,0,0,0.12120196223258972,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000214960__pre2_label2_old_main,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000214960,yyl,2025_09_28_09_49_11,straight,strong_active,instability_ay_roll,fix_road,design_special_event_segment,low,straight,secondary,multi_correction,0.4339961111545563,1.0585428476333618,0.2597388029098511,0.2453739151802521,0,0,1,0.3600000143051147,1.0199999511241913,0.9539188966155052,1,0,2,8,0,1,1,0,0,False,False,False,True,False,False,False,True,True,False,False,True,4,03_severe_amp_under,0.6704148054122925,0.6573173999786377,0,0,0,0,0,0,-0.2364186942577362,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000394695__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000394695,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,low,straight,primary,multi_correction,0.4243531227111816,0.3265500664710998,0.6208420395851135,1.901215474534466,0,0,0,0.5199999809265137,0.3450000062584877,0.2341843843460083,1,0,2,3,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,True,False,3,06_reversal_mismatch,0.4648900330066681,0.5068607330322266,0,0,0,1,0,0,-0.040536910295486506,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000405010__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000405010,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,reverse_correction,0.4242453873157501,0.6754416227340698,0.1893117576837539,0.2802784893792198,1,0,1,1.3100000023841858,0.2199999988079071,0.7604914680123329,1,0,1,2,0,0,1,0,0,False,True,False,True,False,True,True,True,True,False,True,False,7,01_wrong_side,0.5646525621414185,0.2128329128026962,0,0,1,1,0,0,-0.14040717482566833,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000119290__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000119290,zx,2025_09_27_18_00_08,straight,extreme_active,instability_ay_roll,curve1,design_curve_context,high,straight,secondary,multi_correction,0.4154035747051239,0.1460843384265899,0.7267430424690247,4.9748183158883,0,0,0,0.6150000095367432,0.0599999986588954,0.6574727296829224,1,0,2,18,0,1,1,0,0,False,False,False,False,False,False,False,True,True,False,True,False,3,06_reversal_mismatch,0.2452515959739685,0.3318609297275543,0,0,0,1,0,0,0.1701519787311554,False,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre2_label2_old_main,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905,zx,2025_09_27_18_00_08,curve,strong_active,instability_ay_roll,curve1,design_curve_context,very_low,curve,primary,multi_correction,0.4033006429672241,0.7283228635787964,0.1968889534473419,0.2703319685446628,0,0,1,0.3550000190734863,0.1299999952316284,0.4038251517340541,1,1,12,18,0,1,1,0,0,False,False,False,True,False,False,False,True,True,True,False,False,4,03_severe_amp_under,0.4598551094532013,0.0398516878485679,0,0,1,1,0,0,-0.05655446648597717,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000186415__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000186415,hzh,2025_09_26_20_50_27,straight,medium_active,instability_ay_roll,middle_section,design_regular_road,low,straight,secondary,multi_correction,0.389957994222641,1.1744319200515747,0.6674838662147522,0.5683461551227592,0,0,0,0.2400000095367431,0.3449999690055847,0.2847753167152405,0,0,2,5,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,1,06_reversal_mismatch,0.7191256284713745,0.0917297452688217,0,0,1,1,0,0,-0.3291676342487335,True,False,False,0.7532525897026062,0.7252965450286866
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000360590__pre2_label2_old_main,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000360590,hzh,2025_09_26_21_03_19,straight,strong_active,instability_ay_roll,middle_section,design_regular_road,very_low,straight,secondary,multi_correction,0.3889879584312439,0.8333950042724609,0.2770306468009949,0.3324121759559115,0,0,1,0.6349999904632568,0.3849999904632568,0.5668809413909912,1,0,3,3,1,1,1,0,0,False,False,False,True,False,False,False,False,True,False,True,False,3,03_severe_amp_under,0.5832511186599731,0.2036684602499008,1,0,1,0,0,0,-0.19426316022872925,True,False,False,0.7532525897026062,0.7252965450286866
