variant_id,name_cn,description_cn,sample_count,split_counts_json,category_counts_json,test_best_model,test_rmse_steer,test_primary_rmse_0_2s,test_tail_rmse_2_5s,test_wrong_side_rate_large,test_severe_amp_under_rate_large,test_large_response_recall,clean_subset_test_n,clean_subset_test_sample_rmse_aggregate,clean_subset_wrong_side_rate_large,clean_subset_severe_amp_under_rate_large,all_test_sample_rmse_aggregate,fixed_plot,bad_plot,extra_episode_count,dropped_count
v03_plus_review_ref_no_lateral,干净集 + 待复核（去横向偏移）,当前较稳的车辆-only 对照：干净集加待复核样本，去掉横向偏移输入。,793,"{""train"": 454, ""test"": 209, ""val"": 130}","{""manual_review"": 311, ""weak_or_conservative"": 208, ""delayed_or_no_steer"": 139, ""normal_control"": 86, ""strong_response"": 49}",rbf_kernel_vehicle_context_alpha0.1_g1,0.6015021801716399,0.45462719428891424,0.6825835911419608,0.21428571428571427,0.6785714285714286,0.6785714285714286,114,0.795947889799508,0.22,0.68,0.6015021815210153,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_plus_review_ref_no_lateral\figures\v03_plus_review_ref_no_lateral_fixed_predictions_test.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_plus_review_ref_no_lateral\figures\v03_plus_review_ref_no_lateral_bad_samples_test.png,0,0
v03_plus_review_fast_weakpost_no_lateral,干净集 + 待复核 + 锚点后响应弱（去横向偏移）,临时加入 FAST_STEER_WEAK_POST_RESPONSE，用来检查这些弱后续响应样本是否能扩大训练集并改善车辆-only 基线。,809,"{""train"": 461, ""test"": 212, ""val"": 136}","{""manual_review"": 311, ""weak_or_conservative"": 208, ""delayed_or_no_steer"": 139, ""normal_control"": 86, ""strong_response"": 49, ""excluded"": 16}",rbf_kernel_vehicle_context_alpha0.1_g1,0.5977248358174111,0.45174854960100563,0.6783124673369395,0.21052631578947367,0.7017543859649122,0.6666666666666666,114,0.7955994335661121,0.22,0.7,0.5977248445011784,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_plus_review_fast_weakpost_no_lateral\figures\v03_plus_review_fast_weakpost_no_lateral_fixed_predictions_test.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_plus_review_fast_weakpost_no_lateral\figures\v03_plus_review_fast_weakpost_no_lateral_bad_samples_test.png,16,0
v03_weakpost_usable_nolat,干净集 + 待复核 + 锚点后响应弱 + 可用快速响应（去横向偏移）,在上一版基础上再加入 1 个 ANCHOR_USABLE_FAST_RESPONSE，检查可用快速响应样本是否需要一起保留。,809,"{""train"": 461, ""test"": 212, ""val"": 136}","{""manual_review"": 311, ""weak_or_conservative"": 208, ""delayed_or_no_steer"": 139, ""normal_control"": 86, ""strong_response"": 49, ""excluded"": 16}",rbf_kernel_vehicle_context_alpha0.1_g1,0.5977248358174111,0.45174854960100563,0.6783124673369395,0.21052631578947367,0.7017543859649122,0.6666666666666666,114,0.7955994335661121,0.22,0.7,0.5977248445011784,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_weakpost_usable_nolat\figures\v03_weakpost_usable_nolat_fixed_predictions_test.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_weakpost_usable_nolat\figures\v03_weakpost_usable_nolat_bad_samples_test.png,16,0
v03_weakpost_with_lateral,干净集 + 待复核 + 锚点后响应弱（保留横向偏移）,同样临时加入锚点后响应弱样本，但保留横向偏移输入，用来判断去横向偏移是否影响结论。,809,"{""train"": 461, ""test"": 212, ""val"": 136}","{""manual_review"": 311, ""weak_or_conservative"": 208, ""delayed_or_no_steer"": 139, ""normal_control"": 86, ""strong_response"": 49, ""excluded"": 16}",rbf_kernel_vehicle_context_alpha0.1_g1,0.5888565087813096,0.45050147645265937,0.6658004905500636,0.19298245614035087,0.7017543859649122,0.6140350877192983,114,0.7896044428560834,0.2,0.7,0.5888565061279145,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_weakpost_with_lateral\figures\v03_weakpost_with_lateral_fixed_predictions_test.png,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\03_baselines\stage03_v03_fast_weakpost_temp_train\v03_weakpost_with_lateral\figures\v03_weakpost_with_lateral_bad_samples_test.png,16,0
