episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,new_rule_auto_label,new_rule_reason_cn,new_rule_review_priority,strong_body_attitude_auto,moderate_body_attitude_auto,strong_or_medium_steer_auto,light_steer_auto,coord_and_window_ok_auto,body_attitude_score_simple,fast_steer_candidate_label,fast_steer_reason_cn,fast_steer_review_priority,fast_steer_score_simple,fast_vehicle_response_split,fast_vehicle_response_reason_cn,fast_vehicle_response_recommended_use,fast_vehicle_response_priority,pre_steer_rate_max_m4_to_m03,pre_steer_rate_peak_time_rel,post_steer_rate_max_m01_to_p2,post_steer_rate_peak_time_rel,pre_vehicle_dyn_score_max_m4_to_m03,pre_vehicle_dyn_peak_time_rel,post_vehicle_dyn_score_max_m01_to_p2,post_vehicle_dyn_peak_time_rel,pre_over_post_steer_rate_ratio,pre_over_post_vehicle_dyn_ratio,anchor_timing_label,anchor_timing_reason_cn,source_fast_split_image,temporary_train_decision_cn,late_anchor_excluded_count_reference
V03_zx_2025_09_27_16_32_00_0015,extreme_condition_episodes_v0_3_all_raw,zx,2025_09_27_16_32_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_32_00_vehicle.csv,zx/Entity_Recording_2025_09_27_16_32_00_vehicle.csv,47750731,9ac8233cb0ff3d513eb20502c1b6e94b2fa1349dde0ec95faa53a46b10708fb1,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,280098,700.246,0.0,700.246,250.0000000059117,36,0,15,256.196,287.3,265.905,31.103999999999985,6.58016298082628,1.8941101970151533,strong,低附着,True,254.19600000000003,256.196,256.196,261.196,3,True,True,True,True,False,True,True,True,True,0.002587588,0.0026335,0.737089,0.0250647,0.0418964,0.00982741,0.000159834,0.8,127.124,4.970957570000002,0.270184042,0.1213324774000002,0.0814340164,0.0025,,none,,1.0,8.0,-0.420449,5.654863999972998,none,0.0,False,261.19,0.79787725,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,253.655,2.541000000000025,curve1,design_curve_context,ay,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,0.7447205916666667,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,8.652692596138255,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,方向盘角速度高，但车辆姿态/横向动态响应弱，更可能不是目标极限工况，不建议进入极限主训练。,普通/排除候选,2,5.654863999972998,-1.620000000000033,2.3736000000021624,1.1149999999999525,0.8758925000000001,-1.441000000000031,0.523705,1.2839999999999918,2.382399730353828,1.6724921472966654,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\070_045_V03_zx_2025_09_27_16_32_00_0015_低附着_rate5.7_delta-0.42.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_txj_2025_09_27_09_06_19_0005,extreme_condition_episodes_v0_3_all_raw,txj,2025_09_27_09_06_19,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,43007426,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,251947,629.865,0.0,629.865,400.0000000003638,28,0,5,131.134,146.879,146.44,15.745000000000005,2.245803382184371,1.2006587685807335,weak,低附着,True,129.134,131.134,131.134,136.134,0,False,False,False,False,False,True,True,True,True,0.0010844999999999,0.0010875,0.925344,0.0296683,0.0357308,0.0105427,8.69033e-08,0.8,127.143,5.578302568750001,0.311833088125,0.1481351030000003,0.088600155875,0.0025,,none,,1.0,8.0,0.2808237,5.480400000004987,none,0.0,False,132.21,0.0500914,False,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,129.005,2.1289999999999907,curve1,design_curve_context,roll_rate;roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,0.7629507166666666,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,7.052855476441861,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,方向盘角速度高，但车辆姿态/横向动态响应弱，更可能不是目标极限工况，不建议进入极限主训练。,普通/排除候选,2,5.480400000004987,-1.3549999999999898,2.3039200000020936,1.755000000000024,0.76687875,-2.0139999999999816,0.20560625,1.0910000000000082,2.378728428070422,3.7298416268960697,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\068_064_V03_txj_2025_09_27_09_06_19_0005_低附着_rate5.5_delta0.28.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_zt_2025_09_28_11_20_08_0013,extreme_condition_episodes_v0_3_all_raw,zt,2025_09_28_11_20_08,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zt\Entity_Recording_2025_09_28_11_20_08_vehicle.csv,zt/Entity_Recording_2025_09_28_11_20_08_vehicle.csv,41767020,a9c485c7d5de6a5ce8715616bca29b0b1c3df1fa0de5252d81cee02d43d44d9e,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,249957,624.897,0.0,624.897,333.3333333412156,28,0,13,293.757,311.287,293.757,17.529999999999973,2.1813945714287515,1.5105018476455525,weak,低附着,True,291.757,293.757,293.757,298.757,0,False,False,False,False,False,True,False,False,True,0.000758,0.0007624999999999,0.668823,0.0309767,0.0505058,0.0111454,2.09057e-08,0.8,119.19,2.422044296296297,0.1055612428148148,0.0508733756296296,0.0423665059259259,0.0025,,none,,1.0,8.0,0.25551645,7.01614000000638,none,0.0,False,293.757,-0.2209587,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,312.725,-18.968000000000018,middle_section,design_regular_road,roll_rate;ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,0.8488472666666667,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,8.474484714292132,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,方向盘角速度高，但车辆姿态/横向动态响应弱，更可能不是目标极限工况，不建议进入极限主训练。,普通/排除候选,2,7.01614000000638,-0.3400000000000318,3.071800000002796,0.5550000000000068,0.61843,-3.396999999999992,0.5364275,-0.0969999999999799,2.2840484406536863,1.1528678153152103,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\064_048_V03_zt_2025_09_28_11_20_08_0013_低附着_rate7.0_delta0.26.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_hzh_2025_09_27_19_22_27_0013,extreme_condition_episodes_v0_3_all_raw,hzh,2025_09_27_19_22_27,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,39700423,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,230782,576.952,0.0,576.952,499.9999999834017,25,0,13,341.967,342.25,342.247,0.2830000000000154,2.7528623078609336,2.5585528632024475,medium,低附着,True,339.967,341.967,341.967,346.967,1,True,False,True,False,False,True,False,False,False,0.004245,1.747525,1.58092,0.0637159,0.0710331,0.0199562,1.01249e-09,0.8,112.539,3.27699496,0.1290525675000001,0.057091581,0.045832866,0.0025,,none,,1.0,8.0,0.4380772,6.143600000005592,none,0.0,False,342.285,0.4834562,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,341.335,0.632000000000005,curve2,design_curve_context,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,EXCLUDE_LIGHT_OR_COORD_RISK,车身动态不强，且存在窗口或坐标风险，优先排除,6,False,False,False,True,False,1.4761585000000002,FAST_STEER_TRAIN_LIKE,方向盘角速度高，方向盘变化形成 return/countersteer 结构，建议优先人工复核是否可作为训练样本。,0,8.446481261577778,FAST_STEER_WITH_VISIBLE_VEHICLE_RESPONSE,方向盘角速度高，同时车辆横向/横摆/横滚至少有可见响应，优先人工复核是否可进入极限样本。,可训练候选,0,7.923800000007209,-3.604999999999961,3.839800000003491,0.0300000000000295,0.877075,-3.4420000000000077,0.8879137500000001,0.1480000000000245,2.063597062346999,0.9877930148057736,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\00_快速转向且车辆响应可见_优先复核可训练\013_020_V03_hzh_2025_09_27_19_22_27_0013_低附着_rate6.1_delta0.44.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_yyl_2025_09_28_09_29_01_0007,extreme_condition_episodes_v0_3_all_raw,yyl,2025_09_28_09_29_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_29_01_vehicle.csv,yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,38356733,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,228717,571.791,0.0,571.791,400.0000000003638,24,0,7,201.25,217.175,215.451,15.925000000000011,5.547059146245711,2.330927117228524,strong,低附着,True,199.25,201.25,201.25,206.25,2,True,True,True,True,False,True,True,True,True,0.002479,0.0040579,1.61822,0.0392187,0.0512771,0.0266658,2.27643e-09,0.8,125.895,3.59165473125,0.137482550625,0.0741409323125,0.0550293709375,0.0025,,none,,1.0,8.0,0.56793,5.305800000004825,none,0.0,False,202.1,-0.2085669999999999,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,210.525,-9.275000000000006,middle_section,design_regular_road,roll_rate,,,weak_or_conservative,弱响应/保守响应,工况明确但转向弱，可能以制动或保持为主,风格/保守响应分析,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,1.2803691666666666,FAST_STEER_TRAIN_LIKE,方向盘角速度高，方向盘变化形成 return/countersteer 结构，建议优先人工复核是否可作为训练样本。,0,8.686931829253968,FAST_STEER_BODY_RESPONSE_BOUNDARY,方向盘角速度高，车辆响应有弱迹象但不够强，需要人工判断是否属于极限/近极限。,边界复核,1,5.305800000004825,-1.8389999999999984,2.583200000002346,1.5209999999999866,0.808452,-3.705000000000013,0.5080825,1.7249999999999943,2.053964075565193,1.5911825343325148,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\036_018_V03_yyl_2025_09_28_09_29_01_0007_低附着_rate5.3_delta0.57.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_cwh_2025_09_26_19_56_16_0006,extreme_condition_episodes_v0_3_all_raw,cwh,2025_09_26_19_56_16,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,36305518,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,210391,525.976,0.0,525.976,400.0000000003638,17,0,6,197.451,197.816,197.765,0.3650000000000091,3.4907331748666866,3.196338252167904,medium,低附着,True,195.451,197.451,197.451,202.451,1,True,False,True,False,False,True,True,True,True,0.0035525,0.003561,1.84241,0.0655569,0.052778,0.0255416,2.72051e-09,0.8,115.155,2.7817150000000006,0.1074999031250001,0.0424058903125,0.0389930409375,0.0025,,none,,1.0,8.0,0.3467975,4.852020000004411,none,0.0,False,198.16,-0.3584908,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,196.555,0.8959999999999866,fix_road,design_special_event_segment,ay;roll_rate,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,1.4553531666666666,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,6.937356634977748,FAST_STEER_BODY_RESPONSE_BOUNDARY,方向盘角速度高，车辆响应有弱迹象但不够强，需要人工判断是否属于极限/近极限。,边界复核,1,4.852020000004411,-0.549999999999983,2.373800000002157,-0.0749999999999886,0.7369640000000001,-0.6209999999999809,0.659725,0.2590000000000145,2.043988541578904,1.1170775701997044,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\029_065_V03_cwh_2025_09_26_19_56_16_0006_低附着_rate4.9_delta0.35.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_lxy_2025_09_28_17_55_52_0004,extreme_condition_episodes_v0_3_all_raw,lxy,2025_09_28_17_55_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_17_55_52_vehicle.csv,lxy/Entity_Recording_2025_09_28_17_55_52_vehicle.csv,39582240,d90ab0cfa5c21e51e410d89a6ace5d3c1ffc2848207d57886468a273fc1d3f01,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,237282,593.205,0.0,593.205,250.0000000059117,32,0,4,103.425,109.464,106.28,6.0390000000000015,1.8375158407993148,1.4726085875975206,weak,低附着,True,101.425,103.425,103.425,108.425,0,False,False,False,False,False,True,False,False,True,0.00259695,0.002952,1.00103,0.0385465,0.0618607,0.0156366,5.93025e-08,0.8,130.921,4.6317658900000005,0.195955688,0.122677128,0.0710596248,0.0025,,none,,1.0,8.0,-0.349241,4.014199999992243,none,0.0,False,103.895,0.2052507,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,100.955,2.469999999999999,curve1,design_curve_context,ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,1.1039018333333332,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,5.778667168152107,FAST_STEER_BODY_RESPONSE_BOUNDARY,方向盘角速度高，车辆响应有弱迹象但不够强，需要人工判断是否属于极限/近极限。,边界复核,1,4.014199999992243,-2.135999999999996,1.9896759999961544,0.3190000000000026,0.816436,-1.6099999999999994,0.390915,0.8900000000000006,2.0175144093812265,2.0885256385659288,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\01_快速转向但车辆响应边界_需要人工判断\042_075_V03_lxy_2025_09_28_17_55_52_0004_低附着_rate4.0_delta-0.35.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_tyy_2025_09_28_14_44_09_N000,extreme_condition_episodes_v0_3_all_raw,tyy,2025_09_28_14_44_09,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,38245141,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,229856,574.641,0.0,574.641,250.0000000059117,19,0,-1,3.0,3.0,3.0,0.0,1.5018653412934149,1.5018653412934149,normal,普通驾驶对照,True,1.0,3.0,3.0,8.0,0,False,False,False,False,False,False,False,False,True,0.0001200000000001,0.0001250000000001,0.268713,0.0219947,0.0171406,0.00495652,2.69561e-09,0.8,35.7488,,,,,,,none,,1.0,8.0,0.4255114,4.7474000000001,none,0.0,False,6.75,-0.152542,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,58.89,-55.89,longstraight,design_regular_road,roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,0.3685109333333333,FAST_STEER_TRAIN_LIKE,方向盘角速度高，方向盘变化形成 return/countersteer 结构，建议优先人工复核是否可作为训练样本。,0,6.749818668258783,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,方向盘角速度高，但车辆姿态/横向动态响应弱，更可能不是目标极限工况，不建议进入极限主训练。,普通/排除候选,2,4.7474000000001,-1.354,2.4783800000000524,1.6909999999999998,0.358699,-1.775,0.2199469999999999,2.0,1.9155254642145272,1.6308428848768113,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\076_030_V03_tyy_2025_09_28_14_44_09_N000_普通驾驶对照_rate4.7_delta0.43.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_yyl_2025_09_28_09_49_11_0009,extreme_condition_episodes_v0_3_all_raw,yyl,2025_09_28_09_49_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,36417559,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,217133,542.831,0.0,542.831,400.0000000003638,25,0,9,237.606,267.88,247.151,30.274,3.0616476431469426,1.5302415567699077,medium,低附着,True,235.606,237.606,237.606,242.606,0,False,False,False,False,False,True,True,True,True,0.0016484999999999,0.002093,0.939337,0.0316814,0.0263123,0.0153634,2.04956e-08,0.8,129.708,3.3721322062500003,0.12419487625,0.0659502535625,0.04932763025,0.0025,,none,,1.0,8.0,-0.2874562029999999,4.293500000003905,none,0.0,False,238.91,0.2611015,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,244.775,-7.169000000000011,middle_section,design_regular_road,ay;ay,,,manual_review,待人工复核,工况或响应强度边界不清,人工复核,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,0.7575860666666666,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,6.055654340633293,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,方向盘角速度高，但车辆姿态/横向动态响应弱，更可能不是目标极限工况，不建议进入极限主训练。,普通/排除候选,2,4.293500000003905,-2.299999999999983,2.268920000002063,1.0250000000000057,0.68447125,-2.0859999999999843,0.3840849999999999,1.63900000000001,1.8923099977081612,1.782082742101358,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\069_072_V03_yyl_2025_09_28_09_49_11_0009_低附着_rate4.3_delta-0.29.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
V03_txj_2025_09_27_09_06_19_N001,extreme_condition_episodes_v0_3_all_raw,txj,2025_09_27_09_06_19,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,43007426,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,251947,629.865,0.0,629.865,400.0000000003638,28,0,-2,223.0,223.0,223.0,0.0,1.994671628266934,1.994671628266934,normal,普通驾驶对照,True,221.0,223.0,223.0,228.0,0,False,False,False,False,False,False,False,False,True,0.0009556649999999,0.0009625499999999,1.2561,0.0543487,0.0558223,0.0167475,2.48447e-09,0.8,119.0575,,,,,,,none,,1.0,8.0,-0.3426080999999999,5.550000000005047,none,0.0,False,225.505,-0.3686134,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,226.23,-3.2299999999999898,middle_section,design_regular_road,roll_rate,,,normal_control,正常驾驶/普通弯道对照,远离高动态工况的普通驾驶对照窗口,正常对照,NORMAL_CONTROL_OR_EXCLUDE_LIGHT_STEER,缺少明显车身姿态/横向动态，更像普通驾驶、正常弯道或直线保持微调,5,False,False,False,True,True,1.1974930833333333,FAST_STEER_REVIEW_UNCLEAR,方向盘角速度较高，可能代表紧急操作；但原规则因车身动态弱、坐标风险或普通对照倾向未直接纳入。,1,7.319366725658433,FAST_STEER_ONLY_WEAK_VEHICLE_RESPONSE,方向盘角速度高，但车辆姿态/横向动态响应弱，更可能不是目标极限工况，不建议进入极限主训练。,普通/排除候选,2,5.550000000005047,-2.281000000000006,2.967060000002699,0.7740000000000009,0.56980125,-2.1100000000000136,0.69777875,0.8849999999999909,1.8705385128713263,0.8165930103202484,FAST_STEER_WEAK_POST_RESPONSE,锚点后车辆响应或方向盘活动较弱，不适合直接进入极限主训练。,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\extreme_condition_episodes_v0_3\figures\fast_steer_vehicle_response_split_v0_3\02_只有快速转向车辆响应弱_不进极限主线\046_059_V03_txj_2025_09_27_09_06_19_N001_普通驾驶对照_rate5.6_delta-0.34.png,本轮临时加入：锚点后响应弱，但用户认为可先看训练效果,8
