episode_uid,subject,session_stamp,vehicle_file,episode_index_in_record,episode_start_s,episode_end_s,episode_duration_s,condition_peak_s,vehicle_response_onset_s,driver_action_onset_s,vehicle_peak_s,driver_peak_s,response_order,driver_minus_vehicle_onset_s,vehicle_risk_level,vehicle_component_count,vehicle_score_peak,condition_score_peak,driver_score_peak,driver_response_type,anchor_quality,is_low_mu_context,is_curve_context,is_roll_context,is_lateral_dynamic_context,min_mu,median_speed_kmh,peak_abs_ay,peak_abs_yaw_rate,peak_abs_roll_rate,peak_abs_roll,steer_angle_range,steer_rate_peak,brake_range,speed_range_kmh,lat_offset_range,recommended_model_window_start_s,recommended_model_window_end_s,road_module_names,road_design_categories,nearest_road_candidate_s,nearest_road_candidate_delta_s,episode_group_id,episode_group_cn,episode_reason_cn,recommended_task_cn
rec_v1_lxy_2025_09_28_18_06_16_0007,lxy,2025_09_28_18_06_16,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_06_16_vehicle.csv,7,152.35,153.47,1.1200000000000045,152.67,,152.41,153.1,152.67,缺少一方起点,,弱,0,0.1206366217137194,2.4000000000000004,3.2,方向盘快速操作,正常,False,True,False,False,1.0,1.9510595588235295,0.25051823529411765,0.02162311470588235,0.014590641176470586,0.0027563120588235293,1.437520911764706,5.620198788925766,0.39803237058823526,3.457136470588235,0.030793911764705917,150.35,155.47,,,149.405,-3.5049999999999955,normal_or_curve,正常弯道或普通操控,更像正常过弯/普通控制,对照或分类
rec_v1_txj_2025_09_27_08_40_46_0028,txj,2025_09_27_08_40_46,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,28,709.23,709.85,0.6200000000000045,709.43,,709.24,709.365,709.43,缺少一方起点,,弱,0,0.3049070085680619,2.4000000000000004,3.2,制动为主,事件很短,False,True,False,False,1.0,61.51983823529412,1.1153188235294118,0.06378346764705882,0.03745595588235294,0.017191367647058822,0.2975273823529412,0.8043389273363731,0.3276301529411765,8.197652941176472,0.19381217647058818,707.23,711.85,,,689.031,-20.509000000000015,normal_or_curve,正常弯道或普通操控,更像正常过弯/普通控制,对照或分类
rec_v1_txj_2025_09_27_08_40_46_0029,txj,2025_09_27_08_40_46,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,29,712.745,715.915,3.169999999999959,714.725,,713.975,714.665,714.725,缺少一方起点,,弱,0,0.7231438520795513,3.2,3.2,制动为主,正常,False,True,False,False,1.0,51.95897794117647,3.2047485294117646,0.23489485294117646,0.05513132352941176,0.04428319411764706,0.6578960588235295,1.2414498269897498,0.38691299999999995,14.505861764705884,0.5925605,710.745,717.915,,,689.031,-25.298999999999978,normal_or_curve,正常弯道或普通操控,更像正常过弯/普通控制,对照或分类
