subject,session_stamp,vehicle_file,status,error,row_count,duration_s,sampling_rate_median_hz,episode_count,available_columns
rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,ok,,291151,727.875,200.0000000001819,23,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
rjy,2025_09_28_20_15_42,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ok,,239574,598.936,250.00000000591172,22,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
txj,2025_09_27_08_39_31,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_39_31_vehicle.csv,ok,,1297,6.48,200.00000000000426,1,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
txj,2025_09_27_08_40_46,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_40_46_vehicle.csv,ok,,294693,736.73,200.0000000001819,31,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
txj,2025_09_27_08_53_44,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_08_53_44_vehicle.csv,ok,,271217,678.045,333.3333333412156,28,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
txj,2025_09_27_09_06_19,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_06_19_vehicle.csv,ok,,251947,629.865,400.0000000003638,23,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
txj,2025_09_27_09_17_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\txj\Entity_Recording_2025_09_27_09_17_11_vehicle.csv,ok,,247309,618.271,400.0000000003638,32,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
tyy,2025_09_28_14_23_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_23_43_vehicle.csv,ok,,361394,903.485,200.0000000001819,28,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
tyy,2025_09_28_14_40_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_40_01_vehicle.csv,ok,,74230,185.575,200.0000000001819,6,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
tyy,2025_09_28_14_44_09,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,ok,,229856,574.641,250.00000000591172,20,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
tyy,2025_09_28_14_57_17,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,ok,,178666,446.665,200.0000000001819,17,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
xst,2025_09_26_11_34_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ok,,297149,742.871,400.0000000003638,19,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yyl,2025_09_28_09_14_23,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_14_23_vehicle.csv,ok,,311586,778.965,200.0000000001819,25,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yyl,2025_09_28_09_29_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_29_01_vehicle.csv,ok,,228717,571.791,400.0000000003638,23,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yyl,2025_09_28_09_39_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_39_01_vehicle.csv,ok,,228617,571.548,333.3333333412156,26,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yyl,2025_09_28_09_49_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yyl\Entity_Recording_2025_09_28_09_49_11_vehicle.csv,ok,,217133,542.831,400.0000000003638,23,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yzy,2025_09_27_14_13_03,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,ok,,277992,694.98,200.0000000001819,25,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yzy,2025_09_27_14_26_04,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_26_04_vehicle.csv,ok,,246108,615.27,333.3333333412156,28,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yzy,2025_09_27_14_37_08,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_37_08_vehicle.csv,ok,,237971,594.925,200.0000000001819,26,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yzy,2025_09_27_15_04_26,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_04_26_vehicle.csv,ok,,22698,113.485,200.0000000000398,4,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
yzy,2025_09_27_15_07_57,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,ok,,234219,585.545,400.0000000003638,20,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zdq,2025_09_26_15_14_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_14_51_vehicle.csv,ok,,142185,355.46,400.0000000003638,9,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zdq,2025_09_26_15_21_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_21_51_vehicle.csv,ok,,104743,261.856,400.0000000003638,8,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zdq,2025_09_26_15_27_09,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_27_09_vehicle.csv,ok,,108273,541.36,200.0000000001819,17,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zdq,2025_09_26_15_37_30,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_37_30_vehicle.csv,ok,,209470,523.675,200.0000000001819,13,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zdq,2025_09_26_15_52_46,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_52_46_vehicle.csv,ok,,120274,601.365,200.0000000001819,18,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zdq,2025_09_26_16_03_48,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_16_03_48_vehicle.csv,ok,,111575,557.87,200.0000000001819,19,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zt,2025_09_28_11_20_08,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zt\Entity_Recording_2025_09_28_11_20_08_vehicle.csv,ok,,249957,624.897,333.3333333412156,26,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_16_32_00,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_32_00_vehicle.csv,ok,,280098,700.246,250.00000000591172,23,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_16_46_13,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,ok,,284040,710.1,200.0000000001819,25,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_14_07,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_14_07_vehicle.csv,ok,,224643,561.605,200.0000000001819,23,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_25_16,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_25_16_vehicle.csv,ok,,55453,138.632,400.0000000003638,7,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_29_08,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,ok,,170613,426.53,200.0000000001819,18,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_37_54,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_37_54_vehicle.csv,ok,,30958,77.396,250.00000000058265,2,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_40_06,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_40_06_vehicle.csv,ok,,5661,14.155,333.33333333351806,0,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_40_34,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_40_34_vehicle.csv,ok,,15300,38.25,333.3333333337155,0,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_45_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_45_11_vehicle.csv,ok,,249548,623.875,333.3333333412156,24,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_17_56_42,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_56_42_vehicle.csv,ok,,67837,169.591,400.0000000003638,5,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_18_00_08,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_00_08_vehicle.csv,ok,,151892,379.728,333.3333333348997,11,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_18_07_01,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_07_01_vehicle.csv,ok,,240706,601.767,333.3333333412156,30,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zx,2025_09_27_18_17_48,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_18_17_48_vehicle.csv,ok,,229126,572.815,250.00000000591172,20,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zxy,2025_09_28_15_57_38,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_15_57_38_vehicle.csv,ok,,80310,200.775,333.3333333348997,5,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zxy,2025_09_28_16_01_55,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_01_55_vehicle.csv,ok,,225102,562.755,250.00000000591172,30,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zxy,2025_09_28_16_12_11,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_12_11_vehicle.csv,ok,,245570,613.925,250.00000000591172,28,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zxy,2025_09_28_16_25_33,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_25_33_vehicle.csv,ok,,448,2.235,199.99999999999983,0,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
zxy,2025_09_28_16_25_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_25_51_vehicle.csv,ok,,222471,556.175,200.0000000001819,24,time:StorageTime|steer:zx|SteeringWheel|ay:zx|ay|yaw_rate:zx|vyaw|roll_rate:zx|vroll|roll:zx|roll|lat_offset:zx1|lateraldistance|brake:zx|BrakePedal|accel_pedal:zx|AcceleratorPedal|ax:zx|ax|speed_kmh:zx1|v_km/h|vx:zx|vx|mu:zx1|mu|curvature:zx1|lanecurvatureXY|x:zx|x|y:zx|y
