episode_uid,subject,session_stamp,vehicle_file,episode_index_in_record,episode_start_s,episode_end_s,episode_duration_s,condition_peak_s,vehicle_response_onset_s,driver_action_onset_s,vehicle_peak_s,driver_peak_s,response_order,driver_minus_vehicle_onset_s,vehicle_risk_level,vehicle_component_count,vehicle_score_peak,condition_score_peak,driver_score_peak,driver_response_type,anchor_quality,is_low_mu_context,is_curve_context,is_roll_context,is_lateral_dynamic_context,min_mu,median_speed_kmh,peak_abs_ay,peak_abs_yaw_rate,peak_abs_roll_rate,peak_abs_roll,steer_angle_range,steer_rate_peak,brake_range,speed_range_kmh,lat_offset_range,recommended_model_window_start_s,recommended_model_window_end_s,road_module_names,road_design_categories,nearest_road_candidate_s,nearest_road_candidate_delta_s,episode_group_id,episode_group_cn,episode_reason_cn,recommended_task_cn
rec_v1_byx_2025_09_28_17_05_51_0015,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,15,391.865,397.66,5.795000000000016,392.295,392.29,,392.295,394.98,缺少一方起点,,极强,2,4.0,4.0,0.9900020400300932,弱操作,正常,True,False,True,True,0.8,124.00113235294117,3.6381764705882347,0.13305667647058822,0.1355040588235294,0.049516547058823523,1.3725884117647058,2.1686839100360964,0.0,4.784676470588238,3.436920588235294,389.865,399.66,stop,前向急停,392.6,-2.1625000000000227,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_05_51_0016,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,16,401.085,404.195,3.1100000000000136,402.405,402.4,,402.405,402.26,缺少一方起点,,极强,2,4.0,4.0,0.8698500811474918,弱操作,正常,True,False,True,True,0.8,127.0075,3.127774117647059,0.11120376470588236,0.10964967647058824,0.04205331176470588,0.9756850294117647,1.9054807958484776,0.0,1.7813823529411792,3.4093779411764706,399.085,406.195,,,410.3,7.660000000000025,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_05_51_0017,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,17,443.785,457.38,13.59499999999997,443.795,443.79,,443.795,447.485,缺少一方起点,,极强,2,4.0,4.0,0.9018880972466978,弱操作,可能切在事件中段,True,False,True,True,0.8,113.23630882352941,3.4288776470588234,0.13475282352941176,0.11809826470588235,0.04762555588235294,1.3368759705882352,1.9756628027680931,0.0,19.47467647058825,3.469929117647059,441.785,459.38,differentmu_road|middle_section,低附着路段|连续超车负荷事件段,447.1,-3.482499999999959,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_05_51_0019,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,19,509.935,519.59,9.65500000000003,509.945,509.94,511.22,509.945,513.115,车辆先变化,1.2800000000000296,极强,2,4.0,4.0,1.1709617115028588,弱操作,可能切在事件中段,True,False,True,True,0.8,117.34676470588235,2.932465588235294,0.10958997058823529,0.14894976470588234,0.04221024411764706,1.0964976176470589,2.5650915051926435,0.0,8.625117647058829,3.480328823529412,507.935,521.59,,,507.585,-7.177500000000066,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_05_51_0020,byx,2025_09_28_17_05_51,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,20,530.075,531.32,1.2450000000000045,530.085,530.08,,530.085,530.21,缺少一方起点,,极强,2,4.0,4.0,0.7086331543219229,无明显操作,可能切在事件中段,False,False,True,True,1.0,134.45532352941177,1.858204117647059,0.06000461176470588,0.10259485294117646,0.026728870588235296,0.4481081470588235,1.5523213667815936,0.0,0.8581176470588332,3.589476764705882,528.075,533.32,differentmu_road,低附着路段,531.548,0.8505000000000109,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_15_52_0011,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,11,286.9,287.53,0.6299999999999955,286.91,286.905,,286.91,287.02,缺少一方起点,,极强,1,4.0,4.0,0.30103157482342274,无明显操作,事件很短,False,False,False,True,1.0,122.15455882352941,1.493275294117647,0.04948915882352941,0.04942846764705882,0.021155470588235293,0.2898223529411764,0.7423993944642269,0.0,1.5286176470588373,3.434138235294118,284.9,289.53,,,293.805,6.590000000000032,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_15_52_0015,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,15,352.37,357.405,5.034999999999968,352.6,352.595,353.09,352.6,353.165,车辆先变化,0.4949999999999477,极强,2,4.0,4.0,1.1057055374283118,弱操作,可能切在事件中段,True,False,True,True,0.8,115.53086764705883,3.2561476470588238,0.11702526470588236,0.14677126470588236,0.0439749794117647,1.2061458529411764,2.726873823531718,0.0,3.761264705882354,3.464245882352941,350.37,359.405,,,347.91,-6.977499999999964,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_15_52_0018,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,18,445.035,445.685,0.6499999999999773,445.61,445.605,,445.61,445.035,缺少一方起点,,极强,1,4.0,4.0,0.30000000000000004,无明显操作,事件很短,False,False,False,True,1.0,106.32211764705882,1.1625352941176468,0.032423120588235294,0.04106045294117647,0.01815667647058824,0.20777121176470587,0.7326819896190276,0.0,1.0710294117647123,3.4358764705882354,443.035,447.685,,,460.54,15.180000000000007,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_15_52_0019,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,19,453.39,460.425,7.035000000000025,455.055,455.05,,455.055,457.01,缺少一方起点,,极强,4,4.0,4.0,0.732071076247774,无明显操作,正常,False,True,True,True,1.0,105.51388235294118,6.343189999999999,0.23309482352941174,0.08026761470588235,0.08826620882352941,1.2853943823529412,1.805422318339592,0.0,7.781823529411753,3.4991032352941174,451.39,462.425,differentmu_road,低附着路段,460.54,3.632499999999993,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_15_52_0021,byx,2025_09_28_17_15_52,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,21,502.165,503.035,0.8700000000000045,502.96,502.955,,502.96,502.645,缺少一方起点,,极强,1,4.0,4.0,0.33371062279031555,无明显操作,事件很短,False,False,False,True,1.0,117.28529411764706,1.2567467647058823,0.04636023235294118,0.05172285588235294,0.01703174411764706,0.4050550588235294,0.8229919550171172,0.0,1.607176470588243,3.5433085294117643,500.165,505.035,,,499.91,-2.6899999999999977,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
rec_v1_byx_2025_09_28_17_25_18_0017,byx,2025_09_28_17_25_18,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,17,499.145,501.465,2.319999999999993,499.454,499.394,,499.454,499.289,缺少一方起点,,极强,2,4.0,4.0,0.7329486701018866,无明显操作,正常,False,False,True,True,1.0,130.69442857142857,2.4947954761904763,0.08009959523809523,0.12465773809523809,0.03237104761904762,0.7126510238095237,3.5579380952284536,0.0,2.9785476190476174,3.439547380952381,497.145,503.465,,,494.159,-6.145999999999958,conservative_extreme,保守/弱操作极限样本,车辆动态强但驾驶员转向不强,车辆状态预测+驾驶员类型分类
