sample_id,event_uid,subject,session_stamp,split,gt_peak_abs,is_large_response,is_difficult_peak_top20,rmse_delta_keypoint_minus_rbf,keypoint_better_rmse,selector_prob_keypoint,selector_threshold,selected_model,oracle_best_model,rmse_rbf,rmse_keypoint,rmse_best_of_two,rmse_oracle_gain_over_rbf,selector_used_keypoint,oracle_used_keypoint,rmse__keypoint_residual_vehicle_transformer_no_subject,rmse__oracle_best_of_rbf_keypoint_upper_bound,rmse__rbf_kernel_ridge_context_no_subject,rmse__selector_logreg_rbf_keypoint_no_subject,selector_correct_choice,selector_regret,oracle_gain_over_selector,oracle_gain_over_rbf
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,0.7143637537956238,0,0,0.188648596405983,0,0.2730902524048357,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.113233075,0.30188394,0.113233075,0.0,0,0,0.3018839359283447,0.11323307454586029,0.11323307454586029,0.11323307454586029,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,train,1.2901480197906494,0,0,0.0007028877735137,0,0.2877420090984912,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.26468796,0.26539016,0.26468796,0.0,0,0,0.26539015769958496,0.2646879553794861,0.2646879553794861,0.2646879553794861,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,2.1245858669281006,1,1,0.4077157378196716,0,0.2614666572016247,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.50697106,0.91468734,0.50697106,0.0,0,0,0.9146873354911804,0.5069710612297058,0.5069710612297058,0.5069710612297058,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,1.010895013809204,0,0,0.0316778719425202,0,0.2895363081655251,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.26026255,0.29194084,0.26026255,0.0,0,0,0.291940838098526,0.26026254892349243,0.26026254892349243,0.26026254892349243,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,train,1.46502947807312,0,0,0.2573663294315338,0,0.0053989145726782,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.30812737,0.5654861,0.30812737,0.0,0,0,0.5654860734939575,0.30812737345695496,0.30812737345695496,0.30812737345695496,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,0.1080358996987342,0,0,0.18000378459692,0,0.1355643116045472,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.06610926,0.24610756,0.06610926,0.0,0,0,0.2461075633764267,0.06610926240682602,0.06610926240682602,0.06610926240682602,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,1.2260918617248535,0,0,0.0226967930793762,0,0.7727185974832772,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.3243758,0.34707785,0.3243758,0.0,1,0,0.3470778167247772,0.32437580823898315,0.32437580823898315,0.3470778167247772,0,0.022702008485794067,0.022702008485794067,0.0
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,train,0.191287875175476,0,0,0.2255845665931702,0,0.4158013566294603,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2079864,0.4335693,0.2079864,0.0,0,0,0.4335693120956421,0.20798638463020325,0.20798638463020325,0.20798638463020325,1,0.0,0.0,0.0
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,train,0.6354739665985107,0,0,0.0615762770175933,0,0.7125443284319336,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.33002272,0.39160782,0.33002272,0.0,1,0,0.3916078507900238,0.3300227224826813,0.3300227224826813,0.3916078507900238,0,0.06158512830734253,0.06158512830734253,0.0
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,train,0.6218609809875488,0,0,0.3405815958976745,0,0.5003603951040468,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.14205766,0.48262534,0.14205766,0.0,0,0,0.4826253354549408,0.1420576572418213,0.1420576572418213,0.1420576572418213,1,0.0,0.0,0.0
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,train,0.3764675855636596,0,0,-0.0161785930395125,1,0.7903537786645282,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.19938017,0.18321088,0.18321088,0.016169295,1,1,0.18321087956428528,0.18321087956428528,0.19938018918037415,0.18321087956428528,1,0.0,0.0,0.016169309616088867
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,train,0.930783987045288,0,0,-0.0751668810844422,1,0.5126468545671667,0.55,rbf_kernel_ridge_context_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.26467696,0.18950704,0.18950704,0.07516992,0,1,0.18950703740119934,0.18950703740119934,0.264676958322525,0.264676958322525,0,0.07516992092132568,0.07516992092132568,0.07516992092132568
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,train,2.008004903793335,1,1,0.2273451685905456,0,0.7222156788968161,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.63011795,0.85746175,0.63011795,0.0,1,0,0.8574617505073547,0.6301180124282837,0.6301180124282837,0.8574617505073547,0,0.22734373807907104,0.22734373807907104,0.0
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,train,0.4792675077915191,0,0,0.4321141242980957,0,0.4038188164641829,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.11591852,0.5480383,0.11591852,0.0,0,0,0.5480383634567261,0.11591851711273193,0.11591851711273193,0.11591851711273193,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,train,1.631882905960083,0,0,0.6299896836280825,0,0.0236585740923771,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.62807506,1.2580651,0.62807506,0.0,0,0,1.258065104484558,0.6280750632286072,0.6280750632286072,0.6280750632286072,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,train,1.833645939826965,1,1,0.1352593898773193,0,0.5641717793107888,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.44675022,0.5820117,0.44675022,0.0,1,0,0.5820116996765137,0.4467502236366272,0.4467502236366272,0.5820116996765137,0,0.13526147603988647,0.13526147603988647,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,train,1.2192866802215576,0,0,0.2847365438938141,0,0.6401920849682741,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.22875127,0.5135017,0.22875127,0.0,1,0,0.5135017037391663,0.2287512719631195,0.2287512719631195,0.5135017037391663,0,0.28475043177604675,0.28475043177604675,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,train,2.286210060119629,1,1,0.4084524810314179,0,0.1153356717683049,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.47813645,0.8865983,0.47813645,0.0,0,0,0.8865982890129089,0.47813645005226135,0.47813645005226135,0.47813645005226135,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,train,0.3419100046157837,0,0,0.1162412650883198,0,0.0867804884035834,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.018820059,0.13506003,0.018820059,0.0,0,0,0.13506002724170685,0.018820058554410934,0.018820058554410934,0.018820058554410934,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,train,1.0355039834976196,0,0,-0.0972439348697662,1,0.6404842734076294,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.30406046,0.20682316,0.20682316,0.097237304,1,1,0.20682315528392792,0.20682315528392792,0.3040604591369629,0.20682315528392792,1,0.0,0.0,0.09723730385303497
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,train,1.7901862859725952,1,1,0.1264601051807404,0,0.2196646117484316,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.28456634,0.41102678,0.28456634,0.0,0,0,0.4110267758369446,0.28456634283065796,0.28456634283065796,0.28456634283065796,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,train,2.1591429710388184,1,1,0.6034128069877625,0,0.3517963636055054,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.6157488,1.2191559,0.6157488,0.0,0,0,1.2191559076309204,0.6157488226890564,0.6157488226890564,0.6157488226890564,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,train,1.8472609519958496,1,1,0.0017931163311004,0,0.3284800788078931,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.41912505,0.42091104,0.41912505,0.0,0,0,0.42091104388237,0.4191250503063202,0.4191250503063202,0.4191250503063202,1,0.0,0.0,0.0
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,train,0.031059980392456,0,0,0.0716262608766556,0,0.079165520621143,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.05987215,0.13150142,0.05987215,0.0,0,0,0.13150142133235931,0.05987215042114258,0.05987215042114258,0.05987215042114258,1,0.0,0.0,0.0
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,train,1.3625750541687012,0,0,0.5275892615318298,0,0.0060535427055513,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.30459917,0.8321895,0.30459917,0.0,0,0,0.8321895003318787,0.30459916591644287,0.30459916591644287,0.30459916591644287,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,yyl,2025_09_28_09_14_23,train,2.523574113845825,1,1,0.1837451457977295,0,0.0864144242217085,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.81742907,1.0011803,0.81742907,0.0,0,0,1.0011802911758423,0.8174290657043457,0.8174290657043457,0.8174290657043457,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,train,1.0599390268325806,0,0,0.1714502871036529,0,0.7274618391558373,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.1317724,0.3032279,0.1317724,0.0,1,0,0.30322790145874023,0.13177239894866943,0.13177239894866943,0.30322790145874023,0,0.1714555025100708,0.1714555025100708,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,yyl,2025_09_28_09_14_23,train,1.8633136749267576,1,1,0.2619513273239136,0,0.3057523840709882,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.509305,0.77125067,0.509305,0.0,0,0,0.7712506651878357,0.5093050003051758,0.5093050003051758,0.5093050003051758,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,train,1.4142409563064575,0,0,0.0853809714317322,0,0.0832489986026547,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.29848,0.3838634,0.29848,0.0,0,0,0.3838633894920349,0.29847997426986694,0.29847997426986694,0.29847997426986694,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,yyl,2025_09_28_09_29_01,train,1.2801971435546875,0,0,0.173768699169159,0,0.5736002060319597,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.25207072,0.4258434,0.25207072,0.0,1,0,0.42584338784217834,0.25207072496414185,0.25207072496414185,0.42584338784217834,0,0.1737726628780365,0.1737726628780365,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,train,1.211084008216858,0,0,0.1228133141994476,0,0.5515931773656912,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.30914313,0.4319509,0.30914313,0.0,1,0,0.4319508969783783,0.3091430962085724,0.3091430962085724,0.4319508969783783,0,0.12280780076980591,0.12280780076980591,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,train,1.3021910190582275,0,0,0.1879943758249283,0,0.3505903621540067,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.17276572,0.36075956,0.17276572,0.0,0,0,0.36075958609580994,0.17276571691036224,0.17276571691036224,0.17276571691036224,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,yyl,2025_09_28_09_29_01,train,1.127134084701538,0,0,0.0248325169086457,0,0.5919220698831058,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.17096439,0.19578274,0.17096439,0.0,1,0,0.19578275084495544,0.17096439003944397,0.17096439003944397,0.19578275084495544,0,0.024818360805511475,0.024818360805511475,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,yyl,2025_09_28_09_29_01,train,2.017595052719116,1,1,0.1822513341903687,0,0.2373320260612725,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.33588487,0.5181309,0.33588487,0.0,0,0,0.518130898475647,0.33588486909866333,0.33588486909866333,0.33588486909866333,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,train,1.3100411891937256,0,0,0.1165177226066588,0,0.4924046174518981,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.3100605,0.4265809,0.3100605,0.0,0,0,0.42658090591430664,0.3100605010986328,0.3100605010986328,0.3100605010986328,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,yyl,2025_09_28_09_39_01,train,1.5273334980010986,0,0,0.0717788636684417,0,0.1239545543013271,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.44306853,0.5148452,0.44306853,0.0,0,0,0.5148451924324036,0.4430685341358185,0.4430685341358185,0.4430685341358185,1,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,train,1.082103967666626,0,0,0.0959024578332901,0,0.4194308164859126,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.16187622,0.2577849,0.16187622,0.0,0,0,0.257784903049469,0.16187621653079987,0.16187621653079987,0.16187621653079987,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,train,1.3213930130004885,0,0,0.5610524863004686,0,0.0436405885918627,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.17663409,0.7376821,0.17663409,0.0,0,0,0.7376821041107178,0.17663408815860748,0.17663408815860748,0.17663408815860748,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,train,0.4152141809463501,0,0,0.2212825696915388,0,0.0082157339233195,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.019453513,0.24073146,0.019453513,0.0,0,0,0.24073146283626556,0.019453512504696846,0.019453512504696846,0.019453512504696846,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,yzy,2025_09_27_14_13_03,train,1.981476664543152,1,1,0.0506369173526764,0,0.4898396831250495,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.4343881,0.48501742,0.4343881,0.0,0,0,0.48501741886138916,0.43438810110092163,0.43438810110092163,0.43438810110092163,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,train,2.8658339977264404,1,1,0.4049211740493775,0,0.2374044234296395,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.52411544,0.9290378,0.52411544,0.0,0,0,0.9290378093719482,0.5241154432296753,0.5241154432296753,0.5241154432296753,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,train,1.4049899578094482,0,0,0.2377932220697403,0,0.1108735865399375,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.046395674,0.2841917,0.046395674,0.0,0,0,0.28419169783592224,0.0463956743478775,0.0463956743478775,0.0463956743478775,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,yzy,2025_09_27_14_13_03,train,1.5606759786605835,0,0,0.1314816623926162,0,0.467789805974336,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.20635219,0.33783853,0.20635219,0.0,0,0,0.3378385305404663,0.20635218918323517,0.20635218918323517,0.20635218918323517,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,train,1.4992369413375854,0,0,0.3368997871875763,0,0.6063871005286261,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.17593822,0.5128243,0.17593822,0.0,1,0,0.512824296951294,0.175938218832016,0.175938218832016,0.512824296951294,0,0.33688607811927795,0.33688607811927795,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,train,1.474458932876587,0,0,0.0446518957614898,0,0.5160164586466827,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2255061,0.27016473,0.2255061,0.0,0,0,0.27016472816467285,0.22550609707832336,0.22550609707832336,0.22550609707832336,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,train,0.262497991323471,0,0,0.1252842321991921,0,0.0066661664989264,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.04514218,0.17042443,0.04514218,0.0,0,0,0.1704244315624237,0.04514218121767044,0.04514218121767044,0.04514218121767044,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,train,1.6285650730133057,0,0,0.3332124650478363,0,0.6940732732841223,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.39029592,0.72349596,0.39029592,0.0,1,0,0.7234959602355957,0.39029595255851746,0.39029595255851746,0.7234959602355957,0,0.33320000767707825,0.33320000767707825,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,yzy,2025_09_27_15_07_57,train,1.1686729192733765,0,0,-0.006287544965744,1,0.8283072982826634,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.33395147,0.3276703,0.3276703,0.0062811673,1,1,0.32767030596733093,0.32767030596733093,0.33395150303840637,0.32767030596733093,1,0.0,0.0,0.0062811970710754395
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,train,0.4766499996185303,0,0,0.2777348607778549,0,0.4826063254332293,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.13701566,0.41476342,0.13701566,0.0,0,0,0.4147634208202362,0.13701565563678741,0.13701565563678741,0.13701565563678741,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,yzy,2025_09_27_15_07_57,train,0.9054773449897766,0,0,0.01998832821846,0,0.5476783540135542,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.49353972,0.51352274,0.49353972,0.0,0,0,0.513522744178772,0.4935397207736969,0.4935397207736969,0.4935397207736969,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,train,1.4224441051483154,0,0,0.2433087974786758,0,0.3344473096816658,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.22771148,0.47102842,0.22771148,0.0,0,0,0.4710284173488617,0.227711483836174,0.227711483836174,0.227711483836174,1,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,yzy,2025_09_27_15_07_57,train,0.5797989964485168,0,0,-0.0155649185180664,1,0.6205573021492136,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.16232017,0.14677717,0.14677717,0.015542999,1,1,0.1467771679162979,0.1467771679162979,0.16232016682624817,0.1467771679162979,1,0.0,0.0,0.015542998909950256
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,zdq,2025_09_26_15_14_51,train,5.009788990020752,1,1,1.2095467448234558,0,0.5875818334334884,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.81663686,2.0261846,0.81663686,0.0,1,0,2.026184558868408,0.816636860370636,0.816636860370636,2.026184558868408,0,1.2095476984977722,1.2095476984977722,0.0
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,zdq,2025_09_26_15_21_51,train,0.4852017760276794,0,0,0.219966024160385,0,0.134999190366981,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.16461954,0.38457486,0.16461954,0.0,0,0,0.38457486033439636,0.1646195352077484,0.1646195352077484,0.1646195352077484,1,0.0,0.0,0.0
