sample_id,event_uid,subject,session_stamp,split,gt_peak_abs,is_large_response,is_difficult_peak_top20,rmse_delta_keypoint_minus_rbf,keypoint_better_rmse,selector_prob_keypoint,selector_threshold,selected_model,oracle_best_model,rmse_rbf,rmse_keypoint,rmse_best_of_two,rmse_oracle_gain_over_rbf,selector_used_keypoint,oracle_used_keypoint,rmse__keypoint_residual_vehicle_transformer_no_subject,rmse__oracle_best_of_rbf_keypoint_upper_bound,rmse__rbf_kernel_ridge_context_no_subject,rmse__selector_logreg_rbf_keypoint_no_subject,selector_correct_choice,selector_regret,oracle_gain_over_selector,oracle_gain_over_rbf
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140,gzj,2025_09_27_12_04_23,train,0.7712610363960266,0,0,0.0803891569375992,0,0.417643931462355,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.1706415,0.25103074,0.1706415,0.0,0,0,0.25103074312210083,0.17064149677753448,0.17064149677753448,0.17064149677753448,1,0.0,0.0,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385,gzj,2025_09_27_12_04_23,train,0.6428040266036987,0,0,0.5082576572895051,0,0.6264467544060673,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.15737459,0.66565084,0.15737459,0.0,1,0,0.6656508445739746,0.15737459063529968,0.15737459063529968,0.6656508445739746,0,0.5082762539386749,0.5082762539386749,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490,gzj,2025_09_27_12_28_14,train,1.5514259338378906,0,0,0.3012660443782806,0,0.1036766803246235,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.30120876,0.60247266,0.30120876,0.0,0,0,0.6024726629257202,0.3012087643146515,0.3012087643146515,0.3012087643146515,1,0.0,0.0,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000184075,gzj,2025_09_27_12_28_14,train,0.8056439161300659,0,0,0.06273153424263,0,0.6675398537810926,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.3706358,0.43337157,0.3706358,0.0,1,0,0.43337157368659973,0.3706357777118683,0.3706357777118683,0.43337157368659973,0,0.06273579597473145,0.06273579597473145,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000198480,gzj,2025_09_27_12_28_14,train,1.4226219654083252,0,0,0.1276445686817169,0,0.2729539803240526,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.47253588,0.60019,0.47253588,0.0,0,0,0.6001899838447571,0.4725358784198761,0.4725358784198761,0.4725358784198761,1,0.0,0.0,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000308055,gzj,2025_09_27_12_28_14,train,1.182286024093628,0,0,-0.0736376941204071,1,0.7205593370681822,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.35855603,0.28491718,0.28491718,0.07363886,1,1,0.2849172055721283,0.2849172055721283,0.35855603218078613,0.2849172055721283,1,0.0,0.0,0.07363882660865784
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425,gzj,2025_09_27_12_28_14,train,0.7747515439987183,0,0,0.0400766730308532,0,0.6893643843401658,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.5689505,0.609033,0.5689505,0.0,1,0,0.6090329885482788,0.5689504742622375,0.5689504742622375,0.6090329885482788,0,0.04008251428604126,0.04008251428604126,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825,gzj,2025_09_27_12_28_14,train,0.9089670181274414,0,0,0.2375895380973815,0,0.6979801816788622,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.25521904,0.492812,0.25521904,0.0,1,0,0.49281200766563416,0.255219042301178,0.255219042301178,0.49281200766563416,0,0.23759296536445618,0.23759296536445618,0.0
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230,hzh,2025_09_26_21_17_02,train,1.3772419691085815,0,0,0.2003712505102158,0,0.0777153822591976,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.19699311,0.3973613,0.19699311,0.0,0,0,0.39736130833625793,0.19699309766292572,0.19699309766292572,0.19699309766292572,1,0.0,0.0,0.0
vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495,hzh,2025_09_26_21_17_02,train,1.5268155336380005,0,0,0.1898608207702637,0,0.1681014368465617,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2477251,0.43757808,0.2477251,0.0,0,0,0.43757808208465576,0.24772509932518005,0.24772509932518005,0.24772509932518005,1,0.0,0.0,0.0
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775,hzh,2025_09_27_19_22_27,train,1.7856509685516355,1,1,0.2451431006193161,0,0.4475299357342858,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2498363,0.49498332,0.2498363,0.0,0,0,0.4949833154678345,0.2498362809419632,0.2498362809419632,0.2498362809419632,1,0.0,0.0,0.0
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515,hzh,2025_09_27_19_22_27,train,1.2948600053787231,0,0,0.1137617751955985,0,0.5324148700078095,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.08940011,0.20316479,0.08940011,0.0,0,0,0.20316480100154877,0.08940010517835617,0.08940010517835617,0.08940010517835617,1,0.0,0.0,0.0
vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710,hzh,2025_09_27_19_22_27,train,1.6920976638793943,1,0,-0.0149851739406586,1,0.7050213911863072,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.28908187,0.2740884,0.2740884,0.014993459,1,1,0.27408841252326965,0.27408841252326965,0.289081871509552,0.27408841252326965,1,0.0,0.0,0.014993458986282349
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360,hzh,2025_09_27_19_33_25,train,1.0082778930664062,0,0,0.1146994829177855,0,0.207020421877076,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2561657,0.37086397,0.2561657,0.0,0,0,0.37086397409439087,0.2561657130718231,0.2561657130718231,0.2561657130718231,1,0.0,0.0,0.0
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000164300,hzh,2025_09_27_19_33_25,train,1.6500362157821655,1,0,0.0508898198604584,0,0.7125183567034943,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.48824212,0.5391311,0.48824212,0.0,1,0,0.5391311049461365,0.48824211955070496,0.48824211955070496,0.5391311049461365,0,0.05088898539543152,0.05088898539543152,0.0
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885,hzh,2025_09_27_19_33_25,train,0.9880310297012328,0,0,0.081338346004486,0,0.8125683026019924,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.15416946,0.23551564,0.15416946,0.0,1,0,0.23551563918590546,0.1541694551706314,0.1541694551706314,0.23551563918590546,0,0.08134618401527405,0.08134618401527405,0.0
vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405,hzh,2025_09_27_19_33_25,train,1.0478951930999756,0,0,0.1424248218536377,0,0.7217898541253087,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.17678432,0.3192146,0.17678432,0.0,1,0,0.3192146122455597,0.17678430676460266,0.17678430676460266,0.3192146122455597,0,0.14243030548095703,0.14243030548095703,0.0
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000240445,jy,2025_09_26_17_17_11,train,1.8395723104476929,1,1,-0.0606881976127624,1,0.571963574420922,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.7811084,0.7204191,0.7204191,0.06068927,1,1,0.7204191088676453,0.7204191088676453,0.7811083793640137,0.7204191088676453,1,0.0,0.0,0.06068927049636841
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405,jy,2025_09_26_17_17_11,train,2.3631784915924072,1,1,0.7624826431274414,0,0.2180133440535191,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.30207458,1.0645533,0.30207458,0.0,0,0,1.0645532608032227,0.3020745515823364,0.3020745515823364,0.3020745515823364,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,train,0.2883279919624328,0,0,0.1523493975400925,0,0.2133225270320485,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.04680604,0.19915026,0.04680604,0.0,0,0,0.19915026426315308,0.04680603742599487,0.04680603742599487,0.04680603742599487,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000426110,jy,2025_09_26_17_29_44,train,1.9676820039749143,1,1,0.1224139630794525,0,0.2084907568225883,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.4173554,0.53977144,0.4173554,0.0,0,0,0.5397714376449585,0.41735538840293884,0.41735538840293884,0.41735538840293884,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270,jy,2025_09_26_17_29_44,train,1.6941959857940674,1,0,0.2338301837444305,0,0.2127435382605576,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.110144734,0.34395826,0.110144734,0.0,0,0,0.3439582586288452,0.1101447343826294,0.1101447343826294,0.1101447343826294,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550,jy,2025_09_26_17_29_44,train,0.232304036617279,0,0,0.2755887508392334,0,0.0518008120832921,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.105435945,0.38103992,0.105435945,0.0,0,0,0.38103991746902466,0.10543593764305115,0.10543593764305115,0.10543593764305115,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950,jy,2025_09_26_17_29_44,train,0.9101839661598206,0,0,0.5158866383135319,0,0.4943891221888202,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.047791928,0.56367224,0.047791928,0.0,0,0,0.5636722445487976,0.04779192432761192,0.04779192432761192,0.04779192432761192,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905,jy,2025_09_26_17_40_51,train,1.167451024055481,0,0,0.1841094046831131,0,0.3115221348916027,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.21465318,0.39876294,0.21465318,0.0,0,0,0.39876294136047363,0.21465317904949188,0.21465317904949188,0.21465317904949188,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000228515,jy,2025_09_26_17_40_51,train,2.8728153705596924,1,1,0.2757021784782409,0,0.2722762194090045,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.6089252,0.88461846,0.6089252,0.0,0,0,0.8846184611320496,0.6089252233505249,0.6089252233505249,0.6089252233505249,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490,jy,2025_09_26_17_40_51,train,0.1183339953422546,0,0,0.0529491603374481,0,0.489322491089072,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.21372683,0.2666831,0.21372683,0.0,0,0,0.26668310165405273,0.21372684836387634,0.21372684836387634,0.21372684836387634,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000526105,jy,2025_09_26_17_40_51,train,0.9201330542564392,0,0,0.1356513202190399,0,0.102047861875539,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.39752486,0.5331672,0.39752486,0.0,0,0,0.5331671833992004,0.3975248634815216,0.3975248634815216,0.3975248634815216,1,0.0,0.0,0.0
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,train,0.3000220060348511,0,0,0.1444703564047813,0,0.0864357140361158,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.033928223,0.17839956,0.033928223,0.0,0,0,0.17839956283569336,0.033928222954273224,0.033928222954273224,0.033928222954273224,1,0.0,0.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,train,1.2240021228790283,0,0,0.3008620738983154,0,0.0146358833377133,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.14581971,0.44667435,0.14581971,0.0,0,0,0.4466743469238281,0.14581969380378723,0.14581969380378723,0.14581969380378723,1,0.0,0.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,train,0.907396912574768,0,0,0.0316174030303955,0,0.6289419693895885,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.531719,0.5633432,0.531719,0.0,1,0,0.5633432865142822,0.5317190289497375,0.5317190289497375,0.5633432865142822,0,0.03162425756454468,0.03162425756454468,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,train,1.2409290075302124,0,0,0.126516044139862,0,0.2101989829563227,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.18206838,0.3085841,0.18206838,0.0,0,0,0.3085840940475464,0.1820683777332306,0.1820683777332306,0.1820683777332306,1,0.0,0.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,train,2.146575927734375,1,1,0.4889495819807054,0,0.5073789724777285,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.14064445,0.6295878,0.14064445,0.0,0,0,0.6295878291130066,0.14064444601535797,0.14064444601535797,0.14064444601535797,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,train,0.9592329859733582,0,0,0.1004447638988494,0,0.1315879075814528,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.14217316,0.24261203,0.14217316,0.0,0,0,0.24261203408241272,0.1421731561422348,0.1421731561422348,0.1421731561422348,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,train,0.1610940098762512,0,0,0.2648593634366989,0,0.0580171066607883,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.23100938,0.4958839,0.23100938,0.0,0,0,0.49588391184806824,0.231009379029274,0.231009379029274,0.231009379029274,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,train,0.5267407894134521,0,0,0.0542528592050075,0,0.1897740552105567,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.05706732,0.11132165,0.05706732,0.0,0,0,0.11132165044546127,0.057067323476076126,0.057067323476076126,0.057067323476076126,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,train,1.3461730480194092,0,0,0.1926367729902268,0,0.6969128377153495,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.08682431,0.2794485,0.08682431,0.0,1,0,0.2794484794139862,0.08682431280612946,0.08682431280612946,0.2794484794139862,0,0.19262416660785675,0.19262416660785675,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,train,0.7265809774398804,0,0,0.1661679148674012,0,0.0591404493504803,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.14879361,0.3149554,0.14879361,0.0,0,0,0.3149554133415222,0.14879360795021057,0.14879360795021057,0.14879360795021057,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,train,1.0580191612243652,0,0,0.3345777988433839,0,0.1120609934147309,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2414779,0.5760501,0.2414779,0.0,0,0,0.5760501027107239,0.24147790670394897,0.24147790670394897,0.24147790670394897,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,train,0.4202751815319061,0,0,0.0028807967901229,0,0.2134771229372631,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.2174939,0.22040161,0.2174939,0.0,0,0,0.2204016149044037,0.2174939066171646,0.2174939066171646,0.2174939066171646,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,train,1.2969540357589722,0,0,0.385479137301445,0,0.004409622570973,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.18145277,0.566937,0.18145277,0.0,0,0,0.5669370293617249,0.18145276606082916,0.18145276606082916,0.18145276606082916,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,train,1.521754026412964,0,0,0.5258050411939622,0,0.5981268654023204,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.12935872,0.6551638,0.12935872,0.0,1,0,0.6551638245582581,0.12935872375965118,0.12935872375965118,0.6551638245582581,0,0.5258051007986069,0.5258051007986069,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,train,1.9997968673706048,1,1,0.6513030827045441,0,0.014618836664328,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.34997496,1.0012801,0.34997496,0.0,0,0,1.0012800693511963,0.34997496008872986,0.34997496008872986,0.34997496008872986,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,train,1.2788029909133911,0,0,0.1912315487861633,0,0.5797103127393505,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.36538327,0.5566143,0.36538327,0.0,1,0,0.556614339351654,0.3653832674026489,0.3653832674026489,0.556614339351654,0,0.19123107194900513,0.19123107194900513,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,train,1.879023551940918,1,1,0.1423579454421997,0,0.4361187458803613,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.68121046,0.8235719,0.68121046,0.0,0,0,0.8235719799995422,0.6812103986740112,0.6812103986740112,0.6812103986740112,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,train,1.6603360176086426,1,0,0.3605819046497345,0,0.2441695339087272,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.31501392,0.6755963,0.31501392,0.0,0,0,0.675596296787262,0.31501391530036926,0.31501391530036926,0.31501391530036926,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,train,0.2790780067443847,0,0,0.1815929859876632,0,0.0413141805113664,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.09043516,0.27203357,0.09043516,0.0,0,0,0.27203357219696045,0.09043516218662262,0.09043516218662262,0.09043516218662262,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,train,1.3334319591522217,0,0,0.2077214121818542,0,0.1829291359168375,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.19664621,0.4043665,0.19664621,0.0,0,0,0.40436652302742004,0.19664621353149414,0.19664621353149414,0.19664621353149414,1,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,train,0.0993099212646484,0,0,0.2870091889053582,0,0.0463465298801869,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.028954228,0.31597725,0.028954228,0.0,0,0,0.3159772455692291,0.02895422838628292,0.02895422838628292,0.02895422838628292,1,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,train,0.9438740015029908,0,0,0.1082167476415634,0,0.6585704823470869,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.1756351,0.28385898,0.1756351,0.0,1,0,0.283858984708786,0.17563508450984955,0.17563508450984955,0.283858984708786,0,0.10822390019893646,0.10822390019893646,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,train,1.7284029722213743,1,0,0.1816189289093017,0,0.6133049578659582,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.3429091,0.52452546,0.3429091,0.0,1,0,0.5245254635810852,0.3429090976715088,0.3429090976715088,0.5245254635810852,0,0.18161636590957642,0.18161636590957642,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,0.449945867061615,0,0,0.2834689915180207,0,0.6424669264642109,0.55,keypoint_residual_vehicle_transformer_no_subject,rbf_kernel_ridge_context_no_subject,0.118713886,0.4021924,0.118713886,0.0,1,0,0.4021924138069153,0.11871388554573059,0.11871388554573059,0.4021924138069153,0,0.2834785282611847,0.2834785282611847,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,train,0.8325219750404358,0,0,-0.005134493112564,1,0.6117357065879926,0.55,keypoint_residual_vehicle_transformer_no_subject,keypoint_residual_vehicle_transformer_no_subject,0.3796986,0.37455863,0.37455863,0.0051399767,1,1,0.37455859780311584,0.37455859780311584,0.37969860434532166,0.37455859780311584,1,0.0,0.0,0.0051400065422058105
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,1.846207618713379,1,1,0.4607979655265808,0,0.3589549491752898,0.55,rbf_kernel_ridge_context_no_subject,rbf_kernel_ridge_context_no_subject,0.5998266,1.06063,0.5998266,0.0,0,0,1.060629963874817,0.5998265147209167,0.5998265147209167,0.5998265147209167,1,0.0,0.0,0.0
