seed,fold,population,model,channel,windows,mae,rmse,endpoint_mae
20260903,1,all_continuous,hold,steer_deg,100641,9.683025360107422,25.459707260131836,16.32120132446289
20260903,1,all_continuous,hold,brake,100641,0.014714946039021015,0.06170611083507538,0.024924054741859436
20260903,1,all_continuous,hold,accelerator,100641,0.055438604205846786,0.11435414105653763,0.07968135178089142
20260903,1,all_continuous,hold,speed_kmh,100641,1.462834358215332,2.7830326557159424,2.756098747253418
20260903,1,all_continuous,hold,action_macro,100641,1.1132253408432007,3.3005897998809814,1.7854493856430054
20260903,1,all_continuous,linear,steer_deg,100641,14.182589530944824,39.14942169189453,27.943796157836914
20260903,1,all_continuous,linear,brake,100641,0.04322630539536476,0.08119188249111176,0.05714701861143112
20260903,1,all_continuous,linear,accelerator,100641,0.07164238393306732,0.13283686339855194,0.11240632086992264
20260903,1,all_continuous,linear,speed_kmh,100641,0.5310869812965393,1.8125967979431152,1.1692956686019897
20260903,1,all_continuous,linear,action_macro,100641,1.7112984657287598,4.864915370941162,2.9932751655578613
20260903,1,all_continuous,extra_trees,steer_deg,100641,7.776043891906738,19.015892028808594,12.287103652954102
20260903,1,all_continuous,extra_trees,brake,100641,0.01617460884153843,0.054374732077121735,0.02710704691708088
20260903,1,all_continuous,extra_trees,accelerator,100641,0.0623357817530632,0.10935456305742264,0.0928134024143219
20260903,1,all_continuous,extra_trees,speed_kmh,100641,0.475344181060791,1.3068504333496094,1.0122530460357666
20260903,1,all_continuous,extra_trees,action_macro,100641,1.0418052673339844,2.609609603881836,1.6186097860336304
20260903,1,all_continuous,transformer,steer_deg,100641,8.13198471069336,20.373559951782227,13.09070110321045
20260903,1,all_continuous,transformer,brake,100641,0.016065100207924843,0.05851900950074196,0.0261385440826416
20260903,1,all_continuous,transformer,accelerator,100641,0.05778728798031807,0.11037016659975052,0.08185796439647675
20260903,1,all_continuous,transformer,speed_kmh,100641,0.5792438983917236,1.728314757347107,1.1889243125915527
20260903,1,all_continuous,transformer,action_macro,100641,1.0344815254211426,2.759570837020874,1.5926902294158936
20260903,1,all_continuous,et_transformer_residual,steer_deg,100641,7.721956729888916,18.889415740966797,12.210524559020996
20260903,1,all_continuous,et_transformer_residual,brake,100641,0.016099611297249794,0.056210264563560486,0.02542070299386978
20260903,1,all_continuous,et_transformer_residual,accelerator,100641,0.05640028417110443,0.10929038375616074,0.08189904689788818
20260903,1,all_continuous,et_transformer_residual,speed_kmh,100641,0.47440096735954285,1.2971184253692627,0.9968195557594299
20260903,1,all_continuous,et_transformer_residual,action_macro,100641,0.9981299638748169,2.6021766662597656,1.529500126838684
20260903,1,distance_v2_305,hold,steer_deg,108,11.087183952331543,22.959964752197266,22.719446182250977
20260903,1,distance_v2_305,hold,brake,108,0.023346316069364548,0.06490451097488403,0.04842958226799965
20260903,1,distance_v2_305,hold,accelerator,108,0.10164500772953033,0.19974909722805023,0.17829002439975739
20260903,1,distance_v2_305,hold,speed_kmh,108,1.2691810131072998,2.2970473766326904,2.3914663791656494
20260903,1,distance_v2_305,hold,action_macro,108,1.5724209547042847,3.5931100845336914,3.0260937213897705
20260903,1,distance_v2_305,linear,steer_deg,108,14.025128364562988,27.28948211669922,30.653247833251953
20260903,1,distance_v2_305,linear,brake,108,0.04637305811047554,0.06854706257581711,0.06818004697561264
20260903,1,distance_v2_305,linear,accelerator,108,0.1101377010345459,0.20192159712314606,0.2032739520072937
20260903,1,distance_v2_305,linear,speed_kmh,108,0.7274894714355469,1.6783090829849243,1.6890478134155273
20260903,1,distance_v2_305,linear,action_macro,108,1.978413701057434,3.9990434646606445,3.853242874145508
20260903,1,distance_v2_305,extra_trees,steer_deg,108,10.434136390686035,20.958833694458008,21.227163314819336
20260903,1,distance_v2_305,extra_trees,brake,108,0.023187736049294472,0.05674968659877777,0.047675952315330505
20260903,1,distance_v2_305,extra_trees,accelerator,108,0.10663461685180664,0.18116049468517303,0.17405149340629578
20260903,1,distance_v2_305,extra_trees,speed_kmh,108,0.5769317746162415,1.234525442123413,1.3225730657577515
20260903,1,distance_v2_305,extra_trees,action_macro,108,1.5610915422439575,3.2653112411499023,2.893327236175537
20260903,1,distance_v2_305,transformer,steer_deg,108,10.303522109985352,21.466083526611328,21.811628341674805
20260903,1,distance_v2_305,transformer,brake,108,0.02390321157872677,0.06114475801587105,0.04777773097157478
20260903,1,distance_v2_305,transformer,accelerator,108,0.10469242930412292,0.19384150207042694,0.17617346346378326
20260903,1,distance_v2_305,transformer,speed_kmh,108,0.5805250406265259,1.295082688331604,1.3726338148117065
20260903,1,distance_v2_305,transformer,action_macro,108,1.5442057847976685,3.413551092147827,2.9471163749694824
20260903,1,distance_v2_305,et_transformer_residual,steer_deg,108,10.45473575592041,21.034021377563477,21.33255958557129
20260903,1,distance_v2_305,et_transformer_residual,brake,108,0.023087183013558388,0.05912630259990692,0.047190651297569275
20260903,1,distance_v2_305,et_transformer_residual,accelerator,108,0.10257024317979813,0.19019222259521484,0.17466364800930023
20260903,1,distance_v2_305,et_transformer_residual,speed_kmh,108,0.5691289901733398,1.2258367538452148,1.3101394176483154
20260903,1,distance_v2_305,et_transformer_residual,action_macro,108,1.5346983671188354,3.344886541366577,2.9011993408203125
20260903,1,low_mu_v2_70,hold,steer_deg,26,3.0415921211242676,5.656271934509277,3.823478937149048
20260903,1,low_mu_v2_70,hold,brake,26,0.006432712078094482,0.02803609147667885,0.010138778015971184
20260903,1,low_mu_v2_70,hold,accelerator,26,0.06432563811540604,0.1257041096687317,0.08575285971164703
20260903,1,low_mu_v2_70,hold,speed_kmh,26,0.49229931831359863,0.9342008829116821,0.955128014087677
20260903,1,low_mu_v2_70,hold,action_macro,26,0.6744951009750366,1.6242696046829224,0.894176185131073
20260903,1,low_mu_v2_70,linear,steer_deg,26,7.297981262207031,15.51805305480957,12.62665843963623
20260903,1,low_mu_v2_70,linear,brake,26,0.03283775597810745,0.038242947310209274,0.03927791118621826
20260903,1,low_mu_v2_70,linear,accelerator,26,0.09271164238452911,0.17327938973903656,0.13822786509990692
20260903,1,low_mu_v2_70,linear,speed_kmh,26,0.18803061544895172,0.42116260528564453,0.4411161541938782
20260903,1,low_mu_v2_70,linear,action_macro,26,1.3235281705856323,2.7219908237457275,2.02514910697937
20260903,1,low_mu_v2_70,extra_trees,steer_deg,26,2.2665505409240723,3.283653974533081,2.688411235809326
20260903,1,low_mu_v2_70,extra_trees,brake,26,0.007954190485179424,0.023675641044974327,0.014143405482172966
20260903,1,low_mu_v2_70,extra_trees,accelerator,26,0.06993679702281952,0.1189429983496666,0.09245306998491287
20260903,1,low_mu_v2_70,extra_trees,speed_kmh,26,0.21976029872894287,0.3193790912628174,0.4640204608440399
20260903,1,low_mu_v2_70,extra_trees,action_macro,26,0.6703765988349915,1.4508024454116821,0.8898705840110779
20260903,1,low_mu_v2_70,transformer,steer_deg,26,2.3882789611816406,3.383207082748413,2.308526039123535
20260903,1,low_mu_v2_70,transformer,brake,26,0.007768061477690935,0.027364056557416916,0.011657161638140678
20260903,1,low_mu_v2_70,transformer,accelerator,26,0.06433598697185516,0.11900793015956879,0.08173362165689468
20260903,1,low_mu_v2_70,transformer,speed_kmh,26,0.17290332913398743,0.3200651705265045,0.416073739528656
20260903,1,low_mu_v2_70,transformer,action_macro,26,0.6399122476577759,1.4631603956222534,0.7765069007873535
20260903,1,low_mu_v2_70,et_transformer_residual,steer_deg,26,2.4115939140319824,3.619810104370117,2.8989720344543457
20260903,1,low_mu_v2_70,et_transformer_residual,brake,26,0.0076726824045181274,0.02196362242102623,0.011682180687785149
20260903,1,low_mu_v2_70,et_transformer_residual,accelerator,26,0.06386445462703705,0.12097384035587311,0.08592753112316132
20260903,1,low_mu_v2_70,et_transformer_residual,speed_kmh,26,0.2112710177898407,0.30669084191322327,0.43921995162963867
20260903,1,low_mu_v2_70,et_transformer_residual,action_macro,26,0.6376871466636658,1.4799716472625732,0.8439961075782776
20260903,1,high_dynamic_not_started,hold,steer_deg,2266,12.915416717529297,33.95083999633789,27.57421112060547
20260903,1,high_dynamic_not_started,hold,brake,2266,0.05204841494560242,0.11962547153234482,0.08938103169202805
20260903,1,high_dynamic_not_started,hold,accelerator,2266,0.037488263100385666,0.11867737025022507,0.0781068205833435
20260903,1,high_dynamic_not_started,hold,speed_kmh,2266,4.004502296447754,6.384419918060303,7.211670875549316
20260903,1,high_dynamic_not_started,hold,action_macro,2266,1.4579389095306396,4.376612663269043,2.954866647720337
20260903,1,high_dynamic_not_started,linear,steer_deg,2266,13.246702194213867,34.031982421875,28.280925750732422
20260903,1,high_dynamic_not_started,linear,brake,2266,0.0682942271232605,0.12283319979906082,0.1080608069896698
20260903,1,high_dynamic_not_started,linear,accelerator,2266,0.040078055113554,0.12003236263990402,0.08299879729747772
20260903,1,high_dynamic_not_started,linear,speed_kmh,2266,1.6503187417984009,5.2178955078125,3.677694320678711
20260903,1,high_dynamic_not_started,linear,action_macro,2266,1.6055954694747925,4.401717185974121,3.159125566482544
20260903,1,high_dynamic_not_started,extra_trees,steer_deg,2266,14.480612754821777,28.39078712463379,26.344945907592773
20260903,1,high_dynamic_not_started,extra_trees,brake,2266,0.051328450441360474,0.10201876610517502,0.08208362013101578
20260903,1,high_dynamic_not_started,extra_trees,accelerator,2266,0.04818861931562424,0.11303136497735977,0.09432893246412277
