seed,fold,population,model,channel,windows,mae,rmse,endpoint_mae
20260904,1,all_continuous,hold,steer_deg,100641,9.683025360107422,25.459707260131836,16.32120132446289
20260904,1,all_continuous,hold,brake,100641,0.014714946039021015,0.06170611083507538,0.024924054741859436
20260904,1,all_continuous,hold,accelerator,100641,0.055438604205846786,0.11435414105653763,0.07968135178089142
20260904,1,all_continuous,hold,speed_kmh,100641,1.462834358215332,2.7830326557159424,2.756098747253418
20260904,1,all_continuous,hold,action_macro,100641,1.1132253408432007,3.3005897998809814,1.7854493856430054
20260904,1,all_continuous,linear,steer_deg,100641,14.182589530944824,39.14942169189453,27.943796157836914
20260904,1,all_continuous,linear,brake,100641,0.04322630539536476,0.08119188249111176,0.05714701861143112
20260904,1,all_continuous,linear,accelerator,100641,0.07164238393306732,0.13283686339855194,0.11240632086992264
20260904,1,all_continuous,linear,speed_kmh,100641,0.5310869812965393,1.8125967979431152,1.1692956686019897
20260904,1,all_continuous,linear,action_macro,100641,1.7112984657287598,4.864915370941162,2.9932751655578613
20260904,1,all_continuous,extra_trees,steer_deg,100641,7.763922691345215,18.992855072021484,12.269161224365234
20260904,1,all_continuous,extra_trees,brake,100641,0.01616087183356285,0.05435923486948013,0.027058886364102364
20260904,1,all_continuous,extra_trees,accelerator,100641,0.062399934977293015,0.10945083200931549,0.09294059127569199
20260904,1,all_continuous,extra_trees,speed_kmh,100641,0.47505202889442444,1.3004924058914185,1.0110381841659546
20260904,1,all_continuous,extra_trees,action_macro,100641,1.0413336753845215,2.6078667640686035,1.6179404258728027
20260904,1,all_continuous,transformer,steer_deg,100641,8.167826652526855,20.078432083129883,12.918601989746094
20260904,1,all_continuous,transformer,brake,100641,0.016167212277650833,0.05811699107289314,0.025967013090848923
20260904,1,all_continuous,transformer,accelerator,100641,0.05722260847687721,0.11083716154098511,0.08121771365404129
20260904,1,all_continuous,transformer,speed_kmh,100641,0.5974129438400269,1.7459791898727417,1.2005022764205933
20260904,1,all_continuous,transformer,action_macro,100641,1.0337872505187988,2.73195481300354,1.5758047103881836
20260904,1,all_continuous,et_transformer_residual,steer_deg,100641,7.716982841491699,18.856454849243164,12.212078094482422
20260904,1,all_continuous,et_transformer_residual,brake,100641,0.01628854125738144,0.05596860125660896,0.025326410308480263
20260904,1,all_continuous,et_transformer_residual,accelerator,100641,0.05643803998827934,0.10932488739490509,0.08166445791721344
20260904,1,all_continuous,et_transformer_residual,speed_kmh,100641,0.46978819370269775,1.2886395454406738,0.9747859835624695
20260904,1,all_continuous,et_transformer_residual,action_macro,100641,0.9993096590042114,2.598487138748169,1.5274111032485962
20260904,1,distance_v2_305,hold,steer_deg,108,11.087183952331543,22.959964752197266,22.719446182250977
20260904,1,distance_v2_305,hold,brake,108,0.023346316069364548,0.06490451097488403,0.04842958226799965
20260904,1,distance_v2_305,hold,accelerator,108,0.10164500772953033,0.19974909722805023,0.17829002439975739
20260904,1,distance_v2_305,hold,speed_kmh,108,1.2691810131072998,2.2970473766326904,2.3914663791656494
20260904,1,distance_v2_305,hold,action_macro,108,1.5724209547042847,3.5931100845336914,3.0260937213897705
20260904,1,distance_v2_305,linear,steer_deg,108,14.025128364562988,27.28948211669922,30.653247833251953
20260904,1,distance_v2_305,linear,brake,108,0.04637305811047554,0.06854706257581711,0.06818004697561264
20260904,1,distance_v2_305,linear,accelerator,108,0.1101377010345459,0.20192159712314606,0.2032739520072937
20260904,1,distance_v2_305,linear,speed_kmh,108,0.7274894714355469,1.6783090829849243,1.6890478134155273
20260904,1,distance_v2_305,linear,action_macro,108,1.978413701057434,3.9990434646606445,3.853242874145508
20260904,1,distance_v2_305,extra_trees,steer_deg,108,10.3744535446167,21.2612247467041,21.069583892822266
20260904,1,distance_v2_305,extra_trees,brake,108,0.022992543876171112,0.05641321837902069,0.04686616361141205
20260904,1,distance_v2_305,extra_trees,accelerator,108,0.10618184506893158,0.18038132786750793,0.17287254333496094
20260904,1,distance_v2_305,extra_trees,speed_kmh,108,0.5631030201911926,1.1883295774459839,1.3002458810806274
20260904,1,distance_v2_305,extra_trees,action_macro,108,1.5527929067611694,3.284789800643921,2.8695638179779053
20260904,1,distance_v2_305,transformer,steer_deg,108,10.339801788330078,21.446964263916016,21.128795623779297
20260904,1,distance_v2_305,transformer,brake,108,0.02361876517534256,0.060107242316007614,0.04667326807975769
20260904,1,distance_v2_305,transformer,accelerator,108,0.10520926862955093,0.1965477466583252,0.18015919625759125
20260904,1,distance_v2_305,transformer,speed_kmh,108,0.5922195315361023,1.2542487382888794,1.3766003847122192
20260904,1,distance_v2_305,transformer,action_macro,108,1.5481737852096558,3.4300849437713623,2.9208028316497803
20260904,1,distance_v2_305,et_transformer_residual,steer_deg,108,10.396004676818848,21.338153839111328,20.795597076416016
20260904,1,distance_v2_305,et_transformer_residual,brake,108,0.023154810070991516,0.05904514342546463,0.0465439036488533
20260904,1,distance_v2_305,et_transformer_residual,accelerator,108,0.10240107029676437,0.1898394674062729,0.17292071878910065
20260904,1,distance_v2_305,et_transformer_residual,speed_kmh,108,0.5521612167358398,1.2005807161331177,1.28943932056427
20260904,1,distance_v2_305,et_transformer_residual,action_macro,108,1.5301061868667603,3.367630958557129,2.849470376968384
20260904,1,low_mu_v2_70,hold,steer_deg,26,3.0415921211242676,5.656271934509277,3.823478937149048
20260904,1,low_mu_v2_70,hold,brake,26,0.006432712078094482,0.02803609147667885,0.010138778015971184
20260904,1,low_mu_v2_70,hold,accelerator,26,0.06432563811540604,0.1257041096687317,0.08575285971164703
20260904,1,low_mu_v2_70,hold,speed_kmh,26,0.49229931831359863,0.9342008829116821,0.955128014087677
20260904,1,low_mu_v2_70,hold,action_macro,26,0.6744951009750366,1.6242696046829224,0.894176185131073
20260904,1,low_mu_v2_70,linear,steer_deg,26,7.297981262207031,15.51805305480957,12.62665843963623
20260904,1,low_mu_v2_70,linear,brake,26,0.03283775597810745,0.038242947310209274,0.03927791118621826
20260904,1,low_mu_v2_70,linear,accelerator,26,0.09271164238452911,0.17327938973903656,0.13822786509990692
20260904,1,low_mu_v2_70,linear,speed_kmh,26,0.18803061544895172,0.42116260528564453,0.4411161541938782
20260904,1,low_mu_v2_70,linear,action_macro,26,1.3235281705856323,2.7219908237457275,2.02514910697937
20260904,1,low_mu_v2_70,extra_trees,steer_deg,26,2.3447654247283936,3.3456976413726807,2.771848440170288
20260904,1,low_mu_v2_70,extra_trees,brake,26,0.008239483460783958,0.02533651888370514,0.01405295729637146
20260904,1,low_mu_v2_70,extra_trees,accelerator,26,0.06896445900201797,0.11897248774766922,0.09066589176654816
20260904,1,low_mu_v2_70,extra_trees,speed_kmh,26,0.2271060198545456,0.3479733169078827,0.48338747024536133
20260904,1,low_mu_v2_70,extra_trees,action_macro,26,0.6710106730461121,1.4567433595657349,0.8829154968261719
20260904,1,low_mu_v2_70,transformer,steer_deg,26,2.983943223953247,4.202552318572998,3.2114663124084473
20260904,1,low_mu_v2_70,transformer,brake,26,0.007621896453201771,0.027043988928198814,0.010628323070704937
20260904,1,low_mu_v2_70,transformer,accelerator,26,0.06507030129432678,0.1233648881316185,0.08281444758176804
20260904,1,low_mu_v2_70,transformer,speed_kmh,26,0.22303761541843414,0.39930662512779236,0.4613300561904907
20260904,1,low_mu_v2_70,transformer,action_macro,26,0.6835441589355469,1.536941409111023,0.8370495438575745
20260904,1,low_mu_v2_70,et_transformer_residual,steer_deg,26,2.5513174533843994,3.738940715789795,3.1542906761169434
20260904,1,low_mu_v2_70,et_transformer_residual,brake,26,0.008711612783372402,0.022571638226509094,0.012174203060567379
20260904,1,low_mu_v2_70,et_transformer_residual,accelerator,26,0.06292518228292465,0.12033309042453766,0.08224495500326157
20260904,1,low_mu_v2_70,et_transformer_residual,speed_kmh,26,0.2062031328678131,0.3231339752674103,0.4623136520385742
20260904,1,low_mu_v2_70,et_transformer_residual,action_macro,26,0.6476665139198303,1.4781744480133057,0.8397470116615295
20260904,1,high_dynamic_not_started,hold,steer_deg,2266,12.915416717529297,33.95083999633789,27.57421112060547
20260904,1,high_dynamic_not_started,hold,brake,2266,0.05204841494560242,0.11962547153234482,0.08938103169202805
20260904,1,high_dynamic_not_started,hold,accelerator,2266,0.037488263100385666,0.11867737025022507,0.0781068205833435
20260904,1,high_dynamic_not_started,hold,speed_kmh,2266,4.004502296447754,6.384419918060303,7.211670875549316
20260904,1,high_dynamic_not_started,hold,action_macro,2266,1.4579389095306396,4.376612663269043,2.954866647720337
20260904,1,high_dynamic_not_started,linear,steer_deg,2266,13.246702194213867,34.031982421875,28.280925750732422
20260904,1,high_dynamic_not_started,linear,brake,2266,0.0682942271232605,0.12283319979906082,0.1080608069896698
20260904,1,high_dynamic_not_started,linear,accelerator,2266,0.040078055113554,0.12003236263990402,0.08299879729747772
20260904,1,high_dynamic_not_started,linear,speed_kmh,2266,1.6503187417984009,5.2178955078125,3.677694320678711
20260904,1,high_dynamic_not_started,linear,action_macro,2266,1.6055954694747925,4.401717185974121,3.159125566482544
20260904,1,high_dynamic_not_started,extra_trees,steer_deg,2266,14.332379341125488,28.148509979248047,26.12647819519043
20260904,1,high_dynamic_not_started,extra_trees,brake,2266,0.051339443773031235,0.10182125866413116,0.08177954703569412
20260904,1,high_dynamic_not_started,extra_trees,accelerator,2266,0.047832388430833817,0.11281074583530426,0.09388592839241028
