episode_uid,folder,vehicle_file,v2_2_epoch_quality_flags,v2_2_epoch_quality_cn,figure_path
rec_v1_zx_2025_09_27_17_56_42_0000,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_56_42_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_zx_2025_09_27_17_56_42_0000.png
rec_v1_yzy_2025_09_27_14_13_03_0000,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_13_03_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_yzy_2025_09_27_14_13_03_0000.png
rec_v1_zx_2025_09_27_16_46_13_0000,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_16_46_13_vehicle.csv,old_start_too_early;old_end_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_zx_2025_09_27_16_46_13_0000.png
rec_v1_zxy_2025_09_28_16_35_30_0015,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_35_30_vehicle.csv,old_start_too_early;old_end_too_late,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_zxy_2025_09_28_16_35_30_0015.png
rec_v1_xst_2025_09_26_11_34_18_0000,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_xst_2025_09_26_11_34_18_0000.png
rec_v1_rjy_2025_09_28_20_02_20_0006,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,old_start_too_early;old_end_too_late;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_rjy_2025_09_28_20_02_20_0006.png
rec_v1_jy_2025_09_26_18_01_40_0012,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_jy_2025_09_26_18_01_40_0012.png
rec_v1_cwh_2025_09_26_20_06_19_0018,00_旧开始偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\00_旧开始偏早\rec_v1_cwh_2025_09_26_20_06_19_0018.png
rec_v1_byx_2025_09_28_17_25_18_0006,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_byx_2025_09_28_17_25_18_0006.png
rec_v1_cwh_2025_09_26_19_35_47_0010,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_35_47_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_cwh_2025_09_26_19_35_47_0010.png
rec_v1_cwh_2025_09_26_19_27_21_0016,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_cwh_2025_09_26_19_27_21_0016.png
rec_v1_cwh_2025_09_26_19_27_21_0008,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,old_start_too_late;old_end_too_early;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_cwh_2025_09_26_19_27_21_0008.png
rec_v1_gf_2025_09_26_10_03_00_0008,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_03_00_0008.png
rec_v1_gf_2025_09_26_10_03_00_0003,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_03_00_0003.png
rec_v1_cwh_2025_09_26_19_56_16_0007,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_cwh_2025_09_26_19_56_16_0007.png
rec_v1_cwh_2025_09_26_19_45_40_0011,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_cwh_2025_09_26_19_45_40_0011.png
rec_v1_gf_2025_09_26_10_18_49_0004,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,old_start_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_18_49_0004.png
rec_v1_gf_2025_09_26_10_03_00_0014,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_03_00_0014.png
rec_v1_gzj_2025_09_27_11_53_25_0006,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gzj_2025_09_27_11_53_25_0006.png
rec_v1_gf_2025_09_26_10_40_59_0011,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_40_59_0011.png
rec_v1_gf_2025_09_26_10_30_12_0016,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,old_start_too_late;old_end_too_early;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_30_12_0016.png
rec_v1_gf_2025_09_26_10_40_59_0008,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_40_59_0008.png
rec_v1_gf_2025_09_26_10_18_49_0009,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,old_start_too_late;old_end_too_early;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_18_49_0009.png
rec_v1_gf_2025_09_26_10_18_49_0006,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,old_start_too_late;old_end_too_late;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gf_2025_09_26_10_18_49_0006.png
rec_v1_gzj_2025_09_27_11_53_25_0018,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,old_start_too_late;old_end_too_early;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gzj_2025_09_27_11_53_25_0018.png
rec_v1_gzj_2025_09_27_11_53_25_0021,01_旧开始偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,old_start_too_late;old_end_too_early;old_anchor_too_late,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏晚,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\01_旧开始偏晚\rec_v1_gzj_2025_09_27_11_53_25_0021.png
rec_v1_hzh_2025_09_26_20_50_27_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_hzh_2025_09_26_20_50_27_0000.png
rec_v1_tyy_2025_09_28_14_57_17_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_57_17_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_tyy_2025_09_28_14_57_17_0000.png
rec_v1_gzj_2025_09_27_11_53_25_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_53_25_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_gzj_2025_09_27_11_53_25_0000.png
rec_v1_zdq_2025_09_26_15_52_46_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_52_46_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_zdq_2025_09_26_15_52_46_0000.png
rec_v1_jy_2025_09_26_17_17_11_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_jy_2025_09_26_17_17_11_0000.png
rec_v1_hzh_2025_09_26_21_17_02_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_hzh_2025_09_26_21_17_02_0000.png
rec_v1_byx_2025_09_28_17_15_52_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_byx_2025_09_28_17_15_52_0000.png
rec_v1_tyy_2025_09_28_14_40_01_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_40_01_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_tyy_2025_09_28_14_40_01_0000.png
rec_v1_cwh_2025_09_26_20_06_19_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,old_end_too_early,旧结束偏早，后续仍有车辆/驾驶员动态,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_cwh_2025_09_26_20_06_19_0000.png
rec_v1_zdq_2025_09_26_16_03_48_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_16_03_48_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_zdq_2025_09_26_16_03_48_0000.png
rec_v1_cwh_2025_09_26_19_45_40_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_45_40_vehicle.csv,old_end_too_early;old_anchor_too_early,旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_cwh_2025_09_26_19_45_40_0000.png
rec_v1_jy_2025_09_26_18_01_40_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_jy_2025_09_26_18_01_40_0000.png
rec_v1_zxy_2025_09_28_16_35_30_0000,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zxy\Entity_Recording_2025_09_28_16_35_30_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_zxy_2025_09_28_16_35_30_0000.png
rec_v1_hzh_2025_09_26_20_50_27_0006,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_hzh_2025_09_26_20_50_27_0006.png
rec_v1_byx_2025_09_28_17_05_51_0004,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,old_start_too_early;old_end_too_early;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_byx_2025_09_28_17_05_51_0004.png
rec_v1_lxy_2025_09_28_18_06_16_0007,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_06_16_vehicle.csv,old_end_too_early,旧结束偏早，后续仍有车辆/驾驶员动态,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_lxy_2025_09_28_18_06_16_0007.png
rec_v1_lxy_2025_09_28_18_06_16_0009,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_06_16_vehicle.csv,old_start_too_late;old_end_too_early,旧开始偏晚，可能切掉响应前段；旧结束偏早，后续仍有车辆/驾驶员动态,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_lxy_2025_09_28_18_06_16_0009.png
rec_v1_jy_2025_09_26_17_51_46_0011,02_旧结束偏早,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_51_46_vehicle.csv,old_start_too_early;old_end_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏早，后续仍有车辆/驾驶员动态,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\02_旧结束偏早\rec_v1_jy_2025_09_26_17_51_46_0011.png
rec_v1_tyy_2025_09_28_14_23_43_0009,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_23_43_vehicle.csv,old_start_too_early;old_end_too_late;old_anchor_too_early,旧开始偏早，前面包含较长平稳段；旧结束偏晚，后面可能混入恢复或下一段驾驶；旧模型锚点偏早,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_tyy_2025_09_28_14_23_43_0009.png
rec_v1_tyy_2025_09_28_14_44_09_0019,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\tyy\Entity_Recording_2025_09_28_14_44_09_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_tyy_2025_09_28_14_44_09_0019.png
rec_v1_xst_2025_09_26_11_34_18_0004,03_旧结束偏晚,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\xst\Entity_Recording_2025_09_26_11_34_18_vehicle.csv,old_end_too_late,旧结束偏晚，后面可能混入恢复或下一段驾驶,F:\data_set_process\data_process\05_rebuild_from_raw_20260511\02_samples\record_level_episode_reconstruction_v2_2_epoch_refined\figures\epoch_boundary_review_v2_2\03_旧结束偏晚\rec_v1_xst_2025_09_26_11_34_18_0004.png
