model_name,best_val_rmse,best_epoch,feature_count,feature_names_count
torch_linear_vehicle_context,0.46139153247462256,74,248,248
torch_mlp256_vehicle_context,0.4454243168234865,19,248,248
torch_mlp512_vehicle_context,0.44067316874193224,22,248,248
