track_id,epoch,train_loss,val_rmse,window_config_id
A_instant2s_core,1,1.001853421330452,0.4842574400699155,pre2_label2_old_main
A_instant2s_core,2,1.0418813414871693,0.4845919666381963,pre2_label2_old_main
A_instant2s_core,3,0.9974470436573029,0.48528744271599,pre2_label2_old_main
A_instant2s_core,4,0.9933444336056709,0.48563803061493005,pre2_label2_old_main
A_instant2s_core,5,1.013880118727684,0.48585719157272395,pre2_label2_old_main
A_instant2s_core,6,0.9798964858055115,0.4860512001167775,pre2_label2_old_main
A_instant2s_core,7,1.0200259685516357,0.48591091736313985,pre2_label2_old_main
A_instant2s_core,8,1.0157487243413925,0.48556525327061517,pre2_label2_old_main
A_instant2s_core,9,0.9956188797950745,0.4853338856041998,pre2_label2_old_main
A_instant2s_core,10,0.9993916153907776,0.4850417012437351,pre2_label2_old_main
A_instant2s_core,11,1.0162520855665207,0.4850879379798212,pre2_label2_old_main
A_instant2s_core,12,1.0267410725355148,0.485317976603169,pre2_label2_old_main
A_instant2s_core,13,1.000596083700657,0.48565473207324883,pre2_label2_old_main
A_instant2s_core,14,1.0077361166477203,0.48631705082652643,pre2_label2_old_main
A_instant2s_core,15,1.0366939418017864,0.4864737752824911,pre2_label2_old_main
A_instant2s_core,16,1.006619706749916,0.4863520101161534,pre2_label2_old_main
B_response3s_strict_core,1,1.0087858885526657,0.7694091553952045,pre3_label3_response_coverage
B_response3s_strict_core,2,1.0072299341360729,0.7709153831404152,pre3_label3_response_coverage
B_response3s_strict_core,3,1.0321696003278096,0.7698352662851751,pre3_label3_response_coverage
B_response3s_strict_core,4,1.0097254092494647,0.7698032519365389,pre3_label3_response_coverage
B_response3s_strict_core,5,1.000433584054311,0.769420153686077,pre3_label3_response_coverage
B_response3s_strict_core,6,0.9931279420852661,0.7627106712682187,pre3_label3_response_coverage
B_response3s_strict_core,7,0.92154078433911,0.74351397968865,pre3_label3_response_coverage
B_response3s_strict_core,8,0.8361641218264898,0.7260031483454257,pre3_label3_response_coverage
B_response3s_strict_core,9,0.7761624678969383,0.7002872150154503,pre3_label3_response_coverage
B_response3s_strict_core,10,0.6834126561880112,0.7061846680650798,pre3_label3_response_coverage
B_response3s_strict_core,11,0.6849581052859625,0.7161906092866908,pre3_label3_response_coverage
B_response3s_strict_core,12,0.6558378090461096,0.7041592446431281,pre3_label3_response_coverage
B_response3s_strict_core,13,0.6478582893808683,0.6974115792120068,pre3_label3_response_coverage
B_response3s_strict_core,14,0.616703619559606,0.6842833504049048,pre3_label3_response_coverage
B_response3s_strict_core,15,0.6149301851789156,0.6990874882613921,pre3_label3_response_coverage
B_response3s_strict_core,16,0.6036891341209412,0.6888204580270881,pre3_label3_response_coverage
B_response3s_strict_core,17,0.5720199768741926,0.6889901563966409,pre3_label3_response_coverage
B_response3s_strict_core,18,0.5612252677480379,0.6992204758221959,pre3_label3_response_coverage
B_response3s_strict_core,19,0.5820471445719401,0.7122495556644433,pre3_label3_response_coverage
B_response3s_strict_core,20,0.5630538016557693,0.7093610408941295,pre3_label3_response_coverage
B_response3s_strict_core,21,0.5627843836943308,0.6896577469045906,pre3_label3_response_coverage
B_response3s_strict_core,22,0.5618183314800262,0.702719523322762,pre3_label3_response_coverage
B_response3s_strict_core,23,0.5430554846922556,0.6833669733513534,pre3_label3_response_coverage
B_response3s_strict_core,24,0.5411175986131033,0.6704917725791615,pre3_label3_response_coverage
B_response3s_strict_core,25,0.5405203575889269,0.6920051527451803,pre3_label3_response_coverage
