model_name,best_val_rmse,best_epoch,feature_count,feature_names_count
torch_linear_vehicle_context,0.7241327409585674,42,249,249
torch_mlp256_vehicle_context,0.48686233349778435,65,249,249
torch_mlp512_vehicle_context,0.4960101049599433,17,249,249
