sample_id,event_uid,subject,session_stamp,split,anchor_time_rel_s,curvature_anchor,input_valid_ratio,median_speed_kmh_window,event_type,event_level,road_type_anchor,old_v400_road_type_mode,old_v400_phase_mode,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,top1_branch,best_branch_oracle,top1_matches_best,top1_prob,prob_margin,branch_spread_mean,branch_spread_peak,branch0_prob,branch1_prob,branch2_prob,prob_entropy,rbf_sample_rmse,rbf_wrong_side,rbf_large_response_recalled,rbf_severe_amp_under,rbf_peak_amp_abs_error,rbf_peak_time_abs_error_s,rbf_onset_delay_abs_error_s,rbf_tail_abs_error,rbf_tail_drift_risk,rbf_zero_crossing_mismatch,rbf_reversal_count_exact,rbf_pred_peak_abs,rbf_pred_reversal_count,rbf_pred_multi_segment,rbf_gt_peak_abs,rbf_is_large_response,rbf_is_difficult_peak_top20,top1_sample_rmse,top1_wrong_side,top1_large_response_recalled,top1_severe_amp_under,top1_peak_amp_abs_error,top1_peak_time_abs_error_s,top1_onset_delay_abs_error_s,top1_tail_abs_error,top1_tail_drift_risk,top1_zero_crossing_mismatch,top1_reversal_count_exact,top1_pred_peak_abs,top1_pred_reversal_count,top1_pred_multi_segment,top1_gt_peak_abs,top1_is_large_response,top1_is_difficult_peak_top20,branch0_sample_rmse,branch0_wrong_side,branch0_large_response_recalled,branch0_severe_amp_under,branch0_peak_amp_abs_error,branch0_peak_time_abs_error_s,branch0_onset_delay_abs_error_s,branch0_tail_abs_error,branch0_tail_drift_risk,branch0_zero_crossing_mismatch,branch0_reversal_count_exact,branch0_pred_peak_abs,branch0_pred_reversal_count,branch0_pred_multi_segment,branch0_gt_peak_abs,branch0_is_large_response,branch0_is_difficult_peak_top20,branch1_sample_rmse,branch1_wrong_side,branch1_large_response_recalled,branch1_severe_amp_under,branch1_peak_amp_abs_error,branch1_peak_time_abs_error_s,branch1_onset_delay_abs_error_s,branch1_tail_abs_error,branch1_tail_drift_risk,branch1_zero_crossing_mismatch,branch1_reversal_count_exact,branch1_pred_peak_abs,branch1_pred_reversal_count,branch1_pred_multi_segment,branch1_gt_peak_abs,branch1_is_large_response,branch1_is_difficult_peak_top20,branch2_sample_rmse,branch2_wrong_side,branch2_large_response_recalled,branch2_severe_amp_under,branch2_peak_amp_abs_error,branch2_peak_time_abs_error_s,branch2_onset_delay_abs_error_s,branch2_tail_abs_error,branch2_tail_drift_risk,branch2_zero_crossing_mismatch,branch2_reversal_count_exact,branch2_pred_peak_abs,branch2_pred_reversal_count,branch2_pred_multi_segment,branch2_gt_peak_abs,branch2_is_large_response,branch2_is_difficult_peak_top20,best_candidate_oracle,top1_worse_than_rbf,top1_minus_rbf_rmse,best_of_rbf_topk_rmse,best_of_rbf_topk_gain_over_rbf
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340,gzj,2025_09_27_11_41_47,train,431.34,-0.0,1.0,25.841401,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,1,1,1,0.3823351,0.03387496,0.15865761,0.31486517,0.34846702,0.38232312,0.26920992,1.0882319,0.10154415667057037,0,0,0,0.056343913078308105,0.6949999332427979,0.050000011920928955,0.0239662304520607,0,0,0,0.3198881149291992,95,1,0.2635442018508911,0,0,0.0913488045334816,0,0,0,0.14542937278747559,1.4250000715255737,0.034999996423721313,0.27626486122608185,1,0,0,0.4089735746383667,0,0,0.2635442018508911,0,0,0.13014616072177887,0,0,0,0.08824178576469421,0.35999995470046997,0.19999998807907104,0.09062662348151207,0,0,1,0.3517859876155853,1,0,0.2635442018508911,0,0,0.0913488045334816,0,0,0,0.14542937278747559,1.4250000715255737,0.034999996423721313,0.27626486122608185,1,0,0,0.4089735746383667,0,0,0.2635442018508911,0,0,0.3904714584350586,1,0,0,0.11316385865211487,1.2049999237060547,0.23499999940395355,0.14062243700027466,1,0,1,0.376708060503006,1,0,0.2635442018508911,0,0,branch1,0,-0.010195352137088776,0.0913488045334816,0.010195352137088776
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000229945,gzj,2025_09_27_11_53_25,train,229.945,0.0,1.0,122.113,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,2,1,0,0.38763613,0.025400579,0.21269809,0.38816372,0.36223978,0.2501309,0.38762933,1.0818187,0.47415152192115784,0,0,0,0.08752083778381348,0.6850000619888306,0.3199999928474426,0.1935975793749094,0,0,0,0.9854928255081177,46,1,0.8979719877243042,0,0,0.6247456073760986,0,0,0,0.34533846378326416,0.8500000238418579,0.19999998807907104,0.38407987356185913,0,0,0,1.2433104515075684,2,1,0.8979719877243042,0,0,0.4616357088088989,0,0,0,0.12462705373764038,0.9600000381469727,0.034999996423721313,0.21182391047477722,0,0,0,0.7733449339866638,2,1,0.8979719877243042,0,0,0.400124728679657,0,0,0,0.29611140489578247,1.2599999904632568,0.23500001430511475,0.04885935038328171,0,1,0,0.6018605828285217,1,0,0.8979719877243042,0,0,0.6247456073760986,0,0,0,0.34533846378326416,0.8500000238418579,0.19999998807907104,0.38407987356185913,0,0,0,1.2433104515075684,2,1,0.8979719877243042,0,0,branch1,1,0.1505940854549408,0.400124728679657,0.07402679324150085
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210,gzj,2025_09_27_11_53_25,train,283.21,-0.0,1.0,128.252002,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section4,design_regular_road,low,0,2,0,0.40464345,0.0666613,0.18964764,0.33570507,0.40464514,0.2573714,0.3379834,1.0820444,0.22463864088058472,0,0,0,0.03778541088104248,1.4899999797344208,0.0,0.10992405191063881,0,0,0,0.30552050471305847,129,1,0.34330591559410095,0,0,0.20220015943050385,0,0,0,0.09425400197505951,0.3800000250339508,0.11000000685453415,0.1596924290060997,0,0,0,0.24905191361904144,1,0,0.34330591559410095,0,0,0.20220015943050385,0,0,0,0.09425400197505951,0.3800000250339508,0.11000000685453415,0.1596924290060997,0,0,0,0.24905191361904144,1,0,0.34330591559410095,0,0,0.39000025391578674,0,0,0,0.19119355082511902,1.6399999558925629,0.6200000122189522,0.10895313881337643,0,0,0,0.53449946641922,1,0,0.34330591559410095,0,0,0.18202164769172668,1,0,0,0.03115367889404297,2.5900000035762787,0.07499999552965164,0.28736748546361923,1,0,0,0.3744595944881439,1,0,0.34330591559410095,0,0,branch2,0,-0.02243848145008087,0.18202164769172668,0.04261699318885803
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920,gzj,2025_09_27_11_53_25,train,308.92,0.0,1.0,130.593,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section4,design_regular_road,low,0,0,1,0.38731927,0.03996849,0.23644799,0.3884897,0.38732323,0.2653279,0.3473488,1.0867041,0.1302984058856964,0,0,0,0.11603432893753052,0.09000003337860107,0.005000002682209015,0.03791967034339905,0,0,0,0.5324702262878418,84,1,0.4164358973503113,0,0,0.10112696141004562,0,0,1,0.21786893904209137,1.7799999713897705,0.13499999791383743,0.0633038580417633,0,0,0,0.1985669583082199,3,1,0.4164358973503113,0,0,0.10112696141004562,0,0,1,0.21786893904209137,1.7799999713897705,0.13499999791383743,0.0633038580417633,0,0,0,0.1985669583082199,3,1,0.4164358973503113,0,0,0.3355003297328949,1,0,0,0.10438543558120728,1.0550000667572021,0.33000000566244125,0.37391114234924316,1,0,0,0.5208213329315186,2,1,0.4164358973503113,0,0,0.3182123005390167,0,0,0,0.1277363896369934,0.5249999761581421,0.059999994933605194,0.24951042234897614,1,0,0,0.5441722869873047,1,0,0.4164358973503113,0,0,branch0,0,-0.029171444475650787,0.10112696141004562,0.029171444475650787
vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000575025,gzj,2025_09_27_11_53_25,train,575.025,-0.0,1.0,121.186,instability_ay_roll,extreme_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,1,2,0,0.35022953,0.019690216,0.24636964,0.42846185,0.33055127,0.35021776,0.31923094,1.0978775,0.44263792037963867,1,0,0,0.5746772289276123,1.3349999636411667,0.0,0.0287962406873703,0,0,0,0.9598722457885742,55,1,0.3851950168609619,0,0,0.8580331802368164,1,0,0,1.2602505683898926,1.6500000208616257,0.02500000223517418,0.3414318561553955,1,0,0,1.6454455852508545,2,1,0.3851950168609619,0,0,0.5688155889511108,1,0,0,0.9087134599685669,1.540000006556511,0.030000001192092896,0.1777879297733307,0,0,0,1.2939084768295288,2,1,0.3851950168609619,0,0,0.8580331802368164,1,0,0,1.2602505683898926,1.6500000208616257,0.02500000223517418,0.3414318561553955,1,0,0,1.6454455852508545,2,1,0.3851950168609619,0,0,0.27682194113731384,1,0,0,0.37392348051071167,1.4499999731779099,0.03500000014901161,0.4546315670013428,1,0,0,0.7591184973716736,2,1,0.3851950168609619,0,0,branch2,1,0.41539525985717773,0.27682194113731384,0.16581597924232483
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000095835,gzj,2025_09_27_12_04_23,train,95.835,0.0,1.0,114.719,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,2,0,0.39152902,0.02724731,0.21927662,0.39079732,0.39153254,0.24419132,0.36427617,1.0792583,0.3590276837348938,0,1,0,0.2781074047088623,0.2549999952316284,0.07000000029802322,0.4148159623146057,0,0,0,1.4504625797271729,48,1,1.7285699844360352,1,0,0.5801767110824585,0,1,0,0.5291335582733154,0.1499999761581421,0.9599999412894249,0.6752238124608994,0,0,1,1.1994364261627197,2,1,1.7285699844360352,1,0,0.5801767110824585,0,1,0,0.5291335582733154,0.1499999761581421,0.9599999412894249,0.6752238124608994,0,0,1,1.1994364261627197,2,1,1.7285699844360352,1,0,0.7819944024085999,0,1,0,0.7480760216712952,0.004999995231628418,0.8449999913573265,0.3758360669016838,0,0,0,0.98049396276474,1,0,1.7285699844360352,1,0,0.39120206236839294,0,1,0,0.07437741756439209,0.2200000286102295,0.8800000175833702,0.9938182532787323,1,0,1,1.654192566871643,2,1,1.7285699844360352,1,0,rbf,1,0.2211490273475647,0.3590276837348938,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000143790,gzj,2025_09_27_12_04_23,train,143.79,-0.00729802,1.0,111.721,instability_ay_roll,extreme_active,straight,straight,secondary,curve1,curve1,design_curve_context,medium,0,2,0,0.39332387,0.051440954,0.26716867,0.5147182,0.3933279,0.2647883,0.3418838,1.0858146,0.5710827112197876,0,0,1,0.9665421843528748,0.060000061988830566,0.3100000023841858,0.2346276044845581,0,1,0,0.9109078049659729,163,1,1.8774499893188477,1,1,0.7400304079055786,0,0,1,1.3370774388313293,0.38000011444091797,0.11500000953674316,0.08960232138633728,0,1,0,0.5403725504875183,2,1,1.8774499893188477,1,1,0.7400304079055786,0,0,1,1.3370774388313293,0.38000011444091797,0.11500000953674316,0.08960232138633728,0,1,0,0.5403725504875183,2,1,1.8774499893188477,1,1,1.0847834348678589,0,0,1,1.3162668943405151,1.4050000309944153,0.2500000149011612,0.2947334423661232,0,0,0,0.5611830949783325,1,0,1.8774499893188477,1,1,0.461357980966568,0,1,0,0.7195460796356201,0.2200000286102295,0.4099999666213989,0.20460915565490723,0,1,0,1.1579039096832275,1,0,1.8774499893188477,1,1,branch2,1,0.16894769668579102,0.461357980966568,0.1097247302532196
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350,gzj,2025_09_27_12_04_23,train,173.35,0.0,1.0,95.0761,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,2,0,0.35207924,0.017739207,0.21563348,0.40576744,0.35208485,0.33433223,0.31358296,1.097496,0.40255773067474365,0,0,0,0.09063053131103516,0.2799999713897705,0.3800000250339508,0.06243400042876601,0,1,0,1.396485447883606,58,1,1.3058549165725708,0,0,0.4985199570655823,0,0,0,0.11038875579833984,0.4799998998641968,0.010000050067901611,0.14018430560827255,0,1,0,1.4162436723709106,2,1,1.3058549165725708,0,0,0.4985199570655823,0,0,0,0.11038875579833984,0.4799998998641968,0.010000050067901611,0.14018430560827255,0,1,0,1.4162436723709106,2,1,1.3058549165725708,0,0,0.7747762203216553,0,0,0,0.4938579797744751,0.5849999189376831,0.19499999284744263,0.1361798346042633,0,1,0,1.799712896347046,2,1,1.3058549165725708,0,0,0.27188801765441895,0,0,0,0.39673805236816406,0.22499990463256836,0.10000002384185791,0.289424866437912,0,1,0,0.9091168642044067,2,1,1.3058549165725708,0,0,branch2,1,0.09596222639083862,0.27188801765441895,0.1306697130203247
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140,gzj,2025_09_27_12_04_23,train,215.14,0.0,1.0,109.701,instability_ay_roll,strong_active,straight,straight,primary,fix_road,fix_road,design_special_event_segment,low,0,2,0,0.38726115,0.040965617,0.20789813,0.3479141,0.38726342,0.26644358,0.34629303,1.0870072,0.17064149677753448,0,0,0,0.16731107234954834,0.034999966621398926,0.39000000804662704,0.048041402362287045,0,0,0,0.938572108745575,50,1,0.7712610363960266,0,0,0.38851994276046753,0,0,1,0.43375295400619507,0.1350001096725464,0.1850000023841858,0.009763095527887344,0,0,0,0.33750808238983154,2,1,0.7712610363960266,0,0,0.38851994276046753,0,0,1,0.43375295400619507,0.1350001096725464,0.1850000023841858,0.009763095527887344,0,0,0,0.33750808238983154,2,1,0.7712610363960266,0,0,0.6143024563789368,0,0,0,0.37935858964920044,0.4950000047683716,0.24000000953674316,0.29322924464941025,0,0,0,0.39190244674682617,1,0,0.7712610363960266,0,0,0.19263944029808044,0,0,0,0.03398233652114868,0.04499995708465576,0.27000001072883606,0.1955324038863182,0,0,0,0.7372786998748779,2,1,0.7712610363960266,0,0,rbf,1,0.21787844598293304,0.17064149677753448,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385,gzj,2025_09_27_12_04_23,train,297.385,0.0,1.0,104.28,instability_ay_roll,weak,curve,curve,secondary,middle_section,section4,design_regular_road,low,0,1,0,0.37062043,0.0074155927,0.17272805,0.32647246,0.37062508,0.26617128,0.36320364,1.0880272,0.15737459063529968,0,0,0,0.23907971382141113,0.309999942779541,0.675000011920929,0.04466730169951916,0,1,0,0.4037243127822876,43,1,0.6428040266036987,0,0,0.2582756280899048,0,0,0,0.24891668558120728,1.1949999928474426,0.9900000095367432,0.1418652981519699,0,1,0,0.39388734102249146,1,0,0.6428040266036987,0,0,0.2582756280899048,0,0,0,0.24891668558120728,1.1949999928474426,0.9900000095367432,0.1418652981519699,0,1,0,0.39388734102249146,1,0,0.6428040266036987,0,0,0.06696572154760361,0,0,0,0.00883263349533081,0.13499999046325684,0.05000007152557373,0.06546147912740707,0,0,0,0.6339713931083679,1,0,0.6428040266036987,0,0,0.46989187598228455,0,0,0,0.17295706272125244,1.2699999809265137,1.0250000208616257,0.2675003856420517,0,1,0,0.4698469638824463,1,0,0.6428040266036987,0,0,branch1,1,0.1009010374546051,0.06696572154760361,0.09040886908769608
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,test,53.185,0.0,1.0,93.507479,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section1,design_regular_road,high,2,0,0,0.37530553,0.0006645024,0.26607415,0.4847102,0.37464383,0.25005484,0.3753013,1.0822175,0.5194991827011108,0,1,0,0.5476994514465332,0.11500000953674316,0.04500000178813934,0.2298114113509655,0,0,0,1.495377540588379,37,1,2.043076992034912,1,1,0.7754163146018982,0,1,0,0.5902845859527588,0.13999998569488525,0.5199999958276749,0.9205052852630615,0,0,1,2.633361577987671,2,1,2.043076992034912,1,1,0.5046864748001099,0,1,0,0.1556074619293213,0.08000004291534424,0.5899999886751175,0.370938315987587,0,0,0,2.1986844539642334,1,0,2.043076992034912,1,1,0.6114712357521057,0,1,0,0.08184826374053955,0.019999980926513672,0.5199999958276749,0.12170815467834473,0,0,0,1.9612287282943726,1,0,2.043076992034912,1,1,0.7754163146018982,0,1,0,0.5902845859527588,0.13999998569488525,0.5199999958276749,0.9205052852630615,0,0,1,2.633361577987671,2,1,2.043076992034912,1,1,branch0,1,0.25591713190078735,0.5046864748001099,0.014812707901000977
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,test,81.7,-0.0,1.0,112.291404,instability_ay_roll,strong_active,straight,straight,primary,middle_section,section2,design_regular_road,high,0,1,0,0.3975999,0.042716384,0.20217459,0.34700912,0.39760265,0.24751824,0.3548791,1.0799594,0.6396094560623169,0,0,0,0.19245409965515137,0.6200000047683716,0.3050000071525574,0.25789461378008127,0,0,0,1.130150556564331,200,1,1.3226046562194824,0,0,0.5459519624710083,0,0,0,0.4058625102043152,0.33500003814697266,0.9500000476837158,0.12962859869003296,0,0,0,0.9167421460151672,2,1,1.3226046562194824,0,0,0.5459519624710083,0,0,0,0.4058625102043152,0.33500003814697266,0.9500000476837158,0.12962859869003296,0,0,0,0.9167421460151672,2,1,1.3226046562194824,0,0,0.4244473874568939,0,0,0,0.5205897092819214,0.13499999046325684,0.7099999785423279,0.4124131053686142,0,0,0,0.802014946937561,1,0,1.3226046562194824,0,0,0.6963563561439514,0,0,0,0.0009987354278564453,0.42500007152557373,0.3199999928474426,0.11115771532058716,0,0,0,1.321605920791626,2,1,1.3226046562194824,0,0,branch1,0,-0.0936574935913086,0.4244473874568939,0.21516206860542297
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,test,175.24,6.373e-05,1.0,95.43882,instability_ay_roll,strong_active,straight,straight,secondary,curve1,curve1,design_curve_context,low,0,1,0,0.39655197,0.03328204,0.25443012,0.44295144,0.39655375,0.24018066,0.3632656,1.0772252,0.2888490557670593,0,0,0,0.5351697206497192,0.3799999952316284,0.030000001192092896,0.027067571878433228,0,0,0,1.333831548690796,148,1,0.7986618280410767,0,0,0.6514747142791748,0,0,0,1.1401877403259277,0.5099999904632568,0.7049999982118607,0.1461947187781334,0,0,0,1.9388495683670044,1,0,0.7986618280410767,0,0,0.6514747142791748,0,0,0,1.1401877403259277,0.5099999904632568,0.7049999982118607,0.1461947187781334,0,0,0,1.9388495683670044,1,0,0.7986618280410767,0,0,0.5764093399047852,0,0,0,0.8861796855926514,0.4299999475479126,0.5799999982118607,0.531074121594429,1,0,0,1.684841513633728,1,0,0.7986618280410767,0,0,0.9731036424636841,0,0,0,1.6126221418380737,0.5549999475479126,0.6400000005960464,0.36529935896396637,0,0,0,2.4112839698791504,1,0,0.7986618280410767,0,0,rbf,1,0.3626256585121155,0.2888490557670593,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555,gzj,2025_09_27_12_17_12,test,186.555,-0.0,1.0,104.3388,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,0,1,0.36773938,0.033319503,0.18533754,0.36787122,0.3677394,0.33441883,0.29784176,1.0949327,0.3693457245826721,0,0,0,0.33826738595962524,0.4649999737739563,0.16999998688697815,0.32154194079339504,0,0,0,0.8600756525993347,191,1,1.19834303855896,0,0,0.3592035174369812,0,0,0,0.328524649143219,0.7149999737739563,0.0,0.27751769684255123,0,0,0,0.869818389415741,1,0,1.19834303855896,0,0,0.3592035174369812,0,0,0,0.328524649143219,0.7149999737739563,0.0,0.27751769684255123,0,0,0,0.869818389415741,1,0,1.19834303855896,0,0,0.5587615966796875,0,0,0,0.04015231132507324,0.8950000405311584,0.2849999964237213,0.48338308930397034,0,0,0,1.2384953498840332,2,1,1.19834303855896,0,0,0.38988399505615234,0,0,0,0.5101350545883179,0.08499997854232788,0.050000011920928955,0.11493799090385437,0,0,0,0.6882079839706421,1,0,1.19834303855896,0,0,branch0,0,-0.010142207145690918,0.3592035174369812,0.010142207145690918
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,test,273.44,0.0,1.0,128.035,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section4,design_regular_road,low,2,0,0,0.37163982,0.0014916062,0.24495825,0.42617142,0.37015277,0.25821236,0.37163484,1.0853453,0.4786141812801361,0,0,0,0.3318999409675598,0.8950001001358032,0.02000001072883606,0.17163694836199284,0,0,0,0.8701080679893494,138,1,1.2020080089569092,0,0,0.5790899991989136,0,0,0,0.11479806900024414,0.4750000238418579,0.16500002145767212,0.27367103099823,0,0,0,1.3168060779571533,2,1,1.2020080089569092,0,0,0.5643398761749268,0,0,0,0.3347551226615906,0.6100000143051147,0.8399999737739563,0.020164072513580322,0,0,0,0.8672528862953186,2,1,1.2020080089569092,0,0,0.7066741585731506,0,0,0,0.49997085332870483,0.8700000047683716,0.5400000214576721,0.36126668751239777,0,0,0,0.7020371556282043,1,0,1.2020080089569092,0,0,0.5790899991989136,0,0,0,0.11479806900024414,0.4750000238418579,0.16500002145767212,0.27367103099823,0,0,0,1.3168060779571533,2,1,1.2020080089569092,0,0,rbf,1,0.10047581791877747,0.4786141812801361,0.0
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460,gzj,2025_09_27_12_17_12,test,362.46,-0.00018372,1.0,117.615199,instability_ay_roll,strong_active,straight,straight,secondary,curve2,curve2,design_curve_context,very_low,2,1,0,0.39222518,0.03251812,0.21831359,0.39510462,0.3597111,0.24806957,0.39221925,1.0806999,0.510627806186676,0,0,0,0.2490013837814331,0.22999989986419678,0.5049999952316284,0.005322940647602081,0,0,0,1.2516933679580688,68,1,1.0026919841766357,0,0,0.7610262632369995,0,0,0,0.6859411001205444,0.18999993801116943,0.014999985694885254,0.6005765646696091,1,0,0,1.6886330842971802,2,1,1.0026919841766357,0,0,0.48001933097839355,0,0,0,0.20599496364593506,0.2549999952316284,0.6200000047683716,0.30525733530521393,0,0,0,1.2086869478225708,2,1,1.0026919841766357,0,0,0.32295069098472595,0,0,0,0.06410187482833862,0.41999995708465576,0.47499996423721313,0.04806465655565262,0,0,0,0.9385901093482971,1,0,1.0026919841766357,0,0,0.7610262632369995,0,0,0,0.6859411001205444,0.18999993801116943,0.014999985694885254,0.6005765646696091,1,0,0,1.6886330842971802,2,1,1.0026919841766357,0,0,branch1,1,0.2503984570503235,0.32295069098472595,0.18767711520195007
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590,gzj,2025_09_27_12_17_12,test,392.59,0.0,1.0,123.1878,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,2,0,0.375863,0.019803315,0.23662332,0.4202023,0.3758675,0.2680755,0.35605708,1.0883986,1.0713049173355103,0,0,1,1.5137481689453125,0.1499999761581421,0.8450000286102295,0.7766449600458145,0,0,0,1.0808558464050293,114,1,2.594604015350342,1,1,1.1053820848464966,0,0,1,1.6522741913795471,0.0,1.0600000619888306,0.9121526479721069,0,0,0,0.9423298239707947,2,1,2.594604015350342,1,1,1.1053820848464966,0,0,1,1.6522741913795471,0.0,1.0600000619888306,0.9121526479721069,0,0,0,0.9423298239707947,2,1,2.594604015350342,1,1,1.1853655576705933,0,0,1,1.867096185684204,0.2250000238418579,0.9450000524520874,0.5750629380345345,0,0,0,0.7275078296661377,1,0,2.594604015350342,1,1,1.0572489500045776,0,1,0,1.1858409643173218,0.11000001430511475,0.9800000190734863,1.1889932453632355,0,0,0,1.40876305103302,2,1,2.594604015350342,1,1,branch2,1,0.03407716751098633,1.0572489500045776,0.014055967330932617
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180,gzj,2025_09_27_12_17_12,test,518.18,-0.0,1.0,98.30424,instability_ay_roll,medium_active,curve,curve,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,0,1,0,0.389004,0.008377761,0.09648467,0.15701781,0.38901025,0.23036595,0.3806238,1.073142,0.5139289498329163,1,0,0,0.07695013284683228,0.33500003814697266,0.05499999225139618,0.050106633454561234,0,0,0,0.5954878330230713,116,1,0.518537700176239,0,0,0.40865209698677063,0,0,1,0.33432576060295105,1.2100000381469727,0.3099999874830246,0.1456310749053955,0,0,0,0.18421193957328796,0,0,0.518537700176239,0,0,0.40865209698677063,0,0,1,0.33432576060295105,1.2100000381469727,0.3099999874830246,0.1456310749053955,0,0,0,0.18421193957328796,0,0,0.518537700176239,0,0,0.351267009973526,0,0,1,0.27299273014068604,0.315000057220459,1.3599999994039536,0.005084136500954628,0,0,0,0.24554497003555298,0,0,0.518537700176239,0,0,0.42137235403060913,1,0,0,0.24291670322418213,0.7599999904632568,0.22500000894069672,0.28766536712646484,1,0,0,0.2756209969520569,0,0,0.518537700176239,0,0,branch1,0,-0.10527685284614563,0.351267009973526,0.16266193985939026
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,test,585.94,0.0,1.0,128.5394,instability_ay_roll,instability_strong,design_high_risk_surface,none,none,differentmu_road,mu1,design_high_risk_surface,very_low,0,2,0,0.34413707,0.010701984,0.1456291,0.2552856,0.3441488,0.3334207,0.3224305,1.0982584,0.2965598702430725,0,0,0,0.4986426830291748,0.440000057220459,0.5849999934434891,0.27771322429180145,1,0,0,0.7274556756019592,108,1,0.22881299257278442,0,0,0.34000757336616516,0,0,0,0.6135114431381226,0.7450000047683716,0.5899999961256981,0.22202563844621181,1,0,1,0.842324435710907,2,1,0.22881299257278442,0,0,0.34000757336616516,0,0,0,0.6135114431381226,0.7450000047683716,0.5899999961256981,0.22202563844621181,1,0,1,0.842324435710907,2,1,0.22881299257278442,0,0,0.5137491822242737,0,0,0,0.8922072052955627,0.8300000429153442,0.5949999950826168,0.017154142260551453,0,0,1,1.1210201978683472,2,1,0.22881299257278442,0,0,0.21072979271411896,0,0,0,0.31523531675338745,0.6000000238418579,0.5849999934434891,0.3904430717229843,1,0,1,0.5440483093261719,2,1,0.22881299257278442,0,0,branch2,1,0.04344770312309265,0.21072979271411896,0.08583007752895355
