oracle_best_index,oracle_best_model,oracle_sample_rmse,rbf_kernel_ridge_context_no_subject__sample_rmse,proto_combo_full__sample_rmse,proto_direction_amp__sample_rmse,proto_peak_tail__sample_rmse,proto_tail_correction__sample_rmse,proto_correction__sample_rmse,proto_amplitude__sample_rmse,sample_id,split
0,rbf_kernel_ridge_context_no_subject,0.08682431,0.08682431,0.5428958,0.39308006,0.97197527,0.94352907,0.93589187,1.0200245,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.14879361,0.14879361,0.3270126,0.26260495,0.442582,0.49464098,0.4876243,0.4209017,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.2414779,0.2414779,0.3596272,0.44846535,0.5632811,0.5974583,0.59046304,0.5246782,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,train
2,proto_direction_amp,0.20613794,0.2174939,0.26591718,0.20613794,0.29126397,0.28783607,0.2852338,0.31096345,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.18145277,0.18145277,0.22314042,0.2934221,0.67142594,0.707795,0.8479516,0.66294533,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.12935872,0.12935872,0.5056793,0.68693304,0.7630081,0.72571516,0.7333405,0.7246332,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.34997496,0.34997496,0.7787604,0.7787604,1.1726191,1.2010484,1.2081333,1.3171542,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.36538327,0.36538327,0.57917476,0.5323397,0.6101338,0.62036574,0.6217311,0.6457229,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,train
1,proto_combo_full,0.27431676,0.68121046,0.27431676,0.5932004,1.2517186,1.2279584,1.2239155,1.3046712,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.31501392,0.31501392,0.4154912,0.53642994,1.0701207,1.0532598,1.0503219,1.1062807,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,train
1,proto_combo_full,0.054975178,0.09043516,0.054975178,0.11871229,0.1396401,0.13136226,0.096689425,0.16222538,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.19664621,0.19664621,0.29876348,0.4490148,0.85540843,0.8301524,0.82512605,0.8661197,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.028954228,0.028954228,0.09503977,0.13155408,0.10022839,0.09917278,0.05555372,0.11239979,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,train
1,proto_combo_full,0.14727789,0.1756351,0.14727789,0.426368,0.5458931,0.5739413,0.57982516,0.6433179,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.3429091,0.3429091,0.4641541,0.5353187,0.78613067,0.80171496,0.8037588,0.7626781,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,train
1,proto_combo_full,0.10382438,0.118713886,0.10382438,0.15574457,0.25825217,0.2993625,0.29246604,0.22140306,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,train
1,proto_combo_full,0.20492436,0.3796986,0.20492436,0.28889546,0.44979686,0.49253199,0.4858944,0.41808683,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.5998266,0.5998266,1.2552177,1.2552177,0.88018316,0.87319595,0.8764611,0.950833,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.113233075,0.113233075,0.5161691,0.38865736,0.35575163,0.36840773,0.37166423,0.33395863,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,train
1,proto_combo_full,0.12643531,0.26468796,0.12643531,0.3032594,0.7026718,0.7549634,0.74716973,0.7873644,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.50697106,0.50697106,0.5795912,0.8319082,0.9729415,0.958526,0.96272784,0.83777565,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.26026255,0.26026255,0.5008343,0.47340357,0.64040333,0.68777424,0.68231213,0.6273041,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.30812737,0.30812737,0.33585754,0.4271616,0.632793,0.65503573,0.658937,0.62739515,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,train
6,proto_amplitude,0.065353416,0.06610926,0.18396369,0.2353885,0.10081625,0.092876315,0.12821394,0.065353416,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.3243758,0.3243758,0.43970114,0.3854494,0.52135694,0.53728145,0.54161334,0.50755763,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,train
4,proto_tail_correction,0.3965794,0.5874731,0.8463087,0.71573865,0.4059945,0.3965794,0.39852613,0.4102652,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,val
3,proto_peak_tail,0.26779187,0.5422169,1.1970884,1.1970884,0.26779187,0.32304245,0.31455943,0.41798675,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.7403136,0.7403136,0.8108707,0.8593059,0.8739761,0.9237998,0.8717764,0.9006369,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,val
6,proto_amplitude,0.3564023,0.44189796,0.4805824,0.40011838,0.3946782,0.39256296,0.38857123,0.3564023,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,val
6,proto_amplitude,0.4058297,0.42369792,0.4201086,0.40824854,0.4123541,0.41252986,0.41311327,0.4058297,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,val
5,proto_correction,0.22599703,0.4512886,0.7654265,0.6971449,0.255092,0.23448467,0.22599703,0.24523523,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,val
3,proto_peak_tail,0.22409882,0.36693996,0.5117581,0.4020518,0.22409882,0.24817619,0.2548523,0.23724282,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,val
6,proto_amplitude,0.0351679,0.2627968,0.19160277,0.2076774,0.063932784,0.08520945,0.076643296,0.0351679,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,val
6,proto_amplitude,0.09364897,0.11072444,0.1699327,0.19104417,0.11942927,0.1111486,0.1553891,0.09364897,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,val
1,proto_combo_full,1.1085417,1.2142825,1.1085417,1.1367762,1.3314127,1.3807304,1.3744752,1.3083124,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.14735155,0.14735155,0.38286626,0.24052937,0.6820199,0.6583801,0.6517079,0.69405144,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.18414193,0.18414193,0.40573698,0.37955847,0.2463008,0.2251529,0.22342925,0.2319826,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,val
1,proto_combo_full,0.30758294,0.40152502,0.30758294,0.41150135,0.6162735,0.57599247,0.58072734,0.5445,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.56126094,0.56126094,0.8864981,0.8864981,1.0716977,1.1101316,1.1049246,1.0982502,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,val
1,proto_combo_full,0.06254478,0.2079864,0.06254478,0.13766065,0.11403282,0.12124454,0.18447414,0.11158006,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,train
1,proto_combo_full,0.1545092,0.33002272,0.1545092,0.17312442,0.30387047,0.25724086,0.26440856,0.33977544,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.14205766,0.14205766,0.3199913,0.23663825,0.36273673,0.3587696,0.33115435,0.374301,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,train
3,proto_peak_tail,0.19240017,0.19938017,0.36107135,0.37164703,0.19240017,0.192855,0.32822168,0.21790813,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.26467696,0.26467696,0.4257336,0.42505637,0.6234895,0.6781298,0.67132676,0.6020925,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.63011795,0.63011795,0.7282932,0.9208918,0.9920173,0.97502923,0.9788934,0.9614087,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,train
1,proto_combo_full,0.07673302,0.11591852,0.07673302,0.14484629,0.25727618,0.19164118,0.30050218,0.22152503,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.62807506,0.62807506,1.4600805,1.3280543,1.1395282,1.1327565,1.1365206,1.1524227,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.44675022,0.44675022,0.7823363,0.7461571,0.7710758,0.778743,0.7822624,0.8065954,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22875127,0.22875127,0.5814607,0.28920862,0.86036444,0.8349811,0.82926136,0.8751708,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,train
1,proto_combo_full,0.23878476,0.47813645,0.23878476,0.23878476,1.4738142,1.4499888,1.4455693,1.3011603,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.018820059,0.018820059,0.12936449,0.13896771,0.14898752,0.14978194,0.10415081,0.14421314,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,train
2,proto_direction_amp,0.27678058,0.30406046,0.3868706,0.27678058,0.3952213,0.4123479,0.4184492,0.37672812,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.28456634,0.28456634,0.811002,0.47291383,1.0099598,0.98642534,0.97926986,1.0121901,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.6157488,0.6157488,1.4734657,1.6727126,1.2942132,1.3124822,1.3124309,1.0836049,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,train
1,proto_combo_full,0.56903356,0.6746936,0.56903356,0.6691907,1.2568426,1.276762,1.2800568,1.2145631,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,test
6,proto_amplitude,0.25661877,0.5553957,0.5944663,0.6101429,0.3204103,0.34213027,0.34478304,0.25661877,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,test
1,proto_combo_full,0.39559224,0.41912505,0.39559224,0.4239728,0.8700097,0.8878833,0.89228827,0.8500036,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,train
6,proto_amplitude,0.038872257,0.05987215,0.13855004,0.20446007,0.047535967,0.0902238,0.0712253,0.038872257,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.30459917,0.30459917,0.40285924,0.42885515,0.8944807,0.921837,0.92919624,0.8868178,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,train
1,proto_combo_full,0.56717736,0.81742907,0.56717736,0.56717736,1.560232,1.534393,1.5295476,1.3617089,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.1317724,0.1317724,0.19895625,0.24688299,0.5813202,0.60323334,0.606683,0.5571148,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,train
1,proto_combo_full,0.4621761,0.509305,0.4621761,0.53159446,1.1600981,1.1846334,1.1888994,1.110157,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,train
1,proto_combo_full,0.2559873,0.29848,0.2559873,0.3219339,0.9217765,0.8940194,0.88753086,0.9318283,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.25207072,0.25207072,0.2796373,0.38996124,0.631213,0.65523845,0.65886116,0.6222419,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,train
1,proto_combo_full,0.18020582,0.30914313,0.18020582,0.32333213,0.66856664,0.6443289,0.63983786,0.6832049,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.17276572,0.17276572,0.18633212,0.30986318,0.7302819,0.75554794,0.7602805,0.71312654,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.17096439,0.17096439,0.3461826,0.21436556,0.7155711,0.43972272,0.46745306,0.7232548,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.33588487,0.33588487,0.6532242,0.6532242,1.0402746,1.0657787,1.07109,1.2500217,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.3100605,0.3100605,0.5992971,0.5097915,0.589018,0.6337577,0.63019395,0.59809965,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,train
1,proto_combo_full,0.32244495,0.44306853,0.32244495,0.45458937,0.810464,0.83499646,0.83878773,0.7953224,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,train
1,proto_combo_full,0.15160224,0.16187622,0.15160224,0.18675749,0.66073257,0.68814564,0.6937089,0.645988,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.46589583,0.46589583,0.7769178,0.6657094,0.60078216,0.61211544,0.6125735,0.6273145,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,test
0,rbf_kernel_ridge_context_no_subject,0.2068373,0.2068373,0.4082895,0.5097362,1.0188432,1.0674253,1.061266,1.1080227,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,test
2,proto_direction_amp,0.15955444,0.28952235,0.16956449,0.15955444,0.30128127,0.33952442,0.3324256,0.26482368,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,test
0,rbf_kernel_ridge_context_no_subject,0.17663409,0.17663409,0.42033848,0.2986612,0.81104916,0.83944076,0.84720755,0.7661168,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.019453513,0.019453513,0.095180795,0.118109874,0.2491935,0.24944992,0.11032468,0.23257026,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,train
1,proto_combo_full,0.33934522,0.4343881,0.33934522,0.4015119,1.0081807,1.028787,1.0330651,0.98154855,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.52411544,0.52411544,0.7270625,0.7270625,1.2253703,1.2054207,1.202349,1.0318006,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.046395674,0.046395674,0.3520392,0.43141708,0.4683185,0.49948654,0.48807752,0.509296,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.20635219,0.20635219,0.45204812,0.34661752,0.8484627,0.8243695,0.8186551,0.8612104,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.17593822,0.17593822,0.3288184,0.49572614,0.98615885,0.960279,0.9551061,0.99686635,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.2255061,0.2255061,0.29866925,0.2560195,0.8162501,0.79140997,0.7851847,0.82835555,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.04514218,0.04514218,0.066003926,0.08345727,0.14174737,0.14197348,0.055689942,0.12029182,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,train
1,proto_combo_full,0.14537622,0.2453993,0.14537622,0.20065013,0.23702198,0.23673658,0.17350158,0.2395955,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.46975958,0.46975958,0.49989805,0.6041539,0.7380634,0.7699037,0.7644683,0.7955474,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,val
2,proto_direction_amp,0.12871218,0.19875683,0.15228918,0.12871218,0.34109104,0.39755964,0.3895575,0.30960143,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.2922014,0.2922014,0.5576049,0.5569554,0.74733764,0.79904664,0.7925947,0.7248383,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.43459985,0.43459985,0.62085,0.5695847,0.6860418,0.70185614,0.7060797,0.72107625,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.5240593,0.5240593,0.79802936,0.61344343,1.1072006,1.0616324,1.0653383,1.0188395,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.19877943,0.19877943,0.3117497,0.23668598,0.7507866,0.8057745,0.79904366,0.8429291,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.39029592,0.39029592,0.4045883,0.54271173,0.90790987,0.8832328,0.8792807,0.9203631,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,train
2,proto_direction_amp,0.28871354,0.33395147,0.29245436,0.28871354,0.57706344,0.59576195,0.5993558,0.55228686,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.13701566,0.13701566,0.3853911,0.2691867,0.26813117,0.30447373,0.3011034,0.28086668,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,train
1,proto_combo_full,0.37082037,0.49353972,0.37082037,0.46493226,0.5546393,0.57981783,0.5751916,0.5228488,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22771148,0.22771148,0.6043275,0.3159103,1.0466785,1.019192,1.0129294,1.0636054,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.16232017,0.16232017,0.26245737,0.20826013,0.40540862,0.4600144,0.45222485,0.37625507,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.81663686,0.81663686,1.2720046,1.2720046,2.5977669,2.5756474,2.5709014,2.4344742,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,train
1,proto_combo_full,0.08250284,0.16461954,0.08250284,0.115235336,0.307632,0.36133608,0.3534484,0.2724533,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.38937882,0.38937882,0.45927697,0.39764565,1.0359418,1.0120107,1.0058784,1.0821878,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.1993813,0.1993813,0.31347105,0.25988197,0.40061298,0.4459415,0.44044378,0.3855699,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,train
3,proto_peak_tail,0.06774581,0.101339564,0.20900093,0.2591088,0.06774581,0.06776572,0.10914725,0.07120151,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.2841408,0.2841408,0.5095584,0.30233315,0.6925243,0.6653947,0.65881693,0.7269987,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.18194336,0.18194336,0.28896496,0.32269442,0.7021126,0.7240069,0.7274692,0.67728186,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.40331513,0.40331513,0.5571176,0.5912629,0.9753855,1.0039332,1.0119052,0.9795369,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.08572128,0.08572128,0.11191721,0.16187842,0.13552724,0.08928998,0.1723604,0.10573125,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.15133587,0.15133587,0.44106656,0.3129638,0.7591046,0.7320771,0.7270791,0.7706394,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,train
1,proto_combo_full,0.13944897,0.14990923,0.13944897,0.19683337,0.26816383,0.2678927,0.20059821,0.25325742,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.38382244,0.38382244,0.94632846,0.8328723,1.348991,1.3752298,1.3837502,1.3049574,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.25431386,0.25431386,0.2755575,0.3172137,0.8964511,0.86920106,0.8639286,0.95041406,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.23055643,0.23055643,0.6192475,0.52281296,0.57328665,0.6066995,0.60455316,0.58789426,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,train
2,proto_direction_amp,0.2625178,0.28556678,0.31313568,0.2625178,0.5846147,0.60428244,0.6091619,0.56272584,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.020188434,0.020188434,0.13291484,0.19441813,0.026643835,0.025303086,0.054832507,0.043809183,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.50073814,0.50073814,0.7391065,0.7391065,1.1680185,1.1752304,1.1789244,1.2041204,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.26916018,0.26916018,0.37957534,0.3264042,0.88290334,0.8562969,0.8496097,0.8863255,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.9316312,0.9316312,1.5840988,1.5840988,1.7387319,1.7288178,1.7270038,1.7684485,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22394638,0.22394638,0.6138774,0.6138774,1.298724,1.2408354,1.249048,1.1754589,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.11121198,0.11121198,0.17753452,0.14963566,0.54248285,0.5709885,0.57743496,0.5360289,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,train
1,proto_combo_full,0.4113846,0.73548925,0.4113846,0.42069933,1.3322251,1.3066378,1.3008994,1.3696252,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,val
1,proto_combo_full,0.93424773,1.3378159,0.93424773,1.0694616,1.3208956,1.3419255,1.3432859,1.3118943,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,val
1,proto_combo_full,0.59391826,0.61156785,0.59391826,0.6625892,1.0820643,1.110094,1.116975,1.0813032,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.5910531,0.5910531,0.95188445,0.6439858,1.0515027,1.0295024,1.0225235,1.0439779,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,val
2,proto_direction_amp,0.2760409,0.4929598,0.30691186,0.2760409,0.9307674,0.9028736,0.89609826,0.9412368,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,1.1165884,1.1165884,1.6612334,1.7062249,1.8570563,1.8929745,1.8889381,1.840827,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,val
