oracle_best_index,oracle_best_model,oracle_sample_rmse,rbf_kernel_ridge_context_no_subject__sample_rmse,keypoint_residual_vehicle_transformer_no_subject__sample_rmse,topk_vehicle_transformer_branch0_no_subject__sample_rmse,topk_vehicle_transformer_branch1_no_subject__sample_rmse,topk_vehicle_transformer_branch2_no_subject__sample_rmse,proto_combo_full__sample_rmse,proto_direction_amp__sample_rmse,proto_peak_tail__sample_rmse,proto_tail_correction__sample_rmse,proto_correction__sample_rmse,proto_amplitude__sample_rmse,sample_id,split
5,proto_combo_full,0.14537622,0.2453993,0.20864242,0.23586854,0.28817382,0.37788007,0.14537622,0.20065013,0.23702198,0.23673658,0.17350158,0.2395955,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,val
2,topk_vehicle_transformer_branch0_no_subject,0.44379854,0.46975958,0.48980203,0.44379854,0.68115604,0.44466692,0.49989805,0.6041539,0.7380634,0.7699037,0.7644683,0.7955474,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,val
2,topk_vehicle_transformer_branch0_no_subject,0.08383655,0.19875683,0.29267547,0.08383655,0.2432796,0.29939002,0.15228918,0.12871218,0.34109104,0.39755964,0.3895575,0.30960143,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,val
1,keypoint_residual_vehicle_transformer_no_subject,0.20666374,0.2922014,0.20666374,0.55004114,0.3385165,0.81025857,0.5576049,0.5569554,0.74733764,0.79904664,0.7925947,0.7248383,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,val
3,topk_vehicle_transformer_branch1_no_subject,0.309616,0.43459985,0.4013158,0.44823518,0.309616,0.713322,0.62085,0.5695847,0.6860418,0.70185614,0.7060797,0.72107625,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.5240593,0.5240593,0.59626293,0.8612721,1.1387913,0.64295477,0.79802936,0.61344343,1.1072006,1.0616324,1.0653383,1.0188395,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.19877943,0.19877943,0.23744453,0.29363856,0.23077616,0.5004182,0.3117497,0.23668598,0.7507866,0.8057745,0.79904366,0.8429291,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.39029592,0.39029592,0.72349596,0.69978446,0.46544075,0.8709436,0.4045883,0.54271173,0.90790987,0.8832328,0.8792807,0.9203631,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.21730013,0.33395147,0.3276703,0.22511543,0.48881954,0.21730013,0.29245436,0.28871354,0.57706344,0.59576195,0.5993558,0.55228686,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.13701566,0.13701566,0.41476342,0.31648996,0.2538745,0.39361468,0.3853911,0.2691867,0.26813117,0.30447373,0.3011034,0.28086668,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.34879416,0.49353972,0.5135228,0.55875915,0.8632021,0.34879416,0.37082037,0.46493226,0.5546393,0.57981783,0.5751916,0.5228488,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22771148,0.22771148,0.47102836,0.3882485,0.5561617,0.3879486,0.6043275,0.3159103,1.0466785,1.019192,1.0129294,1.0636054,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.124850936,0.16232017,0.14677717,0.124850936,0.28564054,0.26691824,0.26245737,0.20826013,0.40540862,0.4600144,0.45222485,0.37625507,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.81663686,0.81663686,2.0261846,1.0978909,1.0009958,1.3491825,1.2720046,1.2720046,2.5977669,2.5756474,2.5709014,2.4344742,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,train
5,proto_combo_full,0.08250284,0.16461954,0.38457486,0.09099689,0.31166616,0.22603905,0.08250284,0.115235336,0.307632,0.36133608,0.3534484,0.2724533,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.28035095,0.38937882,0.4418281,0.28035095,0.5047463,0.39270994,0.45927697,0.39764565,1.0359418,1.0120107,1.0058784,1.0821878,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,train
1,keypoint_residual_vehicle_transformer_no_subject,0.16496183,0.1993813,0.16496183,0.24116585,0.26310667,0.43141744,0.31347105,0.25988197,0.40061298,0.4459415,0.44044378,0.3855699,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,train
7,proto_peak_tail,0.06774581,0.101339564,0.13034832,0.08307098,0.192783,0.17057063,0.20900093,0.2591088,0.06774581,0.06776572,0.10914725,0.07120151,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.17743148,0.2841408,0.17755651,0.17743148,0.42564276,0.2835816,0.5095584,0.30233315,0.6925243,0.6653947,0.65881693,0.7269987,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.18194336,0.18194336,0.33607212,0.3500473,0.5938823,0.20447782,0.28896496,0.32269442,0.7021126,0.7240069,0.7274692,0.67728186,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.40331513,0.40331513,0.9583532,0.4775753,0.6898799,0.419419,0.5571176,0.5912629,0.9753855,1.0039332,1.0119052,0.9795369,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.08572128,0.08572128,0.5497403,0.20229919,0.34809762,0.12538013,0.11191721,0.16187842,0.13552724,0.08928998,0.1723604,0.10573125,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.15133587,0.15133587,0.40124944,0.32609865,0.49864388,0.37790385,0.44106656,0.3129638,0.7591046,0.7320771,0.7270791,0.7706394,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,train
5,proto_combo_full,0.13944897,0.14990923,0.29422954,0.18103294,0.21795243,0.30211192,0.13944897,0.19683337,0.26816383,0.2678927,0.20059821,0.25325742,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.35604164,0.38382244,1.2614397,0.35604164,0.58521336,0.39723897,0.94632846,0.8328723,1.348991,1.3752298,1.3837502,1.3049574,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.25431386,0.25431386,0.389035,0.40003437,0.33282894,0.568721,0.2755575,0.3172137,0.8964511,0.86920106,0.8639286,0.95041406,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.168597,0.23055643,0.4672045,0.33407497,0.168597,0.60774493,0.6192475,0.52281296,0.57328665,0.6066995,0.60455316,0.58789426,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.22732732,0.28556678,0.23315097,0.22732732,0.31597978,0.37541333,0.31313568,0.2625178,0.5846147,0.60428244,0.6091619,0.56272584,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.020188434,0.020188434,0.06670986,0.26435378,0.10179201,0.5668262,0.13291484,0.19441813,0.026643835,0.025303086,0.054832507,0.043809183,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.50073814,0.50073814,0.81925553,0.75911397,0.7111122,0.9632462,0.7391065,0.7391065,1.1680185,1.1752304,1.1789244,1.2041204,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.26916018,0.26916018,0.3226258,0.34729397,0.27930307,0.54396856,0.37957534,0.3264042,0.88290334,0.8562969,0.8496097,0.8863255,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.9316312,0.9316312,1.5690911,1.2977308,1.4329649,1.2817127,1.5840988,1.5840988,1.7387319,1.7288178,1.7270038,1.7684485,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.19644134,0.22394638,0.8098124,0.19644134,0.43137753,0.38753155,0.6138774,0.6138774,1.298724,1.2408354,1.249048,1.1754589,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.11121198,0.11121198,0.19251171,0.23836988,0.35115102,0.24161494,0.17753452,0.14963566,0.54248285,0.5709885,0.57743496,0.5360289,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.2834714,0.73548925,0.6441799,0.48730725,0.2834714,0.7665284,0.4113846,0.42069933,1.3322251,1.3066378,1.3008994,1.3696252,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,val
5,proto_combo_full,0.93424773,1.3378159,1.1437926,1.1405375,1.4163071,0.95787066,0.93424773,1.0694616,1.3208956,1.3419255,1.3432859,1.3118943,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,val
4,topk_vehicle_transformer_branch2_no_subject,0.49081814,0.61156785,0.9293172,0.7423562,1.0277296,0.49081814,0.59391826,0.6625892,1.0820643,1.110094,1.116975,1.0813032,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.5910531,0.5910531,0.7111491,0.75426143,0.9531216,0.5941625,0.95188445,0.6439858,1.0515027,1.0295024,1.0225235,1.0439779,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,val
3,topk_vehicle_transformer_branch1_no_subject,0.23888963,0.4929598,0.35722885,0.3213933,0.23888963,0.5034279,0.30691186,0.2760409,0.9307674,0.9028736,0.89609826,0.9412368,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,1.1165884,1.1165884,1.534897,1.6534883,1.5398302,1.8772532,1.6612334,1.7062249,1.8570563,1.8929745,1.8889381,1.840827,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,val
4,topk_vehicle_transformer_branch2_no_subject,0.40560526,0.5598909,0.6883489,0.48665383,0.5786633,0.40560526,0.64983475,0.5604867,0.7346302,0.6801174,0.6875922,0.76238805,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,val
5,proto_combo_full,0.14899716,0.26253211,0.28750205,0.16267495,0.20471987,0.23412895,0.14899716,0.18960305,0.3232433,0.3233129,0.24513559,0.30756268,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,val
6,proto_direction_amp,0.29416135,0.44535494,0.6066125,0.3750887,0.46637163,0.48110077,0.530389,0.29416135,1.1686908,1.1423193,1.1362025,1.1876042,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.50001085,0.50001085,0.7279133,0.72183716,0.9535697,0.5953144,0.5532092,0.67172676,0.89135563,0.9151414,0.9177556,0.8889673,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22283338,0.22283338,1.1756831,0.35776192,0.595873,0.24516234,0.5394221,0.49457836,1.21478,1.242775,1.249416,1.1659776,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.39894077,0.4411561,0.5692098,0.5257216,0.7597666,0.39894077,0.49269038,0.71303535,0.7775968,0.81302065,0.8053478,0.8223867,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,train
3,topk_vehicle_transformer_branch1_no_subject,0.29191244,0.71415323,0.8640943,0.4804386,0.29191244,0.8784636,0.44411233,0.5759189,0.8471078,0.81863964,0.81192786,0.745925,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,train
8,proto_tail_correction,0.15228592,0.15488547,0.17772043,0.18491133,0.40918913,0.25422296,0.2219528,0.18781137,0.22973952,0.15228592,0.20135939,0.1737013,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,train
10,proto_amplitude,0.12095132,0.14939241,0.8666148,0.75476146,0.71546435,0.8584553,0.306488,0.3511851,0.1598775,0.21360588,0.20492087,0.12095132,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,val
3,topk_vehicle_transformer_branch1_no_subject,0.39540496,0.678246,0.6114528,0.63961935,0.39540496,0.8641749,0.8152761,0.7018814,0.42749628,0.4267127,0.42780516,0.44117174,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.7106443,0.7106443,0.9106449,0.7923736,0.9923955,0.72435915,1.1620414,1.1620414,0.9282269,0.9277632,0.9267671,0.94529516,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,val
1,keypoint_residual_vehicle_transformer_no_subject,0.3056211,0.6372591,0.3056211,0.32712123,0.523306,0.39947772,0.4777743,0.49045956,0.68741083,0.7397194,0.7326817,0.66075563,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.20428672,0.20428672,0.31785282,0.28278187,0.4535926,0.35021728,0.44726387,0.3824069,0.6314777,0.6087196,0.602856,0.63631475,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.22349209,0.22349209,0.28993425,0.32786977,0.32818988,0.41290447,0.29466066,0.46013403,0.7206019,0.69348806,0.686777,0.6226629,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.34838217,0.44629076,0.5331226,0.34838217,0.3538969,0.50525904,0.8450321,0.76036125,0.43979096,0.43956983,0.4439503,0.4733796,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,test
3,topk_vehicle_transformer_branch1_no_subject,0.39817646,0.9599703,0.93479115,0.7180686,0.39817646,1.0911393,1.213565,0.93310726,0.81256753,0.78904945,0.78539354,0.7513458,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,test
3,topk_vehicle_transformer_branch1_no_subject,0.6041586,1.1559497,0.77566946,0.80775744,0.6041586,1.1521099,1.1865445,0.9352939,0.80692965,0.78154147,0.775041,0.7099548,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,test
3,topk_vehicle_transformer_branch1_no_subject,0.20576635,0.75735724,0.3796412,0.49316472,0.20576635,0.83331025,0.93170387,0.8325018,0.39553326,0.38340557,0.38317826,0.42749852,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,test
3,topk_vehicle_transformer_branch1_no_subject,0.2074373,0.25710073,0.5476136,0.37335524,0.2074373,0.5281777,0.39890602,0.5062211,0.6591128,0.6115719,0.6191072,0.6031751,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.45505315,0.45505315,0.7722506,0.7485196,0.93105257,0.67170787,0.7075772,0.7526261,0.77912784,0.8014238,0.8034527,0.79144925,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.003350717,0.003350717,0.051372685,0.044155113,0.18465377,0.15933327,0.18298404,0.2091365,0.013029197,0.011685141,0.16806465,0.029827138,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,train
10,proto_amplitude,0.0717776,0.10771379,0.60141766,0.33148623,0.50565815,0.20134869,0.21869594,0.15601805,0.104060166,0.14218143,0.13488397,0.0717776,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,train
5,proto_combo_full,0.50125474,0.61605024,0.713782,0.6532363,0.8809089,0.58981615,0.50125474,0.60142416,0.9817146,1.0077645,1.0044389,1.007891,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,train
4,topk_vehicle_transformer_branch2_no_subject,0.23403868,0.3210606,0.3258461,0.42901906,0.64766604,0.23403868,0.29422426,0.32698196,0.6478049,0.665454,0.6689869,0.6186063,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,train
5,proto_combo_full,0.1874359,0.20735788,0.30940023,0.3139666,0.25916117,0.4506882,0.1874359,0.19372064,0.75522095,0.7298265,0.7245491,0.7743386,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,train
5,proto_combo_full,0.14192191,0.1434397,0.3634151,0.24410392,0.14376175,0.36193216,0.14192191,0.20728202,0.1949287,0.18904425,0.17866307,0.20631896,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,train
0,rbf_kernel_ridge_context_no_subject,0.032116424,0.032116424,0.2612696,0.16991214,0.18479636,0.22316726,0.14706805,0.12212289,0.22484289,0.1369003,0.17121178,0.20039435,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,train
2,topk_vehicle_transformer_branch0_no_subject,0.15632743,0.32019404,0.27200997,0.15632743,0.31555247,0.47019762,0.42292434,0.32620436,0.2911049,0.31494626,0.32316834,0.29419333,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,test
9,proto_correction,0.12855919,0.2593437,0.49160504,0.9049246,0.6600678,1.2607845,0.71392465,0.63655573,0.15981916,0.13733034,0.12855919,0.15616979,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,val
7,proto_peak_tail,0.5749925,1.0621147,0.67812544,0.96667373,1.0946007,1.0622939,0.80421233,0.81496435,0.5749925,0.5819581,0.5801419,0.5891607,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,val
0,rbf_kernel_ridge_context_no_subject,0.15392447,0.15392447,0.23080559,0.21148685,0.29116532,0.3812803,0.31594187,0.23733848,0.33077464,0.34193614,0.34492713,0.3884914,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,train
5,proto_combo_full,0.12926663,0.14759816,0.39439863,0.14018,0.3252678,0.34077138,0.12926663,0.17925447,0.25394297,0.20617907,0.2133547,0.29066837,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,train
1,keypoint_residual_vehicle_transformer_no_subject,0.20652975,0.21700203,0.20652975,0.25336567,0.33398426,0.3828127,0.34416476,0.21928672,0.47978103,0.4999635,0.5066744,0.46135917,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,train
9,proto_correction,0.06089334,0.24135831,0.30947074,0.68646437,0.6479993,0.9339787,0.16239937,0.15018909,0.08868096,0.064795345,0.06089334,0.090077214,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre3_label3_response_coverage,test
