split,sample_id,oracle_winner_model,oracle_sample_rmse,pool_name,rbf_sample_rmse,wrong_side,is_large_response,severe_amp_under,tail_drift_risk,oracle_gain_vs_rbf
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.4820701582939364e-07,oracle_broad_vehicle_pool,0.3100605010986328,0,0,0,0,0.310060252891617
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.3650635821704782e-07,oracle_broad_vehicle_pool,0.3091430962085724,0,0,0,0,0.30914295970221417
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.0773258313511178e-07,oracle_broad_vehicle_pool,0.3081273734569549,0,0,0,0,0.30812716572437177
train,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.8263882850533267e-07,oracle_broad_vehicle_pool,0.3045991659164428,0,0,0,0,0.3045989832776143
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.658154869550345e-07,oracle_broad_vehicle_pool,0.3040604591369629,0,0,0,0,0.30406019332147594
train,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000414405__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.9306094145576933e-07,oracle_broad_vehicle_pool,0.3020745515823364,0,1,0,0,0.30207435852139497
train,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000104490__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,3.286341723196529e-07,oracle_broad_vehicle_pool,0.3012087643146515,0,0,0,0,0.30120843568047917
train,vehicle_instability_allraw__cwh__2025_09_26_19_27_21__000065145__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.159872849460953e-07,oracle_broad_vehicle_pool,0.3007480204105377,0,0,0,0,0.3007478044232528
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.944299015121942e-07,oracle_broad_vehicle_pool,0.2984799742698669,0,0,0,0,0.2984797798399654
train,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.576132149239129e-07,oracle_broad_vehicle_pool,0.2963285148143768,0,1,0,0,0.29632835720116185
train,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000225295__pre3_label3_response_coverage,knn_template_context_no_subject,1.5451298907009916e-07,oracle_broad_vehicle_pool,0.2929417192935943,0,0,0,0,0.29294156478060523
train,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000331710__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.014545401607393e-07,oracle_broad_vehicle_pool,0.289081871509552,0,1,0,0,0.28908167005501184
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.789857944662799e-07,oracle_broad_vehicle_pool,0.2855667769908905,0,0,0,0,0.28556649800509604
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,3.07279265143734e-07,oracle_broad_vehicle_pool,0.2845663428306579,0,1,0,0,0.28456603555139276
train,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,5.459666496676618e-08,oracle_broad_vehicle_pool,0.284140795469284,0,0,0,0,0.28414074087261904
train,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.65559833678708e-07,oracle_broad_vehicle_pool,0.2836828827857971,0,0,0,0,0.28368261722596344
train,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.155839951001326e-07,oracle_broad_vehicle_pool,0.2753320336341858,0,0,0,0,0.2753318180501907
train,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000413415__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,4.207428787594836e-07,oracle_broad_vehicle_pool,0.2730563879013061,0,1,0,0,0.27305596715842734
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.616529772263675e-07,oracle_broad_vehicle_pool,0.2691601812839508,0,0,0,0,0.2691600196309736
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.1445641234786309e-07,oracle_broad_vehicle_pool,0.2646879553794861,0,0,0,0,0.26468784092307374
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.6049646944793494e-07,oracle_broad_vehicle_pool,0.264676958322525,0,0,0,0,0.2646767978260556
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,8.302586707031878e-08,oracle_broad_vehicle_pool,0.2602625489234924,0,0,0,0,0.2602624658976253
train,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.4058255715099224e-07,oracle_broad_vehicle_pool,0.2571007311344147,0,0,0,0,0.2571005905518575
train,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000059360__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.2650307585081467e-07,oracle_broad_vehicle_pool,0.2561657130718231,0,0,0,0,0.25616548656874727
train,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000211485__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.1003274380527729e-07,oracle_broad_vehicle_pool,0.2552616894245147,0,0,0,0,0.2552615793917709
train,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000362825__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.0977618103424903e-07,oracle_broad_vehicle_pool,0.255219042301178,0,0,0,0,0.25521893252499694
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.958899531473435e-07,oracle_broad_vehicle_pool,0.2543138563632965,0,0,0,0,0.25431366047334336
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.687259327809443e-07,oracle_broad_vehicle_pool,0.2520707249641418,0,0,0,0,0.252070556238209
train,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000054775__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.6805809366360338e-07,oracle_broad_vehicle_pool,0.2498362809419632,0,1,0,0,0.24983611288386953
train,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000422495__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.022655820610453e-07,oracle_broad_vehicle_pool,0.24772509932518,0,0,0,0,0.24772489705959794
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.515761821086926e-07,oracle_broad_vehicle_pool,0.2414779067039489,0,0,0,0,0.24147765512776678
train,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.1030351743102075e-07,oracle_broad_vehicle_pool,0.2402490526437759,0,0,0,0,0.24024894234025848
train,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000089205__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,5.597574386229098e-07,oracle_broad_vehicle_pool,0.2362470626831054,0,0,0,0,0.2362465029256668
train,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.8982706251335912e-07,oracle_broad_vehicle_pool,0.2333856970071792,0,0,0,0,0.2333855071801167
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.5465706698923896e-07,oracle_broad_vehicle_pool,0.231009379029274,0,0,0,0,0.231009124372207
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.3108744073851997e-07,oracle_broad_vehicle_pool,0.2305564284324646,0,0,0,0,0.23055619734502386
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.357702868494016e-07,oracle_broad_vehicle_pool,0.2287512719631195,0,0,0,0,0.22875103619283266
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.885263654661685e-07,oracle_broad_vehicle_pool,0.227711483836174,0,0,0,0,0.22771119530980855
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.442130551116861e-07,oracle_broad_vehicle_pool,0.2255060970783233,0,0,0,0,0.2255058528652682
train,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210__pre3_label3_response_coverage,knn_template_context_no_subject,1.2631677748231598e-07,oracle_broad_vehicle_pool,0.2246386408805847,0,0,0,0,0.2246385145638072
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.2063207438804969e-07,oracle_broad_vehicle_pool,0.2239463776350021,0,1,0,0,0.22394615700292772
train,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.3624433847780892e-07,oracle_broad_vehicle_pool,0.2234920859336853,0,0,0,0,0.22349194968934682
train,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.3223106520854344e-07,oracle_broad_vehicle_pool,0.2228333801031112,0,1,0,0,0.222833247872046
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.0280419360242377e-07,oracle_broad_vehicle_pool,0.2174939066171646,0,0,0,0,0.217493803812971
train,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,7.196445039880929e-08,oracle_broad_vehicle_pool,0.2170020192861557,0,0,0,0,0.2170019473217053
train,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.7225337956006117e-07,oracle_broad_vehicle_pool,0.216630607843399,0,0,0,0,0.21663043559001943
train,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000069905__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.1143221456677567e-07,oracle_broad_vehicle_pool,0.2146531790494918,0,0,0,0,0.21465306761727723
train,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.449572977207936e-07,oracle_broad_vehicle_pool,0.2145424932241439,0,1,0,0,0.21454234826684618
train,vehicle_instability_allraw__jy__2025_09_26_17_40_51__000445490__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,4.4564991696915974e-08,oracle_broad_vehicle_pool,0.2137268483638763,1,0,0,0,0.2137268037988846
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,4.4882446559313394e-07,oracle_broad_vehicle_pool,0.2079863846302032,0,0,0,0,0.2079859358057376
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.894530043955456e-07,oracle_broad_vehicle_pool,0.2073578834533691,0,0,0,0,0.20735769400036472
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.751210956830619e-07,oracle_broad_vehicle_pool,0.2063521891832351,0,0,0,0,0.20635191406213943
train,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.577700743382593e-07,oracle_broad_vehicle_pool,0.2042867243289947,0,0,0,0,0.20428656655892036
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.362422352713111e-07,oracle_broad_vehicle_pool,0.1993813067674636,0,0,0,0,0.19938117052522833
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,knn_template_context_no_subject,2.335355588911625e-07,oracle_broad_vehicle_pool,0.1993801891803741,0,0,0,0,0.1993799556448152
train,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000110230__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.7546386743561018e-07,oracle_broad_vehicle_pool,0.1969930976629257,0,0,0,0,0.19699292219905826
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.045789386784236e-07,oracle_broad_vehicle_pool,0.1966462135314941,0,0,0,0,0.19664600895255543
train,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000180015__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.6390486596028495e-07,oracle_broad_vehicle_pool,0.1843132227659225,0,0,0,0,0.18431295886105653
train,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.6804861502350835e-07,oracle_broad_vehicle_pool,0.1820683777332306,0,0,0,0,0.18206820968461557
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.5157998234371917e-07,oracle_broad_vehicle_pool,0.1819433569908142,0,0,0,0,0.18194320541083187
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.105332441715291e-07,oracle_broad_vehicle_pool,0.1814527660608291,0,0,0,0,0.18145255552758494
train,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.6198674757106346e-07,oracle_broad_vehicle_pool,0.1767843067646026,0,0,0,0,0.17678414477785503
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,8.83708324295185e-08,oracle_broad_vehicle_pool,0.1766340881586074,0,0,0,0,0.17663399978777497
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.8811871882462586e-07,oracle_broad_vehicle_pool,0.175938218832016,0,0,0,0,0.17593803071329717
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.1285195000709793e-07,oracle_broad_vehicle_pool,0.1756350845098495,0,0,0,0,0.17563497165789949
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,8.686073726948963e-08,oracle_broad_vehicle_pool,0.1727657169103622,0,0,0,0,0.17276563004962492
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.013707020547372e-07,oracle_broad_vehicle_pool,0.1709643900394439,0,0,0,0,0.17096428866874183
train,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000215140__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.853504443261045e-07,oracle_broad_vehicle_pool,0.1706414967775344,0,0,0,0,0.17064131142709008
train,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,knn_template_context_no_subject,1.3117167441123456e-07,oracle_broad_vehicle_pool,0.1646195352077484,0,0,0,0,0.164619404036074
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.26745248962834e-07,oracle_broad_vehicle_pool,0.1623201668262481,0,0,0,0,0.16232004008099915
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.5715447432285148e-07,oracle_broad_vehicle_pool,0.1618762165307998,0,0,0,0,0.1618760593763255
train,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000297385__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,4.183173629712656e-08,oracle_broad_vehicle_pool,0.1573745906352996,0,0,0,0,0.1573745488035633
train,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.0722972376697727e-07,oracle_broad_vehicle_pool,0.1548854708671569,1,0,0,0,0.15488536363743313
train,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.330415670963703e-07,oracle_broad_vehicle_pool,0.1541694551706314,0,0,0,0,0.1541693221290643
train,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,8.399310047479959e-08,oracle_broad_vehicle_pool,0.1539244651794433,0,0,0,0,0.15392438118634283
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,9.170893378041001e-08,oracle_broad_vehicle_pool,0.1513358652591705,0,0,0,0,0.15133577355023672
train,vehicle_instability_allraw__cwh__2025_09_26_19_45_40__000165100__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,6.056858126157749e-08,oracle_broad_vehicle_pool,0.1510205864906311,0,0,0,0,0.15102052592204984
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,6.773812089022614e-08,oracle_broad_vehicle_pool,0.1499092280864715,0,0,0,0,0.1499091603483506
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,7.255340506162612e-08,oracle_broad_vehicle_pool,0.1487936079502105,0,0,0,0,0.14879353539680543
train,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.0661188671056155e-07,oracle_broad_vehicle_pool,0.1475981622934341,0,0,0,0,0.14759795568154738
train,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.4529621239489646e-07,oracle_broad_vehicle_pool,0.1462903767824173,0,0,0,0,0.1462902314862049
train,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.3135421284005133e-07,oracle_broad_vehicle_pool,0.1458196938037872,0,0,0,0,0.14581956244957436
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,9.922906230031005e-08,oracle_broad_vehicle_pool,0.143439695239067,0,0,0,0,0.1434395960100047
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,7.881237706897083e-08,oracle_broad_vehicle_pool,0.1421731561422348,0,0,0,0,0.14217307732985773
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,7.275592395217245e-08,oracle_broad_vehicle_pool,0.1420576572418213,0,0,0,0,0.14205758448589734
train,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.8242998578443806e-07,oracle_broad_vehicle_pool,0.1406444460153579,0,1,0,0,0.1406442635853721
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,4.8293017584910565e-08,oracle_broad_vehicle_pool,0.1370156556367874,0,0,0,0,0.1370156073437698
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.2860940046266478e-07,oracle_broad_vehicle_pool,0.1317723989486694,0,0,0,0,0.13177227033926894
train,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.973123602283522e-07,oracle_broad_vehicle_pool,0.1302984058856964,0,0,0,0,0.13029820857333618
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,1.2124591819429045e-07,oracle_broad_vehicle_pool,0.1293587237596511,0,0,0,0,0.1293586025137329
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,7.503007282139151e-08,oracle_broad_vehicle_pool,0.1187138855457305,0,0,0,0,0.11871381051565767
train,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000329825__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,7.615911812308697e-08,oracle_broad_vehicle_pool,0.1167935952544212,0,0,0,0,0.11679351909530308
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,6.461968382609484e-08,oracle_broad_vehicle_pool,0.1159185171127319,0,0,0,0,0.11591845249304808
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,3.141916238291742e-07,oracle_broad_vehicle_pool,0.1132330745458602,0,0,0,0,0.11323276035423636
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.0276953332777341e-07,oracle_broad_vehicle_pool,0.1112119778990745,0,0,0,0,0.11121187512954117
train,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000500270__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,8.425438124959329e-08,oracle_broad_vehicle_pool,0.1101447343826294,0,1,0,0,0.11014465012824814
train,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.6906122368709478e-07,oracle_broad_vehicle_pool,0.1077137887477874,0,0,0,0,0.10771361968656372
train,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000535550__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,3.1542864320499575e-08,oracle_broad_vehicle_pool,0.1054359376430511,1,0,0,0,0.10543590610018679
train,vehicle_instability_allraw__gf__2025_09_26_10_18_49__000439375__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,8.618506797120062e-08,oracle_broad_vehicle_pool,0.1044872775673866,0,0,0,0,0.10448719138231863
train,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000431340__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.187400826552221e-07,oracle_broad_vehicle_pool,0.1015441566705703,0,0,0,0,0.10154403793048765
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,5.2663846616951566e-08,oracle_broad_vehicle_pool,0.1013395637273788,1,0,0,0,0.10133951106353219
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.6485540871590277e-08,oracle_broad_vehicle_pool,0.0904351621866226,0,0,0,0,0.09043513570108173
train,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000193515__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,8.436575171799633e-08,oracle_broad_vehicle_pool,0.0894001051783561,0,0,0,0,0.08940002081260438
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,9.826135993762365e-08,oracle_broad_vehicle_pool,0.0868243128061294,0,0,0,0,0.08682421454476946
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.6108583622553854e-07,oracle_broad_vehicle_pool,0.0857212767004966,0,0,0,0,0.08572111561466038
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.1888091222544973e-07,oracle_broad_vehicle_pool,0.066109262406826,1,0,0,0,0.06610914352591378
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,7.230017473602858e-08,oracle_broad_vehicle_pool,0.0598721504211425,0,0,0,0,0.059872078120967766
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.5688618759668318e-07,oracle_broad_vehicle_pool,0.0570673234760761,0,0,0,0,0.0570671665898885
train,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000540950__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,7.166327975483e-08,oracle_broad_vehicle_pool,0.0477919243276119,0,0,0,0,0.04779185266433215
train,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,4.099345929375886e-08,oracle_broad_vehicle_pool,0.0468060374259948,0,0,0,0,0.0468059964325355
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,4.5630901723825446e-08,oracle_broad_vehicle_pool,0.0463956743478775,0,0,0,0,0.04639562871697578
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.8095552551121727e-08,oracle_broad_vehicle_pool,0.0451421812176704,0,0,0,0,0.04514215312211785
train,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,peak_scaled_template_context_no_subject,2.524314979268638e-08,oracle_broad_vehicle_pool,0.0339282229542732,0,0,0,0,0.03392819771112341
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,8.546298602141179e-08,oracle_broad_vehicle_pool,0.0321164242923259,0,0,0,0,0.032116338829339876
train,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000453095__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.766441475898773e-08,oracle_broad_vehicle_pool,0.0310606826096773,0,0,0,1,0.031060654945262542
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,knn_template_context_no_subject,8.068672485705974e-08,oracle_broad_vehicle_pool,0.0289542283862829,0,0,0,0,0.028954147699558043
train,vehicle_instability_allraw__cwh__2025_09_26_19_35_47__000527630__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,2.56685943611501e-08,oracle_broad_vehicle_pool,0.0214043855667114,0,0,0,0,0.02140435989811704
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,knn_template_context_no_subject,1.5748494064382612e-08,oracle_broad_vehicle_pool,0.0201884340494871,0,0,0,1,0.020188418300993036
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,7.275596125566608e-09,oracle_broad_vehicle_pool,0.0194535125046968,0,0,0,0,0.019453505229100675
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,direction_gated_knn_template_no_subject,1.53477337505592e-08,oracle_broad_vehicle_pool,0.0188200585544109,0,0,0,0,0.01882004320667715
