split,sample_id,oracle_winner_model,oracle_sample_rmse,pool_name
train,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1820683777332306,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1406444460153579,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1421731561422348,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.231009379029274,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.0570673234760761,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.0868243128061294,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1487936079502105,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2414779067039489,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2174939066171646,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1814527660608291,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1293587237596511,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3499749600887298,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3653832674026489,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.6812103986740112,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3150139153003692,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.0904351621866226,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1966462135314941,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.0289542283862829,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1756350845098495,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3429090976715088,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1187138855457305,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,keypoint_residual_vehicle_transformer_no_subject,0.3745641112327575,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.5998265147209167,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.1132330745458602,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2646879553794861,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.5069710612297058,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.2602625489234924,oracle_rbf_plus_keypoint
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,rbf_kernel_ridge_context_no_subject,0.3081273734569549,oracle_rbf_plus_keypoint
