feature_set,k,group_family,group_label,sample_count,rmse,tail_rmse,under_amp_rate,severe_under_amp_rate,opposite_peak_rate,model_id,label_scheme,prototype_mode,classifier_c,alpha,residual_scale
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.5902346292057553,0.667278125575903,0.21621621621621623,0.09009009009009009,0.13513513513513514,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.6098547908953811,0.6684635060654512,0.4,0.18625954198473282,0.19083969465648856,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.16386079808676635,0.16310135819079294,0.3956043956043956,0.17582417582417584,0.13186813186813187,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.03633984923362732,0.03493114933371544,0.0,0.0,0.0,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,phase_type,primary,248,0.5639644075305231,0.5882411829417481,0.375,0.15725806451612903,0.20161290322580644,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,phase_type,secondary,501,0.5481278785279471,0.6125884234464677,0.4091816367265469,0.19760479041916168,0.17365269461077845,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.606411024160336,0.6874151380405524,0.32616487455197135,0.16129032258064516,0.16129032258064516,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.521886307381569,0.5553229574530207,0.44042553191489364,0.19787234042553192,0.19574468085106383,G16A_预测响应类型硬原型,方向幅值,预测类型硬原型,0.2,,
触发前车辆和事件信息,0,subj,cwh,171,0.4076897001754471,0.4370488908348812,0.6081871345029239,0.3508771929824561,0.1871345029239766,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,subj,gf,267,0.4262285592585579,0.46251118792855783,0.5842696629213483,0.27340823970037453,0.13108614232209737,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,subj,tyy,311,0.5661314040620083,0.5921078975401501,0.5852090032154341,0.3440514469453376,0.1414790996784566,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.43357500609229593,0.4607309887014196,0.6342710997442456,0.34782608695652173,0.1432225063938619,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.5102513116795705,0.5418766670957441,0.6680161943319838,0.3684210526315789,0.15384615384615385,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.5768011653007151,0.6160545071150672,0.26126126126126126,0.11711711711711711,0.15315315315315314,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.5318745437355442,0.567353806624772,0.6076335877862595,0.3282442748091603,0.15267175572519084,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.12182322114828852,0.11680719215335877,0.4835164835164835,0.27472527472527475,0.12087912087912088,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.04036381468176842,0.041735273165007435,0.0,0.0,0.0,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,phase_type,primary,248,0.523628253842734,0.528568759357797,0.5362903225806451,0.2661290322580645,0.15725806451612903,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,phase_type,secondary,501,0.4585329815615229,0.5015695635208436,0.6167664670658682,0.3473053892215569,0.1437125748502994,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.5422449639387509,0.5861175273387362,0.5053763440860215,0.24372759856630824,0.14336917562724014,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.4431882676093819,0.46562683727057214,0.6404255319148936,0.3659574468085106,0.15106382978723404,G16B_预测响应类型软原型,方向幅值,预测类型软原型,0.2,,
触发前车辆和事件信息,0,subj,cwh,171,0.37060846647585344,0.40889581817893955,0.5789473684210527,0.2982456140350877,0.1286549707602339,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,subj,gf,267,0.4003103776705845,0.44287287909188744,0.5430711610486891,0.2209737827715356,0.11235955056179775,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,subj,tyy,311,0.5350914369921209,0.5708474183699919,0.5305466237942122,0.31189710610932475,0.1157556270096463,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.4118068739676567,0.4481704450686417,0.5856777493606138,0.309462915601023,0.1278772378516624,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.47999939345848947,0.5191572728102106,0.6194331983805668,0.3076923076923077,0.12550607287449392,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.5143605189582517,0.5606783813805328,0.24324324324324326,0.09009009009009009,0.06306306306306306,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.49723918105240994,0.5423651446197324,0.5679389312977099,0.2931297709923664,0.12213740458015267,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.11860875019824112,0.11253069854945272,0.4065934065934066,0.16483516483516483,0.08791208791208792,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.06176521753271421,0.07077581509171675,0.0,0.0,0.0,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,phase_type,primary,248,0.48034329257244546,0.4941711003118525,0.4959677419354839,0.22580645161290322,0.11693548387096774,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,phase_type,secondary,501,0.43422199391616795,0.48532406758854424,0.5708582834331337,0.3013972055888224,0.11776447105788423,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.504975034758502,0.556666815506568,0.4659498207885305,0.21505376344086022,0.12903225806451613,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.41655812938796716,0.4476420196018459,0.5936170212765958,0.3127659574468085,0.11063829787234042,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.25
触发前车辆和事件信息,0,subj,cwh,171,0.3426639338987961,0.38593074611840195,0.49707602339181284,0.2222222222222222,0.11695906432748537,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,subj,gf,267,0.3868950718685929,0.4297637315885572,0.45692883895131087,0.1647940074906367,0.10112359550561797,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,subj,tyy,311,0.5134925914275493,0.5552266692575007,0.4983922829581994,0.26366559485530544,0.09646302250803858,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.3984252514169954,0.44081201898577194,0.5294117647058824,0.24808184143222506,0.11253196930946291,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.46039057737178646,0.5047165043161888,0.5303643724696356,0.2388663967611336,0.11336032388663968,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.4692969991414397,0.508054883512962,0.21621621621621623,0.07207207207207207,0.04504504504504504,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.47297210219024705,0.5232314144339384,0.5129770992366413,0.23969465648854962,0.10381679389312977,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.12643444407117235,0.11356225039728068,0.2857142857142857,0.07692307692307693,0.0989010989010989,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.09681715816259384,0.12194227303067844,0.0,0.0,0.0,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,phase_type,primary,248,0.4494465265663401,0.4663850488404052,0.4314516129032258,0.1693548387096774,0.10483870967741936,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,phase_type,secondary,501,0.4194211062497484,0.47455703781847053,0.5089820359281437,0.2435129740518962,0.10179640718562874,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.4817885261923609,0.5345086213735376,0.4157706093189964,0.16487455197132617,0.11469534050179211,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.39824194470618635,0.43465672914097286,0.5234042553191489,0.251063829787234,0.09574468085106383,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.5
触发前车辆和事件信息,0,subj,cwh,171,0.328378433764678,0.37112122865622504,0.42105263157894735,0.16374269005847952,0.10526315789473684,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,subj,gf,267,0.3871999230752054,0.43228358682593826,0.39325842696629215,0.12359550561797752,0.10486891385767791,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,subj,tyy,311,0.5018801288948757,0.5460532802633247,0.43729903536977494,0.18006430868167203,0.09646302250803858,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.3941996525258512,0.43968976741594734,0.46035805626598464,0.18414322250639387,0.10997442455242967,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.4503160128407633,0.4975506383699444,0.44534412955465585,0.15789473684210525,0.10526315789473684,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.4527900217285564,0.4854982991677684,0.2072072072072072,0.05405405405405406,0.06306306306306306,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.4615042105317116,0.5150077983850742,0.4534351145038168,0.17709923664122137,0.10381679389312977,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.14207639725326182,0.11926474692402306,0.17582417582417584,0.01098901098901099,0.08791208791208792,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.13520055760939917,0.17360601077477136,0.0,0.0,0.0,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,phase_type,primary,248,0.4340553216696266,0.44993968929855094,0.3387096774193548,0.11290322580645161,0.09274193548387097,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,phase_type,secondary,501,0.4151179479981611,0.47329136726266136,0.45708582834331335,0.17764471057884232,0.10578842315369262,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.4780713469724715,0.5324931387325555,0.36200716845878134,0.1111111111111111,0.11469534050179211,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.3877402253528225,0.4258264515707467,0.451063829787234,0.1829787234042553,0.09361702127659574,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,1.0,0.75
触发前车辆和事件信息,0,subj,cwh,171,0.3717569937787906,0.4111355216901379,0.5789473684210527,0.28654970760233917,0.13450292397660818,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,subj,gf,267,0.40089640398038906,0.4447696260246361,0.5430711610486891,0.2209737827715356,0.11235955056179775,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,subj,tyy,311,0.5357667900609913,0.5719304367423752,0.5337620578778135,0.31511254019292606,0.1189710610932476,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.4125615578916524,0.4494873162721048,0.5882352941176471,0.3069053708439898,0.13043478260869565,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.4797706272422905,0.5190164254608787,0.6194331983805668,0.30364372469635625,0.12955465587044535,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.5172823733641757,0.5674002921913524,0.24324324324324326,0.0990990990990991,0.06306306306306306,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.49808939715833156,0.5440557026837505,0.5679389312977099,0.2931297709923664,0.1251908396946565,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.1186762744212871,0.11376934068195604,0.4175824175824176,0.15384615384615385,0.08791208791208792,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.06172046562035879,0.07284497485185663,0.0,0.0,0.0,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,phase_type,primary,248,0.4814922310592186,0.4966581493086602,0.4959677419354839,0.22580645161290322,0.12096774193548387,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,phase_type,secondary,501,0.43477681478087654,0.48654053723737,0.5728542914171657,0.2994011976047904,0.11976047904191617,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.5068325520055802,0.5610843084044888,0.4659498207885305,0.21505376344086022,0.12903225806451613,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.41665313935818826,0.44762874072259096,0.5957446808510638,0.31063829787234043,0.1148936170212766,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.25
触发前车辆和事件信息,0,subj,cwh,171,0.3441735356392568,0.38989883045834756,0.49707602339181284,0.21637426900584794,0.12280701754385964,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,subj,gf,267,0.3867949723416053,0.43306810532309364,0.4606741573033708,0.17228464419475656,0.10112359550561797,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,subj,tyy,311,0.514604781433892,0.5574617523646096,0.5016077170418006,0.2604501607717042,0.10289389067524116,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.3995421368276219,0.44329523090320777,0.5345268542199488,0.2506393861892583,0.11508951406649616,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.4591421671965827,0.5040285093295067,0.5303643724696356,0.23481781376518218,0.1214574898785425,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.4733416976423951,0.5211622705179695,0.21621621621621623,0.07207207207207207,0.04504504504504504,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.47387716726947376,0.5263094170630433,0.5145038167938931,0.23969465648854962,0.10687022900763359,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.12622449821332,0.11605163157027173,0.2967032967032967,0.07692307692307693,0.10989010989010989,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.09801511218150456,0.12637415528297424,0.0,0.0,0.0,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,phase_type,primary,248,0.4508340016097551,0.47128571624747445,0.4314516129032258,0.1774193548387097,0.10483870967741936,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,phase_type,secondary,501,0.41988660047154225,0.476633994981364,0.5129740518962076,0.23952095808383234,0.10778443113772455,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.483968213601138,0.5427231935644021,0.41935483870967744,0.16845878136200718,0.11827956989247312,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.398176356682435,0.4345802512990826,0.5255319148936171,0.24893617021276596,0.1,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.5
触发前车辆和事件信息,0,subj,cwh,171,0.3288110934895033,0.374829110373574,0.4269005847953216,0.17543859649122806,0.10526315789473684,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,subj,gf,267,0.38493250125551715,0.4334067471171921,0.3895131086142322,0.1198501872659176,0.10861423220973783,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,subj,tyy,311,0.5029203458135151,0.5483203437868086,0.4340836012861736,0.18971061093247588,0.10610932475884244,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.39536458936989155,0.4428850456743556,0.4475703324808184,0.18925831202046037,0.11764705882352941,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.44763606573315523,0.4952872328513004,0.46153846153846156,0.16194331983805668,0.10931174089068826,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.4527769341460756,0.4940451071975199,0.2072072072072072,0.06306306306306306,0.06306306306306306,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.46125221918159315,0.5170344997339577,0.4488549618320611,0.18167938931297709,0.10687022900763359,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,true_peak_abs_bin,medium_0.1-0.3,91,0.14150892771207368,0.12246843079452986,0.1978021978021978,0.02197802197802198,0.10989010989010989,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,true_peak_abs_bin,tiny_<0.1,3,0.13812879472970963,0.18026058127482733,0.0,0.0,0.0,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,phase_type,primary,248,0.4349441165855575,0.4557135923269896,0.34274193548387094,0.12096774193548387,0.0967741935483871,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,phase_type,secondary,501,0.414262996919587,0.47370466142669765,0.4530938123752495,0.18163672654690619,0.11177644710578842,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,road_type_anchor,curve,279,0.4779307918896812,0.5387474529705542,0.3548387096774194,0.11469534050179211,0.12544802867383512,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,road_type_anchor,straight,470,0.3873813009206602,0.42560099338954116,0.4531914893617021,0.18936170212765957,0.09574468085106383,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,10.0,0.75
触发前车辆和事件信息,0,subj,cwh,171,0.37263602480205177,0.41348384349601486,0.5730994152046783,0.29239766081871343,0.14035087719298245,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
触发前车辆和事件信息,0,subj,gf,267,0.4022027232617921,0.4478739513335436,0.550561797752809,0.23595505617977527,0.11610486891385768,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
触发前车辆和事件信息,0,subj,tyy,311,0.5371951602183738,0.5738534554232726,0.5434083601286174,0.31511254019292606,0.12218649517684887,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,multi_correction,391,0.4136707187842225,0.45147892560504965,0.5933503836317136,0.31202046035805625,0.13043478260869565,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,reverse_correction,247,0.48027030552024785,0.5196081497376551,0.6275303643724697,0.3117408906882591,0.13360323886639677,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
触发前车辆和事件信息,0,eval_morphology_label,single_lobe,111,0.5207618528993817,0.5755408467003355,0.24324324324324326,0.10810810810810811,0.08108108108108109,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
触发前车辆和事件信息,0,true_peak_abs_bin,large_>=0.3,655,0.49960492480233426,0.5469095637538393,0.5725190839694656,0.2961832061068702,0.1267175572519084,G16C_预测响应类型软原型加残差,方向幅值,软原型加残差,0.2,100.0,0.25
