model_name,best_val_rmse,best_epoch,feature_count,feature_names_count
torch_linear_vehicle_context,0.6930810504047235,75,244,244
torch_mlp256_vehicle_context,0.6659186284198618,37,244,244
torch_mlp512_vehicle_context,0.6931929697569538,13,244,244
