sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,curvature_anchor,event_type,event_level,road_type_anchor,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,split,top1_branch,top1_prob,prob_margin,prob_entropy,topk_branch_spread_mean,topk_branch_spread_peak,branch_peak_abs_spread,rbf_kernel_ridge_context_no_subject__pred_peak_abs,rbf_kernel_ridge_context_no_subject__pred_peak_sign,rbf_kernel_ridge_context_no_subject__pred_reversal_count,keypoint_residual_vehicle_transformer_no_subject__pred_peak_abs,keypoint_residual_vehicle_transformer_no_subject__pred_peak_sign,keypoint_residual_vehicle_transformer_no_subject__pred_reversal_count,topk_vehicle_transformer_top1_no_subject__pred_peak_abs,topk_vehicle_transformer_top1_no_subject__pred_peak_sign,topk_vehicle_transformer_top1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch0_no_subject__pred_peak_abs,topk_vehicle_transformer_branch0_no_subject__pred_peak_sign,topk_vehicle_transformer_branch0_no_subject__pred_reversal_count,topk_vehicle_transformer_branch1_no_subject__pred_peak_abs,topk_vehicle_transformer_branch1_no_subject__pred_peak_sign,topk_vehicle_transformer_branch1_no_subject__pred_reversal_count,topk_vehicle_transformer_branch2_no_subject__pred_peak_abs,topk_vehicle_transformer_branch2_no_subject__pred_peak_sign,topk_vehicle_transformer_branch2_no_subject__pred_reversal_count,label_diag__rbf_sample_rmse,label_diag__rbf_topk_oracle_model,label_diag__rbf_topk_oracle_rmse,label_diag__rbf_topk_oracle_gain_over_rbf,label_diag__rbf_topk_oracle_uses_non_rbf,label_diag__broad_oracle_model,label_diag__broad_oracle_rmse,label_diag__broad_oracle_gain_over_rbf,label_diag__broad_oracle_uses_non_rbf
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,290.87,0.0,instability_ay_roll,extreme_active,straight,curve2,curve2,design_curve_context,low,train,1,0.34133178,0.011271417,1.0984674,0.27104673,0.46474612,0.88195884,0.9517589,1,99,1.0212717,1,1,1.8746322,1,2,1.5613093,1,2,1.8746322,1,2,0.9926734,1,2,0.68121046,topk_vehicle_transformer_branch1_no_subject,0.3697722,0.31143826,1,topk_vehicle_transformer_branch1_no_subject,0.3697722,0.31143826,1
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,320.035,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.34315145,0.006691247,1.0981998,0.2512031,0.42127728,0.8278548,1.4223735,1,125,1.402357,1,1,0.8045673,1,2,1.3332012,1,2,1.6324221,1,2,0.8045673,1,2,0.31501392,rbf_kernel_ridge_context_no_subject,0.31501392,0.0,0,rbf_kernel_ridge_context_no_subject,0.31501392,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,334.72,0.0,instability_ay_roll,weak,straight,middle_section,section5,design_regular_road,very_low,train,0,0.39010304,0.05232951,1.0880023,0.18533567,0.32863152,0.41527995,0.4031001,-1,41,0.71337986,-1,1,0.2621049,-1,1,0.2621049,-1,1,0.24557593,-1,2,0.6608559,-1,2,0.09043516,rbf_kernel_ridge_context_no_subject,0.09043516,0.0,0,rbf_kernel_ridge_context_no_subject,0.09043516,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,402.09,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section6,design_regular_road,very_low,train,1,0.42873546,0.10112649,1.0727344,0.23167579,0.38748378,0.85260284,1.398921,1,36,1.1971073,1,1,1.5710815,1,2,1.1909575,1,2,1.5710815,1,2,0.7184787,1,1,0.19664621,rbf_kernel_ridge_context_no_subject,0.19664621,0.0,0,rbf_kernel_ridge_context_no_subject,0.19664621,0.0,0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,481.97,0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low,train,0,0.43461353,0.12115812,1.0731137,0.14325888,0.27191883,0.34795505,0.13546257,-1,1,0.68890256,-1,1,0.2557274,-1,0,0.2557274,-1,0,0.3018233,-1,1,0.60368246,-1,1,0.028954228,rbf_kernel_ridge_context_no_subject,0.028954228,0.0,0,rbf_kernel_ridge_context_no_subject,0.028954228,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,137.12,0.0,instability_ay_roll,strong_active,straight,middle_section,section2,design_regular_road,high,train,2,0.3832498,0.015913457,1.0817883,0.21258172,0.34038913,0.35778213,0.66478103,-1,218,1.3882871,-1,1,1.0670829,-1,2,0.70930076,-1,1,0.78037935,-1,1,1.0670829,-1,2,0.1756351,rbf_kernel_ridge_context_no_subject,0.1756351,0.0,0,rbf_kernel_ridge_context_no_subject,0.1756351,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,439.36,0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.37747017,0.014908344,1.0858245,0.20444825,0.36923984,0.6301203,1.1326342,-1,116,1.0511751,-1,1,0.842184,-1,2,0.842184,-1,2,0.666783,-1,1,1.2969033,-1,2,0.3429091,rbf_kernel_ridge_context_no_subject,0.3429091,0.0,0,rbf_kernel_ridge_context_no_subject,0.3429091,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,515.545,0.0,instability_ay_roll,strong_active,straight,middle_section,section6,design_regular_road,very_low,train,0,0.37168357,0.05510214,1.0953426,0.1917768,0.33752897,0.5628849,0.47004262,1,103,1.052396,1,1,0.67436546,1,2,0.67436546,1,2,0.99585617,1,2,0.43297124,1,2,0.118713886,rbf_kernel_ridge_context_no_subject,0.118713886,0.0,0,rbf_kernel_ridge_context_no_subject,0.118713886,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,598.71,-0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low,train,0,0.3439734,0.0045795143,1.0979639,0.1806362,0.32331258,0.71338713,0.89193296,1,62,1.0743572,1,1,0.80814236,1,2,0.80814236,1,2,1.1374958,1,2,0.4241086,1,2,0.3796986,topk_vehicle_transformer_branch2_no_subject,0.2378921,0.1418065,1,topk_vehicle_transformer_branch2_no_subject,0.2378921,0.1418065,1
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,180.85,0.0,instability_ay_roll,extreme_active,straight,middle_section,section3,design_regular_road,low,train,2,0.3984017,0.06304714,1.085376,0.28881094,0.45195085,0.18420482,1.3789893,-1,123,1.4318318,-1,1,1.0825378,-1,2,0.89833295,-1,1,1.0509157,-1,1,1.0825378,-1,2,0.5998266,topk_vehicle_transformer_branch1_no_subject,0.5006689,0.09915769,1,topk_vehicle_transformer_branch1_no_subject,0.5006689,0.09915769,1
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,209.52,0.0,instability_ay_roll,extreme_active,straight,fix_road,fix_road,design_special_event_segment,low,train,0,0.37943214,0.01491484,1.0844022,0.25132886,0.44956705,0.65007794,0.7891764,-1,135,0.8990218,-1,1,0.89519924,-1,2,0.89519924,-1,2,0.71639025,-1,1,1.3664682,-1,2,0.113233075,rbf_kernel_ridge_context_no_subject,0.113233075,0.0,0,rbf_kernel_ridge_context_no_subject,0.113233075,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,340.405,-0.0,instability_ay_roll,strong_active,straight,curve2,curve2,design_curve_context,very_low,train,0,0.39449817,0.07429418,1.0894129,0.20875062,0.4263955,0.85797095,0.9902609,1,117,1.1818345,1,1,1.0197451,1,2,1.0197451,1,2,1.4602927,1,2,0.60232174,1,2,0.26468796,rbf_kernel_ridge_context_no_subject,0.26468796,0.0,0,rbf_kernel_ridge_context_no_subject,0.26468796,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,384.965,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,train,2,0.39251578,0.04659432,1.0850599,0.25201547,0.37689447,0.21124727,1.284592,-1,118,1.2264805,-1,1,1.0172969,-1,2,0.83137184,-1,1,1.0426191,-1,1,1.0172969,-1,2,0.50697106,rbf_kernel_ridge_context_no_subject,0.50697106,0.0,0,rbf_kernel_ridge_context_no_subject,0.50697106,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,463.33,0.0,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.35778052,0.027914196,1.0970443,0.20432276,0.37855193,0.84348387,0.7617007,1,70,1.0794182,1,1,0.9713244,1,2,0.9713244,1,2,1.3507166,1,2,0.5072327,1,2,0.26026255,topk_vehicle_transformer_branch1_no_subject,0.23742323,0.022839323,1,topk_vehicle_transformer_branch1_no_subject,0.23742323,0.022839323,1
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,137.41,-0.00729802,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,medium,train,0,0.37732944,0.01807788,1.0869399,0.23653544,0.4239312,0.99172974,0.9555595,-1,177,0.2676732,-1,0,1.1464542,-1,1,1.1464542,-1,1,0.6772084,-1,1,1.6689382,-1,1,0.30812737,rbf_kernel_ridge_context_no_subject,0.30812737,0.0,0,rbf_kernel_ridge_context_no_subject,0.30812737,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,500.84,0.0,instability_ay_roll,medium_active,straight,middle_section,section5,design_regular_road,very_low,train,0,0.37627006,0.049897343,1.09387,0.17487803,0.3369719,0.6714731,0.12513293,-1,50,0.51835114,1,1,0.35534,-1,1,0.35534,-1,1,0.13275349,1,0,0.8042266,-1,2,0.06610926,rbf_kernel_ridge_context_no_subject,0.06610926,0.0,0,rbf_kernel_ridge_context_no_subject,0.06610926,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,703.72,-0.0,instability_ay_roll,extreme_active,straight,middle_section,section3,design_regular_road,low,train,2,0.41559044,0.08076522,1.0776719,0.25619003,0.44906554,0.523857,0.8711682,-1,148,1.2107632,-1,1,1.102258,-1,2,0.6251646,-1,2,0.57840097,-1,1,1.102258,-1,2,0.3243758,rbf_kernel_ridge_context_no_subject,0.3243758,0.0,0,rbf_kernel_ridge_context_no_subject,0.3243758,0.0,0
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,221.27,-0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,val,2,0.39039534,0.031562835,1.081842,0.22103067,0.40929154,0.6797194,0.6785578,-1,168,0.9195873,-1,1,1.1175597,-1,2,0.61015755,-1,1,0.43784028,-1,1,1.1175597,-1,2,0.5874731,topk_vehicle_transformer_branch1_no_subject,0.33684385,0.25062925,1,topk_vehicle_transformer_branch1_no_subject,0.33684385,0.25062925,1
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,378.84,-5.872e-05,instability_ay_only,extreme_active,straight,curve2,curve2,design_curve_context,very_low,val,2,0.35571933,0.024812013,1.0972581,0.24091673,0.42133886,0.92162913,1.4068892,1,123,1.3610405,1,1,0.65303236,1,2,1.2010226,1,2,1.5746615,1,2,0.65303236,1,2,0.5422169,topk_vehicle_transformer_branch2_no_subject,0.24055532,0.30166158,1,topk_vehicle_transformer_branch2_no_subject,0.24055532,0.30166158,1
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,382.075,0.0,instability_ay_roll,extreme_active,straight,middle_section,section5,design_regular_road,very_low,val,0,0.38154656,0.050005406,1.0918837,0.19556898,0.31702513,0.3657369,0.54578567,-1,231,0.1278424,-1,0,0.41860205,-1,1,0.41860205,-1,1,0.4528779,-1,1,0.78433895,-1,2,0.7403136,topk_vehicle_transformer_branch1_no_subject,0.7291309,0.011182666,1,topk_vehicle_transformer_branch1_no_subject,0.7291309,0.011182666,1
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,547.42,0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low,val,0,0.3718536,0.025401503,1.0919887,0.14162064,0.25716665,0.49324632,0.60929143,-1,132,0.18115626,-1,0,0.26767254,-1,2,0.26767254,-1,2,0.17860438,1,1,0.6718507,-1,2,0.44189796,topk_vehicle_transformer_branch0_no_subject,0.30899352,0.13290444,1,topk_vehicle_transformer_branch0_no_subject,0.30899352,0.13290444,1
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,560.065,-0.0,instability_ay_roll,strong_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,val,0,0.38269287,0.036441952,1.0886606,0.15517463,0.28311378,0.30256933,0.53462785,-1,175,0.410221,-1,0,0.24278845,1,1,0.24278845,1,1,0.25377357,1,0,0.54535776,-1,2,0.42369792,topk_vehicle_transformer_branch0_no_subject,0.4144297,0.009268224,1,topk_vehicle_transformer_branch0_no_subject,0.4144297,0.009268224,1
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,139.565,0.0,instability_ay_roll,extreme_active,straight,curve1,curve1,design_curve_context,high,val,0,0.3968162,0.06714803,1.0871773,0.19918709,0.3344699,0.8140187,1.1098433,-1,2,0.695102,-1,1,0.9108036,-1,1,0.9108036,-1,1,0.52893496,-1,0,1.3429537,-1,1,0.4512886,rbf_kernel_ridge_context_no_subject,0.4512886,0.0,0,keypoint_residual_vehicle_transformer_no_subject,0.3391292,0.1121594,1
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,301.13,-0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,val,0,0.38066188,0.014759481,1.0834113,0.23533767,0.38236856,0.3706171,0.9012227,-1,193,1.1283611,-1,1,0.5632376,-1,1,0.5632376,-1,1,0.6662789,-1,1,0.9338547,-1,2,0.36693996,topk_vehicle_transformer_branch0_no_subject,0.2314333,0.13550666,1,topk_vehicle_transformer_branch0_no_subject,0.2314333,0.13550666,1
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,441.855,-0.0,instability_ay_roll,strong_active,straight,middle_section,section5,design_regular_road,very_low,val,1,0.38760936,0.022978991,1.080923,0.116429396,0.24280162,0.19965237,0.7448125,-1,52,0.39462823,-1,1,0.30456233,1,0,0.35911754,-1,1,0.30456233,1,0,0.5042147,-1,1,0.2627968,topk_vehicle_transformer_branch0_no_subject,0.16685499,0.0959418,1,keypoint_residual_vehicle_transformer_no_subject,0.1477381,0.11505869,1
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,633.83,0.0,instability_ay_roll,extreme_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,val,2,0.3823687,0.009021193,1.0797365,0.13066088,0.2711209,0.26120722,0.317791,1,155,0.50715196,1,1,0.3831303,1,1,0.42155865,1,1,0.64433753,1,1,0.3831303,1,1,0.11072444,rbf_kernel_ridge_context_no_subject,0.11072444,0.0,0,rbf_kernel_ridge_context_no_subject,0.11072444,0.0,0
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,660.595,0.0,instability_ay_roll,extreme_active,straight,differentmu_road,mu1,design_high_risk_surface,medium,val,2,0.36785403,0.032468975,1.0947932,0.22417787,0.40384272,0.57658666,0.57375073,1,224,1.1632077,1,1,0.7354869,-1,2,0.9315363,1,2,1.3120736,1,2,0.7354869,-1,2,1.2142825,topk_vehicle_transformer_branch1_no_subject,0.8079832,0.4062993,1,topk_vehicle_transformer_branch1_no_subject,0.8079832,0.4062993,1
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,687.315,-0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,very_low,val,0,0.33766466,0.004908234,1.0985625,0.19553906,0.34186944,0.7246568,1.1555816,1,122,1.3329918,1,1,1.3027111,1,2,1.3027111,1,2,1.6159452,1,2,0.8912884,1,2,0.14735155,rbf_kernel_ridge_context_no_subject,0.14735155,0.0,0,rbf_kernel_ridge_context_no_subject,0.14735155,0.0,0
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,300.32,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,val,0,0.38004613,0.04290065,1.0914216,0.1814239,0.34680474,0.3474595,0.5859584,1,152,0.83533406,1,1,0.4609849,1,1,0.4609849,1,1,0.8084444,1,2,0.47724986,1,1,0.18414193,rbf_kernel_ridge_context_no_subject,0.18414193,0.0,0,rbf_kernel_ridge_context_no_subject,0.18414193,0.0,0
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,326.79,-0.0,instability_ay_roll,strong_active,straight,middle_section,section4,design_regular_road,low,val,0,0.38767928,0.03385037,1.0846748,0.19448304,0.28795013,0.2997433,0.94602734,-1,76,1.0499542,-1,1,0.66029733,-1,1,0.66029733,-1,1,0.7168849,-1,1,0.9600406,-1,2,0.40152502,rbf_kernel_ridge_context_no_subject,0.40152502,0.0,0,rbf_kernel_ridge_context_no_subject,0.40152502,0.0,0
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,386.965,0.0,instability_ay_roll,extreme_active,straight,curve2,curve2,design_curve_context,very_low,val,0,0.35287434,0.022674859,1.097625,0.22115536,0.41701204,0.80335987,1.4192647,1,90,1.3108743,1,1,0.9973577,1,2,0.9973577,1,2,1.4002597,1,2,0.59689987,1,2,0.56126094,rbf_kernel_ridge_context_no_subject,0.56126094,0.0,0,rbf_kernel_ridge_context_no_subject,0.56126094,0.0,0
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,84.165,0.0,instability_roll_only,strong_active,straight,middle_section,section2,design_regular_road,high,train,0,0.38518625,0.035404086,1.0868425,0.16934533,0.33569604,0.22577402,0.44671023,1,198,1.0162448,1,1,0.27809724,-1,2,0.27809724,-1,2,0.50387126,1,2,0.4511646,-1,2,0.2079864,topk_vehicle_transformer_branch0_no_subject,0.14032374,0.06766266,1,topk_vehicle_transformer_branch0_no_subject,0.14032374,0.06766266,1
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,242.365,-0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,2,0.38779685,0.042678118,1.0871124,0.24807242,0.367494,0.3565117,0.6765788,-1,164,1.085024,-1,1,0.70233446,-1,0,0.53380257,-1,1,0.8903143,-1,1,0.70233446,-1,0,0.33002272,topk_vehicle_transformer_branch0_no_subject,0.108609766,0.22141296,1,topk_vehicle_transformer_branch0_no_subject,0.108609766,0.22141296,1
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,575.87,-0.0,instability_ay_roll,medium_active,straight,differentmu_road,mu1,design_high_risk_surface,low,train,0,0.37191287,0.008002728,1.0873709,0.14997818,0.30079147,0.3728927,0.44170895,-1,115,0.35805818,1,0,0.2116324,1,0,0.2116324,1,0,0.18890771,1,0,0.5618004,-1,1,0.14205766,rbf_kernel_ridge_context_no_subject,0.14205766,0.0,0,rbf_kernel_ridge_context_no_subject,0.14205766,0.0,0
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,604.15,0.0,instability_ay_roll,strong_active,curve,differentmu_road,mu1,design_high_risk_surface,very_low,train,0,0.37736467,0.021113038,1.0878289,0.114314325,0.20819832,0.1799521,0.4185781,-1,201,0.039781205,-1,0,0.21835344,1,0,0.21835344,1,0,0.17959355,1,0,0.35954565,-1,0,0.19938017,rbf_kernel_ridge_context_no_subject,0.19938017,0.0,0,keypoint_residual_vehicle_transformer_no_subject,0.18321088,0.016169295,1
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,60.79,0.0,instability_ay_roll,extreme_active,straight,longstraight,longstraight,design_regular_road,high,train,0,0.36841062,0.018912405,1.0922849,0.18584086,0.34418747,0.65766674,1.4154996,1,57,1.2442908,1,1,0.92314357,1,2,0.92314357,1,2,1.2436992,1,2,0.58603245,1,2,0.26467696,topk_vehicle_transformer_branch1_no_subject,0.2368054,0.027871564,1,keypoint_residual_vehicle_transformer_no_subject,0.18950704,0.07516992,1
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,243.345,-0.0,instability_ay_roll,strong_active,straight,middle_section,section3,design_regular_road,low,train,2,0.38741097,0.038115084,1.0861332,0.24371436,0.3591695,0.21196884,1.3495226,-1,117,1.3051299,-1,1,1.0096526,-1,2,0.7976838,-1,1,1.0022897,-1,1,1.0096526,-1,2,0.63011795,topk_vehicle_transformer_branch1_no_subject,0.5992784,0.030839562,1,topk_vehicle_transformer_branch1_no_subject,0.5992784,0.030839562,1
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,498.455,0.0,instability_ay_roll,medium_active,straight,middle_section,section6,design_regular_road,very_low,train,0,0.36580205,0.0378443,1.0959041,0.14954314,0.25804505,0.24915639,0.44718716,1,161,1.3414236,1,1,0.33923683,1,1,0.33923683,1,1,0.5883932,1,2,0.38631016,1,1,0.11591852,rbf_kernel_ridge_context_no_subject,0.11591852,0.0,0,rbf_kernel_ridge_context_no_subject,0.11591852,0.0,0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,177.395,-0.00729802,instability_ay_roll,extreme_active,curve,curve1,curve1,design_curve_context,high,train,0,0.3780153,0.040398836,1.0919291,0.32411975,0.53935593,0.33914053,1.4667222,-1,176,0.3875127,-1,0,1.2812626,-1,1,1.2812626,-1,1,1.4402654,-1,1,1.1011249,-1,1,0.62807506,rbf_kernel_ridge_context_no_subject,0.62807506,0.0,0,rbf_kernel_ridge_context_no_subject,0.62807506,0.0,0
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,286.995,0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,0,0.37573364,0.0033256412,1.0829325,0.23932977,0.42509928,0.6545572,1.566255,-1,46,1.4412006,-1,1,1.2186983,-1,2,1.2186983,-1,2,1.0126996,-1,1,1.6672568,-1,2,0.44675022,topk_vehicle_transformer_branch1_no_subject,0.42707095,0.019679278,1,topk_vehicle_transformer_branch1_no_subject,0.42707095,0.019679278,1
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,302.72,-0.0,instability_ay_roll,strong_active,straight,fix_road,fix_road,design_special_event_segment,low,train,0,0.37464985,0.058490008,1.094805,0.26199636,0.4345561,0.87451655,1.040129,1,97,0.68324125,1,1,1.5676227,1,2,1.5676227,1,2,1.8739884,1,2,0.99947184,1,2,0.22875127,rbf_kernel_ridge_context_no_subject,0.22875127,0.0,0,rbf_kernel_ridge_context_no_subject,0.22875127,0.0,0
