sample_id,event_uid,subject,session_stamp,split,left_model,right_model,pair_name,trajectory_rmse_distance
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.09046158194541931
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.16192437708377838
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360,rjy,2025_09_28_19_33_26,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.1391395926475525
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545,rjy,2025_09_28_19_33_26,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.13903269171714783
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.18629999458789825
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850,rjy,2025_09_28_19_51_44,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.19654038548469543
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520,rjy,2025_09_28_19_51_44,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2407354712486267
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405,rjy,2025_09_28_19_51_44,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2814575135707855
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965,rjy,2025_09_28_19_51_44,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.26865407824516296
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330,rjy,2025_09_28_19_51_44,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2093936800956726
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,rjy,2025_09_28_20_02_20,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2542742192745209
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,rjy,2025_09_28_20_02_20,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.22507843375205994
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2433404177427292
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.14890120923519135
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2014104723930359
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.3293296694755554
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2726311981678009
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2646302878856659
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4473873972892761
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.16754966974258423
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2601388394832611
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.22770997881889343
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4293380081653595
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.16225862503051758
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.36239683628082275
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.1989765614271164
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.40713319182395935
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,txj,2025_09_27_09_06_19,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2307649403810501
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,txj,2025_09_27_09_06_19,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.274471640586853
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,txj,2025_09_27_09_06_19,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.1990130990743637
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,txj,2025_09_27_09_06_19,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2862009108066559
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,txj,2025_09_27_09_17_11,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4321931302547455
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,txj,2025_09_27_09_17_11,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.26804038882255554
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,txj,2025_09_27_09_17_11,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.06898105889558792
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4028800427913666
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.19598625600337982
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.3171733021736145
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.43585723638534546
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.18083584308624268
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.15647684037685394
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.25067245960235596
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,tyy,2025_09_28_14_23_43,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.21477645635604858
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,test,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.1755739152431488
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,test,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.22630640864372253
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,tyy,2025_09_28_14_57_17,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.1374974101781845
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,tyy,2025_09_28_14_57_17,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2037574052810669
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,xst,2025_09_26_11_34_18,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.20174728333950043
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400,yyl,2025_09_28_09_14_23,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.3378019332885742
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885,yyl,2025_09_28_09_14_23,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.3471343517303467
vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235,yyl,2025_09_28_09_14_23,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.20834305882453918
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.22426515817642212
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.19885076582431793
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.19863620400428772
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4454026520252228
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2531556487083435
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.18777459859848022
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.15416517853736877
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,yyl,2025_09_28_09_39_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.16010834276676178
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.29290640354156494
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885,yyl,2025_09_28_09_49_11,test,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4184056520462036
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,yyl,2025_09_28_09_49_11,test,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.4753090739250183
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,yyl,2025_09_28_09_49_11,test,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.14217743277549744
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.2661336362361908
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.08670137822628021
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.19117192924022675
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.40581050515174866
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.33501848578453064
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.21221257746219635
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.33829638361930847
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.1813524216413498
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,train,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.09500519931316376
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085,yzy,2025_09_27_14_26_04,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.21436570584774017
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385,yzy,2025_09_27_14_26_04,val,rbf_kernel_ridge_context_no_subject,topk_vehicle_transformer_branch0_no_subject,rbf_kernel_ridge_context_no_subject__vs__topk_vehicle_transformer_branch0_no_subject,0.15700098872184753
