split,sample_id,best_candidate_oracle,selected_choice,policy_name,selected_confidence,prob_branch0,prob_branch1,prob_branch2,prob_rbf,fallback_threshold
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8312909953590113,0.8312909953590113,0.05701296460318975,0.005458868017427102,0.10623717202037185,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.9067121808574953,0.038714442418878656,0.03564581983541007,0.018927556888215874,0.9067121808574953,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6882081425235683,0.6882081425235683,0.004088282770819171,0.011490283298887983,0.29621329140672453,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7338289551423519,0.036354957246741454,0.16458016057213856,0.06523592703876796,0.7338289551423519,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.72620490762101,0.02004499798226329,0.006120546089633395,0.24762954830709322,0.72620490762101,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5051751872476092,0.1106735173377037,0.04823802710125886,0.33591326831342827,0.5051751872476092,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5903691774686461,0.05858466108874696,0.0067108470306349866,0.34433531441197185,0.5903691774686461,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5114980068783556,0.08079445929210176,0.5114980068783556,0.24732155434938047,0.16038597948016212,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6835835384504823,0.08053930522732325,0.0044286967623938635,0.23144845955980067,0.6835835384504823,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.41812760057053816,0.17861831630696207,0.13992073774148533,0.41812760057053816,0.26333334538101444,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7695197175631597,0.03397830240561423,0.7695197175631597,0.16404946186325295,0.03245251816797318,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5698670660783351,0.007723162379123903,0.5698670660783351,0.08017671117726091,0.34223306036527995,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.980213068571739,0.012252863172246217,0.004129062410461139,0.0034050058455537464,0.980213068571739,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7884444785711907,0.08653919826056437,0.032726965460894104,0.09228935770735085,0.7884444785711907,0.65
train,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.9972953713932136,0.0015154867916238445,5.77569279120699e-07,0.0011885642458834946,0.9972953713932136,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.32992099185401824,0.32992099185401824,0.1932592041392559,0.30051050866622225,0.17630929534050357,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000439360__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5184150678186351,0.09392714954331377,0.5184150678186351,0.14163872779943265,0.2460190548386184,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000515545__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5352876785165548,0.5352876785165548,0.177472177489344,0.022562839906395023,0.2646773040877062,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6847745795752409,0.007916061788306861,0.167977358449877,0.6847745795752409,0.13933200018657518,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000180850__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7048710923968876,0.0059897312213738245,0.7048710923968876,0.24815102983838797,0.040988146543350534,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000209520__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.3926450429604349,0.208636785565221,0.20159676094868406,0.3926450429604349,0.19712141052565996,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000340405__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7416884154488639,0.7416884154488639,0.024531638529149767,0.04064890772935808,0.19313103829262837,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000384965__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5834041200316219,0.02578367840718369,0.5834041200316219,0.140224588146459,0.2505876134147356,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000463330__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6616344116204942,0.14637517298143088,0.6616344116204942,0.1308893271230203,0.061101088275054505,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6899363913862401,0.05767009318150389,0.03039521672185342,0.6899363913862401,0.22199829871040264,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.714187824006772,0.003242584354769927,0.714187824006772,0.03923627951108938,0.24333331212736864,0.65
train,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4593637139573227,0.005695094542121771,0.4593637139573227,0.4472317423246708,0.0877094491758847,0.65
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5639145227019441,0.10702640748377337,0.2806739629307652,0.5639145227019441,0.0483851068835174,0.65
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,branch2,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7216949630947245,0.05357388595776767,0.7216949630947245,0.024919978495867058,0.19981117245164082,0.65
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6307606814583719,0.01834850523081094,0.19098310239888885,0.15990771091192818,0.6307606814583719,0.65
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,branch0,branch2,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7717059126914091,0.005666497729586842,0.06722482137204475,0.7717059126914091,0.15540276820695945,0.65
val,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.529247611435669,0.05617951384300676,0.529247611435669,0.21436853377571571,0.20020434094560852,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8668775924585375,0.09835574362762795,0.022595902532791205,0.012170761381043314,0.8668775924585375,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.3960265300852347,0.12277612745450263,0.23954789617860173,0.2416494462816609,0.3960265300852347,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7149004771858802,0.017897273089795343,0.2493223354385453,0.017879914285779105,0.7149004771858802,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5420858975858199,0.04617997242033642,0.15607200773230967,0.2556621222615339,0.5420858975858199,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.455905531963636,0.036643155319017774,0.24233841118970637,0.455905531963636,0.2651129015276399,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4544492026541514,0.06235178155912823,0.2165218958415912,0.4544492026541514,0.2666771199451292,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5493186336819509,0.5493186336819509,0.01968457209210816,0.1021386010228666,0.3288581932030743,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.30705674764211616,0.22728866733738082,0.2177301738359282,0.24792441118457484,0.30705674764211616,0.65
val,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.44110992555023554,0.0753527765323608,0.44110992555023554,0.04719113170586522,0.4363461662115386,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8418529996785071,0.8418529996785071,0.010029463463284333,0.06432386762635527,0.08379366923185327,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8268881534031663,0.8268881534031663,0.05856423464979625,0.06404063229538645,0.05050697965165108,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.554623175600324,0.017918107307287347,0.10679680154545794,0.554623175600324,0.3206619155469307,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5113090937447224,0.5113090937447224,0.23513519635390384,0.05690440481229321,0.19665130508908052,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4567612368828398,0.03626662421309388,0.2658362876608314,0.24113585124323503,0.4567612368828398,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6850902402122976,0.044678727157284666,0.6850902402122976,0.19367639980067122,0.07655463282974638,0.65
train,vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8460246169218311,0.0934523730224894,0.009142597321124601,0.051380412734554994,0.8460246169218311,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.3978248278257651,0.003473917387394501,0.3978248278257651,0.3891929235228208,0.20950833126401971,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.2987501642820625,0.21787847711152158,0.2987501642820625,0.26915297821800716,0.21421838038840868,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6203656083211053,0.6203656083211053,0.0895656870654909,0.16303140488240886,0.12703729973099487,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.40299433836368087,0.24182244554455182,0.40299433836368087,0.07980453258505585,0.2753786835067115,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8639702922890827,0.04173899911485238,0.09308150786913827,0.001209200726926609,0.8639702922890827,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.3893734525035871,0.1312344400891103,0.3893734525035871,0.0932661727951121,0.3861259346121905,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.40282424231352165,0.1639967172075194,0.39662233326761176,0.03655670721134712,0.40282424231352165,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.793194401922494,0.004430662813191847,0.793194401922494,0.0886765835155215,0.11369835174879249,0.65
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.394679042744272,0.09681504529040183,0.394679042744272,0.28194125156122546,0.22656466040410075,0.65
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8440447563565834,0.027741982623932262,0.016748781052432677,0.11146447996705154,0.8440447563565834,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.40300862152332406,0.09241489156131438,0.29539216014413977,0.40300862152332406,0.20918432677122176,0.65
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8031263444719982,0.0003932565108342154,0.8031263444719982,0.0020116705275884136,0.1944687284895793,0.65
train,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6289455928020595,0.04318484996976297,0.012356573789025915,0.6289455928020595,0.31551298343915163,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.452895337219764,0.024746813561718883,0.452895337219764,0.3899246209807639,0.13243322823775316,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5949277721242637,0.2796307291828208,0.0656071258941329,0.05983437279878264,0.5949277721242637,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.47691750800398264,0.040633970480158335,0.17315610535776482,0.3092924161580941,0.47691750800398264,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5569607761904303,0.01498946887610333,0.21340917156534983,0.5569607761904303,0.2146405833681166,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.48454432919368945,0.158327345004396,0.14770077246046318,0.48454432919368945,0.20942755334145138,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.44755239188463436,0.44755239188463436,0.18467608231928634,0.08732919971814926,0.2804423260779302,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6870110692482081,0.05740501298745038,0.6870110692482081,0.06200802828158168,0.19357588948275997,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6976679252055257,0.6976679252055257,0.007781431854478648,0.014181989553314983,0.2803686533866806,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6684351102622808,0.03983811838816436,0.09215663124656609,0.6684351102622808,0.19957014010298882,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7777617133985905,0.05840327093151176,0.7777617133985905,0.11807981788532347,0.04575519778457414,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.3960565308005037,0.016089278324849632,0.2103329899402585,0.3960565308005037,0.37752120093438823,0.65
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5500621264430922,0.09140967516690258,0.06475588140866137,0.5500621264430922,0.29377231698134393,0.65
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6366629054194832,0.30123862124197315,0.0014406585600143388,0.06065781477852919,0.6366629054194832,0.65
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8367057145056283,0.10713840119561406,0.017492423701618402,0.03866346059713921,0.8367057145056283,0.65
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.44379582209154944,0.2877427078847207,0.03940342004849675,0.44379582209154944,0.229058049975233,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6487344551150815,0.18434578551911868,0.00285350399916664,0.16406625536663313,0.6487344551150815,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.9096442538340485,0.03593907792574981,0.03881536779520027,0.01560130044500151,0.9096442538340485,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5001183594752412,0.14855518476118307,0.15349312562588394,0.5001183594752412,0.19783333013769192,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8514087205947877,0.04066887961789776,0.0378545421571346,0.07006785763018004,0.8514087205947877,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.9872901201465373,0.008878435706354089,0.003513791613610942,0.000317652533497671,0.9872901201465373,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4370410397032267,0.36573495126335354,0.11824732508697484,0.07897668394644485,0.4370410397032267,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6363501767962298,0.2614745212286027,0.07546848711031477,0.026706814864852775,0.6363501767962298,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7998159603024557,0.7998159603024557,0.0024273330896794807,0.04836315855888892,0.14939354804897606,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.9856446713613917,0.0004333271101732745,0.00014833214835126057,0.013773669380083804,0.9856446713613917,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.9887445857708885,0.010891686606889028,9.240968382850431e-07,0.00036280352538431003,0.9887445857708885,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,branch0,branch1,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.8260267206490833,0.01737517589708857,0.8260267206490833,0.12621526352179413,0.030382839932034045,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4990202644568287,0.32413664273175136,0.4990202644568287,0.049003789503771246,0.1278393033076486,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4696323726172725,0.4696323726172725,0.1960531118018528,0.09602107052874646,0.23829344505212835,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.48149365464289784,0.16575241998664467,0.21758498401262175,0.48149365464289784,0.13516894135783578,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.610320694063689,0.05480521118773339,0.610320694063689,0.2152255625762202,0.11964853217235734,0.65
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6382781200736268,0.06356976607791771,0.6382781200736268,0.0976616035339167,0.2004905103145388,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.3492708497487672,0.2691189548167473,0.04096558092321277,0.3406446145112727,0.3492708497487672,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.41811338707986995,0.03495445205354564,0.41811338707986995,0.3084509559407068,0.23848120492587754,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5521110353355319,0.26606820677957693,0.03138273290888009,0.15043802497601105,0.5521110353355319,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.4475272968304836,0.08015175039114315,0.24196416379300845,0.4475272968304836,0.2303567889853649,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6331604949207732,0.6331604949207732,0.0035380547477967556,0.05704706812306954,0.3062543822083605,0.65
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6134075293606852,0.6134075293606852,0.09300478760370216,0.025882547668374063,0.2677051353672385,0.65
train,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7926618930412187,0.030012725123063362,0.0017873797522943357,0.17553800208342366,0.7926618930412187,0.65
train,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.46930224731998393,0.46930224731998393,0.2152802665491858,0.059114871756117314,0.2563026143747129,0.65
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.488652699422568,0.488652699422568,0.004882712626484383,0.22004334971440825,0.2864212382365394,0.65
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.7412312445049062,0.7412312445049062,0.01687788639605934,0.1310520654937038,0.11083880360533072,0.65
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.6821897728868805,0.6821897728868805,0.004187477716098283,0.018648506076430024,0.294974243320591,0.65
train,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,0.5191519854553128,0.1289241625148716,0.5191519854553128,0.1562014057549915,0.19572244627482405,0.65
