split,sample_id,best_candidate_oracle,selected_choice,policy_name,selected_confidence,prob_branch0,prob_branch1,prob_branch2,prob_rbf,fallback_threshold
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.39136435578967077,0.025324927077382996,0.39136435578967077,0.3599394115384902,0.22337130559445603,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995__pre3_label3_response_coverage,branch1,branch2,logreg_balanced_c0_2,0.38115313532980494,0.16988638157409552,0.2267662794920178,0.38115313532980494,0.22219420360408174,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.5475870527477379,0.5475870527477379,0.14245128949078933,0.16491119160872014,0.1450504661527526,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.3621086630052857,0.24481846685925196,0.3621086630052857,0.12240159704799361,0.2706712730874688,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.7245960610615881,0.08315553530664863,0.179362861708395,0.012885541923368285,0.7245960610615881,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c0_2,0.3470171979682368,0.19351120141568354,0.3207651655221855,0.13870643509389416,0.3470171979682368,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.35374781822122603,0.24445227069727204,0.35374781822122603,0.06991554354175264,0.3318843675397493,
train,vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.7107922692465957,0.05266870079404902,0.7107922692465957,0.11568774808688656,0.12085128187246871,
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.41642172147543266,0.08876498859237936,0.15942115761807796,0.41642172147543266,0.33539213231411,
test,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.5904130176873325,0.12320973326373416,0.06934660196926229,0.21703064707967104,0.5904130176873325,
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.36898416208622137,0.12239864974248714,0.336453267548738,0.36898416208622137,0.17216392062255345,
train,vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.6906365546427568,0.005584625828506463,0.6906365546427568,0.010096790971937034,0.2936820285567997,
train,vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.5494763136483942,0.09356996758366794,0.04983163750672339,0.5494763136483942,0.3071220812612145,
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000110400__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.43306008739481355,0.047142743709268284,0.43306008739481355,0.3435294251684593,0.17626774372745888,
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000431885__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.43392195407769213,0.3735092148189373,0.08611974108218895,0.10644909002118154,0.43392195407769213,
train,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000568235__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c0_2,0.4173349709229447,0.10717286731127913,0.18374074671811721,0.29175141504765895,0.4173349709229447,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.4496282517034177,0.035359265335485425,0.27446936615135603,0.4496282517034177,0.24054311680974078,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.3989136961038294,0.22074906592362292,0.18882398153174038,0.3989136961038294,0.19151325644080733,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.3728787947318843,0.3728787947318843,0.2611012965322763,0.10380256471647625,0.2622173440193631,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.485746173791736,0.06948618753468479,0.485746173791736,0.11742401189056652,0.3273436267830127,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.6523988541346605,0.6523988541346605,0.04736128930330585,0.04568987566923912,0.25454998089279446,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.5206346239043703,0.07713825228677766,0.1337927640424647,0.5206346239043703,0.2684343597663872,
train,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.6369600930249788,0.10921628813314085,0.6369600930249788,0.1626841682223383,0.09113945061954201,
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.39059639582526545,0.04126695816741631,0.21539295799799923,0.39059639582526545,0.352743688009319,
train,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.4883206923374595,0.11542006644470705,0.13281855358058925,0.4883206923374595,0.26344068763724415,
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.4919338527576882,0.4919338527576882,0.013752091358010685,0.08452974192832681,0.4097843139559742,
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.7042030075750878,0.1426567662663035,0.08102031871026114,0.07211990744834759,0.7042030075750878,
test,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,branch2,branch0,logreg_balanced_c0_2,0.3620700962647695,0.3620700962647695,0.1196101671602609,0.3310679667308877,0.187251769844082,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.5254190479384696,0.27762805240996397,0.009960570126334537,0.18699232952523184,0.5254190479384696,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.7769433213506978,0.037391506670904955,0.08576284441251524,0.09990232756588203,0.7769433213506978,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.44438826700959816,0.13671235637238183,0.21024008479458509,0.44438826700959816,0.20865929182343487,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.645329186054003,0.07789996268645581,0.15248027307191103,0.12429057818763015,0.645329186054003,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.9205473603304023,0.02917599773054262,0.04216215484711307,0.00811448709194201,0.9205473603304023,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c0_2,0.44172371863961535,0.3113590852843615,0.15669891404474434,0.09021828203127868,0.44172371863961535,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.4455973464330498,0.24952673876806905,0.23375165335457174,0.07112426144430936,0.4455973464330498,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.7238350640062214,0.7238350640062214,0.0228589125575544,0.07161445087625701,0.1816915725599671,
train,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.9349073617116189,0.00929611132621543,0.006702884838610318,0.04909364212355523,0.9349073617116189,
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c0_2,0.9268978368616495,0.06701055490368135,0.0003935642039986887,0.0056980440306703805,0.9268978368616495,
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,branch0,branch1,logreg_balanced_c0_2,0.72663668166167,0.042026763333507904,0.72663668166167,0.15836205719571095,0.07297449780911111,
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.4619088507606355,0.4619088507606355,0.3555452565852212,0.08195572411002909,0.10059016854411437,
val,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.603613705737329,0.603613705737329,0.11564889221086265,0.09544237920944444,0.18529502284236388,
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,branch1,branch2,logreg_balanced_c0_2,0.432361609912925,0.143321825094489,0.24701634374968431,0.432361609912925,0.1773002212429017,
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.42987984814934255,0.13940116077567516,0.42987984814934255,0.2578821147241607,0.17283687635082165,
val,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.4860732203868566,0.10245154521634377,0.4860732203868566,0.12351820505810168,0.28795702933869793,
train,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.34772247344844914,0.34772247344844914,0.05561966009585156,0.2949350845529849,0.3017227819027145,
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,branch2,branch1,logreg_balanced_c0_2,0.40736449575768774,0.07596474475622786,0.40736449575768774,0.31280198692788136,0.20386877255820302,
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.3667856588768858,0.24202457274964861,0.11008769237726322,0.2811020759962024,0.3667856588768858,
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.35034859607566704,0.1679317383828322,0.32568725907993445,0.35034859607566704,0.1560324064615663,
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.5469203126216382,0.5469203126216382,0.017370767630489163,0.060993910744807145,0.3747150090030654,
train,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.5194809814876014,0.5194809814876014,0.15165801301860132,0.05603889570040473,0.27282210979339255,
train,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.634134591696449,0.1225100995485311,0.024209314413196528,0.21914599434182327,0.634134591696449,
train,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.3702566254761826,0.3702566254761826,0.26594762236038405,0.10666310690024973,0.2571326452631835,
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.4535665692144649,0.4535665692144649,0.03218801545650708,0.24832484749835965,0.2659205678306684,
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.7506203204849544,0.7506203204849544,0.030674594776392724,0.12130815465544581,0.09739693008320709,
train,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.4977562537044322,0.4977562537044322,0.027057388108008614,0.10132920048543914,0.37385715770212014,
train,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,branch0,branch1,logreg_balanced_c0_2,0.5141691045318408,0.1124244006927497,0.5141691045318408,0.18841429108663038,0.18499220368877914,
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.31028262191404976,0.31003663831536826,0.09341908986568895,0.31028262191404976,0.28626164990489306,
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.4447416391652534,0.0648577778889077,0.08931356930711519,0.4447416391652534,0.4010870136387237,
train,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.5932989537750846,0.24010114583088987,0.010591451398067001,0.15600844899595848,0.5932989537750846,
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.38468454377821437,0.38468454377821437,0.24562796527156341,0.09709955521091572,0.27258793573930656,
train,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.48576623793407964,0.07808961199391895,0.12574630848991403,0.48576623793407964,0.31039784158208733,
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.6576478803214874,0.6576478803214874,0.0014420905936534671,0.11292014662980797,0.22798988245505114,
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.4608097387886366,0.09865274911580037,0.16234871367201628,0.4608097387886366,0.27818879842354666,
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.6004047646403579,0.26128830329328817,0.6004047646403579,0.05383955596731966,0.08446737609903436,
train,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.46105308104710674,0.46105308104710674,0.21423093610243713,0.12374573277287015,0.20097025007758595,
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.8105201030106756,0.06808013090447425,0.1018557918905465,0.01954397419430367,0.8105201030106756,
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.491920632084656,0.1250016566936388,0.07874991781094136,0.491920632084656,0.30432779341076377,
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.5028073993152219,0.10130976183191576,0.5028073993152219,0.212240298007074,0.18364254084578832,
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.5821454577124098,0.3336853668777043,0.00930233775767887,0.07486683765220709,0.5821454577124098,
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.775400006398771,0.775400006398771,0.036251787525021416,0.029060834974147867,0.15928737110205984,
train,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.3351367609211483,0.2191985347191371,0.12416558131505814,0.3351367609211483,0.3214991230446565,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,branch1,branch2,logreg_balanced_c0_2,0.3438216739722702,0.1301319524597394,0.25185021670411945,0.3438216739722702,0.2741961568638709,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.4571091163068281,0.222751545215486,0.09774880994466756,0.4571091163068281,0.22239052853301827,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c0_2,0.4392152138205277,0.07415271308139691,0.07731948212667149,0.40931259097140393,0.4392152138205277,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2,0.3217171962988755,0.2880502052540777,0.12257531083469092,0.3217171962988755,0.2676572876123559,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.38899389897972936,0.12403904978315675,0.38899389897972936,0.2739023793383342,0.2130646718987798,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.5051375421825601,0.14285195811703372,0.17684866399059396,0.17516183570981222,0.5051375421825601,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,branch2,branch0,logreg_balanced_c0_2,0.6972575154115426,0.6972575154115426,0.09568927498780423,0.10776420477186492,0.09928900482878816,
val,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c0_2,0.6680900338285223,0.19485191384321132,0.013039894885875761,0.12401815744239064,0.6680900338285223,
train,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.630539383834966,0.630539383834966,0.049122717773686604,0.13384231605849567,0.1864955823328519,
train,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.5322969807742901,0.24243406851093785,0.08928191433952344,0.13598703637524856,0.5322969807742901,
train,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.33023275707187977,0.20667200522068466,0.29166566147762774,0.17142957622980776,0.33023275707187977,
train,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,branch2,branch0,logreg_balanced_c0_2,0.3800257236904097,0.3800257236904097,0.1107460226484556,0.29110702865485827,0.2181212250062765,
train,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.6383122468200711,0.012298963809910263,0.6383122468200711,0.2701279209692072,0.07926086840081147,
train,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.6094603982166606,0.16455553805361395,0.07984648312301222,0.14613758060671317,0.6094603982166606,
val,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.9979205683195709,0.001986572514399166,5.278235100251617e-07,9.233134251989071e-05,0.9979205683195709,
val,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,branch1,branch0,logreg_balanced_c0_2,0.5801718982500226,0.5801718982500226,0.05054802939047157,0.16523653770531258,0.20404353465419336,
val,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.48135425934265225,0.06626874351672087,0.48135425934265225,0.11872951141974203,0.3336474857208849,
val,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.42849449212060614,0.42849449212060614,0.16510276406574967,0.14970126777245585,0.2567014760411883,
train,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.3616479805976168,0.3261451794240961,0.08630118268937408,0.22590565728891307,0.3616479805976168,
train,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.29623009390928584,0.16291654859994734,0.29623009390928584,0.2797059371549238,0.261147420335843,
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.5484962206940626,0.5484962206940626,0.10578722152647858,0.13143323231495554,0.21428332546450335,
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,branch1,branch0,logreg_balanced_c0_2,0.4817850133473368,0.4817850133473368,0.03133686791999329,0.308762084188269,0.1781160345444009,
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c0_2,0.698121886282169,0.21344335055370786,0.02973159726562142,0.05870316589850175,0.698121886282169,
test,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,branch1,rbf,logreg_balanced_c0_2,0.6805212102061627,0.1720587156221272,0.08493210371129783,0.062487970460412226,0.6805212102061627,
train,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,branch1,branch1,logreg_balanced_c0_2,0.45154923821315873,0.15586035243960134,0.45154923821315873,0.256034913834502,0.13655549551273802,
train,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.6827010275975266,0.12879779422892673,0.034221038374295874,0.1542801397992507,0.6827010275975266,
train,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.8726030644174311,0.1269105725664091,2.2249624649693156e-05,0.00046411339151009956,0.8726030644174311,
train,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.5989792843071481,0.06606909443240717,0.5989792843071481,0.09090661310480856,0.24404500815563612,
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,branch2,rbf,logreg_balanced_c0_2,0.4343534811448847,0.12072420744539988,0.1402169080328132,0.3047054033769023,0.4343534811448847,
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2,0.4766959536878116,0.2329484336191092,0.15826624346761176,0.4766959536878116,0.1320893692254674,
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.4715250135064985,0.4715250135064985,0.07517184579174195,0.10138344373858783,0.3519196969631719,
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.45110627377372914,0.032434296064343095,0.33604392609999534,0.18041550406193257,0.45110627377372914,
train,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.6645970187666315,0.09377594797186185,0.15820305760329342,0.08342397565821333,0.6645970187666315,
test,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,branch0,rbf,logreg_balanced_c0_2,0.621922774190676,0.14922533312863703,0.03084850771336351,0.19800338496732348,0.621922774190676,
val,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.7741625719417615,0.08437878126121633,0.10877180807596165,0.03268683872106043,0.7741625719417615,
val,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,branch0,branch1,logreg_balanced_c0_2,0.6812764264166831,0.013635067809936596,0.6812764264166831,0.1671970173734759,0.13789148839990442,
train,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2,0.37659177333248783,0.37659177333248783,0.040183723264443666,0.349754754028898,0.23346974937417042,
train,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,branch0,branch0,logreg_balanced_c0_2,0.5019273709647742,0.5019273709647742,0.18999446570429107,0.23378756167606593,0.07429060165486868,
train,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2,0.34156359238719314,0.16536940314175982,0.25770536496362384,0.23536163950742311,0.34156359238719314,
test,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000467085__pre3_label3_response_coverage,rbf,branch1,logreg_balanced_c0_2,0.5526646975129437,0.26444115557452247,0.5526646975129437,0.038790848371256015,0.14410329854127785,
train,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.3655463031178684,0.22785474609353554,0.20100255396672947,0.3655463031178684,0.20559639682186673,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815__pre3_label3_response_coverage,branch0,branch2,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.39936753894232774,0.1805111792326959,0.29519799560968685,0.39936753894232774,0.12492328621528946,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300__pre3_label3_response_coverage,rbf,branch0,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.7671591239958515,0.7671591239958515,0.011811287635644247,0.017237250780754103,0.2037923375877502,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.5776583616017235,0.10857029798611784,0.08247832635399148,0.5776583616017235,0.23129301405816727,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.5986772080404942,0.3024975347407117,0.0027137043834265504,0.09611155283536753,0.5986772080404942,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345__pre3_label3_response_coverage,rbf,branch2,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.46960955266061233,0.1723438654752909,0.15985877002238233,0.46960955266061233,0.19818781184171438,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.9342605208061546,0.00994596625522774,0.0297134993398874,0.02608001359873019,0.9342605208061546,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150__pre3_label3_response_coverage,branch2,branch2,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.3702000786311087,0.22208864260874248,0.06998885533484994,0.3702000786311087,0.3377224234252989,0.0
train,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870__pre3_label3_response_coverage,rbf,rbf,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.00,0.7686733322139081,0.024020919482182688,0.16226583119356097,0.04503991711034832,0.7686733322139081,0.0
