window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,track_id,policy_name
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.35,188,0.3768446781596562,0.9202127659574468,0.0797872340425532,0.9148936170212766,0.2897176414014811,1.0476810554694616,0.031914893617021274,0.3645478708154343,0.2472074472622827,0.2598110112315787,0.1595744680851064,0.10106382978723404,0.19148936170212766,0.925531914893617,0.776595744680851,0.523149541471497,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.35,42,0.6217033005335839,0.8571428571428571,0.14285714285714285,0.5,0.48455154688020813,3.134372595495338,0.21428571428571427,0.5546428539923259,0.511666665297179,0.28776155765471223,0.19047619047619047,0.11904761904761904,0.11904761904761904,0.9285714285714286,0.7619047619047619,0.8573817733590035,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.50,40,0.5459794234862296,0.825,0.175,0.75,0.42479207254946233,1.3320941824948584,0.1,0.38449999392032624,0.28999999943189325,0.23156500369077548,0.1,0.125,0.075,0.95,0.875,0.6247905118736176,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.50,188,0.3481434252387251,0.9308510638297872,0.06914893617021277,0.9148936170212766,0.297764936422414,1.0026281304763796,0.031914893617021274,0.3325531903575075,0.18909574413989136,0.16557184152739823,0.0851063829787234,0.09574468085106383,0.10106382978723404,0.925531914893617,0.8776595744680851,0.5176425169173061,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.50,42,0.588870841019588,0.8571428571428571,0.14285714285714285,0.5,0.5184730000950352,3.0944464886760867,0.23809523809523808,0.535238096401805,0.5049999982473397,0.24237747237766114,0.09523809523809523,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.8333333333333334,0.9109325436974252,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.65,40,0.5402795162197295,0.8,0.2,0.75,0.42853313125669956,1.1519504593782235,0.1,0.42712499350309374,0.27062499839812515,0.1940092663513496,0.05,0.1,0.025,0.95,0.9,0.6408695998149389,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.65,188,0.32989340271315365,0.9308510638297872,0.06914893617021277,0.9361702127659575,0.3015441214467617,0.960097751137962,0.02127659574468085,0.3225797857851424,0.19212765849017083,0.13178309756845105,0.05319148936170213,0.0851063829787234,0.07446808510638298,0.925531914893617,0.925531914893617,0.5059172701611255,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.65,42,0.5752146561133735,0.8809523809523809,0.11904761904761904,0.5,0.492472042691171,3.116491312130381,0.19047619047619047,0.5316666712363561,0.5344047613796734,0.2312257332032497,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9047619047619048,0.9109325436974252,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.80,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.80,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.80,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,logreg_balanced_c0_2__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c1,40,0.5798861570925244,0.825,0.175,0.625,0.46895703561604024,1.3090909526543855,0.15,0.4108750015497208,0.39475000253878534,0.2855311424820684,0.15,0.1,0.125,0.95,0.725,0.6966718739870504,B_response3s_strict_core,logreg_balanced_c1
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c1,188,0.37302014254981114,0.925531914893617,0.07446808510638298,0.9148936170212766,0.2970801173768779,1.0167057427772412,0.03723404255319149,0.37635638065477633,0.23811170220018385,0.2504300340605117,0.14361702127659576,0.10106382978723404,0.19680851063829788,0.925531914893617,0.7127659574468085,0.5155477943224508,B_response3s_strict_core,logreg_balanced_c1
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c1,42,0.6303130295882844,0.8333333333333334,0.16666666666666666,0.5,0.49323767144910197,3.135358278955507,0.21428571428571427,0.5690476163512185,0.5969047629762263,0.2930892290828346,0.16666666666666666,0.11904761904761904,0.11904761904761904,0.9285714285714286,0.7380952380952381,0.8739732583238566,B_response3s_strict_core,logreg_balanced_c1
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c1__fallback_rbf_conf_lt_0.00,40,0.5798861570925244,0.825,0.175,0.625,0.46895703561604024,1.3090909526543855,0.15,0.4108750015497208,0.39475000253878534,0.2855311424820684,0.15,0.1,0.125,0.95,0.725,0.6966718739870504,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.00
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c1__fallback_rbf_conf_lt_0.00,188,0.37302014254981114,0.925531914893617,0.07446808510638298,0.9148936170212766,0.2970801173768779,1.0167057427772412,0.03723404255319149,0.37635638065477633,0.23811170220018385,0.2504300340605117,0.14361702127659576,0.10106382978723404,0.19680851063829788,0.925531914893617,0.7127659574468085,0.5155477943224508,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.00
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c1__fallback_rbf_conf_lt_0.00,42,0.6303130295882844,0.8333333333333334,0.16666666666666666,0.5,0.49323767144910197,3.135358278955507,0.21428571428571427,0.5690476163512185,0.5969047629762263,0.2930892290828346,0.16666666666666666,0.11904761904761904,0.11904761904761904,0.9285714285714286,0.7380952380952381,0.8739732583238566,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.00
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c1__fallback_rbf_conf_lt_0.35,40,0.5798861570925244,0.825,0.175,0.625,0.46895703561604024,1.3090909526543855,0.15,0.4108750015497208,0.39475000253878534,0.2855311424820684,0.15,0.1,0.125,0.95,0.725,0.6966718739870504,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c1__fallback_rbf_conf_lt_0.35,188,0.37223048475252124,0.925531914893617,0.07446808510638298,0.9148936170212766,0.29448074042955613,1.0179901561947775,0.03723404255319149,0.3726861675844548,0.23454787224491544,0.24592223925270795,0.14361702127659576,0.10106382978723404,0.19148936170212766,0.925531914893617,0.7287234042553191,0.5159864911174428,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c1__fallback_rbf_conf_lt_0.35,42,0.6181771377844302,0.8333333333333334,0.16666666666666666,0.5,0.5190572512093355,3.1392226896765916,0.21428571428571427,0.5591666648785273,0.582023810595274,0.2796314423142484,0.14285714285714285,0.11904761904761904,0.11904761904761904,0.9285714285714286,0.7619047619047619,0.8581278758180716,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c1__fallback_rbf_conf_lt_0.50,40,0.5676812482182643,0.825,0.175,0.625,0.44609807915985583,1.3170095856869644,0.15,0.4201249971985817,0.3379999991040677,0.2389257088652812,0.1,0.1,0.125,0.95,0.825,0.6247905118736176,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c1__fallback_rbf_conf_lt_0.50,188,0.3605183050281475,0.9202127659574468,0.0797872340425532,0.8936170212765957,0.2989443368179367,1.0098834333339866,0.03723404255319149,0.35816489120430134,0.21151595759859426,0.2081432669591332,0.11170212765957446,0.09574468085106383,0.14893617021276595,0.925531914893617,0.7925531914893617,0.5234019198675992,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c1__fallback_rbf_conf_lt_0.50,42,0.6236752221894266,0.8571428571428571,0.14285714285714285,0.5,0.5035358944620716,3.1239862886800984,0.21428571428571427,0.5420238098927906,0.4994047601662931,0.2355011325965187,0.11904761904761904,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.8095238095238095,0.9109325436974252,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,40,0.5473569439062002,0.8,0.2,0.75,0.4417981293052435,1.3057871329250386,0.125,0.3991249933838844,0.3281249977182597,0.19360727027524258,0.075,0.075,0.1,0.95,0.9,0.6789069643375906,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,188,0.33701460091788954,0.9361702127659575,0.06382978723404255,0.9148936170212766,0.29902914796579394,0.9741236998320352,0.031914893617021274,0.3338829769574581,0.193085105178204,0.16048150025822094,0.09574468085106383,0.0797872340425532,0.10638297872340426,0.925531914893617,0.8723404255319149,0.5038075828768743,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c1__fallback_rbf_conf_lt_0.65,42,0.580257568064138,0.8809523809523809,0.11904761904761904,0.5,0.4964666210980953,3.1270287052849026,0.19047619047619047,0.5332142888080507,0.5351190471223423,0.2283245697188807,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9047619047619048,0.9109325436974252,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,test,logreg_balanced_c1__fallback_rbf_conf_lt_0.80,40,0.556532416472334,0.8,0.2,0.75,0.4476605985313654,1.3132027058771214,0.1,0.4121249958872795,0.30412499750964345,0.19338283108081666,0.075,0.1,0.05,0.95,0.9,0.6789069643375906,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,train,logreg_balanced_c1__fallback_rbf_conf_lt_0.80,188,0.3298100507748347,0.925531914893617,0.07446808510638298,0.9361702127659575,0.31077897604158583,0.9450013190110724,0.02127659574468085,0.3144414867968001,0.18784574349906216,0.11849010303001006,0.0425531914893617,0.07446808510638298,0.06914893617021277,0.925531914893617,0.925531914893617,0.5175275962185022,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,val,logreg_balanced_c1__fallback_rbf_conf_lt_0.80,42,0.5779731338649775,0.8809523809523809,0.11904761904761904,0.5,0.49854930105098927,3.1059571475443124,0.21428571428571427,0.53071428835392,0.5116666663615477,0.22871630359588674,0.07142857142857142,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9285714285714286,0.9109325436974252,B_response3s_strict_core,logreg_balanced_c1__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,test,oracle_best_of_rbf_topk_not_deployable,40,0.41565236070283856,0.925,0.075,0.875,0.332915298640728,1.0818417820949826,0.1,0.3461250051856041,0.4001249972730875,0.2468077427474782,0.075,0.075,0.2,0.95,0.75,0.6043694225919283,B_response3s_strict_core,oracle_best_of_rbf_topk_not_deployable
pre3_label3_response_coverage,session_level_split,train,oracle_best_of_rbf_topk_not_deployable,188,0.28388733169111013,0.9308510638297872,0.06914893617021277,0.9574468085106383,0.26440986360799756,0.9468230656787543,0.015957446808510637,0.3338563787017731,0.2200797867584736,0.1927933988028715,0.10106382978723404,0.09574468085106383,0.15425531914893617,0.925531914893617,0.8138297872340425,0.45702042878387245,B_response3s_strict_core,oracle_best_of_rbf_topk_not_deployable
pre3_label3_response_coverage,session_level_split,val,oracle_best_of_rbf_topk_not_deployable,42,0.4591278894537539,0.8809523809523809,0.11904761904761904,0.7,0.4273017287055962,2.0129339173260123,0.14285714285714285,0.4671428579659689,0.4376190448445933,0.2318666714003349,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.9285714285714286,0.6428571428571429,0.736068166116491,B_response3s_strict_core,oracle_best_of_rbf_topk_not_deployable
pre3_label3_response_coverage,session_level_split,test,rf_shallow_balanced,40,0.5986248550333132,0.85,0.15,0.75,0.4682667229324579,1.303860758541161,0.125,0.4188749954104424,0.37250000098720193,0.31512398008489984,0.15,0.125,0.2,0.95,0.775,0.6764796087812367,B_response3s_strict_core,rf_shallow_balanced
pre3_label3_response_coverage,session_level_split,train,rf_shallow_balanced,188,0.3873758887075948,0.9148936170212766,0.0851063829787234,0.9574468085106383,0.29683889242562844,1.0894823054377092,0.015957446808510637,0.3747340414593828,0.25005319241949536,0.2591373783027248,0.11702127659574468,0.09574468085106383,0.22872340425531915,0.925531914893617,0.8138297872340425,0.5639934034580878,B_response3s_strict_core,rf_shallow_balanced
pre3_label3_response_coverage,session_level_split,val,rf_shallow_balanced,42,0.6301896472803094,0.8809523809523809,0.11904761904761904,0.7,0.44043132738843116,3.226767571762692,0.14285714285714285,0.5877380945852825,0.6355952384571234,0.2941843176364051,0.21428571428571427,0.11904761904761904,0.19047619047619047,0.9285714285714286,0.8095238095238095,0.8533600748572117,B_response3s_strict_core,rf_shallow_balanced
pre3_label3_response_coverage,session_level_split,test,rf_shallow_balanced__fallback_rbf_conf_lt_0.00,40,0.5986248550333132,0.85,0.15,0.75,0.4682667229324579,1.303860758541161,0.125,0.4188749954104424,0.37250000098720193,0.31512398008489984,0.15,0.125,0.2,0.95,0.775,0.6764796087812367,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.00
pre3_label3_response_coverage,session_level_split,train,rf_shallow_balanced__fallback_rbf_conf_lt_0.00,188,0.3873758887075948,0.9148936170212766,0.0851063829787234,0.9574468085106383,0.29683889242562844,1.0894823054377092,0.015957446808510637,0.3747340414593828,0.25005319241949536,0.2591373783027248,0.11702127659574468,0.09574468085106383,0.22872340425531915,0.925531914893617,0.8138297872340425,0.5639934034580878,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.00
pre3_label3_response_coverage,session_level_split,val,rf_shallow_balanced__fallback_rbf_conf_lt_0.00,42,0.6301896472803094,0.8809523809523809,0.11904761904761904,0.7,0.44043132738843116,3.226767571762692,0.14285714285714285,0.5877380945852825,0.6355952384571234,0.2941843176364051,0.21428571428571427,0.11904761904761904,0.19047619047619047,0.9285714285714286,0.8095238095238095,0.8533600748572117,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.00
pre3_label3_response_coverage,session_level_split,test,rf_shallow_balanced__fallback_rbf_conf_lt_0.35,40,0.5518423711145247,0.775,0.225,0.75,0.4273347180336714,1.1923376049538923,0.15,0.4338749900460243,0.32337499959394334,0.20326487454585726,0.05,0.075,0.075,0.95,0.925,0.6802373863356206,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,train,rf_shallow_balanced__fallback_rbf_conf_lt_0.35,188,0.3294674060207073,0.9361702127659575,0.06382978723404255,0.9361702127659575,0.27681180200678235,1.0256956815756801,0.02127659574468085,0.3300797862416886,0.21664893483505288,0.16585372193514286,0.05851063829787234,0.0797872340425532,0.1276595744680851,0.925531914893617,0.9308510638297872,0.5048343908053486,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,val,rf_shallow_balanced__fallback_rbf_conf_lt_0.35,42,0.5852816180816721,0.8809523809523809,0.11904761904761904,0.5,0.49703242599399583,3.140699254016556,0.19047619047619047,0.5242857159603209,0.5372619023990064,0.21021905060384286,0.047619047619047616,0.11904761904761904,0.047619047619047616,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.35
pre3_label3_response_coverage,session_level_split,test,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,train,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,val,rf_shallow_balanced__fallback_rbf_conf_lt_0.50,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.50
pre3_label3_response_coverage,session_level_split,test,rf_shallow_balanced__fallback_rbf_conf_lt_0.65,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,train,rf_shallow_balanced__fallback_rbf_conf_lt_0.65,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,val,rf_shallow_balanced__fallback_rbf_conf_lt_0.65,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.65
pre3_label3_response_coverage,session_level_split,test,rf_shallow_balanced__fallback_rbf_conf_lt_0.80,40,0.5336666894389569,0.775,0.225,0.75,0.409504209831357,1.1097294736608476,0.125,0.4347499951720238,0.25762499812990425,0.1817509417654946,0.05,0.075,0.0,0.95,0.975,0.6789069643375906,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,train,rf_shallow_balanced__fallback_rbf_conf_lt_0.80,188,0.33011095985179567,0.9414893617021277,0.05851063829787234,0.9148936170212766,0.3130859541607664,0.9549159427900055,0.02127659574468085,0.30026595286549407,0.19082446689618396,0.10480268023124188,0.015957446808510637,0.06382978723404255,0.06914893617021277,0.925531914893617,0.9680851063829787,0.520692098776021,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,val,rf_shallow_balanced__fallback_rbf_conf_lt_0.80,42,0.5714822247805078,0.8809523809523809,0.11904761904761904,0.5,0.5098802603937641,3.109326650188326,0.21428571428571427,0.5198809525796345,0.5092857141225111,0.20645945040390645,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.9285714285714286,0.9523809523809523,0.9109325436974252,B_response3s_strict_core,rf_shallow_balanced__fallback_rbf_conf_lt_0.80
pre3_label3_response_coverage,session_level_split,test,topk_top1_non_oracle,40,0.5878650121120256,0.9,0.1,0.75,0.5538428496569395,1.266169370499317,0.25,0.4583749994635582,0.5153750029858202,0.32471419295761733,0.2,0.15,0.275,0.95,0.6,0.71709414927741,B_response3s_strict_core,topk_top1_non_oracle
pre3_label3_response_coverage,session_level_split,train,topk_top1_non_oracle,188,0.4514321178466573,0.8936170212765957,0.10638297872340426,0.723404255319149,0.3698700961280376,1.258373477696905,0.14893617021276595,0.4654255321526781,0.4098936169249739,0.3100961148234188,0.22340425531914893,0.13297872340425532,0.22340425531914893,0.925531914893617,0.6702127659574468,0.6973613602227121,B_response3s_strict_core,topk_top1_non_oracle
pre3_label3_response_coverage,session_level_split,val,topk_top1_non_oracle,42,0.6320666980246947,0.8809523809523809,0.11904761904761904,0.3,0.5373785818616549,2.233621742788558,0.2619047619047619,0.5130952390886488,0.6308333339347016,0.34064820914396216,0.2857142857142857,0.09523809523809523,0.21428571428571427,0.9285714285714286,0.5238095238095238,0.9924749185550681,B_response3s_strict_core,topk_top1_non_oracle
