episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,drop_reason
V03_byx_2025_09_28_17_35_43_0007,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,7,203.52,207.295,204.615,3.774999999999977,6.709236017149855,4.084216586531404,strong,横滚/姿态,True,201.52,203.52,203.52,208.52,3,True,True,True,True,False,False,False,False,False,0.0,,2.63062,0.310368,0.677636,0.203209,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,204.16,after_condition,0.6399999999999864,2.00084,8.0,0.7119200000000001,9.47700000000862,weak,1.5404355595660604,False,207.515,3.825237,False,False,sustained_same_side,episode_candidates_v0_6.csv,199.335,4.185000000000002,curve1,design_curve_context,roll_rate;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0008,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,8,212.46,217.255,212.6,4.794999999999988,3.955627703020159,2.890910312158812,medium,横滚/姿态,True,210.46,212.46,212.46,217.46,2,True,True,True,True,False,False,False,False,False,0.0,,5.6003,0.275901,0.152963,0.0800878,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,,none,,1.0,8.0,-0.8957020000000001,6.946400000006315,none,0.0,False,214.015,-1.1376020000000002,True,False,return,episode_candidates_v0_6.csv,199.335,13.125,curve1,design_curve_context,roll_rate;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0009,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,9,235.13,236.47,236.175,1.3400000000000034,6.260450204588174,4.018063533819755,strong,横滚/姿态,True,233.13,235.13,235.13,240.13,3,True,True,True,True,False,False,False,False,False,0.0,,5.84355,0.309186,0.477411,0.0818938,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,233.41,before_condition,-1.7199999999999989,1.51111,8.0,-0.7300709999999999,8.325220000007572,weak,1.5237880758359288,False,236.32,1.717058,True,False,return,episode_candidates_v0_6.csv,231.02,4.109999999999985,middle_section,design_regular_road,roll_rate;roll_rate;roll_rate;ay;ay;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0010,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,10,262.68,264.655,263.92,1.974999999999966,4.79631589939534,3.48393498343215,strong,横滚/姿态,True,260.68,262.68,262.68,267.68,3,True,True,True,True,False,False,False,False,False,0.0,,5.27361,0.22761,0.358596,0.0756668,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,263.455,after_condition,0.7749999999999773,1.558879043,8.0,-1.338319,18.552900000016876,medium,3.1776261903423544,False,264.095,-1.495747335,True,True,countersteer,episode_candidates_v0_6.csv,258.3,4.379999999999996,middle_section,design_regular_road,roll_rate;roll_rate;ay;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0011,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,11,275.225,275.67,275.35,0.4449999999999932,5.18223320506474,4.443720626236653,strong,横滚/姿态,True,273.225,275.225,275.225,280.225,3,True,True,True,True,False,False,False,False,False,0.0,,5.76913,0.277808,0.329585,0.0800504,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,275.055,near_sync,-0.1700000000000159,1.263097,8.0,-1.679357,20.42030000001857,strong,3.8820925539688815,False,275.45,-1.7657509999999998,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,284.385,-9.159999999999968,fix_road,design_special_event_segment,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0012,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,12,285.575,287.5,285.66,1.9250000000000116,3.911348645181872,2.72378858179725,medium,横滚/姿态,True,283.575,285.575,285.575,290.575,3,True,True,True,True,False,False,False,False,False,0.0,,5.10163,0.205916,0.216926,0.0708388,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,285.895,after_condition,0.3199999999999932,1.1426519711499998,8.0,-1.1957208,10.053100000009149,medium,2.303081063036868,False,289.66,-1.612333,True,False,return,episode_candidates_v0_6.csv,284.385,1.1899999999999975,fix_road,design_special_event_segment,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0013,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,13,336.105,350.02,338.765,13.914999999999964,6.929437809960713,3.4732236816685798,strong,横滚/姿态,True,334.105,336.105,336.105,341.105,4,True,True,True,True,False,False,True,True,False,0.0,,6.7621,0.381268,0.364578,0.110527,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,338.3,after_condition,2.194999999999993,2.088871214,8.0,-1.590346,13.037600000011857,medium,2.391042293074032,False,339.97,-3.67182,True,False,return,episode_candidates_v0_6.csv,329.825,6.28000000000003,middle_section,design_regular_road,ay;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0014,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,14,363.24,365.465,363.305,2.224999999999966,4.308544471129594,2.460739844725406,medium,横滚/姿态,True,361.24,363.24,363.24,368.24,3,True,True,True,True,False,False,False,False,False,0.0,,4.97296,0.234358,0.322391,0.0683396,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,363.115,near_sync,-0.125,2.5921293063,8.0,0.7545063,13.072500000011887,weak,1.92513837270823,False,365.28,-2.061061,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,359.875,3.365000000000009,curve2,design_curve_context,roll_rate;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0015,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,15,404.6,405.75,404.755,1.1499999999999773,5.059052867106463,4.139885547437692,strong,横滚/姿态,True,402.6,404.6,404.6,409.6,3,True,True,True,True,False,False,False,False,False,0.0,,6.16987,0.279767,0.396068,0.0854768,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,404.395,before_condition,-0.2050000000000409,1.0,8.0,-1.87675,23.75398000002161,strong,4.845997500002701,False,405.04,-2.19056,True,False,return,episode_candidates_v0_6.csv,397.655,6.94500000000005,middle_section,design_regular_road,ay;ay;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0016,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,16,468.05,477.045,476.08,8.995000000000005,7.115385795846686,3.862454191801873,extreme,横滚/姿态,True,466.05,468.05,468.05,473.05,3,True,True,True,True,False,False,False,False,False,0.0,,6.54136,0.355075,0.464614,0.0907439,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,467.75,before_condition,-0.3000000000000113,2.7362330335,8.0,1.7456779999999998,9.965900000009066,weak,1.883723365469269,False,471.505,2.234717,True,True,countersteer,episode_candidates_v0_6.csv,466.09,1.9600000000000364,middle_section,design_regular_road,roll_rate;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0017,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,17,513.88,517.76,514.255,3.879999999999996,3.842574760183808,2.7887505151831653,medium,横滚/姿态,True,511.88,513.88,513.88,518.88,3,True,True,True,True,False,False,False,False,False,0.0,,5.96989,0.225208,0.130241,0.0830575,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,,none,,1.4200370104999998,8.0,1.0917059999999998,2.6180000000023798,none,0.0,False,516.26,-0.920137,False,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,505.115,8.764999999999986,differentmu_road,design_high_risk_surface,ay;roll_rate;ay;ay;ay;ay;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0018,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,18,536.085,541.615,541.135,5.529999999999973,6.436552926118353,3.390221130520596,strong,横滚/姿态,True,534.085,536.085,536.085,541.085,3,True,True,True,True,False,False,False,False,False,0.0,,5.14947,0.20495,0.28785,0.0715452,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,535.875,before_condition,-0.2100000000000363,2.1587646185,8.0,1.296261,8.587040000007809,weak,1.673844260389261,False,541.07,2.00434,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,552.15,-16.06499999999994,differentmu_road,design_high_risk_surface,ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0019,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,19,570.5,570.695,570.695,0.19500000000005,2.2024181345926275,2.1199019326517345,weak,横滚/姿态,True,568.5,570.5,570.5,575.5,1,True,False,True,False,False,False,True,True,False,0.0,,3.06957,0.116462,0.142826,0.0427216,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,,none,,1.0,8.0,-0.693245,2.897260000002635,none,0.0,False,575.49,-0.487471,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,568.39,2.1100000000000136,differentmu_road,design_high_risk_surface,ay;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_byx_2025_09_28_17_35_43_0020,extreme_condition_episodes_v0_3_all_raw,byx,2025_09_28_17_35_43,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,39016149,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,117174,585.865,0.0,585.865,200.0000000001819,21,0,20,578.8,584.54,582.395,5.740000000000009,9.301859735059978,6.325816501635611,extreme,横滚/姿态,True,576.8,578.8,578.8,583.8,4,True,True,True,True,False,False,True,True,False,0.0,,14.1615,0.420187,1.55887,0.722319,,,,4.28392195,0.17726536,0.1266131655,0.08189279375,0.0025,579.25,after_condition,0.4500000000000455,3.426608,8.0,-3.466748,9.984000000009074,medium,2.2597142083377757,False,581.19,-3.505491,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,568.39,10.409999999999968,differentmu_road,design_high_risk_surface,ay;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_cwh_2025_09_26_19_23_28_0000,extreme_condition_episodes_v0_3_all_raw,cwh,2025_09_26_19_23_28,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_23_28_vehicle.csv,cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,10880680,c9ae8b2b55355449f073e1a9de5f1f183c1d5d3b724dad0ea8b7dce9a77d1812,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,32810,164.045,0.0,164.045,200.0000000001819,3,0,0,72.19,76.615,75.405,4.424999999999997,5.800451811099553,3.652022086148985,strong,横滚/姿态,True,70.19,72.19,72.19,77.19,3,True,True,True,True,False,False,True,True,False,0.0,,2.25085,0.0705101,0.101972,0.0312038,,,,1.306838450000002,0.0457601625,0.03,0.1008729495000001,0.0025,,none,,1.0,8.0,0.31416,2.1816599999988844,none,0.0,False,72.555,0.523599,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,70.985,1.2049999999999983,longstraight,design_regular_road,roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_cwh_2025_09_26_19_23_28_0001,extreme_condition_episodes_v0_3_all_raw,cwh,2025_09_26_19_23_28,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_23_28_vehicle.csv,cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,10880680,c9ae8b2b55355449f073e1a9de5f1f183c1d5d3b724dad0ea8b7dce9a77d1812,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,32810,164.045,0.0,164.045,200.0000000001819,3,0,1,112.08,113.96,113.355,1.8799999999999957,4.819023457502501,3.232471451971562,strong,横滚/姿态,True,110.08,112.08,112.08,117.08,3,True,True,True,True,False,False,False,False,False,0.0,,1.97473,0.083448,0.0584409,0.0296926,,,,1.306838450000002,0.0457601625,0.03,0.1008729495000001,0.0025,,none,,1.0,8.0,-0.4420914,2.0595200000018727,none,0.0,False,113.315,0.755728,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,112.07,0.0100000000000051,curve1,design_curve_context,ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_cwh_2025_09_26_19_23_28_0002,extreme_condition_episodes_v0_3_all_raw,cwh,2025_09_26_19_23_28,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_23_28_vehicle.csv,cwh/Entity_Recording_2025_09_26_19_23_28_vehicle.csv,10880680,c9ae8b2b55355449f073e1a9de5f1f183c1d5d3b724dad0ea8b7dce9a77d1812,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,32810,164.045,0.0,164.045,200.0000000001819,3,0,2,145.985,153.95,152.15,7.964999999999975,11.040082730504473,9.06723145758128,extreme,横滚/姿态,True,143.985,145.985,145.985,150.985,4,True,True,True,True,False,False,True,True,False,0.0,,8.10184,0.274545,0.201765,0.108708,,,,1.306838450000002,0.0457601625,0.03,0.1008729495000001,0.0025,147.785,after_condition,1.799999999999983,1.6095419999999998,8.0,-1.650562,0.6630000000006165,weak,1.1083605107851326,False,148.25,-1.63852,False,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,146.005,-0.0199999999999818,curve1,design_curve_context,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_cwh_2025_09_26_19_27_21_0000,extreme_condition_episodes_v0_3_all_raw,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,29819690,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,86787,433.93,0.0,433.93,200.0000000001819,14,0,0,43.705,46.025,44.755,2.3200000000000003,7.839216118943597,4.596525348771514,extreme,横滚/姿态,True,41.705,43.705,43.705,48.705,4,True,True,True,True,False,False,False,False,False,0.0,,4.16244,0.157715,0.135997,0.0589553,,,,2.0722400500000018,0.08705654125,0.03832312075,0.0287891685,0.0025,,none,,1.0,8.0,0.890118,7.435100000001479,none,0.0,False,44.815,1.297652,True,False,return,episode_candidates_v0_6.csv,42.425,1.2800000000000011,middle_section,design_regular_road,ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_cwh_2025_09_26_19_27_21_0001,extreme_condition_episodes_v0_3_all_raw,cwh,2025_09_26_19_27_21,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_27_21_vehicle.csv,cwh/Entity_Recording_2025_09_26_19_27_21_vehicle.csv,29819690,5990b24325f474f71ba9b64920ced7ea4748d301d3b46d74c85d72d84924dc63,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,86787,433.93,0.0,433.93,200.0000000001819,14,0,1,55.23,56.125,55.41,0.8950000000000031,4.877467045651102,4.256560404089421,strong,横滚/姿态,True,53.23,55.23,55.23,60.23,4,True,True,True,True,False,False,True,True,False,0.0,,2.47562,0.092575,0.07007,0.0343752,,,,2.0722400500000018,0.08705654125,0.03832312075,0.0287891685,0.0025,,none,,1.0,8.0,-0.371406,3.3335770000006635,none,0.0,False,55.51,-0.4773472000000001,True,True,countersteer,all_raw_vehicle_instability_candidates_v0_1.csv,55.01,0.2199999999999988,longstraight,design_regular_road,ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
