episode_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_absolute_path,vehicle_raw_relative_path,vehicle_raw_size_bytes,vehicle_raw_sha256,read_status,read_error,available_columns,missing_required_columns,row_count,duration_s,time_start_s,time_end_s,sampling_rate_median_hz,episode_count,success_episode_count,event_index_in_session,t_condition_anchor,t_condition_end,t_condition_peak,condition_duration_s,condition_score_peak,condition_score_mean,condition_level,condition_context_cn,window_complete,recommended_input_start_s,recommended_input_end_s,recommended_label_start_s,recommended_label_end_s,vehicle_component_count,roll_evidence,lateral_evidence,is_roll_context,is_lateral_dynamic_context,is_curve_context,is_low_mu_context,is_brake_context,has_brake_response,coordinate_continuity_ok,local_lateral_step_p99,local_lateral_step_max,peak_abs_ay_window,peak_abs_yaw_rate_window,peak_abs_roll_rate_window,peak_abs_roll_window,peak_abs_curvature_window,min_mu_window,median_speed_kmh_window,ay_threshold,yaw_rate_threshold,roll_rate_threshold,roll_angle_threshold,curvature_threshold,t_steer_onset,steer_onset_relation,steer_response_delay_s,steer_amp_threshold,steer_rate_threshold,steer_delta_prepost,steer_rate_peak_near,steer_response_strength,steer_response_score,input_start_already_steering,t_response_peak,steer_peak_delta,has_return,has_countersteer,response_shape,nearest_old_context_table,nearest_old_context_time_s,delta_to_nearest_old_context_s,nearest_old_road_module,nearest_old_risk_class,nearest_old_event_types,nearest_old_v0_2_category,nearest_old_v0_2_category_cn,v0_3_category,v0_3_category_cn,v0_3_reason_cn,recommended_use,drop_reason
V03_jy_2025_09_26_18_01_40_0003,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,3,198.85,200.655,199.09,1.8050000000000068,7.617874654475957,5.529918395270435,extreme,横滚/姿态,True,196.85,198.85,198.85,203.85,4,True,True,True,True,False,False,False,False,False,0.0,,4.58706,0.205274,0.294177,0.0653753,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,198.905,near_sync,0.0550000000000068,1.0,8.0,1.183857,8.761600000007967,medium,2.2790570000009955,False,199.95,-1.1004281,True,False,return,episode_candidates_v0_6.csv,198.735,0.1149999999999806,fix_road,design_special_event_segment,roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0004,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,4,268.275,274.55,268.945,6.275000000000034,8.132746025640188,5.110494059007538,extreme,横滚/姿态,True,266.275,268.275,268.275,273.275,4,True,True,True,True,False,False,True,True,False,0.0,,5.37093,0.177847,0.102869,0.0702129,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,1.106479324,8.0,0.581544,1.7453300000015874,none,0.0,False,273.215,0.7686431,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,268.335,-0.0600000000000022,middle_section,design_regular_road,ay;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0005,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,5,277.915,284.565,284.565,6.649999999999977,4.358849852407833,3.862985042588667,medium,横滚/姿态,True,275.915,277.915,277.915,282.915,3,True,True,True,True,False,False,False,False,False,0.0,,3.59581,0.165049,0.0292551,0.048063,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,1.0,8.0,-0.5848580000000001,2.0421000000018594,none,0.0,False,279.88,-0.221131,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,268.335,9.58000000000004,middle_section,design_regular_road,ay;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0006,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,6,326.825,328.17,327.66,1.3450000000000273,5.566502185455322,4.419480060733391,strong,横滚/姿态,True,324.825,326.825,326.825,331.825,4,True,True,True,True,False,False,False,False,False,0.0,,3.3411,0.162295,0.223413,0.0453418,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,326.86,near_sync,0.035000000000025,1.0,8.0,-1.1681465,9.843600000008957,medium,2.398596500001119,False,328.01,1.032885,True,False,return,episode_candidates_v0_6.csv,326.6,0.2249999999999659,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0007,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,7,403.905,408.38,406.63,4.475000000000023,7.418036338736421,3.9902036308116746,extreme,横滚/姿态,True,401.905,403.905,403.905,408.905,4,True,True,True,True,False,False,False,False,False,0.0,,4.49116,0.177522,0.248058,0.0651953,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,2.6111090799999994,8.0,-1.398183,4.45060000000405,none,0.0,False,406.59,1.375494,True,False,return,episode_candidates_v0_6.csv,403.8,0.1049999999999613,middle_section,design_regular_road,roll_rate;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0008,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,8,434.695,435.02,434.915,0.3249999999999886,3.147442593738057,2.836221192559267,medium,横滚/姿态,True,432.695,434.695,434.695,439.695,1,True,False,True,False,False,False,True,True,False,0.0,,1.81743,0.0589768,0.0485956,0.025295,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,1.0,8.0,0.238936,1.0821000000009842,none,0.0,False,435.245,0.269654,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,434.94,-0.2450000000000045,differentmu_road,design_high_risk_surface,ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0009,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,9,442.535,451.695,445.57,9.159999999999968,5.22907991637804,3.356506265228979,strong,横滚/姿态,True,440.535,442.535,442.535,447.535,4,True,True,True,True,False,False,False,False,False,0.0,,3.64025,0.152843,0.0691039,0.0471735,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,1.0,8.0,0.3579671,3.612870000003286,none,0.0,False,445.64,0.4462809999999999,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,441.555,0.9800000000000182,differentmu_road,design_high_risk_surface,ay;ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0010,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,10,490.38,491.59,491.055,1.2099999999999795,6.051666883804014,4.3833315621065925,strong,横滚/姿态,True,488.38,490.38,490.38,495.38,4,True,True,True,True,False,False,True,True,False,0.0,,3.71002,0.121987,0.154935,0.0513324,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,1.0,8.0,0.484154,2.827430000002572,none,0.0,False,491.085,0.619068,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,485.025,5.355000000000018,differentmu_road,design_high_risk_surface,roll_rate;roll_rate;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_jy_2025_09_26_18_01_40_0011,extreme_condition_episodes_v0_3_all_raw,jy,2025_09_26_18_01_40,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_18_01_40_vehicle.csv,jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,36160853,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|lanecurvatureXY|zx|x|zx|y,,104538,522.685,0.0,522.685,200.0000000001819,12,0,11,501.085,512.525,510.945,11.439999999999998,8.53016096523488,4.165620013590729,extreme,横滚/姿态,True,499.085,501.085,501.085,506.085,4,True,True,True,True,False,False,True,True,False,0.0,,3.47243,0.122224,0.145935,0.0482318,,,,2.7118916500000028,0.1119821,0.033529487,0.03924686925,0.0025,,none,,1.269280657,8.0,-0.789587,6.632299999968331,none,0.0,False,501.085,0.540703,True,True,countersteer,episode_candidates_v0_6.csv,498.14,2.944999999999993,differentmu_road,design_high_risk_surface,roll_rate;roll_rate;roll_rate;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_lxy_2025_09_28_18_06_16_0000,extreme_condition_episodes_v0_3_all_raw,lxy,2025_09_28_18_06_16,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_06_16_vehicle.csv,lxy/Entity_Recording_2025_09_28_18_06_16_vehicle.csv,38692453,cd3480403bb284dc392305cb7c6f6bc74fe724d2c11fa8cd916fd86b2e6d1938,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,115944,579.715,0.0,579.715,200.0000000001819,1,0,0,0.05,579.68,134.465,579.63,5.078525481996278,3.953154480868973,strong,低附着,False,-1.95,0.05,0.05,5.05,2,True,False,True,False,True,True,False,False,True,0.0025673999999999,0.002699,0.304854,0.00967878,0.821663,0.0623225,5.4223e-09,0.8,12.6176,0.35,0.035,0.821663,0.0560186,0.0057942358749999,,none,,1.0,8.0,-0.0083769999999999,0.8376999999999969,none,0.0,False,0.05,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,0.0,0.05,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_lxy_2025_09_28_18_16_26_0000,extreme_condition_episodes_v0_3_all_raw,lxy,2025_09_28_18_16_26,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\lxy\Entity_Recording_2025_09_28_18_16_26_vehicle.csv,lxy/Entity_Recording_2025_09_28_18_16_26_vehicle.csv,888263,69c477405bf24b41978ee8bebdade73472e6067a56feed018b16cd7714fb8a3c,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,2831,14.15,0.0,14.15,200.00000000000423,1,0,0,12.54,14.15,12.7,1.6100000000000012,2.000000166533301,1.9945820872633533,weak,低附着,False,10.54,12.54,12.54,17.54,1,True,False,True,False,False,True,False,False,True,0.0064407399999999,0.0083149999999999,0.0,0.0,0.0,0.0852294,3.55271e-09,0.8,47.4589,0.35,0.035,0.03,0.0852294,0.0025,,none,,1.0,8.0,0.0,0.0,none,0.0,False,12.54,0.0,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,7.69,4.849999999999999,middle_section,design_regular_road,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_19_49_06_0000,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_19_49_06,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_19_49_06_vehicle.csv,rjy/Entity_Recording_2025_09_28_19_49_06_vehicle.csv,4107362,0f77553cb88ef531340fbaee40806ddf4dfde56ff53ee471e653ad6e63095752,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,24288,60.72,0.0,60.72,333.3333333337155,3,0,0,0.0,0.278,0.098,0.278,2.3677946835412405,2.1037361747807,weak,低附着,False,-2.0,0.0,0.0,5.0,0,False,False,False,False,False,True,True,True,True,0.000782953,0.00078435,0.422187,0.018578,0.0209516,0.0058532,9.80835e-10,0.8,102.32575,1.098243165925926,0.0484392705185185,0.0310565945185185,0.018,0.0025,,none,,1.0,8.0,-0.068766,1.3962000000000272,none,0.0,False,1.205,-0.1249656,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,20.7,-20.7,longstraight,design_regular_road,ay;ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0000,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,0,60.505,60.995,60.95,0.4899999999999949,3.5595109517696266,3.000502401763094,medium,横滚/姿态,True,58.505,60.505,60.505,65.505,1,True,False,True,False,False,False,True,True,False,0.0,,2.87245,0.128558,0.127682,0.0397158,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,,none,,1.0,8.0,0.553793,2.722711000000542,none,0.0,False,65.305,0.994838,False,False,weak_or_no_clear_steer,episode_candidates_v0_6.csv,59.725,0.7800000000000011,longstraight,design_regular_road,roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0001,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,1,65.885,66.525,66.085,0.6400000000000006,5.13004017342102,4.525996810116558,strong,横滚/姿态,True,63.885000000000005,65.885,65.885,70.885,3,True,True,True,True,False,False,False,False,False,0.0,,4.56197,0.253762,0.224922,0.0623596,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,65.605,before_condition,-0.2800000000000011,1.0,8.0,-1.737124,11.5367999999941,medium,3.1792239999992624,False,66.19,-2.179042,True,False,return,episode_candidates_v0_6.csv,59.725,6.160000000000004,longstraight,design_regular_road,roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0002,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,2,99.06,100.05,99.18,0.9899999999999948,5.022395420654161,4.157601331022002,strong,横滚/姿态,True,97.06,99.06,99.06,104.06,3,True,True,True,True,False,False,False,False,False,0.0,,5.44497,0.204395,0.176099,0.075676,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,99.01,near_sync,-0.0499999999999971,1.2510013105,8.0,-1.6313614,10.559300000009609,medium,2.6239570172271485,False,99.56,-1.6390409,True,True,countersteer,episode_candidates_v0_6.csv,95.175,3.885000000000005,middle_section,design_regular_road,ay,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0003,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,3,137.89,144.895,143.14,7.005000000000024,9.531239752822522,5.944610958178097,extreme,横滚/姿态,True,135.89,137.89,137.89,142.89,4,True,True,True,True,False,False,True,True,False,0.0,,7.08812,0.728028,0.200009,0.118421,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,138.935,after_condition,1.045000000000016,1.252443,8.0,-1.762783,15.67300000001426,medium,3.3666006296312343,False,141.835,4.570497,True,False,return,episode_candidates_v0_6.csv,137.41,0.4799999999999897,curve1,design_curve_context,roll_rate;roll_rate;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0004,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,4,147.625,148.9,147.755,1.2750000000000057,5.871178800552456,4.240510199472394,strong,横滚/姿态,True,145.625,147.625,147.625,152.625,2,True,False,True,False,False,False,False,False,False,0.0,,0.795113,0.112309,0.550492,0.226327,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,148.97,after_condition,1.3449999999999989,3.9011475824999993,8.0,-2.6841440000000003,44.15680000004016,strong,3.688039594308273,False,147.735,-1.99561,True,True,countersteer,episode_candidates_v0_6.csv,137.41,10.215000000000003,curve1,design_curve_context,roll_rate;roll_rate;roll_rate;roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0005,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,5,178.115,178.32,178.285,0.204999999999984,4.755250591755008,4.158902142328804,strong,横滚/姿态,True,176.115,178.115,178.115,183.115,2,True,False,True,False,False,False,False,False,False,0.0,,0.210494,0.0342671,0.543628,0.182395,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,179.735,after_condition,1.6200000000000043,3.786417986,8.0,2.4546300000000003,10.698900000009733,weak,1.985634827323718,False,181.075,5.575279999999999,True,False,return,all_raw_vehicle_instability_candidates_v0_1.csv,178.13,-0.0149999999999863,curve1,design_curve_context,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
V03_rjy_2025_09_28_20_02_20_0006,extreme_condition_episodes_v0_3_all_raw,rjy,2025_09_28_20_02_20,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\rjy\Entity_Recording_2025_09_28_20_02_20_vehicle.csv,rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,48374822,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,ok,,ID|StorageTime|zx|SteeringWheel|zx|ay|zx|vyaw|zx|vroll|zx|roll|zx1|lateraldistance|zx|BrakePedal|zx|AcceleratorPedal|zx|ax|zx1|v_km/h|zx|vx|zx1|mu|zx1|lanecurvatureXY|zx|x|zx|y,,145576,727.875,0.0,727.875,200.0000000001819,23,0,6,181.465,181.64,181.495,0.1749999999999829,5.348419010820326,4.791228713131279,strong,横滚/姿态,True,179.465,181.465,181.465,186.465,2,True,False,True,False,False,False,False,False,False,0.0,,0.396278,0.0421122,0.48219,0.194305,,,,3.13918375,0.1383102499999999,0.0757736,0.0921887875,0.0025,179.735,before_condition,-1.7299999999999898,5.07861805615,8.0,3.96783,10.698900000009733,weak,2.118643934464499,False,183.1,-2.9269164,False,False,weak_or_no_clear_steer,all_raw_vehicle_instability_candidates_v0_1.csv,181.475,-0.0099999999999909,curve1,design_curve_context,roll_rate,,,excluded,排除样本,窗口不完整或坐标连续性异常,排除,window incomplete
