subj,recording_id,clean_eeg_fif,clean_eeg_exists,raw_eeg_csv,raw_eeg_exists,raw_eeg_size_mb,raw_eeg_col_count,raw_eeg_channel_count,raw_eeg_accel_count,raw_eeg_first_storage_time,clean_sfreq,clean_nchan,clean_duration_s,clean_bad_count,clean_bad_list,clean_ch_names
txj,2025_09_27_08_40_46,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\txj\eeg_clean\Entity_Recording_2025_09_27_08_40_46_eeg_raw_clean_resamp200_ica_final_qc.fif,False,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\txj\Entity_Recording_2025_09_27_08_40_46_eeg.csv,True,133.717,37.0,32.0,3.0,2025-09-27 08:40:47.013000,,,,,,
txj,2025_09_27_08_53_44,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\txj\eeg_clean\Entity_Recording_2025_09_27_08_53_44_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\txj\Entity_Recording_2025_09_27_08_53_44_eeg.csv,True,122.023,37.0,32.0,3.0,2025-09-27 08:53:44.535000,200.0,31.0,678.025,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
txj,2025_09_27_09_06_19,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\txj\eeg_clean\Entity_Recording_2025_09_27_09_06_19_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\txj\Entity_Recording_2025_09_27_09_06_19_eeg.csv,True,112.715,37.0,32.0,3.0,2025-09-27 09:06:19.289000,200.0,30.0,629.855,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
txj,2025_09_27_09_17_11,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\txj\eeg_clean\Entity_Recording_2025_09_27_09_17_11_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\txj\Entity_Recording_2025_09_27_09_17_11_eeg.csv,True,110.17,37.0,32.0,3.0,2025-09-27 09:17:11.400000,200.0,30.0,618.26,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3
tyy,2025_09_28_14_23_43,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\tyy\eeg_clean\Entity_Recording_2025_09_28_14_23_43_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\tyy\Entity_Recording_2025_09_28_14_23_43_eeg.csv,True,161.101,37.0,32.0,3.0,2025-09-28 14:23:43.739000,200.0,31.0,903.455,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP5;FC1;FC5;AF3;PO3
tyy,2025_09_28_14_40_01,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\tyy\eeg_clean\Entity_Recording_2025_09_28_14_40_01_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\tyy\Entity_Recording_2025_09_28_14_40_01_eeg.csv,True,33.005,37.0,32.0,3.0,2025-09-28 14:40:02.153000,200.0,30.0,185.555,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
tyy,2025_09_28_14_44_09,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\tyy\eeg_clean\Entity_Recording_2025_09_28_14_44_09_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\tyy\Entity_Recording_2025_09_28_14_44_09_eeg.csv,True,102.427,37.0,32.0,3.0,2025-09-28 14:44:09.425000,200.0,31.0,574.625,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
tyy,2025_09_28_14_57_17,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\tyy\eeg_clean\Entity_Recording_2025_09_28_14_57_17_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\tyy\Entity_Recording_2025_09_28_14_57_17_eeg.csv,True,79.592,37.0,32.0,3.0,2025-09-28 14:57:17.531000,200.0,30.0,446.65,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP5;FC1;FC5;AF3;PO3
xst,2025_09_26_11_34_18,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\xst\eeg_clean\Entity_Recording_2025_09_26_11_34_18_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\xst\Entity_Recording_2025_09_26_11_34_18_eeg.csv,True,132.68,37.0,32.0,3.0,2025-09-26 11:34:18.899000,200.0,31.0,742.865,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3
yyl,2025_09_28_09_14_23,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yyl\eeg_clean\Entity_Recording_2025_09_28_09_14_23_eeg_raw_clean_resamp200_ica_final_qc.fif,False,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yyl\Entity_Recording_2025_09_28_09_14_23_eeg.csv,True,143.653,37.0,32.0,3.0,2025-09-28 09:14:24.419000,,,,,,
yyl,2025_09_28_09_29_01,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yyl\eeg_clean\Entity_Recording_2025_09_28_09_29_01_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yyl\Entity_Recording_2025_09_28_09_29_01_eeg.csv,True,105.14,37.0,32.0,3.0,2025-09-28 09:29:01.618000,200.0,26.0,571.745,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP5;FC1;FC5;AF3
yyl,2025_09_28_09_39_01,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yyl\eeg_clean\Entity_Recording_2025_09_28_09_39_01_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yyl\Entity_Recording_2025_09_28_09_39_01_eeg.csv,True,105.189,37.0,32.0,3.0,2025-09-28 09:39:02.002000,200.0,25.0,571.485,0.0,,P7;P4;Cz;Pz;P8;O2;T8;F8;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP5;FC1;FC5;AF3
yyl,2025_09_28_09_49_11,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yyl\eeg_clean\Entity_Recording_2025_09_28_09_49_11_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yyl\Entity_Recording_2025_09_28_09_49_11_eeg.csv,True,99.839,37.0,32.0,3.0,2025-09-28 09:49:11.450000,200.0,27.0,542.8,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP5;FC1;FC5;AF3
yzy,2025_09_27_14_13_03,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yzy\eeg_clean\Entity_Recording_2025_09_27_14_13_03_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yzy\Entity_Recording_2025_09_27_14_13_03_eeg.csv,True,129.438,37.0,32.0,3.0,2025-09-27 14:13:03.241000,200.0,30.0,694.97,0.0,,P7;P4;Cz;Pz;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
yzy,2025_09_27_14_26_04,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yzy\eeg_clean\Entity_Recording_2025_09_27_14_26_04_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yzy\Entity_Recording_2025_09_27_14_26_04_eeg.csv,True,112.476,37.0,32.0,3.0,2025-09-27 14:26:05.205000,200.0,31.0,615.255,0.0,,P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
yzy,2025_09_27_14_37_08,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yzy\eeg_clean\Entity_Recording_2025_09_27_14_37_08_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yzy\Entity_Recording_2025_09_27_14_37_08_eeg.csv,True,107.041,37.0,32.0,3.0,2025-09-27 14:37:08.664000,200.0,31.0,594.91,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3
yzy,2025_09_27_15_04_26,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yzy\eeg_clean\Entity_Recording_2025_09_27_15_04_26_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yzy\Entity_Recording_2025_09_27_15_04_26_eeg.csv,True,20.47,37.0,32.0,3.0,2025-09-27 15:04:27.126000,200.0,31.0,113.475,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
yzy,2025_09_27_15_07_57,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\yzy\eeg_clean\Entity_Recording_2025_09_27_15_07_57_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\yzy\Entity_Recording_2025_09_27_15_07_57_eeg.csv,True,105.545,37.0,32.0,3.0,2025-09-27 15:07:57.666000,200.0,31.0,585.54,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zdq,2025_09_26_15_14_51,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zdq\eeg_clean\Entity_Recording_2025_09_26_15_14_51_eeg_raw_clean_resamp200_ica_final_qc.fif,False,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zdq\Entity_Recording_2025_09_26_15_14_51_eeg.csv,False,,,,,,,,,,,
zdq,2025_09_26_15_21_51,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zdq\eeg_clean\Entity_Recording_2025_09_26_15_21_51_eeg_raw_clean_resamp200_ica_final_qc.fif,False,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zdq\Entity_Recording_2025_09_26_15_21_51_eeg.csv,False,,,,,,,,,,,
zdq,2025_09_26_15_27_09,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zdq\eeg_clean\Entity_Recording_2025_09_26_15_27_09_eeg_raw_clean_resamp200_ica_final_qc.fif,False,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zdq\Entity_Recording_2025_09_26_15_27_09_eeg.csv,False,,,,,,,,,,,
zdq,2025_09_26_15_37_30,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zdq\eeg_clean\Entity_Recording_2025_09_26_15_37_30_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zdq\Entity_Recording_2025_09_26_15_37_30_eeg.csv,True,97.935,37.0,32.0,3.0,2025-09-26 15:37:30.941000,200.0,31.0,523.66,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zdq,2025_09_26_15_52_46,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zdq\eeg_clean\Entity_Recording_2025_09_26_15_52_46_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zdq\Entity_Recording_2025_09_26_15_52_46_eeg.csv,True,110.162,37.0,32.0,3.0,2025-09-26 15:52:46.144000,200.0,31.0,601.365,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;FC1;FC5;AF3;PO3
zdq,2025_09_26_16_03_48,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zdq\eeg_clean\Entity_Recording_2025_09_26_16_03_48_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zdq\Entity_Recording_2025_09_26_16_03_48_eeg.csv,True,101.816,37.0,32.0,3.0,2025-09-26 16:03:48.251000,200.0,30.0,557.87,0.0,,P7;P4;Cz;Pz;P3;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zt,2025_09_28_11_20_08,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zt\eeg_clean\Entity_Recording_2025_09_28_11_20_08_eeg_raw_clean_resamp200_ica_final_qc.fif,False,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zt\Entity_Recording_2025_09_28_11_20_08_eeg.csv,True,116.412,37.0,32.0,3.0,2025-09-28 11:20:09.276000,,,,,,
zx,2025_09_27_16_32_00,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_16_32_00_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_16_32_00_eeg.csv,True,127.131,37.0,32.0,3.0,2025-09-27 16:32:00.340000,200.0,30.0,700.225,0.0,,P7;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_16_46_13,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_16_46_13_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_16_46_13_eeg.csv,True,128.324,37.0,32.0,3.0,2025-09-27 16:46:13.889000,200.0,30.0,710.07,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_17_14_07,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_17_14_07_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_17_14_07_eeg.csv,True,101.894,37.0,32.0,3.0,2025-09-27 17:14:07.958000,200.0,31.0,568.73,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_17_25_16,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_17_25_16_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_17_25_16_eeg.csv,True,24.782,37.0,32.0,3.0,2025-09-27 17:25:17.145000,200.0,31.0,138.61,0.0,,P7;P4;Cz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_17_29_08,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_17_29_08_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_17_29_08_eeg.csv,True,76.359,37.0,32.0,3.0,2025-09-27 17:29:08.547000,200.0,31.0,426.515,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_17_37_54,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_17_37_54_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_17_37_54_eeg.csv,True,13.745,37.0,32.0,3.0,2025-09-27 17:37:55.393000,200.0,31.0,77.385,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_17_45_11,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_17_45_11_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_17_45_11_eeg.csv,True,111.194,37.0,32.0,3.0,2025-09-27 17:45:11.582000,200.0,30.0,623.825,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_17_56_42,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_17_56_42_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_17_56_42_eeg.csv,True,30.135,37.0,32.0,3.0,2025-09-27 17:56:42.467000,200.0,30.0,169.565,0.0,,P7;P4;Cz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_18_00_08,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_18_00_08_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_18_00_08_eeg.csv,True,67.654,37.0,32.0,3.0,2025-09-27 18:00:08.492000,200.0,31.0,379.71,0.0,,P7;P4;Cz;Pz;P3;P8;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_18_07_01,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_18_07_01_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_18_07_01_eeg.csv,True,107.276,37.0,32.0,3.0,2025-09-27 18:07:02.170000,200.0,31.0,601.735,0.0,,P7;P4;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zx,2025_09_27_18_17_48,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zx\eeg_clean\Entity_Recording_2025_09_27_18_17_48_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zx\Entity_Recording_2025_09_27_18_17_48_eeg.csv,True,102.113,37.0,32.0,3.0,2025-09-27 18:17:48.871000,200.0,31.0,572.785,0.0,,P7;P4;Cz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zxy,2025_09_28_15_57_38,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zxy\eeg_clean\Entity_Recording_2025_09_28_15_57_38_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zxy\Entity_Recording_2025_09_28_15_57_38_eeg.csv,True,36.66,37.0,32.0,3.0,2025-09-28 15:57:38.396000,200.0,31.0,200.755,0.0,,P7;P4;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;PO4;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zxy,2025_09_28_16_01_55,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zxy\eeg_clean\Entity_Recording_2025_09_28_16_01_55_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zxy\Entity_Recording_2025_09_28_16_01_55_eeg.csv,True,102.415,37.0,32.0,3.0,2025-09-28 16:01:55.820000,200.0,30.0,562.74,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zxy,2025_09_28_16_12_11,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zxy\eeg_clean\Entity_Recording_2025_09_28_16_12_11_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zxy\Entity_Recording_2025_09_28_16_12_11_eeg.csv,True,110.976,37.0,32.0,3.0,2025-09-28 16:12:12.253000,200.0,31.0,613.905,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zxy,2025_09_28_16_25_51,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zxy\eeg_clean\Entity_Recording_2025_09_28_16_25_51_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zxy\Entity_Recording_2025_09_28_16_25_51_eeg.csv,True,100.337,37.0,32.0,3.0,2025-09-28 16:25:51.820000,200.0,31.0,556.17,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;F3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
zxy,2025_09_28_16_35_30,F:\data_set_process\data_process\01_datasets\多模态数据\被试数据集合\zxy\eeg_clean\Entity_Recording_2025_09_28_16_35_30_eeg_raw_clean_resamp200_ica_final_qc.fif,True,F:\data_set_process\data_process\01_datasets\数据预处理\原始脑电数据\zxy\Entity_Recording_2025_09_28_16_35_30_eeg.csv,True,143.198,37.0,32.0,3.0,2025-09-28 16:35:30.597000,200.0,30.0,798.67,0.0,,P7;P4;Cz;Pz;P3;P8;O1;O2;T8;F8;C4;F4;Fp2;Fz;C3;Fp1;T7;F7;Oz;FC6;FC2;AF4;CP6;CP2;CP1;CP5;FC1;FC5;AF3;PO3
