instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000148635,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,148.635,148.635,168.98,20.345,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00009;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00010,ay;ay,extreme;medium,9.344111,28.69551,2,1,0,ok,,2600,4068,9.20779,-9.20779,9.20779,1.44469,0.472965,7.365562,0.0108413,97.3277,-0.33807,1.55422,-1.55422,89.36,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000221460,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,221.46,221.46,237.89,16.43,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00017,ay,extreme,14.155899,86.488096,2,0,0,ok,,2600,3286,7.88034,-7.88034,14.0953,2.27863,0.206116,9.782744,0.0,101.9525,-0.347146,1.195725,1.195725,79.94,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000599030,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,599.03,599.03,602.39,3.36,raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,3,raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00066;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00067;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00068,roll_rate;ay;ay,extreme;weak;extreme,1.76381,16.34433,0,0,0,ok,,2600,672,1.76381,1.76381,1.76381,0.846665,0.086621,3.116432,1.1e-07,110.9485,-0.133518,0.215897,-0.215897,60.25,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000616100,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_20_50_27,原始车辆数据/hzh/Entity_Recording_2025_09_26_20_50_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_20_50_27_vehicle.csv,70145aac303ef29c2fc4760ca0b819dd5240b13b5c685826daece1d0713c8c33,616.1,616.1,641.1,25.0,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,5,0,5,raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00070;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00071;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00072;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00073;raw_vehicle_dynamic_onset__hzh__2025_09_26_20_50_27__00074,ay;ay;ay;ay;ay,extreme;medium;medium;medium;medium,8.09152,23.910484,0,0,0,ok,,2600,5000,8.09152,-8.09152,8.09152,1.24545,0.251151,5.285131,0.00573939,103.931,0.036303,0.299847,0.299847,85.44,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000098910,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,98.91,98.91,100.0,1.09,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00006,ay,medium,1.99733,1.536408,0,0,0,ok,,5200,437,5.47874,-5.47874,1.99733,0.943258,0.24111,2.437221,6e-08,112.466,-0.182648,0.358927,-0.358927,73.44,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000134410,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,134.41,134.41,151.165,16.755,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00007,ay,extreme,13.4179,34.09917,2,1,0,ok,,5200,6703,13.4179,-13.4179,13.4179,1.73633,0.461198,12.944061,0.0104989,133.599,-0.204553,1.639557,-1.639557,84.43,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000280640,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,280.64,280.64,299.645,19.005,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00025;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00026,ay;ay,medium;extreme,13.219981,28.461754,0,1,0,ok,,5200,7603,13.22,-13.22,13.22,1.35016,0.416661,6.641252,0.00806113,125.383,-0.138579,0.509112,0.509112,88.45,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000164995,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,164.995,164.995,185.61,20.615,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00010;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00011,ay;ay,extreme;medium,10.8887,24.110303,1,1,0,ok,,2600,4123,10.8356,-10.8356,10.8356,1.21602,0.475747,2.91654,0.0108849,89.1579,-0.312763,0.854337,-0.854337,88.75,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000328340,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,328.34,328.34,346.735,18.395,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00023;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00024;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00025,ay;ay;ay,weak;extreme;weak,7.74707,20.664132,0,1,0,ok,,2600,3679,7.74138,-7.74138,7.74138,1.04478,0.287715,2.503113,0.00806025,100.2955,-0.06161,0.325329,0.325329,86.51,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000054775,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,54.775,54.775,62.955,8.18,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00001,ay,extreme,12.757793,37.370357,2,0,0,ok,,5200,3272,12.7578,-12.7578,12.7578,1.90033,2.34331,24.676329,0.0,135.7295,-0.259356,1.602566,1.602566,84.4,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000073950,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,73.95,73.95,78.11,4.16,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00005,ay,extreme,7.13655,51.578808,2,0,0,ok,,5200,1664,7.13655,-7.13655,7.13655,2.58717,0.27678,26.812655,0.0,35.54105,-0.152367,1.666087,1.666087,82.37,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000153710,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,153.71,153.71,172.11,18.4,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00009,ay,extreme,12.218497,30.53515,3,1,0,ok,,5200,7360,12.2185,-12.2185,12.2185,1.51889,0.495272,8.50011,0.0109074,111.551,-0.054018,1.794812,-1.794812,84.57,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000301310,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,301.31,301.31,316.75,15.44,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00018,ay,extreme,12.590498,32.079357,1,1,0,ok,,5200,6176,12.5905,-12.5905,12.5905,1.59743,0.371407,2.836205,0.00806165,100.3965,-0.009599,0.43319,0.43319,83.38,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000556545,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,556.545,556.545,561.8,5.255,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00044;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00045;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00046;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00047,ay;ay;ay;ay,weak;medium;medium;extreme,3.51984,13.700188,1,1,0,ok,,5200,2102,8.22685,8.22685,3.51984,0.843216,0.356432,1.55142,0.00551661,114.8275,-0.065799,0.346448,-0.346448,88.3,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000133960,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,133.96,133.96,155.49,21.53,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00008;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00009;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00010,ay;ay;ay,extreme;strong;medium,16.028686,28.346213,3,1,0,ok,,5200,8613,16.0287,-16.0287,16.0287,1.01515,0.474524,19.074069,0.0109019,122.2805,-0.146957,2.467193,-2.467193,90.16,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000209940,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,209.94,209.94,216.135,6.195,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00018;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00019,ay;ay,extreme;medium,4.71366,5.105029,1,0,0,ok,,5200,2479,4.71366,4.71366,4.71366,0.248705,0.205741,2.424573,0.0,129.919,-0.077144,1.040386,-1.040386,61.91,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000342730,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,342.73,342.73,356.265,13.535,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00029;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00030;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00031,ay;ay;ay,extreme;extreme;weak,8.503579,38.226994,0,0,0,ok,,5200,5414,8.50358,-8.50358,8.50358,0.705485,1.03273,15.526695,0.0,22.84485,4.21933,0.70459,0.70459,86.02,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000527890,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,527.89,527.89,534.805,6.915,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00048;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00049,ay;ay,medium;extreme,5.499039,17.124528,2,0,0,ok,,5200,2766,5.49904,-5.49904,5.49904,0.876505,0.211995,2.501864,5.16e-06,110.059,-0.217817,0.5325,0.5325,81.52,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000545985,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,545.985,545.985,565.42,19.435,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00051;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00052;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00053;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00054,ay;ay;ay;ay,extreme;extreme;medium;extreme,14.134195,240.725031,0,0,0,ok,,5200,7773,2.75832,2.75832,14.1342,0.881711,0.094402,2.397919,0.00550772,120.985,-0.119206,0.140848,0.140848,61.37,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_44_05__000051370,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,51.37,51.37,52.255,0.885,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00008,ay,medium,2.47964,1.907415,2,0,1,ok,,2600,177,7.54859,7.54859,2.47358,0.5782,0.363235,2.8504,0.0,130.62,-0.217643,1.949533,1.949533,74.15,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_44_05__000139465,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,139.465,139.465,145.72,6.255,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00014,ay,extreme,7.99481,18.445307,2,0,0,ok,,2600,1250,10.7118,-10.7118,7.99481,0.92427,0.481161,16.674961,0.00699213,83.22245,-0.018675,1.332035,1.332035,84.17,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_44_05__000270135,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,270.135,270.135,287.145,17.01,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00025;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00026,ay;ay,medium;extreme,5.38294,6.527534,0,1,0,ok,,2600,3403,4.76511,-4.76511,5.38294,0.235452,0.209707,2.763265,0.00816579,107.9515,-0.114843,0.397586,0.397586,61.41,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_44_05__000326385,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,326.385,326.385,331.96,5.575,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00030;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00031,ay;ay,extreme;weak,8.106748,18.686189,2,0,0,ok,,2600,1114,8.10675,-8.10675,8.10675,0.948746,0.289507,2.005427,0.0,129.305,-0.123395,1.293815,-1.293815,87.4,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_44_05__000530990,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_44_05,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_44_05_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_44_05_vehicle.csv,fb116d2c865919069210f7acf249cd516840389724bb34d7b882351568741bce,530.99,530.99,545.905,14.915,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_44_05__00049,ay,extreme,15.0897,63.552678,1,1,0,ok,,2600,2984,12.0093,12.0093,15.0897,1.32347,0.55973,10.796858,0.255698,117.0385,-0.270351,0.575785,-0.575785,83.5,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__jy__2025_09_26_17_17_11__000159055,vehicle_instability_onset_codex_v0_1,jy,2025_09_26_17_17_11,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\jy\Entity_Recording_2025_09_26_17_17_11_vehicle.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,159.055,159.055,180.36,21.305,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__jy__2025_09_26_17_17_11__00008,ay,extreme,5.32515,5.035197,1,1,0,ok,,2600,4261,5.22206,5.22206,5.32323,0.189003,0.244945,2.819095,0.0108893,90.36805,-0.241903,1.291717,-1.291717,59.66,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
