instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority
vehicle_instability_onset__byx__2025_09_28_17_05_51__000099815,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,99.815,99.815,115.085,15.27,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00007;raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00008;raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00009;raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00010,ay;ay;ay;ay,weak;extreme;strong;extreme,12.1978,56.330183,0,0,0,ok,,2600,3054,12.1978,12.1978,12.1978,0.867881,1.23614,21.962859,0.0,14.1146,-3.068375,0.071475,0.071475,88.06,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_05_51__000338940,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,338.94,338.94,339.7,0.76,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00029,ay,weak,1.64097,1.262284,0,0,0,ok,,2600,152,6.51106,6.51106,1.64097,0.320818,0.21841,2.689424,0.0,126.871,-0.26913,0.449597,0.449597,61.5,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_05_51__000356420,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,356.42,356.42,363.51,7.09,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00032;raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00033,ay;ay,strong;weak,3.06134,3.010668,3,0,0,ok,,2600,1418,5.58881,-5.58881,3.06123,0.356212,0.246733,2.834119,0.0,140.695,-0.263021,0.486947,0.486947,70.8,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_05_51__000366800,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,366.8,366.8,367.925,1.125,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00034,ay,weak,1.44336,1.44858,0,0,0,ok,,2600,224,5.57396,5.57396,1.44323,0.282903,0.232093,3.20444,0.0,135.522,-0.306131,0.259531,0.259531,59.58,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,484.195,484.195,508.035,23.84,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00047;raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00048;raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,ay;ay;ay,extreme;weak;medium,7.01236,16.316084,3,0,0,ok,,2600,4768,6.99362,-6.99362,6.99362,0.839722,0.303284,3.279624,0.00614421,104.078,0.082903,1.182457,1.182457,87.7,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_05_51__000546280,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_05_51,原始车辆数据/byx/Entity_Recording_2025_09_28_17_05_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_05_51_vehicle.csv,0669b6e6f787d648bf573404d22e53e3e60d8bf6cfe2ed7072c7305575b2f93c,546.28,546.28,548.01,1.73,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00054,ay,medium,2.29687,1.766823,1,1,1,ok,,2600,345,7.10076,7.10076,2.29687,0.066931,0.322989,3.432976,0.252471,89.5064,-0.325766,0.112835,-0.112835,61.09,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_15_52__000263885,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,263.885,263.885,265.285,1.4,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00029,ay,strong,4.49432,4.424419,2,1,1,ok,,2600,280,6.09988,-6.09988,4.49339,0.242154,0.285065,3.187573,0.00816471,103.513,-0.090233,1.157324,1.157324,64.42,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_15_52__000287425,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,287.425,287.425,290.36,2.935,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00031;raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00032,ay;ay,medium;weak,1.70178,1.989653,2,1,0,ok,,2600,587,6.5769,-6.5769,1.70166,0.737563,0.462711,3.191694,0.00108101,124.104,-0.134216,0.297055,0.297055,86.54,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_15_52__000319770,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,319.77,319.77,321.16,1.39,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00035,ay,medium,1.86847,1.876192,2,0,1,ok,,2600,278,6.15651,-6.15651,1.86847,0.591924,0.406753,3.219625,0.0,122.024,-0.141197,0.329867,-0.329867,75.13,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_15_52__000327430,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,327.43,327.43,337.25,9.82,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,4,0,4,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00037;raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00038;raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00039;raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00040,ay;ay;ay;ay,medium;weak;medium;weak,2.36081,2.853591,2,0,0,ok,,2600,1965,6.15651,-6.15651,2.36081,0.591924,0.406753,3.208811,0.0,117.754,-0.280649,0.46164,0.46164,82.68,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_15_52__000450690,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,450.69,450.69,470.195,19.505,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00056,ay,strong,6.34356,4.879662,0,1,0,ok,,2600,3901,6.34356,-6.34356,6.34356,0.074766,0.233116,3.292611,0.00573613,106.099,0.069813,0.1309,0.1309,59.83,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_15_52__000517355,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_15_52,原始车辆数据/byx/Entity_Recording_2025_09_28_17_15_52_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_15_52_vehicle.csv,89b465112ea75c97ee6c1ec1b0242816839b20f6c26302a11072bba769d63a75,517.355,517.355,518.58,1.225,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_15_52__00062,ay,weak,1.7512,1.347077,0,1,1,ok,,2600,246,6.66956,6.66956,1.74694,0.066475,0.295027,2.369857,0.017852,90.2161,-0.19984,0.2803,-0.2803,58.4,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_25_18__000065550,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,65.55,65.55,71.515,5.965,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00009,ay,extreme,5.739247,40.26602,0,0,0,ok,,5200,2386,5.73925,-5.73925,5.73925,2.04694,0.355392,14.563066,0.0,23.1653,1.7935,0.23003,0.23003,81.64,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_25_18__000163980,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,163.98,163.98,167.86,3.88,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00020,ay,extreme,5.27984,5.873127,3,1,0,ok,,5200,1553,6.90857,-6.90857,5.27984,0.237569,0.26252,3.250419,0.0109113,93.59325,-0.158476,1.699254,-1.699254,66.52,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_25_18__000275870,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,275.87,275.87,278.475,2.605,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00033,ay,extreme,5.04404,47.720136,0,0,0,ok,,5200,1043,5.04404,-5.04404,5.04404,2.40302,0.544172,23.266349,0.0,12.413,2.36352,0.03839,-0.03839,77.3,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_25_18__000384190,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,384.19,384.19,392.435,8.245,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00043;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00044;raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00045,ay;ay;ay,extreme;medium;weak,5.9537,7.365252,2,0,0,ok,,5200,3299,5.9537,-5.9537,5.9537,0.357119,0.309436,2.310298,0.0,120.994,-0.238324,1.21728,1.21728,75.45,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_25_18__000401810,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_25_18,原始车辆数据/byx/Entity_Recording_2025_09_28_17_25_18_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_25_18_vehicle.csv,76b6f176acdb4aa57f18c32d4de11e87c8c09bd708780400439194f7383c4cd3,401.81,401.81,402.35,0.54,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_25_18__00046,ay,weak,1.50386,1.156815,1,0,1,ok,,5200,215,6.22037,6.22037,1.50386,0.449715,0.283907,2.878393,0.0,134.954,0.023213,0.538085,-0.538085,66.11,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000047770,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,47.77,47.77,55.5,7.73,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00007;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00008,ay;ay,extreme;extreme,5.415195,17.471057,3,0,0,ok,,2600,1546,5.4152,-5.4152,5.4152,0.854064,0.264083,2.672729,0.0,82.5982,-0.320966,1.236217,1.236217,83.12,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000084125,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,84.125,84.125,85.05,0.925,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00012,ay,weak,1.83193,1.409177,1,0,1,ok,,2601,186,5.96236,5.96236,1.8317,0.223202,0.268254,2.703116,0.0,83.42665,-0.043197,1.937923,-1.937923,61.97,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000089125,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,89.125,89.125,90.305,1.18,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00014,ay,weak,1.79643,1.381869,1,0,1,ok,,2601,237,5.96236,5.96236,1.79643,0.223202,0.268254,2.99099,0.0,84.0184,0.179943,1.052608,-1.052608,62.22,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000097805,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,97.805,97.805,100.475,2.67,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00017,ay,extreme,3.94203,12.218048,1,0,0,ok,,2600,533,3.9359,-3.9359,3.9359,0.635552,0.210213,2.308094,0.0,85.2071,-0.299673,1.043532,1.043532,63.01,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000118155,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,118.155,118.155,124.47,6.315,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00020;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00021,ay;ay,strong;weak,3.43416,3.62151,2,0,0,ok,,2600,1262,4.70432,4.70432,3.43197,0.285891,0.226469,3.092626,0.0,126.9115,-0.15708,0.724311,-0.724311,63.19,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000165905,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,165.905,165.905,185.08,19.175,raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,1,4,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00030;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00031;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00032;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00033,ay;ay;ay;roll_rate,weak;extreme;extreme;extreme,11.635194,38.613494,2,1,0,ok,,2600,3835,11.6352,11.6352,11.6352,1.95637,1.83063,5.30312,0.010904,127.349,-0.180467,0.840023,-0.840023,93.74,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000193100,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,193.1,193.1,197.25,4.15,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00037,ay,extreme,6.290896,53.769272,2,0,0,ok,,2600,830,6.2909,6.2909,6.2909,2.69105,0.46838,25.641554,0.00699188,12.07615,1.075995,3.250505,-3.250505,85.84,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000206460,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,206.46,206.46,220.265,13.805,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00039;raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00040,ay;ay,extreme;weak,5.6003,10.928054,1,0,0,ok,,2600,2762,5.5938,-5.5938,5.5938,0.677636,0.327348,3.959597,0.00778082,47.51035,-0.330827,1.099994,1.099994,82.51,auto_accept_instability_high,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__byx__2025_09_28_17_35_43__000237520,vehicle_instability_onset_codex_v0_1,byx,2025_09_28_17_35_43,原始车辆数据/byx/Entity_Recording_2025_09_28_17_35_43_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\byx\Entity_Recording_2025_09_28_17_35_43_vehicle.csv,facc231296f1672792e40223812a82a39b208c27b27fd545c550204a1448f76b,237.52,237.52,238.225,0.705,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__byx__2025_09_28_17_35_43__00043,ay,weak,1.86586,1.487569,2,0,1,ok,,2600,141,5.83677,5.83677,1.86428,0.477411,0.309186,2.897639,1e-08,127.54,-0.0281,0.318697,-0.318697,67.08,auto_accept_instability_medium,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
