instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,nearby_old_context_count_m2_p5s,nearby_road_curvature_count_m5_p5s,nearby_steer_rate_count_p0_p4s,vehicle_read_status,vehicle_read_error,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,human_review_priority
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000439550,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,439.55,439.55,441.05,1.5,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00045,ay,medium,2.75954,2.122723,1,0,0,ok,,5200,600,4.13204,-4.13204,2.75954,0.210702,0.16111,2.31199,1.7e-07,116.581,-0.205251,0.518013,-0.518013,48.64,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000463280,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,463.28,463.28,486.165,22.885,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,5,0,5,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00047;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00048;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00049;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00050;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00051,ay;ay;ay;ay;ay,medium;medium;medium;extreme;strong,10.633878,25.292128,2,1,0,ok,,5200,9154,3.32636,-3.32636,10.6339,0.095829,0.110518,1.667157,0.00250168,116.7125,-0.141546,0.516268,0.516268,46.2,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000550400,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,550.4,550.4,555.66,5.26,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00058,ay,medium,3.13816,2.780764,2,0,0,ok,,5200,2104,3.13816,3.13816,3.13816,0.139254,0.09518,2.212777,6e-08,124.779,-0.253247,0.617497,0.617497,40.92,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000558910,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_03_19,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_03_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_03_19_vehicle.csv,f3431bc9e0df50a1c77345636371d9e9117dedd56076f5d609f1ae697470342d,558.91,558.91,566.06,7.15,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_03_19__00059,ay,strong,4.163,4.345841,1,0,0,ok,,5200,2860,4.163,-4.163,4.163,0.157771,0.149916,2.69384,3e-08,116.4555,-0.240157,1.068666,1.068666,49.54,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000004450,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,4.45,4.45,5.885,1.435,raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00001;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00002,ay;roll_rate,extreme;extreme,0.890526,16.029308,0,0,0,ok,,2490,288,0.890527,-0.890527,0.890527,0.81446,0.035509,1.626712,1e-08,13.0197,0.233089,0.231692,0.231692,51.96,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000043710,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,43.71,43.71,53.365,9.655,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00003;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00004,ay;ay,strong;medium,3.99939,4.101496,2,0,0,ok,,2600,1931,3.99939,-3.99939,3.99939,0.145575,0.160162,2.2771,0.0,106.3655,-0.065799,0.861146,0.861146,53.33,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000110230,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,110.23,110.23,114.715,4.485,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00006,ay,strong,4.05533,4.450552,2,0,0,ok,,2600,897,4.05292,4.05292,4.05292,0.143344,0.157682,2.451581,0.0,97.71575,-0.011694,1.156806,-1.156806,48.78,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000302825,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,302.825,302.825,305.88,3.055,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00021;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00022,ay;ay,medium;weak,2.62088,2.75762,1,0,0,ok,,2600,611,2.62088,-2.62088,2.62088,0.11984,0.095211,1.798941,2e-08,113.5185,-0.147306,0.499862,0.499862,42.18,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000377335,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,377.335,377.335,381.115,3.78,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00028;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00029,ay;ay,medium;medium,2.05787,2.268949,1,0,0,ok,,2600,756,2.70236,-2.70236,2.05602,0.137206,0.113443,2.515024,0.0,96.6424,-0.380482,0.724661,0.724661,43.86,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000390070,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,390.07,390.07,392.445,2.375,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00031;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00032,ay;ay,weak;weak,1.70152,1.308861,0,0,0,ok,,2600,475,3.94488,3.94488,1.70152,0.122436,0.181652,2.045371,0.0,113.485,-0.06545,0.352556,-0.352556,52.53,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000553745,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,553.745,553.745,567.7,13.955,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00047;raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00048,ay;ay,medium;medium,3.37413,2.748879,0,0,0,ok,,2600,2791,3.36738,-3.36738,3.36738,0.030415,0.154331,3.427256,0.00600782,77.3108,0.115017,0.173311,0.173311,45.6,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000639980,vehicle_instability_onset_codex_v0_1,hzh,2025_09_26_21_17_02,原始车辆数据/hzh/Entity_Recording_2025_09_26_21_17_02_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_26_21_17_02_vehicle.csv,3f29be6faacf4866df22a866363d9fee1ed6c01b1ec827193044c011637766cd,639.98,639.98,642.025,2.045,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_26_21_17_02__00053,ay,strong,3.56197,4.04918,1,0,0,ok,,2600,409,3.56197,-3.56197,3.56197,0.16985,0.124061,2.714145,6e-08,120.58,-0.149575,0.629017,0.629017,45.14,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000109385,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,109.385,109.385,118.56,9.175,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00007;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00008,ay;ay,weak;medium,2.58086,2.146745,2,0,0,ok,,5200,3670,2.58086,-2.58086,2.58086,0.091538,0.105239,2.785135,0.0,113.339,-0.2008,0.527351,0.527351,41.47,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000186865,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,186.865,186.865,187.81,0.945,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00010,ay,medium,1.59058,1.823868,1,0,0,ok,,5200,378,3.51449,-3.51449,1.59058,0.200691,0.171109,2.372483,0.00015972,97.69845,-0.083601,0.32306,0.32306,42.56,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000255660,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,255.66,255.66,262.285,6.625,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00015;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00016;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00017,ay;ay;ay,medium;medium;weak,3.091708,2.6878,3,0,0,ok,,5200,2651,3.09171,3.09171,3.09171,0.075488,0.107957,2.778668,0.0,106.305,-0.360585,0.856608,0.856608,44.46,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000320485,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,320.485,320.485,321.325,0.84,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00019,ay,weak,1.56274,1.202108,0,1,0,ok,,5200,336,3.81788,3.81788,1.56274,0.084811,0.166496,1.702428,0.00664571,98.08105,-0.172962,0.278729,-0.278729,40.6,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000377330,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,377.33,377.33,379.605,2.275,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00024,ay,strong,3.21405,3.412127,1,0,0,ok,,5200,910,4.74187,4.74187,3.21405,0.266994,0.179857,2.385148,0.0,128.2455,-0.146084,0.557284,0.557284,56.42,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000391710,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,391.71,391.71,392.08,0.37,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00026,ay,weak,1.47061,1.352587,0,0,0,ok,,5200,148,4.30056,4.30056,1.47061,0.156813,0.134199,1.991539,0.0,113.1955,-0.217468,0.228987,0.228987,42.63,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000489150,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,489.15,489.15,517.795,28.645,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,6,0,6,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00030;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00031;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00032;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00033;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00034;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00035,ay;ay;ay;ay;ay;ay,medium;strong;extreme;medium;medium;medium,8.2184,16.870466,1,1,0,ok,,5200,11457,4.05656,-4.05656,8.2184,0.085823,0.153637,3.127995,0.00250162,114.5145,-0.074526,0.537387,0.537387,51.56,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,high
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000528555,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,528.555,528.555,532.14,3.585,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00040,ay,strong,3.15906,3.543014,1,0,0,ok,,5200,1435,3.15906,-3.15906,3.15906,0.106554,0.120441,2.994298,2.1e-06,113.7215,-0.296008,0.845263,0.845263,41.07,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_22_27__000536440,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_22_27,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_22_27_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_22_27_vehicle.csv,a4c313d8f9707d2fd12bcc4421c179cdba5fc8d2e0656371f297b76fe104c6d3,536.44,536.44,538.835,2.395,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00041;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_22_27__00042,ay;ay,weak;weak,1.66579,1.281377,0,0,0,ok,,5200,958,3.15537,-3.15537,1.66579,0.066817,0.099247,2.698333,4.82e-06,117.889,-0.273842,0.367741,0.367741,43.93,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000003185,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,3.185,3.185,4.535,1.35,raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00001,roll_rate,extreme,0.985291,19.705813,0,0,0,ok,,4471,539,0.554031,0.554031,0.327473,1.01079,0.035922,1.72471,1e-08,19.9701,0.246266,0.17558,0.17558,45.58,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000035010,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,35.01,35.01,38.635,3.625,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00002,ay,strong,3.67319,3.804847,1,0,0,ok,,5200,1450,3.67319,-3.67319,3.67319,0.14105,0.127278,1.762666,0.0,130.778,-0.181863,0.7285,0.7285,45.19,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000175440,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,175.44,175.44,176.285,0.845,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00013,ay,medium,2.15518,1.657831,1,0,0,ok,,5200,339,4.99486,-4.99486,2.15518,0.297637,0.223518,2.489825,0.0,123.2005,-0.162141,0.412421,-0.412421,55.28,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000182985,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,182.985,182.985,184.01,1.025,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,1,0,1,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00015,ay,weak,1.54192,1.195546,0,0,0,ok,,5200,410,3.58614,-3.58614,1.54192,0.181694,0.135448,2.519316,0.0,127.475,-0.383623,0.527962,0.527962,41.95,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
vehicle_instability_onset__hzh__2025_09_27_19_33_25__000245640,vehicle_instability_onset_codex_v0_1,hzh,2025_09_27_19_33_25,原始车辆数据/hzh/Entity_Recording_2025_09_27_19_33_25_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\hzh\Entity_Recording_2025_09_27_19_33_25_vehicle.csv,188a8b4e059622f849519c23a5d2203be2916dd2d73a463c329e8140ad2cb786,245.64,245.64,250.565,4.925,raw_vehicle_dynamic_onset_non_steering,instability_ay_only,2,0,2,raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00021;raw_vehicle_dynamic_onset__hzh__2025_09_27_19_33_25__00022,ay;ay,strong;medium,3.11994,3.892094,2,0,0,ok,,5200,1971,3.11994,3.11994,3.11994,0.171865,0.120582,2.439701,2e-08,124.442,-0.070686,0.667065,-0.667065,47.47,needs_human_review,detected_vehicle_instability_onset_predict_future_steering_response,Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,normal
