track_id,epoch,train_loss,val_rmse,window_config_id
B_response3s_strict_core,1,1.656651149193446,0.7733968817899566,pre3_label3_response_coverage
B_response3s_strict_core,2,1.5950003862380981,0.7703392862214452,pre3_label3_response_coverage
B_response3s_strict_core,3,1.587471107641856,0.7694809856209425,pre3_label3_response_coverage
B_response3s_strict_core,4,1.569183756907781,0.7691054777516785,pre3_label3_response_coverage
B_response3s_strict_core,5,1.5503476460774739,0.7687231111451006,pre3_label3_response_coverage
B_response3s_strict_core,6,1.5108502209186554,0.7640247398077176,pre3_label3_response_coverage
B_response3s_strict_core,7,1.4474341720342636,0.7326012512643906,pre3_label3_response_coverage
B_response3s_strict_core,8,1.3213431338469188,0.7274537466919418,pre3_label3_response_coverage
B_response3s_strict_core,9,1.2344647298256557,0.7094503895681915,pre3_label3_response_coverage
B_response3s_strict_core,10,1.148671289285024,0.6931560046414549,pre3_label3_response_coverage
B_response3s_strict_core,11,1.123254323999087,0.7449354568852333,pre3_label3_response_coverage
B_response3s_strict_core,12,1.1227702647447586,0.6829877176360064,pre3_label3_response_coverage
B_response3s_strict_core,13,1.053873876730601,0.7086804735929036,pre3_label3_response_coverage
B_response3s_strict_core,14,1.0155874093373616,0.7205708146535551,pre3_label3_response_coverage
B_response3s_strict_core,15,0.9966335197289785,0.7046433557777082,pre3_label3_response_coverage
B_response3s_strict_core,16,0.9679044634103775,0.6914354384794398,pre3_label3_response_coverage
B_response3s_strict_core,17,0.9680192172527313,0.6949559687577272,pre3_label3_response_coverage
B_response3s_strict_core,18,0.9478958348433176,0.6973728816401995,pre3_label3_response_coverage
B_response3s_strict_core,19,0.9025089293718338,0.7083808676827157,pre3_label3_response_coverage
B_response3s_strict_core,20,0.903117815653483,0.6842863173461737,pre3_label3_response_coverage
B_response3s_strict_core,21,0.8906902323166529,0.7037892703170564,pre3_label3_response_coverage
B_response3s_strict_core,22,0.8655391136805216,0.6866861348218872,pre3_label3_response_coverage
B_response3s_strict_core,23,0.8634381492932638,0.6827447417176778,pre3_label3_response_coverage
B_response3s_strict_core,24,0.8134112358093262,0.6941605076721732,pre3_label3_response_coverage
B_response3s_strict_core,25,0.80320971707503,0.6674611956445738,pre3_label3_response_coverage
B_response3s_strict_core,26,0.7985300620396932,0.6689632722427549,pre3_label3_response_coverage
B_response3s_strict_core,27,0.7661072959502538,0.692292490428987,pre3_label3_response_coverage
B_response3s_strict_core,28,0.7565216521422068,0.6691432480615703,pre3_label3_response_coverage
B_response3s_strict_core,29,0.7394682765007019,0.6926661927501186,pre3_label3_response_coverage
B_response3s_strict_core,30,0.7324759637316068,0.6607165012789641,pre3_label3_response_coverage
B_response3s_strict_core,31,0.7088764309883118,0.6632119141435614,pre3_label3_response_coverage
B_response3s_strict_core,32,0.6806614796320597,0.6745104654275097,pre3_label3_response_coverage
B_response3s_strict_core,33,0.6749430273969969,0.6590070830859159,pre3_label3_response_coverage
B_response3s_strict_core,34,0.6423622121413549,0.69291525246335,pre3_label3_response_coverage
B_response3s_strict_core,35,0.6911099751790365,0.6359977906226177,pre3_label3_response_coverage
B_response3s_strict_core,36,0.668635313709577,0.6357730569633453,pre3_label3_response_coverage
B_response3s_strict_core,37,0.6617709745963415,0.6360795982396197,pre3_label3_response_coverage
B_response3s_strict_core,38,0.601185031235218,0.6536472843240783,pre3_label3_response_coverage
B_response3s_strict_core,39,0.625454381108284,0.661350675907617,pre3_label3_response_coverage
B_response3s_strict_core,40,0.5780785555640856,0.6425512035481786,pre3_label3_response_coverage
B_response3s_strict_core,41,0.5617738515138626,0.669626635165771,pre3_label3_response_coverage
B_response3s_strict_core,42,0.5729774609208107,0.6214205733621609,pre3_label3_response_coverage
B_response3s_strict_core,43,0.5454370155930519,0.6271048129922431,pre3_label3_response_coverage
B_response3s_strict_core,44,0.5318252642949423,0.6391571805775362,pre3_label3_response_coverage
B_response3s_strict_core,45,0.5152873620390892,0.6413143910085936,pre3_label3_response_coverage
B_response3s_strict_core,46,0.4970241114497185,0.6381094744724275,pre3_label3_response_coverage
B_response3s_strict_core,47,0.47354676326115924,0.6620588753445754,pre3_label3_response_coverage
B_response3s_strict_core,48,0.4618783916036288,0.6450233339231608,pre3_label3_response_coverage
B_response3s_strict_core,49,0.44161589195330936,0.6394456266763813,pre3_label3_response_coverage
B_response3s_strict_core,50,0.45811594525973004,0.6437473296371861,pre3_label3_response_coverage
B_response3s_strict_core,51,0.452538105348746,0.6517416587154921,pre3_label3_response_coverage
B_response3s_strict_core,52,0.4355905329187711,0.6332291408769624,pre3_label3_response_coverage
B_response3s_strict_core,53,0.3889975771307945,0.655317424692286,pre3_label3_response_coverage
B_response3s_strict_core,54,0.39613034576177597,0.6701633366786094,pre3_label3_response_coverage
B_response3s_strict_core,55,0.41525271783272427,0.6342985000739434,pre3_label3_response_coverage
B_response3s_strict_core,56,0.39329186578591663,0.6641753721908442,pre3_label3_response_coverage
B_response3s_strict_core,57,0.38644260664780933,0.6408243586993819,pre3_label3_response_coverage
