fold_id,feature
0,anchor_time_rel_s
0,curvature_anchor
0,event_type
0,event_level
0,road_type_anchor
0,road_design_module_name
0,road_design_instance_name
0,road_design_risk_class
0,road_design_mapping_reliability
0,fold_rbf_peak_signed
0,fold_rbf_peak_abs
0,fold_rbf_peak_time_s
0,fold_rbf_onset_time_s
0,fold_rbf_tail_signed
0,fold_rbf_reversal_count
