window_config_id,split_strategy,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,track_id,rbf_ref_rmse,rbf_ref_wrong_side,rbf_ref_large_recall,rbf_ref_difficult_rmse,rmse_delta_vs_rbf,wrong_side_delta_vs_rbf,large_recall_delta_vs_rbf,difficult_rmse_delta_vs_rbf,fold_id,model_name,split,policy_name,selected_model,selection_rule
pre3_label3_response_coverage,session_level_split,173,0.5359404129689249,0.8670520231213873,0.1329479768786127,0.4318181818181818,0.5606492886136722,0.8538663652776033,0.3063583815028902,0.38615606931937224,0.508757227805653,0.14930664921297848,0.04046242774566474,0.09826589595375723,0.057803468208092484,0.9190751445086706,0.9421965317919075,0.890991380410108,B_response3s_strict_core,0.5655421169058906,0.13872832369942195,0.25,0.9430573266157073,-0.029601703936965706,-0.005780346820809246,0.18181818181818182,-0.052065946205599345,3,segment_abs_rf_blend_25,train,stability_penalty_l05,segment_abs_rf_blend_25,score=val_delta+0.5*abs(train_delta-val_delta)
pre3_label3_response_coverage,session_level_split,43,0.4772180753553046,0.8372093023255814,0.16279069767441862,0.2857142857142857,0.4860696494579315,2.5587708224586763,0.20930232558139536,0.5034883791624114,0.5094186101801866,0.13377760989634796,0.06976744186046512,0.046511627906976744,0.0,0.9302325581395349,1.0,0.8962058740192171,B_response3s_strict_core,0.4910276735434295,0.16279069767441862,0.0,0.9245355373732959,-0.013809598188124939,0.0,0.2857142857142857,-0.028329663354078716,3,segment_abs_rf_blend_25,val,stability_penalty_l05,segment_abs_rf_blend_25,score=val_delta+0.5*abs(train_delta-val_delta)
pre3_label3_response_coverage,session_level_split,54,0.6358616704509915,0.8518518518518519,0.14814814814814814,0.2857142857142857,0.6566101756567756,1.1319969578862932,0.35185185185185186,0.513148147198889,0.7225000013907751,0.1600339886790607,0.05555555555555555,0.07407407407407407,0.018518518518518517,0.9629629629629629,0.9629629629629629,0.9603629282463034,B_response3s_strict_core,0.6478193097576831,0.14814814814814814,0.14285714285714285,0.9955259283425777,-0.011957639306691581,0.0,0.14285714285714285,-0.035163000096274266,3,segment_abs_rf_blend_25,test,stability_penalty_l05,segment_abs_rf_blend_25,score=val_delta+0.5*abs(train_delta-val_delta)
pre3_label3_response_coverage,session_level_split,173,0.4157513423413658,0.9075144508670521,0.09248554913294797,0.7954545454545454,0.3800281796798196,1.0081954665388932,0.10982658959537572,0.3571098269410216,0.24736994408027974,0.14057968047875144,0.011560693641618497,0.10404624277456648,0.03468208092485549,0.9479768786127167,0.976878612716763,0.6508917608095345,B_response3s_strict_core,0.4157513423413658,0.09248554913294797,0.7954545454545454,0.6508917608095345,0.0,0.0,0.0,0.0,4,rbf_kernel_ridge_context_no_subject,train,always_rbf_reference,rbf_kernel_ridge_context_no_subject,reference
pre3_label3_response_coverage,session_level_split,43,0.49342275723645534,0.813953488372093,0.18604651162790697,0.7272727272727273,0.40705548573371975,3.4690796887383013,0.13953488372093023,0.6151162867629251,0.389651159214419,0.1598327795021929,0.06976744186046512,0.06976744186046512,0.0,0.9069767441860465,1.0,0.8035117258621499,B_response3s_strict_core,0.49342275723645534,0.18604651162790697,0.7272727272727273,0.8035117258621499,0.0,0.0,0.0,0.0,4,rbf_kernel_ridge_context_no_subject,val,always_rbf_reference,rbf_kernel_ridge_context_no_subject,reference
pre3_label3_response_coverage,session_level_split,54,0.5644274261187063,0.9259259259259259,0.07407407407407407,0.3333333333333333,0.4913164586932571,1.2712968410556058,0.2037037037037037,0.4100925883761159,0.34944444080745735,0.17164214415889648,0.018518518518518517,0.05555555555555555,0.0,0.8888888888888888,1.0,1.053580169917732,B_response3s_strict_core,0.5644274261187063,0.07407407407407407,0.3333333333333333,1.053580169917732,0.0,0.0,0.0,0.0,4,rbf_kernel_ridge_context_no_subject,test,always_rbf_reference,rbf_kernel_ridge_context_no_subject,reference
pre3_label3_response_coverage,session_level_split,173,0.41592931069070926,0.9075144508670521,0.09248554913294797,0.7954545454545454,0.3587904675470697,0.9677534712515996,0.10982658959537572,0.3338150328638926,0.293497109258106,0.12491004003314139,0.005780346820809248,0.10982658959537572,0.057803468208092484,0.9479768786127167,0.9710982658959537,0.6579252962070685,B_response3s_strict_core,0.4157513423413658,0.09248554913294797,0.7954545454545454,0.6508917608095345,0.0001779683493434714,0.0,0.0,0.007033535397534041,4,segment_abs_rf_blend_25,train,stage7g_original_val_gate,segment_abs_rf_blend_25,val_noninferior_with_physical_gain
pre3_label3_response_coverage,session_level_split,43,0.4915509299619517,0.7906976744186046,0.20930232558139536,0.7272727272727273,0.41360843978648965,3.392921330851963,0.16279069767441862,0.6076744139887565,0.4033720949014952,0.16176072967260383,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.9069767441860465,1.0,0.7933016351870033,B_response3s_strict_core,0.49342275723645534,0.18604651162790697,0.7272727272727273,0.8035117258621499,-0.0018718272745036346,0.023255813953488386,0.0,-0.010210090675146666,4,segment_abs_rf_blend_25,val,stage7g_original_val_gate,segment_abs_rf_blend_25,val_noninferior_with_physical_gain
pre3_label3_response_coverage,session_level_split,54,0.553233956925846,0.9259259259259259,0.07407407407407407,0.5833333333333334,0.457648163040479,1.290256556672719,0.12962962962962962,0.4044444538928844,0.37499999599876227,0.17022204887190903,0.018518518518518517,0.037037037037037035,0.07407407407407407,0.8888888888888888,1.0,1.0258128844013268,B_response3s_strict_core,0.5644274261187063,0.07407407407407407,0.3333333333333333,1.053580169917732,-0.01119346919286035,0.0,0.25000000000000006,-0.027767285516405282,4,segment_abs_rf_blend_25,test,stage7g_original_val_gate,segment_abs_rf_blend_25,val_noninferior_with_physical_gain
pre3_label3_response_coverage,session_level_split,173,0.41592931069070926,0.9075144508670521,0.09248554913294797,0.7954545454545454,0.3587904675470697,0.9677534712515996,0.10982658959537572,0.3338150328638926,0.293497109258106,0.12491004003314139,0.005780346820809248,0.10982658959537572,0.057803468208092484,0.9479768786127167,0.9710982658959537,0.6579252962070685,B_response3s_strict_core,0.4157513423413658,0.09248554913294797,0.7954545454545454,0.6508917608095345,0.0001779683493434714,0.0,0.0,0.007033535397534041,4,segment_abs_rf_blend_25,train,stability_penalty_l05,segment_abs_rf_blend_25,score=val_delta+0.5*abs(train_delta-val_delta)
pre3_label3_response_coverage,session_level_split,43,0.4915509299619517,0.7906976744186046,0.20930232558139536,0.7272727272727273,0.41360843978648965,3.392921330851963,0.16279069767441862,0.6076744139887565,0.4033720949014952,0.16176072967260383,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.9069767441860465,1.0,0.7933016351870033,B_response3s_strict_core,0.49342275723645534,0.18604651162790697,0.7272727272727273,0.8035117258621499,-0.0018718272745036346,0.023255813953488386,0.0,-0.010210090675146666,4,segment_abs_rf_blend_25,val,stability_penalty_l05,segment_abs_rf_blend_25,score=val_delta+0.5*abs(train_delta-val_delta)
pre3_label3_response_coverage,session_level_split,54,0.553233956925846,0.9259259259259259,0.07407407407407407,0.5833333333333334,0.457648163040479,1.290256556672719,0.12962962962962962,0.4044444538928844,0.37499999599876227,0.17022204887190903,0.018518518518518517,0.037037037037037035,0.07407407407407407,0.8888888888888888,1.0,1.0258128844013268,B_response3s_strict_core,0.5644274261187063,0.07407407407407407,0.3333333333333333,1.053580169917732,-0.01119346919286035,0.0,0.25000000000000006,-0.027767285516405282,4,segment_abs_rf_blend_25,test,stability_penalty_l05,segment_abs_rf_blend_25,score=val_delta+0.5*abs(train_delta-val_delta)
