instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000435570,vehicle_instability_all_raw_rescreen_v0_1,cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_19_56_16_vehicle.csv,8b7c9cac7da23d7bf54d3e61d12170f5967ca715dc59a389e45fbf9008b2efa5,435.57,435.57,456.88,21.31,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_only,6,0,6,allraw_nonsteering_seed__cwh__2025_09_26_19_56_16__00030;allraw_nonsteering_seed__cwh__2025_09_26_19_56_16__00031;allraw_nonsteering_seed__cwh__2025_09_26_19_56_16__00032;allraw_nonsteering_seed__cwh__2025_09_26_19_56_16__00033;allraw_nonsteering_seed__cwh__2025_09_26_19_56_16__00034;allraw_nonsteering_seed__cwh__2025_09_26_19_56_16__00035,ay;ay;ay;ay;ay;ay,medium;weak;weak;weak;weak;weak,2.91796,2.244585,ok,,16,2601,4263,2.91796,-2.91796,2.91796,0.037614,0.132564,3.278002,0.00603353,81.61198,0.154636,0.373326,0.373326,42.66,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14937.160724,0.0,582.756017,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,54.43,hybrid_review_conflict_or_medium,base_dynamic_score=42.66; ay_support=+1.8; yaw_rate_support=+5; lateral_support=+0.9; multi_second_dynamic_episode=+4
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000000705,vehicle_instability_all_raw_rescreen_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,0.705,0.705,2.09,1.385,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,allraw_nonsteering_seed__cwh__2025_09_26_20_06_19__00001,roll_rate,extreme,0.641555,12.831096,ok,,1,1742,278,0.917586,-0.917586,0.917586,3.308404,0.026413,2.003249,1e-08,27.2418,0.104021,0.331439,0.331439,45.58,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,0.624693,0.0,8.498166,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,53.58,hybrid_review_conflict_or_medium,base_dynamic_score=45.58; roll_rate_support=+8.0
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000413585,vehicle_instability_all_raw_rescreen_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,413.585,413.585,435.89,22.305,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_only,3,0,3,allraw_nonsteering_seed__cwh__2025_09_26_20_06_19__00029;allraw_nonsteering_seed__cwh__2025_09_26_20_06_19__00030;allraw_nonsteering_seed__cwh__2025_09_26_20_06_19__00031,ay;ay;ay,medium;medium;medium,3.69014,2.838569,ok,,14,2601,4462,3.69014,-3.69014,3.69014,0.032252,0.146802,2.32799,0.00585831,95.2012,0.077493,0.165806,0.165806,47.37,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14841.160724,0.0,623.162352,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,59.75,hybrid_review_conflict_or_medium,base_dynamic_score=47.37; ay_support=+3.4; yaw_rate_support=+5; multi_second_dynamic_episode=+4; curve_context_kept_because_dynamic_response_is_strong
vehicle_instability_allraw__cwh__2025_09_26_20_06_19__000493780,vehicle_instability_all_raw_rescreen_v0_1,cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\cwh\Entity_Recording_2025_09_26_20_06_19_vehicle.csv,df471111c5e9f3f57bc55cf9cd8c6befc78ac4d5408e5039273c5c661005f7cc,493.78,493.78,493.99,0.21,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,allraw_nonsteering_seed__cwh__2025_09_26_20_06_19__00038,roll_rate,weak,0.068158,1.363157,ok,,19,2601,43,2.89347,2.89347,1.0345,0.068158,0.210817,30.688541,0.0130082,56.004,0.028973,0.493928,-0.493928,37.53,reject_low_instability_evidence,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,0.941226,14.4281,1,weak,straight,secondary,0.155,old_v400_context__cwh__2025_09_26_20_06_19__00035,ok,differentmu_road,mu1,14326.160724,0.0,1375.58291,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,52.0,hybrid_review_conflict_or_medium,base_dynamic_score=37.53; ay_support=+1.8; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+0.2; old_v400_nearby=+1.5
vehicle_instability_allraw__gf__2025_09_26_10_03_00__000534395,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1e4232604e33cbf98c8e524d44c86abf65e3f9c0068e3630f80dfb47e73c793f,534.395,534.395,535.885,1.49,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_03_00__00018,roll_rate,medium,0.123645,2.472895,ok,,10,2601,299,2.56545,-2.56545,2.56545,0.123645,0.085825,0.765674,1.5e-07,112.7414,-0.311018,0.64298,0.64298,44.42,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,0,1.122716,20.361633,1,weak,straight,primary,0.095,old_v400_context__gf__2025_09_26_10_03_00__00033,ok,differentmu_road,mu1,14068.160724,0.0,706.952157,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,54.35,hybrid_review_conflict_or_medium,base_dynamic_score=44.42; ay_support=+1.1; post_steering_response=+0.8; old_v400_nearby=+3.0; old_v400_primary=+5
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000507420,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,507.42,507.42,509.19,1.77,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_18_49__00040,roll_rate,medium,0.111046,2.220924,ok,,20,2601,355,2.47356,-2.47356,1.76892,0.111046,0.090292,1.244199,0.00092715,125.9204,-0.333707,0.526217,0.526217,45.02,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,0.986386,14.254,1,weak,straight,secondary,0.59,old_v400_context__gf__2025_09_26_10_18_49__00055,ok,differentmu_road,mu1,14873.160724,0.0,43.357591,0.0,medium,design_high_risk_surface,0,none,,,,,nearest_or_exact,55.78,hybrid_review_conflict_or_medium,base_dynamic_score=45.02; ay_support=+0.9; post_steering_response=+0.3; old_v400_nearby=+1.5; design_high_risk_surface=+8
vehicle_instability_allraw__gf__2025_09_26_10_18_49__000536395,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6ee51bd1c9b8e8386372885e569d42d78b31b4e7c26984fe3b746e99da155494,536.395,536.395,539.525,3.13,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,2,2,allraw_nonsteering_seed__gf__2025_09_26_10_18_49__00041;allraw_nonsteering_seed__gf__2025_09_26_10_18_49__00042,roll_rate;roll_rate,medium;weak,0.124093,2.481853,ok,,21,2601,627,1.90391,-1.90391,1.90391,0.124093,0.063156,1.532762,0.00064482,129.4754,-0.036652,0.404742,-0.404742,41.99,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,0,1.056025,15.358933,1,weak,straight,primary,0.965,old_v400_context__gf__2025_09_26_10_18_49__00056,ok,differentmu_road,mu1,14361.160724,-0.0,942.311215,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,48.49,hybrid_review_conflict_or_medium,base_dynamic_score=41.99; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000198140,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,198.14,198.14,201.45,3.31,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_30_12__00011,roll_rate,medium,0.106697,2.133948,ok,,6,2601,663,2.106039,-2.106039,2.106039,0.106697,0.097255,1.927569,0.0,102.008,-0.212058,0.583813,0.583813,43.86,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,1.08413,14.893333,1,weak,straight,secondary,0.575,old_v400_context__gf__2025_09_26_10_30_12__00013,ok,middle_section,section3,5673.57442,0.0,272.203792,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,46.13,hybrid_review_conflict_or_medium,base_dynamic_score=43.86; ay_support=+0.2; post_steering_response=+0.6; old_v400_nearby=+1.5
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000415300,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,415.3,415.3,417.29,1.99,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,2,2,allraw_nonsteering_seed__gf__2025_09_26_10_30_12__00027;allraw_nonsteering_seed__gf__2025_09_26_10_30_12__00028,ay;roll_rate,medium;weak,2.43997,1.8769,ok,,12,2601,399,2.43997,-2.43997,2.43997,0.085932,0.088501,2.95862,0.0,123.208,-0.233351,0.614182,0.614182,45.03,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,2,0,0,1.397411,14.078667,1,weak,straight,secondary,0.47,old_v400_context__gf__2025_09_26_10_30_12__00036,ok,middle_section,section6,13180.536031,-0.0,781.383465,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,51.64,hybrid_review_conflict_or_medium,base_dynamic_score=45.03; ay_support=+0.9; lateral_support=+0.6; post_steering_response=+0.7; old_v400_nearby=+4.5
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000494010,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,494.01,494.01,495.235,1.225,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_30_12__00043,roll_rate,medium,0.087412,1.748244,ok,,16,2601,246,2.03517,2.03517,2.03517,0.094525,0.073287,1.665757,0.00073468,124.433,-0.249233,0.31765,0.31765,39.08,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,0.96991,14.951333,1,weak,straight,secondary,0.665,old_v400_context__gf__2025_09_26_10_30_12__00055,ok,differentmu_road,mu1,14868.160724,-0.0,50.390702,0.0,medium,design_high_risk_surface,0,none,,,,,nearest_or_exact,48.65,hybrid_review_conflict_or_medium,base_dynamic_score=39.08; ay_support=+0.1; old_v400_nearby=+1.5; design_high_risk_surface=+8
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000559370,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_30_12_vehicle.csv,aa606fb1ecf71feef1f564dd422c382295247b323dd5beda17fc393f502341b6,559.37,559.37,560.83,1.46,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_30_12__00046,roll_rate,medium,0.076719,1.534385,ok,,18,2326,293,1.64276,1.64276,1.64276,0.105815,0.0634,189.061832,0.0,127.122,-0.144339,0.308923,-0.308923,37.69,reject_low_instability_evidence,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,0,0.711074,15.474667,1,weak,straight,primary,0.115,old_v400_context__gf__2025_09_26_10_30_12__00057,ok,differentmu_road,mu1,13705.160724,0.0,2083.663403,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,50.19,hybrid_review_conflict_or_medium,base_dynamic_score=37.69; lateral_support=+6.0; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_allraw__gf__2025_09_26_10_40_59__000448375,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_40_59_vehicle.csv,04caf01ecb8979b76d4bb15ba69d9b5f7c6a2ea75953dfdd03bdef8780487989,448.375,448.375,449.125,0.75,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_40_59__00020,roll_rate,medium,0.122994,2.459872,ok,,12,2601,151,3.32624,3.32624,2.2542,0.127021,0.118438,2.6239,0.0,116.666,-0.073653,0.341561,0.341561,47.13,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,1.264003,14.893333,1,weak,straight,secondary,0.335,old_v400_context__gf__2025_09_26_10_40_59__00039,ok,middle_section,section6,13237.536031,0.0,776.375249,0.0,very_low,design_regular_road,0,none,,,,,nearest_or_exact,51.43,hybrid_review_conflict_or_medium,base_dynamic_score=47.13; ay_support=+2.7; lateral_support=+0.1; old_v400_nearby=+1.5
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000008090,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,8.09,8.09,9.435,1.345,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_52_57__00001,roll_rate,extreme,0.986297,19.725935,ok,,1,2601,270,0.548741,0.548741,0.447774,0.986297,0.038897,1.655461,1e-08,11.58966,0.387114,0.191463,-0.191463,45.66,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,middle_section,section1,0.624693,0.0,8.494964,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,52.24,hybrid_review_conflict_or_medium,base_dynamic_score=45.66; roll_rate_support=+6.6
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000272170,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,272.17,272.17,276.365,4.195,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,2,2,allraw_nonsteering_seed__gf__2025_09_26_10_52_57__00012;allraw_nonsteering_seed__gf__2025_09_26_10_52_57__00013,roll_rate;roll_rate,medium;weak,0.120583,2.411665,ok,,6,2601,840,2.20936,2.20936,2.20936,0.120583,0.086804,1.562927,2e-08,119.8058,-0.120777,0.444012,-0.444012,44.44,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,0,1.387205,14.7772,1,weak,straight,primary,0.815,old_v400_context__gf__2025_09_26_10_52_57__00017,ok,middle_section,section4,7283.25558,-0.0,275.488485,0.0,low,design_regular_road,0,none,,,,,nearest_or_exact,55.36,hybrid_review_conflict_or_medium,base_dynamic_score=44.44; ay_support=+0.4; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000544565,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,544.565,544.565,547.09,2.525,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__gf__2025_09_26_10_52_57__00034;allraw_nonsteering_seed__gf__2025_09_26_10_52_57__00035,ay;ay,weak;medium,2.07651,1.597315,ok,,14,2601,506,2.07651,-2.07651,2.07651,0.063804,0.083985,2.096303,0.00141133,111.883,-0.209963,0.474031,0.474031,42.03,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,differentmu_road,mu1,14893.160724,0.0,3.825927,0.0,high,design_high_risk_surface,0,none,,,,,nearest_or_exact,50.28,hybrid_review_conflict_or_medium,base_dynamic_score=42.03; ay_support=+0.2; post_steering_response=+0.1; design_high_risk_surface=+8
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000611540,vehicle_instability_all_raw_rescreen_v0_1,gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gf\Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8cf27411f644ff61566465ffb0071cb331cc4f0775effb4ef2b6f6a57628faa4,611.54,611.54,613.345,1.805,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__gf__2025_09_26_10_52_57__00044,ay,medium,1.95976,1.507508,ok,,17,2355,362,1.95976,-1.95976,1.95976,0.0661,0.112311,33.327104,4e-08,61.85786,-0.16057,0.485376,0.485376,41.43,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,0,0.881819,20.4788,1,weak,straight,primary,0.2,old_v400_context__gf__2025_09_26_10_52_57__00051,ok,differentmu_road,mu1,14367.160724,0.0,1404.463353,0.0,very_low,design_high_risk_surface,0,none,,,,,nearest_or_exact,54.08,hybrid_review_conflict_or_medium,base_dynamic_score=41.43; lateral_support=+6.0; post_steering_response=+0.1; old_v400_nearby=+1.5; old_v400_primary=+5
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000012255,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,12.255,12.255,13.885,1.63,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00001,roll_rate,extreme,0.72869,14.573802,ok,,1,2600,327,0.916008,-0.916008,0.916008,0.72869,0.030956,1.950072,1e-08,9.696551,0.281347,0.335801,-0.335801,39.74,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,2,1,0,2.230022,15.126,1,weak,straight,secondary,0.81,old_v400_context__gzj__2025_09_27_11_41_47__00001,ok,middle_section,section1,0.624693,0.0,8.490552,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,55.49,hybrid_review_conflict_or_medium,base_dynamic_score=39.74; roll_rate_support=+4.9; old_v400_nearby=+4.5; old_v400_primary=+5; old_primary_score=+1.4
vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000051095,vehicle_instability_all_raw_rescreen_v0_1,gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\gzj\Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2d324d79c2498cd06126fbfe07d11576bd84436686ccbbbcf61a43e4e1d159bf,51.095,51.095,51.32,0.225,all_raw_vehicle_dynamic_onset_non_steering,instability_roll_only,0,1,1,allraw_nonsteering_seed__gzj__2025_09_27_11_41_47__00005,roll_rate,weak,0.067869,1.357385,ok,,5,2601,46,3.35727,-3.35727,0.889233,0.122458,0.126862,3.15243,0.0,140.392,-0.012043,0.32498,-0.32498,39.32,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,0.709407,13.73,1,weak,straight,secondary,1.095,old_v400_context__gzj__2025_09_27_11_41_47__00008,ok,middle_section,section1,1103.624693,-0.0,3.212753,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,49.32,hybrid_review_conflict_or_medium,base_dynamic_score=39.32; ay_support=+2.7; yaw_rate_support=+5; lateral_support=+0.8; old_v400_nearby=+1.5
