sample_id,event_uid,subject,session_stamp,window_config_id,split,split_strategy,track_id,gt_peak_abs,is_large_response,is_difficult_peak_top20,sample_rmse__keypoint_residual_vehicle_transformer_no_subject,sample_rmse__rbf_kernel_ridge_context_no_subject,wrong_side__keypoint_residual_vehicle_transformer_no_subject,wrong_side__rbf_kernel_ridge_context_no_subject,large_response_recalled__keypoint_residual_vehicle_transformer_no_subject,large_response_recalled__rbf_kernel_ridge_context_no_subject,severe_amp_under__keypoint_residual_vehicle_transformer_no_subject,severe_amp_under__rbf_kernel_ridge_context_no_subject,peak_amp_abs_error__keypoint_residual_vehicle_transformer_no_subject,peak_amp_abs_error__rbf_kernel_ridge_context_no_subject,peak_time_abs_error_s__keypoint_residual_vehicle_transformer_no_subject,peak_time_abs_error_s__rbf_kernel_ridge_context_no_subject,onset_delay_abs_error_s__keypoint_residual_vehicle_transformer_no_subject,onset_delay_abs_error_s__rbf_kernel_ridge_context_no_subject,tail_abs_error__keypoint_residual_vehicle_transformer_no_subject,tail_abs_error__rbf_kernel_ridge_context_no_subject,tail_drift_risk__keypoint_residual_vehicle_transformer_no_subject,tail_drift_risk__rbf_kernel_ridge_context_no_subject,zero_crossing_mismatch__keypoint_residual_vehicle_transformer_no_subject,zero_crossing_mismatch__rbf_kernel_ridge_context_no_subject,reversal_count_exact__keypoint_residual_vehicle_transformer_no_subject,reversal_count_exact__rbf_kernel_ridge_context_no_subject,pred_peak_abs__keypoint_residual_vehicle_transformer_no_subject,pred_peak_abs__rbf_kernel_ridge_context_no_subject,pred_reversal_count__keypoint_residual_vehicle_transformer_no_subject,pred_reversal_count__rbf_kernel_ridge_context_no_subject,pred_multi_segment__keypoint_residual_vehicle_transformer_no_subject,pred_multi_segment__rbf_kernel_ridge_context_no_subject,anchor_time_rel_s,curvature_anchor,input_valid_ratio,event_type,event_level,road_type_anchor,old_v400_road_type_mode,old_v400_phase_mode,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,keypoint_better_rmse,rmse_delta_keypoint_minus_rbf,pred_peak_abs__delta_keypoint_minus_rbf,pred_reversal_count__delta_keypoint_minus_rbf,pred_multi_segment__delta_keypoint_minus_rbf,selector_prob_keypoint,selector_threshold,selected_model,selected_keypoint,oracle_keypoint,selection_outcome,sample_rmse_rbf,sample_rmse_keypoint,sample_rmse_selected,sample_rmse_oracle,selector_regret_vs_oracle,selector_delta_vs_rbf,keypoint_delta_vs_rbf,selector_helped_rbf,selector_hurt_rbf,wrong_side__selected,wrong_side__delta_selected_minus_rbf,large_response_recalled__selected,large_response_recalled__delta_selected_minus_rbf,severe_amp_under__selected,severe_amp_under__delta_selected_minus_rbf,tail_drift_risk__selected,tail_drift_risk__delta_selected_minus_rbf,zero_crossing_mismatch__selected,zero_crossing_mismatch__delta_selected_minus_rbf,reversal_count_exact__selected,reversal_count_exact__delta_selected_minus_rbf
vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_17_51_46__000542335,jy,2025_09_26_17_51_46,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.3000220060348511,0,0,0.1783985793590545,0.0339282229542732,1.0,0.0,0.0,0.0,1.0,0.0,0.2275707945227623,0.0569568127393722,2.0049999952316284,0.0199999809265136,2.709999993443489,0.0150000005960464,0.2272622361779213,0.0157405734062194,1.0,0.0,0.0,0.0,0.0,1.0,0.0724512115120887,0.2430651932954788,0.0,2.0,0.0,1.0,542.335,-0.0,1.0,instability_ay_roll,medium_active,curve,curve,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.1444703564047813,-0.1706139817833901,-2.0,-1.0,0.0864357140361158,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0339282229542732,0.1783985793590545,0.0339282229542732,0.0339282229542732,0.0,0.0,0.1444703564047813,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000135315,lx,2025_09_26_09_17_22,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.2240021228790283,0,0,0.4466817677021026,0.1458196938037872,0.0,0.0,0.0,0.0,1.0,0.0,0.8197978734970093,0.1606174707412719,0.1549999713897705,0.2899999618530273,0.0349999666213989,1.1600000262260437,0.6414313614368439,0.0802319049835205,1.0,0.0,1.0,0.0,0.0,0.0,0.404204249382019,1.0633846521377563,0.0,151.0,0.0,1.0,135.315,-0.00729802,1.0,instability_ay_roll,extreme_active,curve,curve,secondary,curve1,curve1,design_curve_context,medium,0,0.3008620738983154,-0.6591804027557373,-151.0,-1.0,0.0146358833377133,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1458196938037872,0.4466817677021026,0.1458196938037872,0.1458196938037872,0.0,0.0,0.30086207389831543,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000215535,lx,2025_09_26_09_17_22,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.907396912574768,0,0,0.5633364319801331,0.5317190289497375,0.0,0.0,0.0,0.0,0.0,0.0,0.3095395565032959,0.0076391696929931,0.2699999809265136,0.4399999380111694,0.2450000047683715,0.4250000119209289,0.0273921377956867,0.005566656589508,0.0,0.0,1.0,0.0,0.0,0.0,1.216936469078064,0.8997577428817749,1.0,100.0,0.0,1.0,215.535,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,0.0316174030303955,0.317178726196289,-99.0,-1.0,0.6289419693895885,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.5317190289497375,0.5633364319801331,0.5633364319801331,0.5317190289497375,0.03161740303039551,0.03161740303039551,0.03161740303039551,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000385260,lx,2025_09_26_09_17_22,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.2409290075302124,0,0,0.3085844218730926,0.1820683777332306,0.0,0.0,0.0,0.0,0.0,0.0,0.0447975397109985,0.2703529596328735,0.2749999761581421,0.1200000047683715,0.3199999928474426,0.1649999618530273,0.0611771754920482,0.1177874794229865,0.0,0.0,0.0,0.0,0.0,0.0,1.196131467819214,1.511281967163086,1.0,80.0,0.0,1.0,385.26,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.126516044139862,-0.3151504993438718,-79.0,-1.0,0.2101989829563227,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1820683777332306,0.3085844218730926,0.1820683777332306,0.1820683777332306,0.0,0.0,0.126516044139862,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490__pre3_label3_response_coverage,vehicle_instability_allraw__lx__2025_09_26_09_17_22__000480490,lx,2025_09_26_09_17_22,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,2.146575927734375,1,1,0.6295940279960632,0.1406444460153579,0.0,0.0,1.0,1.0,0.0,0.0,1.069309949874878,0.2632731199264526,0.0650000572204589,0.0,0.8549999594688416,1.0350000262260437,0.4685396738350391,0.0656921565532684,0.0,0.0,0.0,0.0,0.0,1.0,1.077265977859497,1.8833028078079224,1.0,4.0,0.0,1.0,480.49,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,0,0.4889495819807054,-0.8060368299484253,-3.0,-1.0,0.5073789724777285,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1406444460153579,0.6295940279960632,0.1406444460153579,0.1406444460153579,0.0,0.0,0.4889495819807054,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000089180,lxy,2025_09_28_17_55_52,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.9592329859733582,0,0,0.2426179200410843,0.1421731561422348,0.0,0.0,0.0,0.0,0.0,0.0,0.1157920956611633,0.0587009787559509,0.4750000238418579,0.6600000858306885,0.6400000005960464,0.0150000005960464,0.0730204749852418,0.0019509494304656,0.0,0.0,0.0,0.0,0.0,0.0,1.0750250816345217,0.9005320072174072,1.0,118.0,0.0,1.0,89.18,0.0,1.0,instability_ay_roll,medium_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,0.1004447638988494,0.1744930744171144,-117.0,-1.0,0.1315879075814528,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1421731561422348,0.2426179200410843,0.1421731561422348,0.1421731561422348,0.0,0.0,0.10044476389884949,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.1610940098762512,0,0,0.4958687424659729,0.231009379029274,1.0,0.0,0.0,0.0,0.0,0.0,0.7650427222251892,0.2590571939945221,0.6399999856948853,0.6700000166893005,0.7900000289082527,0.0350000001490116,0.0556805711239576,0.0075486451387405,0.0,0.0,0.0,0.0,1.0,0.0,0.9261367321014404,0.4201512038707733,1.0,139.0,0.0,1.0,357.07,-2.82e-06,1.0,instability_roll_only,extreme_active,straight,straight,secondary,curve2,curve2,design_curve_context,very_low,0,0.2648593634366989,0.5059855282306671,-138.0,-1.0,0.0580171066607883,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.231009379029274,0.4958687424659729,0.231009379029274,0.231009379029274,0.0,0.0,0.2648593634366989,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000380645,lxy,2025_09_28_17_55_52,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.5267407894134521,0,0,0.1113201826810836,0.0570673234760761,0.0,0.0,0.0,0.0,0.0,0.0,0.139187753200531,0.0173312425613403,0.1600000858306884,0.0549999475479126,0.679999977350235,0.0099999979138374,0.0045791566371917,0.0163182727992534,0.0,0.0,1.0,0.0,0.0,0.0,0.6659285426139832,0.5094095468521118,1.0,109.0,0.0,1.0,380.645,-0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.0542528592050075,0.1565189957618713,-108.0,-1.0,0.1897740552105567,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0570673234760761,0.1113201826810836,0.0570673234760761,0.0570673234760761,0.0,0.0,0.0542528592050075,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000448640,lxy,2025_09_28_17_55_52,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.3461730480194092,0,0,0.2794610857963562,0.0868243128061294,0.0,0.0,0.0,0.0,0.0,0.0,0.0274504423141479,0.0757561922073364,0.2699999809265136,0.3199999332427978,0.2550000548362732,0.0200000405311584,0.0675035417079925,0.0618662238121032,0.0,0.0,0.0,0.0,0.0,0.0,1.3187226057052612,1.2704168558120728,1.0,120.0,0.0,1.0,448.64,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,0,0.1926367729902268,0.0483057498931884,-119.0,-1.0,0.6969128377153495,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.0868243128061294,0.2794610857963562,0.2794610857963562,0.0868243128061294,0.1926367729902268,0.1926367729902268,0.1926367729902268,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000541050,lxy,2025_09_28_17_55_52,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.7265809774398804,0,0,0.3149615228176117,0.1487936079502105,0.0,0.0,0.0,0.0,0.0,0.0,0.6322007179260254,0.1987717151641845,0.1650000810623169,0.3700000047683716,0.2350000143051147,0.6899999976158142,0.1815069643780589,0.1456161085516214,0.0,0.0,0.0,0.0,0.0,0.0,1.3587816953659058,0.9253526926040648,1.0,74.0,0.0,1.0,541.05,0.0,1.0,instability_ay_roll,weak,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.1661679148674012,0.4334290027618409,-73.0,-1.0,0.0591404493504803,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1487936079502105,0.3149615228176117,0.1487936079502105,0.1487936079502105,0.0,0.0,0.1661679148674012,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000057770,lxy,2025_09_28_18_06_16,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.0580191612243652,0,0,0.5760557055473328,0.2414779067039489,0.0,0.0,0.0,0.0,0.0,0.0,0.1119124889373779,0.1160906553268432,0.6550000309944153,0.1650000214576721,0.6549999937415123,0.0449999943375587,0.0360538400709629,0.0115344617515802,0.0,0.0,0.0,0.0,0.0,0.0,1.1699316501617432,0.941928505897522,1.0,108.0,0.0,1.0,57.77,0.0,1.0,instability_ay_roll,medium_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,0.3345777988433839,0.2280031442642212,-107.0,-1.0,0.1120609934147309,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.2414779067039489,0.5760557055473328,0.2414779067039489,0.2414779067039489,0.0,0.0,0.3345777988433839,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000084330,lxy,2025_09_28_18_06_16,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.4202751815319061,0,0,0.2203747034072876,0.2174939066171646,0.0,0.0,0.0,0.0,1.0,0.0,0.256129041314125,0.2711237370967865,0.0850000381469726,0.1299999952316284,1.0549999549984932,0.0450000017881393,0.0820259111351333,0.0180350318551063,0.0,0.0,0.0,0.0,0.0,0.0,0.164146140217781,0.6913989186286926,0.0,97.0,0.0,1.0,84.33,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,0.0028807967901229,-0.5272527784109116,-97.0,-1.0,0.2134771229372631,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.2174939066171646,0.2203747034072876,0.2174939066171646,0.2174939066171646,0.0,0.0,0.002880796790122986,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000133655,lxy,2025_09_28_18_06_16,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.2969540357589722,0,0,0.5669319033622742,0.1814527660608291,0.0,0.0,0.0,0.0,1.0,0.0,1.0441342294216156,0.1645714044570922,0.6500000953674316,0.0649998188018798,2.100000023841858,0.3700000047683716,0.0786181986331939,0.2271783053874969,0.0,0.0,0.0,0.0,0.0,0.0,0.2528198063373565,1.13238263130188,0.0,155.0,0.0,1.0,133.655,-0.00729802,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,curve1,curve1,design_curve_context,high,0,0.385479137301445,-0.8795628249645235,-155.0,-1.0,0.004409622570973,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1814527660608291,0.5669319033622742,0.1814527660608291,0.1814527660608291,0.0,0.0,0.38547913730144506,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000250730,lxy,2025_09_28_18_06_16,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.521754026412964,0,0,0.6551637649536133,0.1293587237596511,0.0,0.0,0.0,0.0,0.0,0.0,0.4420102834701538,0.2523865699768066,0.3049999475479126,0.0049999952316284,0.6400000154972076,0.0,0.0837566708214581,0.0076308324933052,0.0,0.0,1.0,0.0,0.0,0.0,1.07974374294281,1.2693674564361572,1.0,86.0,0.0,1.0,250.73,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,fix_road,fix_road,design_special_event_segment,low,0,0.5258050411939622,-0.1896237134933471,-85.0,-1.0,0.5981268654023204,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.1293587237596511,0.6551637649536133,0.6551637649536133,0.1293587237596511,0.5258050411939622,0.5258050411939622,0.5258050411939622,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000129055,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.9997968673706048,1,1,1.001278042793274,0.3499749600887298,0.0,0.0,0.0,1.0,1.0,0.0,1.5205231308937073,0.5144902467727661,0.0699999332427978,0.0299999713897705,1.1799999475479126,0.0850000083446502,0.4782267361879349,0.1160535141825676,0.0,0.0,1.0,0.0,0.0,0.0,0.4792737364768982,1.4853066205978394,0.0,141.0,0.0,1.0,129.055,-0.00729802,1.0,instability_ay_roll,extreme_active,curve,curve,secondary,curve1,curve1,design_curve_context,high,0,0.6513030827045441,-1.0060328841209412,-141.0,-1.0,0.014618836664328,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.3499749600887298,1.001278042793274,0.3499749600887298,0.3499749600887298,0.0,0.0,0.6513030827045441,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000175350,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.2788029909133911,0,0,0.5566148161888123,0.3653832674026489,0.0,0.0,0.0,0.0,0.0,0.0,0.4510497450828552,0.5222621560096741,0.4550000429153442,0.3550000190734863,0.8400000035762787,0.0399999916553497,0.1571061350405216,0.127235047519207,0.0,0.0,1.0,0.0,0.0,0.0,0.8277532458305359,0.756540834903717,1.0,100.0,0.0,1.0,175.35,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,0.1912315487861633,0.0712124109268188,-99.0,-1.0,0.5797103127393505,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.3653832674026489,0.5566148161888123,0.5566148161888123,0.3653832674026489,0.19123154878616333,0.19123154878616333,0.19123154878616333,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000290870,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.879023551940918,1,1,0.8235683441162109,0.6812103986740112,0.0,0.0,1.0,1.0,0.0,0.0,0.8577326536178589,0.9272646307945251,0.369999885559082,0.3149999380111694,0.8299999535083771,0.1299999952316284,0.4228328615427017,0.2435111701488495,0.0,0.0,0.0,0.0,0.0,0.0,1.021290898323059,0.9517589211463928,1.0,99.0,0.0,1.0,290.87,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,curve2,curve2,design_curve_context,low,0,0.1423579454421997,0.0695319771766662,-98.0,-1.0,0.4361187458803613,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.6812103986740112,0.8235683441162109,0.6812103986740112,0.6812103986740112,0.0,0.0,0.1423579454421997,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000320035,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.6603360176086426,1,0,0.6755958199501038,0.3150139153003692,0.0,0.0,1.0,1.0,0.0,0.0,0.2579821348190307,0.2379624843597412,0.0549999475479126,0.1299999952316284,0.7100000083446503,0.0150000005960464,0.2299564906861633,0.0886277258396148,0.0,0.0,0.0,0.0,0.0,0.0,1.4023538827896118,1.4223735332489014,1.0,125.0,0.0,1.0,320.035,-0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.3605819046497345,-0.0200196504592895,-124.0,-1.0,0.2441695339087272,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.3150139153003692,0.6755958199501038,0.3150139153003692,0.3150139153003692,0.0,0.0,0.36058190464973455,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000334720,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.2790780067443847,0,0,0.2720281481742859,0.0904351621866226,0.0,0.0,0.0,0.0,0.0,0.0,0.4342901706695556,0.1240220963954925,0.1650000810623169,0.0350000858306884,0.1800000071525573,0.5149999968707561,0.0558574460446834,0.0835995078086853,0.0,0.0,1.0,0.0,0.0,0.0,0.7133681774139404,0.4031001031398773,1.0,41.0,0.0,1.0,334.72,0.0,1.0,instability_ay_roll,weak,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.1815929859876632,0.3102680742740631,-40.0,-1.0,0.0413141805113664,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0904351621866226,0.2720281481742859,0.0904351621866226,0.0904351621866226,0.0,0.0,0.18159298598766327,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.3334319591522217,0,0,0.4043676257133484,0.1966462135314941,0.0,0.0,0.0,0.0,0.0,0.0,0.1363841295242309,0.0654890537261962,0.7300000190734863,0.5800000429153442,0.3250000476837158,0.125,0.0122263580560684,0.1211558543145656,0.0,0.0,0.0,0.0,0.0,0.0,1.1970478296279907,1.398921012878418,1.0,36.0,0.0,1.0,402.09,-0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,0,0.2077214121818542,-0.2018731832504272,-35.0,-1.0,0.1829291359168375,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1966462135314941,0.4043676257133484,0.1966462135314941,0.1966462135314941,0.0,0.0,0.20772141218185428,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970__pre3_label3_response_coverage,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000481970,lxy,2025_09_28_18_19_35,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.0993099212646484,0,0,0.3159634172916412,0.0289542283862829,0.0,0.0,0.0,0.0,0.0,0.0,0.5895589590072632,0.036152645945549,0.6150000095367432,0.3600000143051147,0.4100000038743019,0.0150000005960464,0.0668368935585022,0.02372907102108,1.0,0.0,0.0,1.0,0.0,0.0,0.6888688802719116,0.1354625672101974,1.0,1.0,0.0,0.0,481.97,0.0,1.0,instability_ay_roll,medium_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,low,0,0.2870091889053582,0.5534063130617142,0.0,0.0,0.0463465298801869,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0289542283862829,0.3159634172916412,0.0289542283862829,0.0289542283862829,0.0,0.0,0.28700918890535826,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000137120,rjy,2025_09_28_19_33_26,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.9438740015029908,0,0,0.2838518321514129,0.1756350845098495,0.0,0.0,0.0,0.0,0.0,0.0,0.4443920850753784,0.2790929675102234,0.8949998617172241,0.2199997901916504,0.0649999976158142,0.0649999976158142,0.0381717924028635,0.0319554880261421,0.0,0.0,1.0,0.0,0.0,0.0,1.3882660865783691,0.6647810339927673,1.0,218.0,0.0,1.0,137.12,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section2,design_regular_road,high,0,0.1082167476415634,0.7234850525856018,-217.0,-1.0,0.6585704823470869,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.1756350845098495,0.2838518321514129,0.2838518321514129,0.1756350845098495,0.10821674764156342,0.10821674764156342,0.10821674764156342,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
