window_config_id,split_strategy,split,model_name,n_samples,rmse_steer,peak_direction_accuracy,wrong_side_rate,large_response_recall,peak_amp_mae,peak_amp_ratio_pred_over_gt_mean,severe_amp_under_rate,peak_time_mae_s,onset_delay_mae_s,tail_abs_error_mean,tail_drift_risk_rate,zero_crossing_mismatch_rate,reversal_count_exact_match_rate,multi_segment_gt_rate,multi_segment_pred_rate,difficult_top20_rmse,source_artifact,model_order,display_name,source_group,uses_subject_id,uses_physio,uses_eeg,uses_continuous_style,multi_segment_rate_abs_gap
pre2_label2_old_main,session_level_split,val,formal_ridge_vehicle_context_no_subject,156,0.82623855765728,0.7115384615384616,0.2884615384615384,0.0476190476190476,0.9148872014469444,2.211631602562901,0.5833333333333334,0.5040705165801904,0.6487820465117693,0.7911768231797629,0.6346153846153846,0.2435897435897435,0.1153846153846153,0.7243589743589743,0.9230769230769232,1.4388867247228616,stage03_vehicle_instability_formal_baselines_v0_1,5,formal ridge,formal_linear,False,False,False,False,0.1987179487179489
pre2_label2_old_main,session_level_split,val,active_legacy_best,156,0.8371930371657863,0.7435897435897436,0.2564102564102564,0.0769230769230769,0.8653109444197841,0.8376741768948076,0.6282051282051282,0.5859935992301848,0.7285897424384856,0.6759386151814117,0.5448717948717948,0.7371794871794872,0.0897435897435897,0.7243589743589743,0.0641025641025641,1.5576052444210122,oldcode_vehicle_direct_full_clean_on_instability_v0_1,6,old vehicle_direct active,old_vehicle_direct_clean,False,False,False,False,0.6602564102564102
pre2_label2_old_main,session_level_split,val,structure_best,156,0.8485021172029978,0.8012820512820513,0.1987179487179487,0.1794871794871795,0.7842761009262923,0.8976410790411009,0.5512820512820513,0.6054487368927743,0.6804807670175647,0.631814416235265,0.5256410256410257,0.75,0.1089743589743589,0.7243589743589743,0.6217948717948718,1.575332281145549,oldcode_vehicle_direct_full_clean_on_instability_v0_1,7,old vehicle_direct structure,old_vehicle_direct_clean,False,False,False,False,0.10256410256410253
pre2_label2_old_main,session_level_split,val,ridge_rich_history_no_subject,156,0.8219558593688304,0.7307692307692307,0.2692307692307692,0.1666666666666666,0.8495194173823947,2.887925796489825,0.4551282051282051,0.4427243635440484,0.4122435905827352,0.7829545879429087,0.5897435897435898,0.2371794871794871,0.0448717948717948,0.7243589743589743,0.9743589743589745,1.4254107631527082,stage03_vehicle_instability_strong_vehicle_baselines_v0_1,8,rich ridge history,strong_vehicle_diagnostic,False,False,False,False,0.2500000000000001
pre2_label2_old_main,session_level_split,val,ridge_rich_context_no_subject,156,0.8160201365471746,0.7243589743589743,0.2756410256410256,0.119047619047619,0.8337815679036654,2.9274165843489035,0.391025641025641,0.4597435945119613,0.3771153835651393,0.745261591128581,0.5192307692307693,0.1794871794871795,0.0256410256410256,0.7243589743589743,0.9935897435897436,1.3868293686638635,stage03_vehicle_instability_strong_vehicle_baselines_v0_1,9,rich ridge context,strong_vehicle_diagnostic,False,False,False,False,0.2692307692307693
pre2_label2_old_main,session_level_split,val,rbf_kernel_ridge_context_no_subject,156,0.7438345425263223,0.8012820512820513,0.1987179487179487,0.4761904761904761,0.6953406823973598,1.6081825434910009,0.3525641025641026,0.4729487257890212,0.5512820499089475,0.641912809058669,0.5128205128205128,0.1987179487179487,0.0512820512820512,0.7243589743589743,0.8397435897435898,1.3494332618812166,stage03_vehicle_instability_strong_vehicle_baselines_v0_1,10,RBF KRR,strong_vehicle_diagnostic,False,False,False,False,0.11538461538461542
pre2_label2_old_main,session_level_split,val,knn_template_context_no_subject,156,0.7635023743895981,0.7115384615384616,0.2884615384615384,0.238095238095238,0.7079603715011706,1.7650452610603835,0.3269230769230769,0.4576602622102468,0.4377564106805202,0.6413929913437758,0.5064102564102564,0.25,0.032051282051282,0.7243589743589743,0.9807692307692308,1.4321279561878455,stage03_vehicle_instability_strong_vehicle_baselines_v0_1,11,KNN template,template_memory_risk,False,False,False,False,0.2564102564102565
pre2_label2_old_main,session_level_split,val,direction_gated_knn_template_no_subject,156,0.788280809827739,0.7884615384615384,0.2115384615384615,0.4047619047619047,0.6579116719464461,2.6298145446636547,0.1602564102564102,0.3839102542171111,0.4055448699479875,0.6840442976890466,0.4871794871794871,0.2435897435897435,0.0961538461538461,0.7243589743589743,0.9487179487179488,1.4053083092124867,stage03_vehicle_instability_strong_vehicle_baselines_v0_1,12,direction-gated KNN,template_memory_risk,False,False,False,False,0.22435897435897445
pre2_label2_old_main,session_level_split,val,peak_scaled_template_context_no_subject,156,0.7770606655959716,0.7884615384615384,0.2115384615384615,0.3571428571428571,0.657704579237944,2.2544983987314837,0.1858974358974359,0.3859935932052441,0.4059615384202259,0.6716657355427742,0.4743589743589743,0.2756410256410256,0.0641025641025641,0.7243589743589743,0.9615384615384616,1.4214835048295156,stage03_vehicle_instability_strong_vehicle_baselines_v0_1,13,peak-scaled template,template_memory_risk,False,False,False,False,0.23717948717948723
pre2_label2_old_main,session_level_split,val,vehicle_transformer_context_no_subject,156,0.7167992486335748,0.8076923076923077,0.1923076923076923,0.3809523809523809,0.6787600478587242,1.6256637026735956,0.3461538461538461,0.4897756414153637,0.4814743549765971,0.6421381691172241,0.4935897435897436,0.2243589743589743,0.1538461538461538,0.7243589743589743,0.0,1.2574639402165144,stage03_vehicle_instability_vehicle_transformer_v0_1,14,vehicle Transformer,true_vehicle_transformer,False,False,False,False,0.7243589743589743
