sample_id,event_uid,subject,session_stamp,window_config_id,split_strategy,split,model_name,sample_rmse,gt_peak_abs,pred_peak_abs,peak_amp_abs_error,peak_amp_ratio_pred_over_gt,peak_direction_match,wrong_side,peak_time_abs_error_s,onset_delay_abs_error_s,tail_abs_error,tail_drift_risk,zero_crossing_mismatch,gt_reversal_count,pred_reversal_count,reversal_count_exact,gt_multi_segment,pred_multi_segment,is_large_response,large_response_recalled,severe_amp_under,is_difficult_peak_top20,track_id
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000060840,byx,2025_09_28_17_05_51,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,1.0766174793243408,1.944647192955017,0.0,1.944647192955017,0.0,1,0,1.190000057220459,2.9200000017881393,0.19931477308273315,0,1,5,0,0,1,0,1,0,1,1,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000187815,byx,2025_09_28_17_05_51,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.4889218807220459,0.9477140307426453,0.0,0.9477140307426453,0.0,0,1,2.0950000286102295,2.2350000143051147,0.0452042818069458,0,1,3,0,0,1,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000349300,byx,2025_09_28_17_05_51,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.7476451992988586,1.3292438983917236,0.0,1.3292438983917236,0.0,0,1,2.5899999141693115,2.074999988079071,0.20961184799671173,0,1,2,0,0,1,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000058865,byx,2025_09_28_17_15_52,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,1.0753294229507446,2.1975419521331787,0.0,2.1975419521331787,0.0,0,1,1.5449999570846558,2.7100000083446503,0.03996798396110535,0,1,3,0,0,1,0,1,0,1,1,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000131145,byx,2025_09_28_17_15_52,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,1.0011889934539795,1.7027480602264404,0.0,1.7027480602264404,0.0,0,1,2.0,2.7750000059604645,0.17680126428604126,0,1,4,0,0,1,0,1,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,byx,2025_09_28_17_15_52,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.6569496393203735,0.9564404487609863,0.0,0.9564404487609863,0.0,0,1,1.6699999570846558,2.0899999737739563,0.16702841222286224,0,1,2,0,0,1,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000065550,byx,2025_09_28_17_25_18,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.07031894475221634,0.10297000408172607,0.0,0.10297000408172607,0.0,1,0,0.6549999713897705,2.935000002384186,0.0247800350189209,0,0,1,0,0,0,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000164150,byx,2025_09_28_17_25_18,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,1.1502726078033447,1.3950433731079102,0.0,1.3950433731079102,0.0,0,1,2.055000066757202,2.790000006556511,0.30944740772247314,0,0,3,0,0,1,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000275870,byx,2025_09_28_17_25_18,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.011267255060374737,0.036299943923950195,0.0,0.036299943923950195,0.0,0,1,2.615000009536743,0.48000001907348633,0.030719995498657227,1,1,2,0,0,1,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000384190,byx,2025_09_28_17_25_18,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.7140193581581116,1.3728759288787842,0.0,1.3728759288787842,0.0,1,0,1.065000057220459,2.740000009536743,0.21519902348518372,0,1,3,0,0,1,0,0,0,1,0,B_response3s_strict_core
vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000078915,byx,2025_09_28_17_35_43,pre3_label3_response_coverage,session_level_split,train,zero_response_hold_current,0.3390139639377594,0.761661171913147,0.0,0.761661171913147,0.0,1,0,0.9800000190734863,2.9149999991059303,0.0008721649646759033,0,1,3,0,0,1,0,0,0,1,0,B_response3s_strict_core
